Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Lighting Gas Power (therms/hour),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.6336552165366047,0.2159064481555196,0.14872129861063785,0.6336552165366047,0.2159064481555196,0.14872129861063785,0.01953113369325733,0.3932144647877919,0.17090961805555557,0.05,0.0,0.002227340277304497,0.14649395833333337,0.0,0.20132311482218626,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06079110788616025,0.04559333091462018,0.0,0.0,0.005086641081871345,0.0,0.014444492611385983,0.0,0.006314403479590404,0.0,0.20763971187675484,0.1557297839075661,0.002227340277304497,0.06172839468737013,0.0,0.05674084685791626,0.0,0.0,0.0,2639.496972823576,16.666666666666686,0.09333333333333334,966.0644164171641,4.2933147139814825,0.17090961805555557,0.11666666666666667,3434.651771185185,29439.872324444445,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,18297.01560888889,0.0,0.0,86.74293423848016,51.66666666666668,46.10666666666668,0.0,49.9980763024877,0.0,0.0,0.0,135.53583474762524,49.1298456416679,49.9980763024877,48.695730311258,12.43753247303448,16.684017013976284,-0.04283416636765788,8.699045364106187,-0.9425444018458224,2.8,9.236100170605994,546.731592436338,-2234.214739168709,821.3177878210793,-2404.9640162019105,0.0,0.0,411.74080554883443,0.0,2.0,0.13278307687698956,0.0,0.0,0.7879520342696446,131.99922844444444,-99.54216973416236,0.23867396171494032,7.689905469615897,0.0027472062719443627,-58.54184082516227,1.2359501427279909,0.4231559072306711,-3254.7091254823617,54.42996989648883,0.20322059422732594,994.6945094135143,-173.37672159243505
2025-01-01 01:00:00,0.8761759702469117,0.21476661488265408,0.33600762484192437,0.8761759702469116,0.21476661488265408,0.33600762484192437,0.019149635612116977,0.4163757790792392,0.39065055555555556,0.05,0.0,0.001164291508590987,0.3348433333333334,0.0,0.20018328154932075,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05927133018900624,0.044453497641754665,0.0,0.0,0.0047051430007309936,0.0,0.014444492611385983,0.0,0.006314403479590404,0.0,0.20763971187675484,0.1557297839075661,0.001164291508590987,0.07458847691390558,0.0,0.06856185661998215,0.0,0.0,0.0,6033.13593788246,16.666666666666686,0.21333333333333335,2208.1472375249464,9.813290774814815,0.39065055555555556,0.26666666666666666,7850.632619851852,29439.872324444445,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,18297.01560888889,0.0,0.0,85.22224716745657,51.66666666666668,46.10666666666668,0.0,49.111003183867865,0.0,0.0,0.0,133.1597611991509,48.32226221646413,49.111003183867865,47.92789173276227,12.43753247303448,16.443037089461754,-0.0452345927090066,9.365255221467619,0.5769101052069026,2.5,9.236100170605994,4035.9714720639504,-719.1513769550788,273.3486547856721,-2265.9407524269504,0.0,0.0,409.8395297705401,0.0,2.0,0.124681206540341,0.0,0.0,0.7398744827977416,131.99922844444444,-141.06324316209898,0.24162033332573993,7.566994846900163,0.0027404165623272077,-39.96009714247095,1.2370390066837527,0.3379142521521333,-2964.566310657237,37.26769617721145,0.15129842164907317,406.33243290426344,-132.9837781185913
2025-01-01 02:00:00,0.8988064200056008,0.2136267816097886,0.3776605560288361,0.8988064200056008,0.2136267816097886,0.3776605560288361,0.019149635612116977,0.39017490939348387,0.439481875,0.05,0.0,0.0009618060288360327,0.37669875,0.0,0.19904344827645526,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05775155249185224,0.043313664368889164,0.0,0.0,0.0047051430007309936,0.0,0.014444492611385983,0.0,0.006314403479590404,0.0,0.20763971187675484,0.1557297839075661,0.0009618060288360327,0.06172839468737013,0.0,0.05674084685791626,0.0,0.0,0.0,6787.277930117768,16.666666666666686,0.24000000000000002,2484.1656422155647,11.039952121666666,0.439481875,0.3,8831.961697333334,29439.872324444445,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,18297.01560888889,0.0,0.0,83.37346517779672,51.66666666666668,46.10666666666668,0.0,48.24674179331814,0.0,0.0,0.0,130.27103934030737,47.53390949087058,48.24674179331814,47.1774933396468,12.43753247303448,16.344245711917328,-0.06119885287502284,10.056386447541742,0.8408461932911341,1.6500000000000001,9.236100170605994,4759.654281058819,-153.70498696760677,-17.962552792648417,-2293.763491201101,0.0,0.0,408.31975207338604,0.0,2.0,0.11917289850970797,0.0,0.0,0.7071874671011408,131.99922844444444,-142.17990993123468,0.24286423180973932,7.515434965167068,0.002737273721274052,-6.864455882409258,1.2374633891454687,0.24295439070893368,-2666.0853503559697,28.214721172798043,0.09165551803927384,107.4451465402735,-125.40769933292192
2025-01-01 03:00:00,0.7752194439096213,0.21248694833692308,0.2682558386027695,0.7752194439096213,0.21248694833692308,0.2682558386027695,0.01889530355802341,0.41333622368493117,0.29298791666666674,0.05,0.016364018053688457,0.0007593205490810784,0.25113250000000004,0.0,0.19790361500358974,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05623177479469822,0.042173831096023656,0.0,0.0,0.004450810946637427,0.0,0.014444492611385983,0.0,0.006314403479590404,0.0,0.20763971187675484,0.1557297839075661,0.0007593205490810784,0.07458847691390558,0.0,0.06856185661998215,0.0,0.0,0.0,4524.851953411845,16.666666666666686,0.16000000000000003,1656.11042814371,7.359968081111111,0.29298791666666674,0.2,5887.974464888889,29439.872324444445,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,18297.01560888889,371.2234074074074,0.0,81.33056096155418,51.66666666666668,46.10666666666668,0.0,47.4136827122067,0.0,0.0,371.2234074074074,127.0790015024284,46.7833739569025,47.4136827122067,46.468219579250395,12.43753247303448,16.373597245396176,-0.05735213418554285,10.038512718078552,0.701950520275094,1.6500000000000001,9.236100170605994,2405.581838836874,-1460.5971702037723,34.4651527988588,-2374.0585566990967,0.0,0.0,406.5456423221385,0.0,2.0,0.12322677006578582,0.0,0.0,0.7312436677436259,131.99922844444444,-151.7572001980132,0.24229699047359596,7.528071492151399,0.002735971701258327,-54.08686067366128,1.2373389631304759,0.2924718949837792,-3147.6760089568047,30.968410609322166,0.11632169681821265,170.13469107151437,-135.6695382726556
2025-01-01 04:00:00,1.0090455557047655,0.21134711506405754,0.40205471899955253,1.0090455557047655,0.21134711506405757,0.40205471899955253,0.01889530355802341,0.500668377146742,0.439481875,0.05,0.024546027080532683,0.0008099419190198171,0.37669875,0.0,0.19676378173072423,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054711997097544214,0.04103399782315815,0.0,0.0,0.004450810946637427,0.0,0.014444492611385983,0.0,0.006314403479590404,0.0,0.20763971187675484,0.1557297839075661,0.0008099419190198171,0.12088477292943316,0.0,0.11111749176341935,0.0,0.0,0.0,6787.277930117768,16.666666666666686,0.24000000000000002,2484.1656422155647,11.039952121666666,0.439481875,0.3,8831.961697333334,29439.872324444445,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,18297.01560888889,556.8351111111111,0.0,93.55725447176398,51.66666666666668,46.10666666666668,0.0,51.363381663065404,0.0,0.0,556.8351111111111,146.1832101121312,51.389845182795135,51.40307694266,51.363381663065404,12.43753247303448,16.388954250383254,-0.05018664702138986,9.787780189130299,0.7991225803922143,0.55,9.236100170605994,4380.042676178388,-529.6160538732371,-84.17464162792872,-2664.822910445885,0.0,0.0,405.02586462498454,0.0,2.0,0.12775319182288966,0.0,0.0,0.7581040426901747,131.99922844444444,-147.438208118479,0.2411336877107761,7.520941065489344,0.002726770312090582,6.406657529759747,1.2366994741253343,0.2675714277902341,-3047.2823603116617,33.500664222859754,0.10960244036665762,50.182827390896804,-134.35746901882555
2025-01-01 05:00:00,1.108278587767358,0.21134711506405754,0.37760993465889736,1.108278587767358,0.21134711506405757,0.37760993465889736,0.019403967666210546,0.5993927451011474,0.439481875,0.05,0.0,0.0009111846588972943,0.37669875,0.0,0.19676378173072423,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054711997097544214,0.04103399782315815,0.0,0.0,0.004959475054824562,0.0,0.014444492611385983,0.0,0.006314403479590404,0.0,0.20763971187675484,0.1557297839075661,0.0009111846588972943,0.17232510183557495,0.0,0.15840153081168293,0.0,0.0,0.0,6787.277930117768,16.666666666666686,0.24000000000000002,2484.1656422155647,11.039952121666666,0.439481875,0.3,8831.961697333334,29439.872324444445,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,18297.01560888889,0.0,0.0,91.54310615565088,51.66666666666668,46.10666666666668,0.0,50.60405170513788,0.0,0.0,0.0,143.0361033682045,50.63429976380278,50.649423793135234,50.60405170513788,12.43753247303448,16.360540952344444,-0.057048850957503026,10.170613146455851,0.045545761460736155,-0.25000000000000006,9.236100170605994,4235.875221266517,-716.4603259829572,-150.4685306473621,-2815.4828270560256,0.0,0.0,405.5345287331716,0.0,2.0,0.1286524871677357,0.0,0.0,0.7634405781361571,131.99922844444444,-141.45441052839755,0.24226022871394232,7.514460523318184,0.0027359924065497613,23.84346094119164,1.2361932659378456,0.24067269144452463,-3229.5522834215203,28.926315222997808,0.08598492560648535,4.8353172227633605,-155.30384787012548
2025-01-01 06:00:00,1.1471509669647868,0.23704166904784787,0.3780149056184072,1.1471509669647868,0.23704166904784787,0.37801490561840717,0.06228920621040712,0.5953798857543797,0.439481875,0.05,0.0,0.0013161556184072027,0.37669875,0.0,0.22245833571451454,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05775155249185224,0.043313664368889164,0.0,0.0,0.0055953051900584794,0.0,0.056693901020348644,0.0,0.017404322798305,0.0,0.23885956179416726,0.17914467134562537,0.0013161556184072027,0.14660493738250405,0.0,0.13475951128755115,0.0,0.0,0.0,6787.277930117768,16.666666666666686,0.24000000000000002,2484.1656422155647,11.039952121666666,0.439481875,0.3,8831.961697333334,29439.872324444445,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,18297.01560888889,0.0,0.0,88.6141208892399,51.66666666666668,46.10666666666668,0.0,49.722157282119134,0.04188083687733708,108.57568887245758,0.0,138.45956388943736,49.55223947500565,49.75295557274682,49.436482280821224,12.43753247303448,16.376665726001313,-0.053420319932058556,9.657194390393364,-0.2969086600214063,0.3,9.236100170605994,4427.335435974512,-895.7124302079679,-59.43291467057656,-2697.942370666843,0.0,0.0,491.5837024135843,0.0,2.0,0.12768012628721437,0.0,0.0,0.7576704623061047,131.99922844444444,-153.58382588999777,0.24149019094547067,7.5151363592304,0.002730053194090358,-56.56643699135238,1.236128880861791,0.2781211231645957,-3415.9313479450734,36.053275521540606,0.10513894628970191,86.04806931980161,-145.48098399037818
2025-01-01 07:00:00,1.019982664931227,0.24818851190148297,0.41927930034219957,1.0199826649312267,0.248188511901483,0.4192793003421995,0.0772165263634436,0.4532842635677833,0.439481875,0.05,0.04091004513422114,0.0016705052079783727,0.37669875,0.0,0.23360517856814964,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06079110788616025,0.04559333091462018,0.0,0.0,0.005213807108918129,0.0,0.07200271925452546,0.0,0.02334145059829723,0.0,0.2506824635380394,0.1880118476535295,0.0016705052079783727,0.06172839468737013,0.0,0.05674084685791626,0.0,0.0,0.0,6787.277930117768,16.666666666666686,0.24000000000000002,2484.1656422155647,11.039952121666666,0.439481875,0.3,8831.961697333334,29439.872324444445,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,18297.01560888889,928.0585185185186,0.0,86.95052941381115,51.66666666666668,46.10666666666668,0.0,49.61090935551392,0.12484310877474171,325.23743555143153,928.0585185185186,135.86020220907992,48.84357169443485,49.610909355513925,48.459902863895316,12.43753247303448,16.34550704659204,-0.06325326358226988,9.4859395524118,-0.5726458143358709,-0.55,9.236100170605994,4237.883637157483,-1214.221767478134,-144.00333657854392,-2932.3228614173076,0.0,0.0,526.4830043827222,11.890993151934877,2.0,0.13156151008025757,0.0,0.0,0.7807030981467611,131.99922844444444,-143.55443592569966,0.24163264332820125,7.495458928722557,0.0027262255189679377,16.850620856812146,1.2362647809063472,0.2816732673009404,-3735.4862776102095,37.09886791651075,0.10364621167596248,-1.704285426662786,-142.29905115188114
2025-01-01 08:00:00,1.2072950414298682,0.286043997074264,0.4202246718746451,1.2072950414298682,0.286043997074264,0.4202246718746451,0.1398170646585365,0.5291647823268872,0.48831319444444443,0.05,0.0,0.0016705052079783727,0.41855416666666667,0.0,0.27146066374093064,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062310885583314254,0.04673316418748568,0.0,0.0,0.003942146838450292,0.0,0.13587491782008623,0.0,0.04874798912702654,0.0,0.29963666607126005,0.22472749955344495,0.0016705052079783727,0.06172839468737013,0.0,0.05674084685791626,0.0,0.0,0.0,7541.419922353075,16.666666666666686,0.26666666666666666,2760.1840469061835,12.26661346851852,0.48831319444444443,0.3333333333333333,9813.290774814815,29439.872324444445,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,18297.01560888889,0.0,0.0,89.81362276247363,51.66666666666668,46.10666666666668,0.0,51.34343324832385,0.08167811765226789,224.00621266809173,0.0,140.33378556636504,49.93949946779667,51.34343324832385,49.2375325775331,12.43753247303448,16.351558799812842,-0.059010344579655614,8.912404330784872,-1.0697515944466027,-1.4,9.236100170605994,5068.229334909056,-1264.0191367825607,-191.14528695989281,-3204.224716078606,0.0,0.0,661.5372672595936,851.051497034996,2.0,0.1365147876643183,0.0,0.0,0.8100964910433467,131.99922844444444,69.49686137499211,0.24249490890602318,7.513404189044498,0.00273576570559753,138.79974181715613,1.2368125555677916,0.2982673034845095,-4067.1344835745717,42.93129988582798,0.11043490777719343,-48.75884451202777,-142.38644244786502
2025-01-01 09:00:00,1.3969683787898728,0.287983691891618,0.6285057623055942,1.396968378789873,0.287983691891618,0.6285057623055942,0.1462323660414679,0.517097540526183,0.6836384722222223,0.05,0.04091004513422114,0.0016198838380396341,0.5859758333333335,0.0,0.27340035855828465,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062310885583314254,0.04673316418748568,0.0,0.0,0.0031791506761695907,0.0,0.1430532153652983,0.0,0.05877557955845156,0.0,0.3022229258277321,0.226667194370799,0.0016198838380396341,0.04886831246083468,0.0,0.04491983709585038,0.0,0.0,0.0,10557.987891294304,18.33333333333337,0.37333333333333335,3864.2576656686565,17.17325885592593,0.6836384722222223,0.4666666666666667,13738.60708474074,29439.872324444445,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,18297.01560888889,928.0585185185186,0.0,85.0910425171298,51.66666666666668,46.10666666666668,0.0,50.970983768579785,0.1913527834837024,511.29724060908154,928.0585185185186,132.9547539330153,49.70192628960371,50.970983768579785,49.06739755011567,12.43753247303448,17.90822452250033,-0.14116103329451643,9.901549013003828,-1.0892516951436184,-0.85,9.236100170605994,8153.256928484035,-377.56507367902043,-56.583794438094365,-3496.74287603245,0.0,0.0,680.385380647469,2447.3887420497676,2.0,0.14113439441130776,0.0,0.0,0.8375098378299124,131.99922844444444,411.626532574711,0.22206056844573155,8.292914036861585,0.002762671334025375,274.9430791052074,1.2307974987186274,0.3004840030438031,-4271.319861189851,29.497121842173232,0.11427673448114202,38.278031030521745,-94.86182546861612
