Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Lighting Gas Power (therms/hour),Gas Lighting Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.4627455984810492,0.2159064481555196,0.0022273402773044966,0.007712426641350819,0.0035984408025919934,3.7122337955074944e-05,0.01953113369325733,0.3932144647877919,0.0,0.05,0.0,0.0022273402773044966,0.0,0.0,0.20132311482218626,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.014444492611385983,0,On,0.006314403479590404,0,On,0.20763971187675484,0.1557297839075661,On,0.0022273402773044966,On,0.06172839468737013,0,On,0.05674084685791626,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,29439.872324444445,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,18297.01560888889,Off,0.0,0,83.69265438572793,51.666666666666686,46.10666666666668,0.0,50.43441321801724,0.0,0.0,0.0,130.7697724776999,49.52637671614932,50.43441321801724,49.072358465215366,12.43753247303448,18.223903490779133,0.0,10.256020340510482,-2.281599884309508,2.8,9.236100170605994,-2495.958704158659,-4133.550259730858,1216.7445183630907,-2805.353646193131,-0.0,-0.0,411.74080554883443,0.0,2.0,0.13956472547734217,0.0,0,0.8281952183863982,131.99922844444444,-102.34586351436229,0.21603624970735835,8.406039479559812,0.0027511119190413375,-68.7025808720487,1.225887666101409,0.4287954103214692,-4166.53336768662,32.983107955762925,0.21128300784936657,1399.2093202571823,-182.46480189409164
2025-01-01 00:01:00,0.4627455984810492,0.2159064481555196,0.0022273402773044966,0.007712426641350819,0.0035984408025919934,3.7122337955074944e-05,0.01953113369325733,0.3932144647877919,0.0,0.05,0.0,0.0022273402773044966,0.0,0.0,0.20132311482218626,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.014444492611385983,0,On,0.006314403479590404,0,On,0.20763971187675484,0.1557297839075661,On,0.0022273402773044966,On,0.06172839468737013,0,On,0.05674084685791626,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,29439.872324444445,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,18297.01560888889,Off,0.0,0,83.90264831350767,51.666666666666686,46.10666666666668,0.0,50.420038878025835,0.0,0.0,0.0,131.09788798985574,49.51333682315568,50.420038878025835,49.059985795720614,12.43753247303448,18.132198460386004,0.0,10.09528194519776,-2.2130294953294607,2.8,9.236100170605994,-2486.0072157475042,-4035.4837969887567,1192.7719664431108,-2780.685809158278,-0.0,-0.0,411.74080554883443,0.0,2.0,0.13916493992604134,0.0,0,0.8258228389700746,131.99922844444444,-117.06221213806054,0.21790734180131577,8.386031782063391,0.0027509613407510434,-68.13318167738778,1.229855830877553,0.42821717463664594,-4071.2129059874514,35.729108998694805,0.2108796310862575,1377.6932956293404,-184.92132918622954
2025-01-01 00:02:00,0.4627455984810492,0.2159064481555196,0.0022273402773044966,0.007712426641350819,0.0035984408025919934,3.7122337955074944e-05,0.01953113369325733,0.3932144647877919,0.0,0.05,0.0,0.0022273402773044966,0.0,0.0,0.20132311482218626,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.014444492611385983,0,On,0.006314403479590404,0,On,0.20763971187675484,0.1557297839075661,On,0.0022273402773044966,On,0.06172839468737013,0,On,0.05674084685791626,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,29439.872324444445,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,18297.01560888889,Off,0.0,0,84.1073258804683,51.666666666666686,46.10666666666668,0.0,50.4056302236895,0.0,0.0,0.0,131.4176966882317,49.50026421165924,50.4056302236895,49.047581205644114,12.43753247303448,18.042451043225284,0.0,9.945031097273441,-2.1470178272349614,2.8,9.236100170605994,-2477.208634332236,-3944.040004915282,1169.7781712040724,-2756.628764874223,-0.0,-0.0,411.74080554883443,0.0,2.0,0.13877327029979908,0.0,0,0.823498620507769,131.99922844444444,-132.32067500684752,0.21912851721750431,8.343553186876246,0.002750812492255035,-67.57512740867672,1.2302349910010846,0.4276759596052017,-3982.324207383872,38.284202468589825,0.21049057613998826,1357.0435468069784,-187.2653756029058
2025-01-01 00:03:00,0.4627455984810492,0.2159064481555196,0.0022273402773044966,0.007712426641350819,0.0035984408025919934,3.7122337955074944e-05,0.01953113369325733,0.3932144647877919,0.0,0.05,0.0,0.0022273402773044966,0.0,0.0,0.20132311482218626,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.014444492611385983,0,On,0.006314403479590404,0,On,0.20763971187675484,0.1557297839075661,On,0.0022273402773044966,On,0.06172839468737013,0,On,0.05674084685791626,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,29439.872324444445,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,18297.01560888889,Off,0.0,0,84.30692444060698,51.666666666666686,46.10666666666668,0.0,50.391188140896716,0.0,0.0,0.0,131.7295694384484,49.48715970998568,50.391188140896716,49.03514549453017,12.43753247303448,17.954573206878926,0.0,9.804451936232017,-2.0833787523113436,2.8,9.236100170605994,-2469.4779561038613,-3858.678300780438,1148.1175387076041,-2733.153713608284,-0.0,-0.0,411.74080554883443,0.0,2.0,0.13838935824056664,0.0,0,0.8212204364562495,131.99922844444444,-148.06504804441158,0.22033157798472675,8.30204853298246,0.00275066490842283,-67.02774527928848,1.2306064805177717,0.42716896180819913,-3899.3435545226353,40.66525374219718,0.21011482260529749,1337.1950247791028,-189.07748607149875
2025-01-01 00:04:00,0.4627455984810492,0.2159064481555196,0.0022273402773044966,0.007712426641350819,0.0035984408025919934,3.7122337955074944e-05,0.01953113369325733,0.3932144647877919,0.0,0.05,0.0,0.0022273402773044966,0.0,0.0,0.20132311482218626,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.014444492611385983,0,On,0.006314403479590404,0,On,0.20763971187675484,0.1557297839075661,On,0.0022273402773044966,On,0.06172839468737013,0,On,0.05674084685791626,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,29439.872324444445,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,18297.01560888889,Off,0.0,0,84.50165997150374,51.666666666666686,46.10666666666668,0.0,50.37671347599128,0.0,0.0,0.0,132.0338437054746,49.474024109479316,50.37671347599128,49.02267942622334,12.43753247303448,17.86848488495899,0.0,9.672823214229213,-2.0219186294207745,2.8,9.236100170605994,-2451.2381773834823,-3778.9327854199782,1127.615100929161,-2710.2343899351476,-0.0,-0.0,411.74080554883443,0.0,2.0,0.1380128781934159,0.0,0,0.8189863549302643,131.99922844444444,-152.74459299716887,0.2215172137426729,8.260821048483693,0.0027505185642622077,-66.49059996128439,1.230970624008133,0.4266936976055867,-3821.8096537707443,42.87686835076592,0.20975129562087055,1318.081247639762,-190.46614671060124
2025-01-01 00:05:00,0.4627455984810492,0.2159064481555196,0.0022273402773044966,0.007712426641350819,0.0035984408025919934,3.7122337955074944e-05,0.01953113369325733,0.3932144647877919,0.0,0.05,0.0,0.0022273402773044966,0.0,0.0,0.20132311482218626,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.014444492611385983,0,On,0.006314403479590404,0,On,0.20763971187675484,0.1557297839075661,On,0.0022273402773044966,On,0.06172839468737013,0,On,0.05674084685791626,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,29439.872324444445,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,18297.01560888889,Off,0.0,0,84.6913811091756,51.666666666666686,46.10666666666668,0.0,50.36220703933246,0.0,0.0,0.0,132.33028298308687,49.460858167833656,50.36220703933246,49.01018373208426,12.43753247303448,17.78424350600118,0.0,9.54949842659113,-1.9624642918870896,2.8,9.236100170605994,-2425.341912586736,-3704.3838568417673,1108.0834152713437,-2687.881326121906,-0.0,-0.0,411.74080554883443,0.0,2.0,0.13764410495512439,0.0,0,0.816798006609603,131.99922844444444,-149.20139201366445,0.22268421539821812,8.221215567931171,0.002750373435815204,-65.96401109472272,1.2313271651933206,0.4262479351120683,-3749.310779618961,44.92692277719391,0.2093990320007346,1299.6429463892096,-191.55953111786573
2025-01-01 00:06:00,0.4627455984810492,0.2159064481555196,0.0022273402773044966,0.007712426641350819,0.0035984408025919934,3.7122337955074944e-05,0.01953113369325733,0.3932144647877919,0.0,0.05,0.0,0.0022273402773044966,0.0,0.0,0.20132311482218626,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.014444492611385983,0,On,0.006314403479590404,0,On,0.20763971187675484,0.1557297839075661,On,0.0022273402773044966,On,0.06172839468737013,0,On,0.05674084685791626,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,29439.872324444445,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,18297.01560888889,Off,0.0,0,84.87602548090268,51.666666666666686,46.10666666666668,0.0,50.34766966645438,0.0,0.0,0.0,132.61878981391044,49.447662666325755,50.34766966645438,48.99765916626145,12.43753247303448,17.701873204746345,0.0,9.43389233790094,-1.904862654234158,2.8,9.236100170605994,-2397.753429653153,-3634.6518254586736,1089.453169776642,-2666.0961519978723,-0.0,-0.0,411.74080554883443,0.0,2.0,0.13728316792773856,0.0,0,0.814656159382826,131.99922844444444,-143.39808320411544,0.2238318288432002,8.181940863242126,0.0027502294984394376,-65.44811535910712,1.2316759884898396,0.4258296484380183,-3681.475943283992,46.824117825318304,0.20905717941308305,1281.8278065083844,-192.37463673174273
2025-01-01 00:07:00,0.4627455984810492,0.2159064481555196,0.0022273402773044966,0.007712426641350819,0.0035984408025919934,3.7122337955074944e-05,0.01953113369325733,0.3932144647877919,0.0,0.05,0.0,0.0022273402773044966,0.0,0.0,0.20132311482218626,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.014444492611385983,0,On,0.006314403479590404,0,On,0.20763971187675484,0.1557297839075661,On,0.0022273402773044966,On,0.06172839468737013,0,On,0.05674084685791626,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,29439.872324444445,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,18297.01560888889,Off,0.0,0,85.055710795935,51.666666666666686,46.10666666666668,0.0,50.333102203249204,0.0,0.0,0.0,132.89954811864843,49.43443839595078,50.333102203249204,48.985106492301576,12.43753247303448,17.621330705063585,0.0,9.325471096528053,-1.8489733758290408,2.8,9.236100170605994,-2370.7076691495276,-3569.390844024305,1071.6487288732687,-2644.8627658278288,-0.0,-0.0,411.74080554883443,0.0,2.0,0.13692990065461344,0.0,0,0.8125598254745697,131.99922844444444,-137.5857088705332,0.22496025358965557,8.14362907412459,0.0027500867272244253,-64.94267825545033,1.2320172639870774,0.42543698431191296,-3617.9683540910364,48.57751006673163,0.20872495411595923,1264.588083986744,-192.9393551134754
2025-01-01 00:08:00,0.4627455984810492,0.2159064481555196,0.0022273402773044966,0.007712426641350819,0.0035984408025919934,3.7122337955074944e-05,0.01953113369325733,0.3932144647877919,0.0,0.05,0.0,0.0022273402773044966,0.0,0.0,0.20132311482218626,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.014444492611385983,0,On,0.006314403479590404,0,On,0.20763971187675484,0.1557297839075661,On,0.0022273402773044966,On,0.06172839468737013,0,On,0.05674084685791626,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,29439.872324444445,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,18297.01560888889,Off,0.0,0,85.23061455123707,51.666666666666686,46.10666666666668,0.0,50.31850547598519,0.0,0.0,0.0,133.17283523630792,49.42118612936398,50.31850547598519,48.97252645605338,12.43753247303448,17.542550328570098,0.0,9.22374487873399,-1.794668493733019,2.8,9.236100170605994,-2344.592141171097,-3508.28436624558,1054.6018278293395,-2624.159426114738,-0.0,-0.0,411.74080554883443,0.0,2.0,0.1365840371069919,0.0,0,0.8105074262356172,131.99922844444444,-132.17352060519352,0.22607002754102376,8.105600955108496,0.0027499450978337166,-64.44734126574569,1.232351257426189,0.42506823741503064,-3558.480502143185,50.19613589760498,0.2084016397103112,1247.8804073476315,-193.27857951829188
2025-01-01 00:09:00,0.4627455984810492,0.2159064481555196,0.0022273402773044966,0.007712426641350819,0.0035984408025919934,3.7122337955074944e-05,0.01953113369325733,0.3932144647877919,0.0,0.05,0.0,0.0022273402773044966,0.0,0.0,0.20132311482218626,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.014444492611385983,0,On,0.006314403479590404,0,On,0.20763971187675484,0.1557297839075661,On,0.0022273402773044966,On,0.06172839468737013,0,On,0.05674084685791626,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,29439.872324444445,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,18297.01560888889,Off,0.0,0,85.4009164513292,51.666666666666686,46.10666666666668,0.0,50.30388028135337,0.0,0.0,0.0,133.43893195520187,49.40790661156535,50.30388028135337,48.95991977667134,12.43753247303448,17.465465542625264,0.0,9.128262293387424,-1.7418313460667476,2.8,9.236100170605994,-2319.3327570853126,-3451.0415829611616,1038.2502412804506,-2603.9644714255087,-0.0,-0.0,411.74080554883443,0.0,2.0,0.1362453059993467,0.0,0,0.8084973518223942,131.99922844444444,-127.10909120863853,0.22716172615184393,8.06911264652252,0.0027498045867840157,-63.96174040280112,1.2326782390327593,0.42472183175522654,-3502.7303771948505,51.688794233688846,0.20808658157322152,1231.6653704525263,-193.41512917207564
