Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.1946118184908198,0.1047708537899284,0.0,0.00324353030818033,0.0017461808964988066,0.0,0.0508734405436025,0.0,0.14373837794721728,0.0,0.0,0.0,0.1047708537899284,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.03225359405237443,0,On,0.004043906227312709,0,On,0.10005207757124887,0.07503905817843663,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,3579.27748,Off,0.0,0.0,32.35796321701157,51.666666666666686,46.10666666666668,0.0,50.197552258025006,0.0,0.0,0.0,32.35796321701157,48.810545092288386,50.197552258025006,48.11704150942008,12.43753247303448,21.039980300857994,0.0,2.8,-370.95467331323636,-669.1753292080485,-0.0,-0.0,253.6077872830546,0.0,1.0,0.02815126431123582,0.0,0.0,0.5238508578722755,65.99961422222222,44.61286861175746,0.1797896977331761,9.675944939566893,0.0027271302231350637,20.072280660294595,1.2141706666626637
2025-01-01 00:01:00,0.1946118184908198,0.1047708537899284,0.0,0.00324353030818033,0.0017461808964988066,0.0,0.0508734405436025,0.0,0.14373837794721728,0.0,0.0,0.0,0.1047708537899284,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.03225359405237443,0,On,0.004043906227312709,0,On,0.10005207757124887,0.07503905817843663,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,3579.27748,Off,0.0,0.0,32.39638507579284,51.666666666666686,46.10666666666668,0.0,50.19243292305816,0.0,0.0,0.0,32.39638507579284,48.80600392324269,50.19243292305816,48.11278942333496,12.43753247303448,21.00239863366891,0.0,2.8,-373.95251322520716,-667.1691160573914,-0.0,-0.0,253.6077872830546,0.0,1.0,0.028124814132704307,0.0,0.0,0.5233586615516619,65.99961422222222,39.60881554912961,0.18074103224650434,9.683014522811288,0.0027272695098422796,20.09107509520053,1.2178728927453644
2025-01-01 00:02:00,0.1946118184908198,0.1047708537899284,0.0,0.00324353030818033,0.0017461808964988066,0.0,0.0508734405436025,0.0,0.14373837794721728,0.0,0.0,0.0,0.1047708537899284,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.03225359405237443,0,On,0.004043906227312709,0,On,0.10005207757124887,0.07503905817843663,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,3579.27748,Off,0.0,0.0,32.43486663206393,51.666666666666686,46.10666666666668,0.0,50.18730800657799,0.0,0.0,0.0,32.43486663206393,48.80145736201101,50.18730800657799,48.10853203972752,12.43753247303448,20.964760259009925,0.0,2.8,-376.9700253124542,-665.1622708691515,-0.0,-0.0,253.6077872830546,0.0,1.0,0.02809831552644455,0.0,0.0,0.5228655640670118,65.99961422222222,34.58445827364267,0.18116891782870145,9.666675315301967,0.0027274085031531456,20.109976416860583,1.2180286438651844
2025-01-01 00:03:00,0.1946118184908198,0.1047708537899284,0.0,0.00324353030818033,0.0017461808964988066,0.0,0.0508734405436025,0.0,0.14373837794721728,0.0,0.0,0.0,0.1047708537899284,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.03225359405237443,0,On,0.004043906227312709,0,On,0.10005207757124887,0.07503905817843663,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,3579.27748,Off,0.0,0.0,32.47339554981006,51.666666666666686,46.10666666666668,0.0,50.18217749975387,0.0,0.0,0.0,32.47339554981006,48.796905400215294,50.18217749975387,48.10426935044602,12.43753247303448,20.92707577110724,0.0,2.8,-379.99834956837236,-663.1553695895865,-0.0,-0.0,253.6077872830546,0.0,1.0,0.02807177591594403,0.0,0.0,0.522371703557779,65.99961422222222,29.549232738159503,0.18159846027133952,9.649548914570147,0.002727547609436415,20.12893957071521,1.2181846257900013
2025-01-01 00:04:00,0.1946118184908198,0.1047708537899284,0.0,0.00324353030818033,0.0017461808964988066,0.0,0.0508734405436025,0.0,0.14373837794721728,0.0,0.0,0.0,0.1047708537899284,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.03225359405237443,0,On,0.004043906227312709,0,On,0.10005207757124887,0.07503905817843663,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,3579.27748,Off,0.0,0.0,32.51196015876073,51.666666666666686,46.10666666666668,0.0,50.17704139558878,0.0,0.0,0.0,32.51196015876073,48.792348031208775,50.17704139558878,48.100001349018775,12.43753247303448,20.88935519402238,0.0,2.8,-380.8627323301617,-661.1489551754713,-0.0,-0.0,253.6077872830546,0.0,1.0,0.02804520233259036,0.0,0.0,0.5218772108670544,65.99961422222222,26.678435562255117,0.18202955481976202,9.632393828639033,0.0027276868290644777,20.147956287298875,1.218340797147352
2025-01-01 00:05:00,0.1946118184908198,0.1047708537899284,0.0,0.00324353030818033,0.0017461808964988066,0.0,0.0508734405436025,0.0,0.14373837794721728,0.0,0.0,0.0,0.1047708537899284,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.03225359405237443,0,On,0.004043906227312709,0,On,0.10005207757124887,0.07503905817843663,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,3579.27748,Off,0.0,0.0,32.55045913379358,51.666666666666686,46.10666666666668,0.0,50.171899688820375,0.0,0.0,0.0,32.55045913379358,48.78778524998248,50.171899688820375,48.09572803056353,12.43753247303448,20.851685611152526,0.0,2.8,-379.9586606882618,-659.1476595532085,-0.0,-0.0,253.6077872830546,0.0,1.0,0.02801865613029815,0.0,0.0,0.5213832276949213,65.99961422222222,25.581211581892184,0.18246123030274236,9.616005650275506,0.0027278261623570606,20.16695399327876,1.2184967971481624
2025-01-01 00:06:00,0.1946118184908198,0.1047708537899284,0.0,0.00324353030818033,0.0017461808964988066,0.0,0.0508734405436025,0.0,0.14373837794721728,0.0,0.0,0.0,0.1047708537899284,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.03225359405237443,0,On,0.004043906227312709,0,On,0.10005207757124887,0.07503905817843663,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,3579.27748,Off,0.0,0.0,32.58881223903547,51.666666666666686,46.10666666666668,0.0,50.16675238924646,0.0,0.0,0.0,32.58881223903547,48.78321706574757,50.16675238924646,48.091449403998126,12.43753247303448,20.814135994106135,0.0,2.8,-378.5132717631457,-657.1551319104244,-0.0,-0.0,253.6077872830546,0.0,1.0,0.027992185972234587,0.0,0.0,0.5208906595865653,65.99961422222222,25.03407286422413,0.1828927090432334,9.598923769022981,0.002727965609173187,20.185875074141073,1.2186523397179716
2025-01-01 00:07:00,0.1946118184908198,0.1047708537899284,0.0,0.00324353030818033,0.0017461808964988066,0.0,0.0508734405436025,0.0,0.14373837794721728,0.0,0.0,0.0,0.1047708537899284,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.03225359405237443,0,On,0.004043906227312709,0,On,0.10005207757124887,0.07503905817843663,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,3579.27748,Off,0.0,0.0,32.62699395441257,51.666666666666686,46.10666666666668,0.0,50.16159951859031,0.0,0.0,0.0,32.62699395441257,48.77864349897566,50.16159951859031,48.08716548916834,12.43753247303448,20.77672829780005,0.0,2.8,-377.00263933219395,-655.1725134936853,-0.0,-0.0,253.6077872830546,0.0,1.0,0.02796580742403927,0.0,0.0,0.5203997961941164,65.99961422222222,24.562086878436737,0.18332373582302794,9.581909718923207,0.0027281051690064115,20.204701065090795,1.2188073334523186
2025-01-01 00:08:00,0.1946118184908198,0.1047708537899284,0.0,0.00324353030818033,0.0017461808964988066,0.0,0.0508734405436025,0.0,0.14373837794721728,0.0,0.0,0.0,0.1047708537899284,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.03225359405237443,0,On,0.004043906227312709,0,On,0.10005207757124887,0.07503905817843663,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,3579.27748,Off,0.0,0.0,32.664999813895946,51.666666666666686,46.10666666666668,0.0,50.156441102367985,0.0,0.0,0.0,32.664999813895946,48.77406457371988,50.156441102367985,48.082876309395836,12.43753247303448,20.739466384854175,0.0,2.8,-375.5194059887247,-653.1999828646861,-0.0,-0.0,253.6077872830546,0.0,1.0,0.02793952330674276,0.0,0.0,0.5199106900125267,65.99961422222222,24.072789592906883,0.18375425754685673,9.564965644914377,0.00272824484123344,20.223428585253856,1.2189617618966018
2025-01-01 00:09:00,0.1946118184908198,0.1047708537899284,0.0,0.00324353030818033,0.0017461808964988066,0.0,0.0508734405436025,0.0,0.14373837794721728,0.0,0.0,0.0,0.1047708537899284,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.03225359405237443,0,On,0.004043906227312709,0,On,0.10005207757124887,0.07503905817843663,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,3579.27748,Off,0.0,0.0,32.70282952521831,51.666666666666686,46.10666666666668,0.0,50.151277166759044,0.0,0.0,0.0,32.70282952521831,48.769480314660136,50.151277166759044,48.078581888610685,12.43753247303448,20.702350531249756,0.0,2.8,-374.05729893401957,-651.2375281612968,-0.0,-0.0,253.6077872830546,0.0,1.0,0.02791333391336021,0.0,0.0,0.5194233464943483,65.99961422222222,23.57244194422269,0.18418426134150412,9.548835539394995,0.0027283846252098873,20.242057246863396,1.2191156234614378
