Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.7713668213081767,0.352586382003294,0.0,0.012856113688469612,0.0058764397000549,0.0,0.12081013675551233,0.0,0.6005566845526643,0.0,0.05,0.0,0.0,0.33800304866996067,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.024126206140350874,0.0,On,0.00472613536171332,0.0,On,0.09195779525344813,0,On,0.04634187428930558,0,On,0.40904621770385924,0.30678466327789433,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5723.178911221584,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9420.184724444445,Off,0.0,0.0,37.27529783052907,51.666666666666686,46.10666666666668,0.0,51.00832892586703,0.0,0.0,0.0,37.27529783052907,51.00879167323539,51.00902304691957,51.00832892586703,12.43753247303448,18.9718633618605,-0.5281366381395571,7.511735133166443,-0.5688608894217516,-2.2726859630035556,2.8,9.236100170605994,-297.0180596426261,-3179.222406047359,1204.1714369360216,1781.354195879445,-977.7168516871917,-0.0,-0.0,721.18873580994,0.0,2.0,0.046391176382697574,0.0,0.0,0.43417551221892875,131.99922844444444,-40.489943765374434,0.20686874767915434,8.767328204441803,0.002760733532943609,51.28574843370368,1.2227417567395589,0.5311020299260695,-3261.1928551606547,81.97044911329567,0.27184172728319994,1193.4846864538033,10.68675048221824,0.3059597685849979,2022.6463391768862,-241.29214329744138
2025-01-01 00:01:00,0.7713668213081767,0.352586382003294,0.0,0.012856113688469612,0.0058764397000549,0.0,0.12081013675551233,0.0,0.6005566845526643,0.0,0.05,0.0,0.0,0.33800304866996067,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.024126206140350874,0.0,On,0.00472613536171332,0.0,On,0.09195779525344813,0,On,0.04634187428930558,0,On,0.40904621770385924,0.30678466327789433,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5723.178911221584,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9420.184724444445,Off,0.0,0.0,37.36531350987578,51.666666666666686,46.10666666666668,0.0,51.00495882275686,0.0,0.0,0.0,37.36531350987578,51.005652907778334,51.00599995028907,51.00495882275686,12.43753247303448,18.891350507521793,0.0,7.483639548290367,-0.35676447789012516,-2.2147379184856097,2.8,9.236100170605994,-325.148173823559,-3158.637364469164,1128.625715678806,1750.5843922238414,-970.2291523064322,-0.0,-37.838802760780645,721.18873580994,0.0,2.0,0.04626623642886228,0.0,0.001804376822273059,0.4498933796982556,131.99922844444444,-38.26895456628601,0.20853235202710255,8.752918364982136,0.0027609112687079183,49.09510882940328,1.2266514944575018,0.530970879282835,-3240.9461836973155,82.30881922815144,0.27184172728319994,1118.3453953035983,10.280320375207701,0.30535244394019817,1995.5715003481473,-244.98710812430588
2025-01-01 00:02:00,0.7713668213081767,0.352586382003294,0.0,0.012856113688469612,0.0058764397000549,0.0,0.12081013675551233,0.0,0.6005566845526643,0.0,0.05,0.0,0.0,0.33800304866996067,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.024126206140350874,0.0,On,0.00472613536171332,0.0,On,0.09195779525344813,0,On,0.04634187428930558,0,On,0.40904621770385924,0.30678466327789433,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5723.178911221584,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9420.184724444445,Off,0.0,0.0,37.45366879415169,51.666666666666686,46.10666666666668,0.0,51.00158061735637,0.0,0.0,0.0,37.45366879415169,51.0025065625534,51.00296953515193,51.00158061735637,12.43753247303448,18.812257109820195,0.0,7.457323436508772,-0.15885420398280362,-2.1587752071349735,2.8,9.236100170605994,-314.16571098241377,-3139.123750978964,1058.1674715837569,1720.2278415910337,-962.8959413032588,-0.0,-36.01754337068982,721.18873580994,0.0,2.0,0.04614335299328322,0.0,0.0017260122786011411,0.448009897724151,131.99922844444444,-36.440962118405025,0.20957851824009144,8.716051709040565,0.002761080870293,49.32866389188539,1.2269836722135008,0.5308480058601269,-3221.9903959838957,82.8666450049319,0.27184172728319994,1048.2318201358182,9.935651447938568,0.30476477781780403,1969.5039061661805,-249.27606457514696
2025-01-01 00:03:00,0.7713668213081767,0.352586382003294,0.0,0.012856113688469612,0.0058764397000549,0.0,0.12081013675551233,0.0,0.6005566845526643,0.0,0.05,0.0,0.0,0.33800304866996067,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.024126206140350874,0.0,On,0.00472613536171332,0.0,On,0.09195779525344813,0,On,0.04634187428930558,0,On,0.40904621770385924,0.30678466327789433,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5723.178911221584,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9420.184724444445,Off,0.0,0.0,37.53965050707028,51.666666666666686,46.10666666666668,0.0,50.99819445986904,0.0,0.0,0.0,37.53965050707028,50.99935277737413,50.99993193612667,50.99819445986904,12.43753247303448,18.73519626111766,0.0,7.432651214098274,0.02585709514556063,-2.104672808465685,2.8,9.236100170605994,-303.53540018620197,-3120.692183735109,992.4126830975049,1693.127376379387,-955.772639677199,-0.0,-34.245767573407306,721.18873580994,0.0,2.0,0.04602348755813679,0.0,0.001649042452571009,0.446167714425347,131.99922844444444,-34.70572874553554,0.2106038497230341,8.680936732514859,0.0027612512325719094,49.55662889416655,1.2273074829884483,0.5307327821381156,-3204.2262188457503,83.53403511064097,0.27184172728319994,982.7942392559115,9.618443841593335,0.30419556758467675,1944.3774443950488,-251.25006801566144
2025-01-01 00:04:00,0.7713668213081767,0.352586382003294,0.0,0.012856113688469612,0.0058764397000549,0.0,0.12081013675551233,0.0,0.6005566845526643,0.0,0.05,0.0,0.0,0.33800304866996067,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.024126206140350874,0.0,On,0.00472613536171332,0.0,On,0.09195779525344813,0,On,0.04634187428930558,0,On,0.40904621770385924,0.30678466327789433,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5723.178911221584,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9420.184724444445,Off,0.0,0.0,37.62337946914684,51.666666666666686,46.10666666666668,0.0,50.99480056497725,0.0,0.0,0.0,37.62337946914684,50.99619175210701,50.996887345671894,50.99480056497725,12.43753247303448,18.66006432033636,0.0,7.409503010266272,0.19828403421620766,-2.0522226535519374,2.8,9.236100170605994,-292.7084464883196,-3103.7583564875986,931.0365115009762,1666.5904308344202,-948.8480633885821,-0.0,-32.52089125293834,721.18873580994,0.0,2.0,0.04590648908792423,0.0,0.001573402525690974,0.44436480962205543,131.99922844444444,-32.52822765673913,0.21160931353322793,8.645479837947015,0.0027614223369986494,49.77927943333765,1.2276233494113236,0.530624653107378,-3187.5659465942904,83.80759010669165,0.27184172728319994,921.7086325574874,9.327878943488827,0.303642721914075,1920.0885105195462,-253.49807968512613
2025-01-01 00:05:00,0.7713668213081767,0.352586382003294,0.0,0.012856113688469612,0.0058764397000549,0.0,0.12081013675551233,0.0,0.6005566845526643,0.0,0.05,0.0,0.0,0.33800304866996067,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.024126206140350874,0.0,On,0.00472613536171332,0.0,On,0.09195779525344813,0,On,0.04634187428930558,0,On,0.40904621770385924,0.30678466327789433,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5723.178911221584,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9420.184724444445,Off,0.0,0.0,37.704949711220486,51.666666666666686,46.10666666666668,0.0,50.99139913643725,0.0,0.0,0.0,37.704949711220486,50.99302367644488,50.9938359464487,50.99139913643725,12.43753247303448,18.58678066131554,0.0,7.387755165681053,0.3592773504619501,-2.0013149100908896,2.8,9.236100170605994,-281.5479587158941,-3087.7186652529863,873.7355110900537,1641.3264703942496,-942.1132885865661,-0.0,-30.840876150777916,721.18873580994,0.0,2.0,0.045792241521020495,0.0,0.001499047796613832,0.44259967873191264,131.99922844444444,-29.782529788489924,0.21259560551399653,8.611676689374757,0.0027615941659492296,49.99682021125598,1.2279315984506314,0.5305230453038798,-3171.919367532252,84.20070227926584,0.27184172728319994,864.6736097804891,9.06190130956464,0.3031051695664231,1896.5800893352855,-255.25361894103585
2025-01-01 00:06:00,0.7713668213081767,0.352586382003294,0.0,0.012856113688469612,0.0058764397000549,0.0,0.12081013675551233,0.0,0.6005566845526643,0.0,0.05,0.0,0.0,0.33800304866996067,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.024126206140350874,0.0,On,0.00472613536171332,0.0,On,0.09195779525344813,0,On,0.04634187428930558,0,On,0.40904621770385924,0.30678466327789433,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5723.178911221584,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9420.184724444445,Off,0.0,0.0,37.7844421284168,51.666666666666686,46.10666666666668,0.0,50.987990369501496,0.0,0.0,0.0,37.7844421284168,50.9898487321627,50.990777913493304,50.987990369501496,12.43753247303448,18.515275939442972,0.0,7.3673148097145615,0.5096283554239283,-1.9518243299666151,2.8,9.236100170605994,-270.52095694836794,-3072.513886928474,820.2273925926394,1617.1793272851946,-935.5605420347202,-0.0,-29.203956960367506,721.18873580994,0.0,2.0,0.04568064567670155,0.0,0.0014259425770167648,0.44087105951407735,131.99922844444444,-26.94519376322016,0.21356329833094165,8.57813855496168,0.002761766702487796,50.209422636706954,1.228232510534224,0.530427528456113,-3157.218611678156,84.70472474968159,0.27184172728319994,811.4088333753522,8.818559217287214,0.30258166605166814,1873.7887993181546,-256.6094720329603
2025-01-01 00:07:00,0.7713668213081767,0.352586382003294,0.0,0.012856113688469612,0.0058764397000549,0.0,0.12081013675551233,0.0,0.6005566845526643,0.0,0.05,0.0,0.0,0.33800304866996067,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.024126206140350874,0.0,On,0.00472613536171332,0.0,On,0.09195779525344813,0,On,0.04634187428930558,0,On,0.40904621770385924,0.30678466327789433,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5723.178911221584,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9420.184724444445,Off,0.0,0.0,37.86193995151311,51.666666666666686,46.10666666666668,0.0,50.98457445210632,0.0,0.0,0.0,37.86193995151311,50.986667094223655,50.98771341528232,50.98457445210632,12.43753247303448,18.445478796156593,0.0,7.348098062673496,0.6500730272827038,-1.9036384613254218,2.8,9.236100170605994,-259.8196787322396,-3058.4805655158757,770.2496304129146,1594.0536303072415,-929.1819689006471,-0.0,-27.608335224855857,721.18873580994,0.0,2.0,0.045571598590923,0.0,0.0013540469065702451,0.439177614337817,131.99922844444444,-24.21811041667648,0.2145130156865327,8.546175164796256,0.0027619399302562376,50.41726864261877,1.2285263754114497,0.5303377137876218,-3143.402426457609,84.9218609417336,0.27184172728319994,761.6535687148843,8.596061698030365,0.3020710918746025,1851.6578907145786,-257.6042604073372
2025-01-01 00:08:00,0.7713668213081767,0.352586382003294,0.0,0.012856113688469612,0.0058764397000549,0.0,0.12081013675551233,0.0,0.6005566845526643,0.0,0.05,0.0,0.0,0.33800304866996067,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.024126206140350874,0.0,On,0.00472613536171332,0.0,On,0.09195779525344813,0,On,0.04634187428930558,0,On,0.40904621770385924,0.30678466327789433,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5723.178911221584,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9420.184724444445,Off,0.0,0.0,37.937524287125704,51.666666666666686,46.10666666666668,0.0,50.98115156466089,0.0,0.0,0.0,37.937524287125704,50.983478930582486,50.984642613543286,50.98115156466089,12.43753247303448,18.37731969134916,0.0,7.330013550705093,0.7812959058849994,-1.8566550060793205,2.8,9.236100170605994,-249.47630101716084,-3045.1767566023022,723.5580599688553,1571.8630594221377,-922.9699801461911,-0.0,-26.052266582369725,721.18873580994,0.0,2.0,0.045464999518279904,0.0,0.0012833204904778477,0.43751802320638966,131.99922844444444,-21.64279009853996,0.21544538052397882,8.51440635929219,0.0027621138335073713,50.62053786224459,1.2288134759861165,0.530253177031409,-3130.4043063829445,85.22754978064222,0.27184172728319994,715.1653042050643,8.392755763790973,0.30157242605311235,1830.1359225238025,-258.2728631016649
2025-01-01 00:09:00,0.7713668213081767,0.352586382003294,0.0,0.012856113688469612,0.0058764397000549,0.0,0.12081013675551233,0.0,0.6005566845526643,0.0,0.05,0.0,0.0,0.33800304866996067,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.024126206140350874,0.0,On,0.00472613536171332,0.0,On,0.09195779525344813,0,On,0.04634187428930558,0,On,0.40904621770385924,0.30678466327789433,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5723.178911221584,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9420.184724444445,Off,0.0,0.0,38.011271789202524,51.666666666666686,46.10666666666668,0.0,50.9777218802393,0.0,0.0,0.0,38.011271789202524,50.98028440236436,50.98156566342689,50.9777218802393,12.43753247303448,18.31073290485578,0.0,7.312990235880195,0.9039337076951448,-1.8107809505111152,2.8,9.236100170605994,-239.47641441111762,-3032.640729032769,679.9255863236051,1550.528533145857,-916.9174281771781,-0.0,-24.534105604873556,721.18873580994,0.0,2.0,0.04536075310287554,0.0,0.0012137248924965344,0.4358910339577392,131.99922844444444,-19.213616439005904,0.21636098658233563,8.482803474586929,0.0027622883970962043,50.819400695572654,1.229094079826106,0.5301735885663901,-3118.172482970899,85.53175393813048,0.27184172728319994,671.7184706179736,8.207115705631509,0.30108473812621794,1809.176275260804,-258.6477421149469
