Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,9.090904847669547,0.22887689174807585,0.0,9.090904847669545,0.22887689174807585,0.0,0.045467295760023174,0.0,0.4027861631595231,8.59265138875,0.05,0.0,0.0,0.2142935584147425,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.004021034356725146,0.0,0.04144626140329803,0.0,0.06627085089713476,0.0,0.24608235040433435,0.18456176280325073,0.05079056770939821,0.0,0.0,0.0,6299.227141684226,20.33333333333337,0.3,2293.4242470657746,8.28350842,0.30914296875,0.3,8283.50842,27611.694733333334,0.0,21.33333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,14037.227008888889,0.0,0.0,35.56414944166382,51.66666666666668,46.10666666666668,0.0,51.401925966989666,0.07905953927446423,214.77318020100782,0.0,35.56414944166382,50.677938483696785,51.41100515032633,50.306865558713675,12.43753247303448,20.117395366165113,-0.0540224099721969,9.60807410636025,-1.0738702667259301,2.8,9.236100170605994,3192.730984277988,-2429.7898203692753,1054.3377824468114,-3623.3706863282496,0.0,-0.10410944925238079,578.2359693485113,0.0,3.0,0.1605037287008476,0.0,4.400206578088965e-06,1.5021972822761842,197.99884266666666,-61.25733097724728,0.19226514232538097,9.301270626745673,0.0027463251740113574,-40.567343694539794,1.2214772429042582,0.5407964108888771,-4798.677878108484,75.46381067343442,0.24837392665265234,1260.1984431600615,-205.86066071325018
2025-01-01 01:00:00,9.459697657693017,0.21233399140569206,0.0,9.459697657693017,0.21233399140569206,0.0,0.025500822297023603,0.0,0.31417592504877084,9.070020910347221,0.05,0.0,0.0,0.19775065807235875,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.0037194567799707597,0.0,0.021781365517052842,0.0,0.023958766013288828,0.0,0.22501620980153905,0.16876215735115427,0.026549614939003614,0.0,0.0,0.0,6649.184205111127,20.33333333333337,0.31666666666666665,2420.836705236095,8.743703332222223,0.326317578125,0.31666666666666665,8743.703332222221,27611.694733333334,0.0,21.33333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,14037.227008888889,0.0,0.0,34.25106062258316,51.66666666666668,46.10666666666668,0.0,50.937205854428385,0.0,0.0,0.0,34.25106062258316,49.46616174832412,50.937205854428385,48.73063969527199,12.43753247303448,20.07096991948837,-0.05439424243952035,9.910905204196444,0.6124707444404762,2.5,9.236100170605994,3481.2334700726733,-1608.034519075084,316.7936340533959,-3586.130893506017,0.0,0.0,495.3748403873497,0.0,3.0,0.15646922343050623,0.0,0.0,1.4643971230437622,197.99884266666666,-77.19468191978588,0.19229813722611275,9.272246268636719,0.0027389630314118693,-24.792326526845994,1.2217346260296027,0.4319110767660455,-4094.129667712927,65.2584434017478,0.1831523583634666,483.69351395963747,-166.89987990624158
2025-01-01 02:00:00,6.0758858679032475,0.19998567658156402,0.0,6.0758858679032475,0.19998567658156402,0.0,0.01873268739850561,0.0,0.2787189213380754,5.728434259166666,0.05,0.0,0.0,0.18540234324823068,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0037194567799707597,0.0,0.015013230618534849,0.0,0.009583506405315531,0.0,0.2095428498897514,0.1571571374173135,0.021932290601785594,0.0,0.0,0.0,4199.484761122817,18.94444444444449,0.2,1528.9494980438496,5.522338946666666,0.20609531250000002,0.2,5522.338946666667,27611.694733333334,0.0,19.94444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,14037.227008888889,0.0,0.0,35.47542784081277,51.66666666666668,46.10666666666668,0.0,50.607457464895894,0.0,0.0,0.0,35.47542784081277,49.17319820020139,50.607457464895894,48.45606856785414,12.43753247303448,18.724581586064666,-0.05136316310134603,10.095920277320479,0.8577704486575631,1.6500000000000001,9.236100170605994,1318.0240021807144,-1807.7349971430308,-47.18650799090164,-3306.0386295358426,0.0,-0.1582246260996411,458.8501613091795,0.0,3.0,0.1478619300949294,0.0,6.961791008933294e-06,1.3839065288236063,197.99884266666666,-34.11406608933946,0.20901844187082202,8.64780694237612,0.00273758991105699,16.79410172543,1.2273719195145458,0.3084443147322763,-3398.502349181527,61.817853994646086,0.11110048613450936,128.22576414806764,-175.41227213896929
2025-01-01 03:00:00,9.889032604772256,0.19924238169127673,0.0,9.889032604772254,0.19924238169127673,0.0,0.018531635680669352,0.0,0.273110537147141,9.547390431944445,0.05,0.0,0.0,0.1846590483579434,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.003518405062134503,0.0,0.015013230618534849,0.0,0.009583506405315531,0.0,0.2095428498897514,0.1571571374173135,0.017314966264567574,0.0,0.0,0.0,6999.141268538029,18.94444444444449,0.3333333333333333,2548.249163406416,9.203898244444444,0.34349218750000005,0.3333333333333333,9203.898244444445,27611.694733333334,0.0,19.94444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,14037.227008888889,0.0,0.0,35.24944214727101,51.66666666666668,46.10666666666668,0.0,50.27267079179252,0.0,0.0,0.0,35.24944214727101,48.875012038653985,50.27267079179252,48.176182662084734,12.43753247303448,18.61954816094171,-0.06543450322940364,10.143439311765663,0.6306932049780619,1.6500000000000001,9.236100170605994,4064.835497964762,-1452.033290623133,29.376964395802677,-3328.4231707288923,0.0,0.0,457.6580497376268,0.0,3.0,0.14983593407842916,0.0,0.0,1.4023160975837439,197.99884266666666,-63.54064958200089,0.21058455919675512,8.602091805015606,0.0027403566280025334,-38.85887382285163,1.2278109756247477,0.3714491802200695,-4059.140490679419,58.858036649869874,0.14129901558651134,220.75932347468972,-191.38235907888705
2025-01-01 04:00:00,9.587187379572669,0.20555997242338647,0.0,9.587187379572669,0.20555997242338647,0.0,0.018851390085323747,0.6416401216296297,0.28404447910771513,8.59265138875,0.05,0.0,0.0,0.19097663909005316,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.003518405062134503,0.0,0.015332985023189243,0.0,0.010939662972105465,0.0,0.2189573640529475,0.16421802303971056,0.01846929734887208,0.0,0.0,0.0,6299.227141684226,18.94444444444449,0.3,2293.4242470657746,8.28350842,0.30914296875,0.3,8283.50842,27611.694733333334,0.0,19.94444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,14037.227008888889,641.6401216296297,0.18333333333333332,35.58223072739535,51.66666666666668,46.10666666666668,0.0,50.409849418065015,0.12721609878413961,337.2008887846442,641.6401216296297,35.58223072739535,49.22264425888092,50.409849418065015,48.629041679288875,12.43753247303448,18.695561808761727,-0.05174595261140518,9.897622386818487,0.7236170686986488,0.55,9.236100170605994,2968.838474831909,-1567.5480107421179,-122.66546585707329,-3721.0836365684227,0.0,0.0,467.0983990271272,0.0,3.0,0.1555398368327087,0.0,0.0,1.4556989840093173,197.99884266666666,-76.4034293110207,0.20860362016349163,8.62034377226976,0.0027286806067719433,37.27250934123612,1.226924067947849,0.34030411058540283,-3920.371683187989,59.399425380097185,0.13617047038213254,65.56900451054152,-188.2344703676148
2025-01-01 05:00:00,10.679408553645793,0.21199167021804524,0.0,10.679408553645793,0.21199167021804521,0.0,0.025366893209983827,0.758301961925926,0.2983492665654393,9.547390431944445,0.05,0.0,0.0,0.1974083368847119,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.0039205084978070175,0.0,0.02144638471217681,0.0,0.014360191201675632,0.0,0.22753296111249247,0.1706497208343693,0.020777959517481088,0.0,0.0,0.0,6999.141268538029,18.94444444444449,0.3333333333333333,2548.249163406416,9.203898244444444,0.34349218750000005,0.3333333333333333,9203.898244444445,27611.694733333334,0.0,19.94444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,14037.227008888889,758.301961925926,0.21666666666666667,36.506088353864286,51.66666666666668,46.10666666666668,0.0,51.36383058306522,0.3594653211714076,973.8249734195532,758.301961925926,36.506088353864286,49.97928254542603,51.36383058306522,49.287008526606435,12.43753247303448,18.62836954983786,-0.06653412396303822,10.257482248967168,-0.1155215671437115,-0.25000000000000006,9.236100170605994,3486.7889244825224,-1538.202220448942,-199.41389597286332,-3921.2027674537985,0.0,0.0,485.0097356467342,0.0,3.0,0.15762238524213282,0.0,0.0,1.4751895766798597,197.99884266666666,-76.15931224844144,0.2111323609681767,8.61150141246595,0.00275164966788566,49.684854695053694,1.2265736692579652,0.3059473283454309,-4139.810776224056,53.35939236869802,0.10671863734788316,27.057350175727223,-226.47124614859055
2025-01-01 06:00:00,10.050520518176633,0.23892541214270444,0.0,10.050520518176633,0.2389254121427044,0.0,0.0795654228861801,0.0,0.37356466334600896,9.547390431944445,0.05,0.0,0.0,0.22434207880937107,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.009847290955120337,0.0,0.00442313779239766,0.0,0.07514228509378243,0.0,0.034581992453143306,0.0,0.26146249730460525,0.19609687297845388,0.030012608191917128,0.0,0.0,0.0,6999.141268538029,18.94444444444449,0.3333333333333333,2548.249163406416,9.203898244444444,0.34349218750000005,0.3333333333333333,9203.898244444445,27611.694733333334,0.0,19.94444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,14037.227008888889,0.0,0.0,34.38575086377409,51.66666666666668,46.10666666666668,0.0,50.97461013445532,0.038605282592752005,103.88865556954286,0.0,34.38575086377409,48.183183686238344,50.97461013445532,46.78747046212986,12.43753247303448,18.704116441153282,-0.046284936513668974,9.751138137020781,-0.4136958405704693,0.3,9.236100170605994,3732.9753163975856,-1772.6441599204509,-71.29844028732226,-3777.280512049466,0.0,0.0,599.2507306835909,0.0,3.0,0.15615484890102424,0.0,0.0,1.4614548884851808,197.99884266666666,-88.1361707745678,0.20957675842667228,8.638459346327211,0.0027443503119759243,-46.96118494367602,1.226260668350523,0.3533609953256554,-4382.223837323719,61.3305139968521,0.12818093840194447,125.1026284659534,-196.40106875327564
2025-01-01 07:00:00,10.679491175866616,0.2601265538590808,0.0,10.679491175866616,0.2601265538590808,0.0,0.1273792700098011,0.5249782813333334,0.42974319257903737,9.547390431944445,0.05,0.0,0.0,0.24554322052574745,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.009847290955120337,0.0,0.004121560215643275,0.0,0.12325770979415782,0.0,0.05441201514087167,0.0,0.28774856655234093,0.21581142491425567,0.03809292578204866,0.0,0.0,0.0,6999.141268538029,18.94444444444449,0.3333333333333333,2548.249163406416,9.203898244444444,0.34349218750000005,0.3333333333333333,9203.898244444445,27611.694733333334,0.0,19.94444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,14037.227008888889,524.9782813333334,0.15,36.80407368436007,51.66666666666668,46.10666666666668,0.0,51.37744048831204,0.03787183660605121,103.88865556954286,524.9782813333334,36.80407368436007,50.25094543828585,51.37896087151544,49.68617753006936,12.43753247303448,18.6799176023848,-0.06007613282009938,9.561677076248687,-0.6643280033925268,-0.55,9.236100170605994,3536.316301757811,-2168.0724297813003,-185.00345626490625,-4070.5002880714474,0.0,0.0,693.3227646027673,4.877958429104381,3.0,0.16048946206400463,0.0,0.0,1.5020225790904536,197.99884266666666,-85.64744331153732,0.20970651151183317,8.624163855504532,0.0027417691654600175,42.13788806914002,1.22636452770779,0.3577240041078565,-4778.769643667854,62.4480504801382,0.12399944675804112,14.142181347696436,-199.14563761260268
2025-01-01 08:00:00,12.160744824424748,0.24541979209045958,0.0,12.16074482442475,0.24541979209045958,0.0,0.09713932299507527,0.6416401216296297,0.39246638306393344,10.97949899673611,0.05,0.0,0.0,0.23083645875712624,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0031163016264619883,0.0,0.09402302136861328,0.0,0.04659151227238305,0.0,0.2671484910071297,0.20036136825534717,0.03809292578204866,0.0,0.0,0.0,8049.012458818733,18.94444444444449,0.38333333333333336,2930.4865379173784,10.584482981111112,0.39501601562500005,0.38333333333333336,10584.48298111111,27611.694733333334,0.0,19.94444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,14037.227008888889,641.6401216296297,0.18333333333333332,36.713791702986676,51.66666666666668,46.10666666666668,0.0,51.359868797824696,0.192414272898273,519.4432778477143,641.6401216296297,36.713791702986676,50.158718481043785,51.359868797824696,49.55814332265333,12.43753247303448,18.647008734815635,-0.07015505575798701,8.987960799851159,-1.1188552277952242,-1.4,9.236100170605994,4212.433387466839,-2201.5378447080516,-199.4283108648745,-4383.09133837144,0.0,0.0,558.1951530251276,295.48755844902007,1.8997500000000003,0.16535271643411031,0.0,0.0,1.547537828364863,125.38276711866666,-11.682886005580961,0.21163216913647,8.633509534108262,0.002760009154546233,126.43613463955586,1.2270654167926582,0.3787364407732668,-5201.458177585028,69.43379495959923,0.13037705520138074,-10.504297111427514,-188.92401375344699
2025-01-01 09:00:00,13.459550293986421,0.2259848791892082,0.0,13.459550293986421,0.2259848791892082,0.0,0.06151544733179961,0.5833092014814816,0.3531180836453627,12.411607561527777,0.05,0.0,0.0,0.21140154585587487,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0025131464729532165,0.0,0.05900230085884639,0.0,0.034310761139785324,0.0,0.24123527380546111,0.1809264553540958,0.03693859469774416,0.0,0.0,0.0,9098.883649099438,19.77777777777783,0.43333333333333335,3312.723912428341,11.965067717777778,0.44653984375000005,0.43333333333333335,11965.067717777778,27611.694733333334,0.0,20.77777777777783,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,14037.227008888889,583.3092014814815,0.16666666666666666,35.39277292158502,51.66666666666668,46.10666666666668,0.0,51.40230639936701,0.3053889721031056,831.459038009439,583.3092014814815,35.39277292158502,49.88077402163435,51.40230639936701,49.12000783276803,12.43753247303448,19.48861903500123,-0.05989061992149723,9.304286476724906,-0.8210516615743363,-0.85,9.236100170605994,5148.178504281103,-1684.7031295992017,-71.76826990116663,-4481.878478639434,0.0,0.0,426.74208172103585,867.8567712792936,0.9990000000000001,0.16683037793842204,0.0,0.0,1.5613672780694412,65.933614608,104.43125210006379,0.2034781608011462,9.068995881184394,0.0027956008028618778,234.69998164112707,1.2241241219203831,0.37717090187769226,-5059.466049729829,62.03900770228609,0.13557890234596295,-5.252003671763624,-66.51626622940302
