Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Well Pump Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 04:04:00,0.34180544405839847,0.19849908680098943,0.0,0.005696757400973308,0.0033083181133498236,0.0,0.018531635680669352,0.0,0.27327380837772913,0.0,0.05,0.0,0.0,0.1839157534676561,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015013230618534849,0,On,0.009583506405315531,0,On,0.2095428498897514,0.1571571374173135,On,0.01846929734887208,0,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,34.95661026982934,51.666666666666686,46.10666666666668,0.0,50.081823843514826,0.0,0.0,0.0,34.95661026982934,48.70492851004359,50.081823843514826,48.01648084330797,12.43753247303448,18.700539123066246,0.0,9.732410447293713,0.7454167600895739,2.2,9.236100170605994,-2861.4508938234076,-4315.887600456056,168.2921335768598,-3239.675425167218,-0.0,-0.0,456.66698988391045,0.0,3.0,0.15028340896798162,0.0,0.0,1.406504019825117,197.99884266666666,-78.44245854009999,0.20874635778336378,8.628983716809085,0.0027308367134861716,-110.71975733100649,1.2274757566539116,0.44517010969593107,-4380.7886686787315,64.90106822267575,0.18463306840970273,350.86528112922525,-182.57314755236538
2025-01-01 04:05:00,0.34180544405839847,0.19849908680098943,0.0,0.005696757400973308,0.0033083181133498236,0.0,0.018531635680669352,0.0,0.27327380837772913,0.0,0.05,0.0,0.0,0.1839157534676561,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015013230618534849,0,On,0.009583506405315531,0,On,0.2095428498897514,0.1571571374173135,On,0.01846929734887208,0,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,35.082240760108256,51.666666666666686,46.10666666666668,0.0,50.07632052696774,0.0,0.0,0.0,35.082240760108256,48.700022642655235,50.07632052696774,48.01187370049898,12.43753247303448,18.58763674502977,0.0,9.644213757872375,0.7514081070044962,2.2,9.236100170605994,-2820.487180482387,-4258.0976155817125,166.997200172077,-3204.5599680236983,-0.0,-0.0,456.66698988391045,0.0,3.0,0.14967861122648435,0.0,0.0,1.4008437113423737,197.99884266666666,-72.59420234259883,0.21019759026204182,8.57569922514391,0.0027304544832190197,-109.45564873247693,1.2279510726876137,0.4446787237546939,-4324.715225794974,66.61761021326102,0.18456009670022888,349.28198693067276,-182.28478675859577
2025-01-01 04:06:00,0.34180544405839847,0.19849908680098943,0.0,0.005696757400973308,0.0033083181133498236,0.0,0.018531635680669352,0.0,0.27327380837772913,0.0,0.05,0.0,0.0,0.1839157534676561,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015013230618534849,0,On,0.009583506405315531,0,On,0.2095428498897514,0.1571571374173135,On,0.01846929734887208,0,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,35.20384526271391,51.666666666666686,46.10666666666668,0.0,50.07079867125935,0.0,0.0,0.0,35.20384526271391,48.69509914408009,50.07079867125935,48.007249380490464,12.43753247303448,18.478177028095544,0.0,9.56112818792108,0.7573685841047266,2.2,9.236100170605994,-2781.0049201336114,-4203.770755343732,165.69743452404705,-3170.661294561193,-0.0,-0.0,456.66698988391045,0.0,3.0,0.1490911121422624,0.0,0.0,1.3953453011766992,197.99884266666666,-67.010615456329,0.2116148988407486,8.524223255171584,0.002730076763212472,-108.22605593605809,1.228412251876723,0.4442153170772125,-4271.990120180671,68.21936483693833,0.18448747232982102,347.70793005963174,-182.01049553558468
2025-01-01 04:07:00,0.34180544405839847,0.19849908680098943,0.0,0.005696757400973308,0.0033083181133498236,0.0,0.018531635680669352,0.0,0.27327380837772913,0.0,0.05,0.0,0.0,0.1839157534676561,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015013230618534849,0,On,0.009583506405315531,0,On,0.2095428498897514,0.1571571374173135,On,0.01846929734887208,0,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,35.321623432159946,51.666666666666686,46.10666666666668,0.0,50.06525887498144,0.0,0.0,0.0,35.321623432159946,48.69015857933179,50.06525887498144,48.00260843150698,12.43753247303448,18.37198893598019,-0.07245550846429438,9.482793642334194,0.7632959026055945,2.2,9.236100170605994,-2742.949743206551,-4152.658324338114,164.39385527364186,-3137.913505660102,-0.0,-0.0,456.66698988391045,0.0,3.0,0.14852008987739945,0.0,0.0,1.3900010977383113,197.99884266666666,-61.70322743035882,0.21299962333401992,8.473793235635931,0.00272970342661548,-107.02936407214847,1.2288599830257274,0.4437779658730735,-4222.367879112047,69.70955477393409,0.18441522361254228,346.1436981945463,-181.74984292090443
2025-01-01 04:08:00,0.34180544405839847,0.19849908680098943,0.0,0.005696757400973308,0.0033083181133498236,0.0,0.018531635680669352,0.0,0.27327380837772913,0.0,0.05,0.0,0.0,0.1839157534676561,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015013230618534849,0,On,0.009583506405315531,0,On,0.2095428498897514,0.1571571374173135,On,0.01846929734887208,0,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,35.43575545900233,51.666666666666686,46.10666666666668,0.0,50.05970170704334,0.0,0.0,0.0,35.43575545900233,48.68520148540415,50.05970170704334,47.99795137458457,12.43753247303448,18.26891813368203,-0.17552631076245717,9.408887635542209,0.7691878941959104,2.2,9.236100170605994,-2706.2621938993234,-4104.536673748576,163.08746146035014,-3106.257041736038,-0.0,-0.0,456.66698988391045,0.0,3.0,0.14796480392017491,0.0,0.0,1.3848041705701555,197.99884266666666,-56.672142047195535,0.21435296113338412,8.42500671709553,0.0027293343526465954,-105.86411246179497,1.2292948874764231,0.44336494421075595,-4175.62930908626,71.09263533768471,0.18434337743533424,344.58984568385404,-181.5023842235039
2025-01-01 04:09:00,0.34180544405839847,0.19849908680098943,0.0,0.005696757400973308,0.0033083181133498236,0.0,0.018531635680669352,0.0,0.27327380837772913,0.0,0.05,0.0,0.0,0.1839157534676561,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015013230618534849,0,On,0.009583506405315531,0,On,0.2095428498897514,0.1571571374173135,On,0.01846929734887208,0,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,35.546406629937984,51.666666666666686,46.10666666666668,0.0,50.05412770956524,0.0,0.0,0.0,35.546406629937984,48.68022837400274,50.05412770956524,47.99327870622148,12.43753247303448,18.16882307058876,-0.27562137385572427,9.33911797421327,0.7750425116789509,2.2,9.236100170605994,-2670.8812722458006,-4059.2027340423233,161.77922770115478,-3075.637328230783,-0.0,-0.0,456.66698988391045,0.0,3.0,0.14742457505607112,0.0,0.0,1.3797481628963515,197.99884266666666,-51.91093389892778,0.21567600966581577,8.377789086031784,0.002728969426015831,-104.72895793582384,1.2297175352529792,0.4429746850321728,-4131.576478351778,72.37374430945476,0.1842719592468315,343.04689350597425,-181.26766580481947
2025-01-01 04:10:00,28.98397673989173,0.19849908680098943,0.0,0.4830662789981955,0.0033083181133498236,0.0,0.018531635680669352,0.0,0.27327380837772913,28.642171295833332,0.05,0.0,0.0,0.1839157534676561,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015013230618534849,0,On,0.009583506405315531,0,On,0.2095428498897514,0.1571571374173135,On,0.01846929734887208,0,On,0,0,Off,On,20997.423805614086,18.944444444444485,1.0,7644.747490219248,27.611694733333334,1.0304765625,1,27611.694733333334,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,35.65373029268566,51.666666666666686,46.10666666666668,0.0,50.04853740009371,0.0,0.0,0.0,35.65373029268566,48.675239733636495,50.04853740009371,47.98859090040789,12.43753247303448,18.071572434319037,-0.37287201012544813,9.273217548374959,0.7808578286552758,2.2,9.236100170605994,18360.677241527606,3628.276694721356,160.47010034584315,-3046.0038763131483,-0.0,-0.0,456.66698988391045,0.0,3.0,0.1468987724724899,0.0,0.0,1.3748271709350965,197.99884266666666,-47.40967765723903,0.2169697928572549,8.331407690000983,0.002728608536481066,-103.62265109655786,1.2301284555101994,0.44260575255722445,-4090.029113316615,73.55831781872283,0.18420099305785578,341.5153294819047,-181.04522913606155
2025-01-01 04:11:00,28.98397673989173,0.19849908680098943,0.0,0.4830662789981955,0.0033083181133498236,0.0,0.018531635680669352,0.0,0.27327380837772913,28.642171295833332,0.05,0.0,0.0,0.1839157534676561,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015013230618534849,0,On,0.009583506405315531,0,On,0.2095428498897514,0.1571571374173135,On,0.01846929734887208,0,On,0,0,Off,On,20997.423805614086,18.944444444444485,1.0,7644.747490219248,27.611694733333334,1.0304765625,1,27611.694733333334,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,35.31428654556215,51.666666666666686,46.10666666666668,0.0,50.0429312733765,0.0,0.0,0.0,35.31428654556215,48.670236031293335,50.0429312733765,47.98388841025176,12.43753247303448,18.358301377262116,-0.08614306718236975,9.486858667016463,0.7866320384115333,2.2,9.236100170605994,18256.74740474531,3488.4192403975458,159.16099439003668,-3133.7022237300584,-0.0,-0.0,456.66698988391045,0.0,3.0,0.14844640760666683,0.0,0.0,1.38931150458437,197.99884266666666,-63.64116702262638,0.21306970762094304,8.466131360229188,0.002728251578491946,-106.21099064849253,1.2289187601110274,0.4438006719980833,-4224.940831275217,68.61258145351398,0.18413050145162252,339.9956086957779,-180.8346143057412
2025-01-01 04:12:00,28.98397673989173,0.19849908680098943,0.0,0.4830662789981955,0.0033083181133498236,0.0,0.018531635680669352,0.0,0.27327380837772913,28.642171295833332,0.05,0.0,0.0,0.1839157534676561,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015013230618534849,0,On,0.009583506405315531,0,On,0.2095428498897514,0.1571571374173135,On,0.01846929734887208,0,On,0,0,Off,On,20997.423805614086,18.944444444444485,1.0,7644.747490219248,27.611694733333334,1.0304765625,1,27611.694733333334,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,34.98590776755057,51.666666666666686,46.10666666666668,0.0,50.037375733328545,0.0,0.0,0.0,34.98590776755057,48.66527996703626,50.037375733328545,47.979232083890125,12.43753247303448,18.63556775213859,0.0,9.687224774077729,0.7923634522110798,2.2,9.236100170605994,18156.56625602409,3357.1571186862584,157.85279017954346,-3219.4490432885227,-0.0,-0.0,456.66698988391045,0.0,3.0,0.1499355147817683,0.0,0.0,1.403248074443368,197.99884266666666,-78.07549618538162,0.2093713795552936,8.595715936061133,0.002727885344072613,-108.6872383591971,1.2277512634945944,0.44491842649522073,-4352.0471654380235,64.4567939050336,0.18406050560130133,338.48815407067804,-180.63536389113457
2025-01-01 04:13:00,28.98397673989173,0.19849908680098943,0.0,0.4830662789981955,0.0033083181133498236,0.0,0.018531635680669352,0.0,0.27327380837772913,28.642171295833332,0.05,0.0,0.0,0.1839157534676561,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015013230618534849,0,On,0.009583506405315531,0,On,0.2095428498897514,0.1571571374173135,On,0.01846929734887208,0,On,0,0,Off,On,20997.423805614086,18.944444444444485,1.0,7644.747490219248,27.611694733333334,1.0304765625,1,27611.694733333334,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,34.66790561964869,51.666666666666686,46.10666666666668,0.0,50.031869134687156,0.0,0.0,0.0,34.66790561964869,48.660369987989554,50.031869134687156,47.97462041464076,12.43753247303448,18.903961627749272,0.0,9.87540606184541,0.7980504971729819,2.2,9.236100170605994,18058.560510667055,3233.309235970227,156.54633045167105,-3303.3298676927725,-0.0,-0.0,456.66698988391045,0.0,3.0,0.15137011155118119,0.0,0.0,1.4166744808368856,197.99884266666666,-92.20041713816842,0.20585832174569674,8.720540076770476,0.0027275102147298422,-111.0587945943818,1.2266232534235808,0.44596565611068817,-4471.93111578046,60.4928615314385,0.18399102529267516,336.9933570497636,-180.44702659809252
2025-01-01 04:14:00,0.34180544405839847,0.19849908680098943,0.0,0.005696757400973308,0.0033083181133498236,0.0,0.018531635680669352,0.0,0.27327380837772913,0.0,0.05,0.0,0.0,0.1839157534676561,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015013230618534849,0,On,0.009583506405315531,0,On,0.2095428498897514,0.1571571374173135,On,0.01846929734887208,0,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,34.35973556091946,51.666666666666686,46.10666666666668,0.0,50.0264099345192,0.0,0.0,0.0,34.35973556091946,48.655504637880114,50.0264099345192,47.97005198956058,12.43753247303448,19.16394957575046,0.0,10.052314830055431,0.8036917137289313,2.2,9.236100170605994,-3034.4871657407675,-4528.302027929679,155.24241907536904,-3385.4026684544433,-0.0,-0.0,456.66698988391045,0.0,3.0,0.15275345073043503,0.0,0.0,1.4296211668999934,197.99884266666666,-105.75148717023481,0.2025167382544557,8.840910763378517,0.0027271265475639584,-113.33168642722538,1.225532562038325,0.4469479164591044,-4585.0803462951935,56.77831836551485,0.18392207895204407,335.51157838477565,-180.2691593094066
2025-01-01 04:15:00,0.3457651126763014,0.2010158381119428,0.0,0.0057627518779383565,0.0033502639685323798,0.0,0.018653446882442457,0.0,0.277111665793859,0.0,0.05,0.0,0.0,0.18643250477860945,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015135041820307952,0,On,0.01006569540684084,0,On,0.2128985183043559,0.15967388872826688,On,0.01846929734887208,0,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,34.4673646820537,51.666666666666686,46.10666666666668,0.0,50.020996670846884,0.1780877652252908,466.6244664302025,0.0,34.4673646820537,48.65068253685661,50.020996670846884,47.96552546986147,12.43753247303448,19.034681005190397,0.0,9.942832723071886,0.8092857527143661,2.2,9.236100170605994,-2982.252465518087,-4455.651695173749,153.94182076130085,-3344.494775766473,-0.0,-0.0,460.3917617127911,0.0,3.0,0.15206641270341023,0.0,0.0,1.423191170711998,197.99884266666666,-98.14945146440476,0.20412711125025693,8.78039479673753,0.002726734679953612,-111.85055286907604,1.2260750530791114,0.4463402878322237,-4515.005622467081,59.35392729333149,0.18385368367870328,334.04314901651514,-180.1013282552143
2025-01-01 04:16:00,0.3457651126763014,0.2010158381119428,0.0,0.0057627518779383565,0.0033502639685323798,0.0,0.018653446882442457,0.0,0.277111665793859,0.0,0.05,0.0,0.0,0.18643250477860945,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015135041820307952,0,On,0.01006569540684084,0,On,0.2128985183043559,0.15967388872826688,On,0.01846929734887208,0,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,34.53249686047525,51.666666666666686,46.10666666666668,0.0,50.005738297882104,0.17816009578999598,466.6244664302025,0.0,34.53249686047525,48.58035849645773,50.005738297882104,47.86766859574554,12.43753247303448,18.910002498380027,0.0,9.840362410253249,0.8148313721281869,2.2,9.236100170605994,-2936.7895786885424,-4388.273791799979,152.6452619309591,-3305.2277151045228,-0.0,-0.0,460.3917617127911,0.0,3.0,0.1514023239587414,0.0,0.0,1.416975957101184,197.99884266666666,-91.95362529681086,0.2056933562692315,8.721595007218262,0.0027263481047874625,-110.4848778862831,1.226598742699583,0.4457708244650254,-4449.568831685456,61.295039885476186,0.18378585528158894,332.58837103772294,-179.94310910676384
2025-01-01 04:17:00,0.3457651126763014,0.2010158381119428,0.0,0.0057627518779383565,0.0033502639685323798,0.0,0.018653446882442457,0.0,0.277111665793859,0.0,0.05,0.0,0.0,0.18643250477860945,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015135041820307952,0,On,0.01006569540684084,0,On,0.2128985183043559,0.15967388872826688,On,0.01846929734887208,0,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,34.59279916586058,51.666666666666686,46.10666666666668,0.0,49.99045794007297,0.17823258947662954,466.62446643020263,0.0,34.59279916586058,48.51002531530328,49.99045794007297,47.769809002918436,12.43753247303448,18.789465726561513,0.0,9.744221926551642,0.8203274335559126,2.2,9.236100170605994,-2892.714060928533,-4325.127318470169,151.3534320563992,-3267.4412757180107,-0.0,-0.0,460.3917617127911,0.0,3.0,0.15075893537740037,0.0,0.0,1.4109544765386919,197.99884266666666,-85.66454692331322,0.20721987261035568,8.664967561052453,0.002725966412665011,-109.15988930831523,1.2271054668647954,0.44523587591875846,-4388.306329955613,63.17901148544519,0.1837186083201682,331.1475187392428,-179.79408668284358
2025-01-01 04:18:00,0.3457651126763014,0.2010158381119428,0.0,0.0057627518779383565,0.0033502639685323798,0.0,0.018653446882442457,0.0,0.277111665793859,0.0,0.05,0.0,0.0,0.18643250477860945,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015135041820307952,0,On,0.01006569540684084,0,On,0.2128985183043559,0.15967388872826688,On,0.01846929734887208,0,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,34.64858939577039,51.666666666666686,46.10666666666668,0.0,49.975156318161105,0.17830524318821758,466.62446643020263,0.0,34.64858939577039,48.439683671225474,49.975156318161105,47.671947347757666,12.43753247303448,18.672798223168055,0.0,9.653869496343228,0.8257728984229322,2.2,9.236100170605994,-2850.192936432389,-4265.897701839662,150.06698408448537,-3231.0331575380537,-0.0,-0.0,460.3917617127911,0.0,3.0,0.15013491645068663,0.0,0.0,1.4051142767794702,197.99884266666666,-79.55154060712644,0.20870899847732308,8.610368005665737,0.0027255894537075087,-107.87305226120085,1.227596329258306,0.44473254695837905,-4330.848861678095,64.95115983843345,0.1836519561475457,329.7208396953752,-179.65385561088985
2025-01-01 04:19:00,0.3457651126763014,0.2010158381119428,0.0,0.0057627518779383565,0.0033502639685323798,0.0,0.018653446882442457,0.0,0.277111665793859,0.0,0.05,0.0,0.0,0.18643250477860945,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015135041820307952,0,On,0.01006569540684084,0,On,0.2128985183043559,0.15967388872826688,On,0.01846929734887208,0,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,34.700132114769076,51.666666666666686,46.10666666666668,0.0,49.95983410564377,0.17837805404230203,466.6244664302025,0.0,34.700132114769076,48.36933419745631,49.95983410564377,47.574084243362584,12.43753247303448,18.559773230488048,0.0,9.568846112534288,0.831166824157139,2.2,9.236100170605994,-2809.196744381403,-4210.271546902021,148.78653465715638,-3195.917238848369,-0.0,-0.0,460.3917617127911,0.0,3.0,0.1495291675045137,0.0,0.0,1.39944506596207,197.99884266666666,-73.6712672458251,0.2101626057606689,8.556997742704793,0.002725217087502947,-106.62225453262417,1.2280722460493023,0.44425838388022215,-4276.883780056195,66.61223315417348,0.18358591095482119,328.30855586744315,-179.52202121028677
2025-01-01 04:20:00,0.3457651126763014,0.2010158381119428,0.0,0.0057627518779383565,0.0033502639685323798,0.0,0.018653446882442457,0.0,0.277111665793859,0.0,0.05,0.0,0.0,0.18643250477860945,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03567815473379013,0.02675861605034259,On,0.0,0,Off,0.003518405062134503,0.0,On,0.015135041820307952,0,On,0.01006569540684084,0,On,0.2128985183043559,0.15967388872826688,On,0.01846929734887208,0,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,27611.694733333334,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,14037.227008888889,Off,0.0,0.0,34.74765367243663,51.666666666666686,46.10666666666668,0.0,49.94449193668659,0.178451019334144,466.62446643020263,0.0,34.74765367243663,48.29897749009835,49.94449193668659,47.47622026680424,12.43753247303448,18.45019679934379,0.0,9.488755296531824,0.8365083602895442,2.2,9.236100170605994,-2769.6840978602586,-4157.978738847137,147.51266465303462,-3162.019184800041,-0.0,-0.0,460.3917617127911,0.0,3.0,0.14894075334663398,0.0,0.0,1.393938091612319,197.99884266666666,-68.05667477300875,0.2115822428352885,8.505440079943202,0.0027248491815484214,-105.40568668683639,1.228533999244724,0.44381126565854095,-4226.141379224536,68.16264037739862,0.18352048381635178,326.9108647179872,-179.39820006495256
