Metric,Value
Total Electric Energy (kWh),1164.4302764565914
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.617264272856377
Peak Electric Power (kW),6.122815142072849
Other Electric Energy (kWh),498.40303954953566
HVAC Heating Electric Energy (kWh),0.0
Lighting Electric Energy (kWh),30.71779869012143
Water Heating Electric Energy (kWh),618.1327608099259
HVAC Cooling Electric Energy (kWh),17.17667740700849
Average Temperature - Indoor (C),23.956076343339653
Unmet Heating Load (C-hours),-0.0
Unmet Cooling Load (C-hours),1722.8162004673607
Total Hot Water Unmet Demand (kWh),0.0
