Metric,Value
Total Electric Energy (kWh),500.39611671707945
Total Gas Energy (therms),0.0
Average Electric Power (kW),0.6949946065514992
Peak Electric Power (kW),4.0297826825532095
Other Electric Energy (kWh),313.7047883395426
HVAC Heating Electric Energy (kWh),45.24294110035329
Lighting Electric Energy (kWh),80.10501475943583
Water Heating Electric Energy (kWh),61.34337251774779
Average Temperature - Indoor (C),21.254991692508778
Unmet Heating Load (C-hours),12.617761117606662
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
