Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.6212367977314311,0.20990738664840755,0.2520227027027027,0.6212367977314311,0.20990738664840755,0.2520227027027027,0.0188746108894348,0.3173860930919962,0.2549760937500001,0.029999999999999995,0.0,0.2520227027027027,0.0,0.20115738664840752,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09906478657864412,0.07429858993398307,0.0,0.0,0.004544051535087718,0.0,0.01433055935434708,0.0,0.006381298480487956,0.0,0.16914506228589932,0.12685879671442446,0.04279494574696485,0.0,0.0,0.0,5775.927017056232,15.611111111111143,0.26208333333333333,1311.1521260271022,7.38605735063063,0.2549760937500001,0.2833333333333333,6832.103049333334,24113.30488,0.0,16.611111111111143,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,7173.208515555556,0.0,0.0,87.1040784254537,51.66666666666668,46.10666666666668,0.0,48.75648602421315,0.0,0.0,0.0,136.1001225397714,47.71735717784272,48.75648602421315,47.19779275465751,12.43753247303448,15.291943886503848,-0.06609043096830988,3.937106036142272,2.8,9.236100170605994,3565.4555477827566,918.3085722854847,-2811.9260370428597,0.0,0.0,809.622517652231,0.0,8.0,0.1726786392954773,0.0,0.0,1.2593574430876397,527.9969137777778,-208.1679498828474,0.2975224729870301,7.483763577272476,0.0031370512775971025,-15.644618893195936,1.2416182249308898,0.15057777974299036,-214.28605513407322,-178.55749860754406
2025-01-01 01:00:00,0.6484165617018334,0.20804992190005794,0.3126439558444941,0.6484165617018334,0.20804992190005794,0.3126439558444941,0.01853380702430322,0.3149094734275301,0.2849732812500001,0.029999999999999995,0.030971523412061684,0.28167243243243245,0.0,0.19929992190005794,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096588166914178,0.07244112518563348,0.0,0.0,0.004203247669956139,0.0,0.01433055935434708,0.0,0.006381298480487956,0.0,0.16914506228589932,0.12685879671442446,0.04279494574696485,0.0,0.0,0.0,6455.447842592259,15.611111111111143,0.29291666666666666,1465.405317324408,8.255005274234234,0.2849732812500001,0.31666666666666665,7635.879878666666,24113.30488,0.0,16.611111111111143,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,7173.208515555556,703.3706666666666,0.0,85.23217401877142,51.66666666666668,46.10666666666668,0.0,47.928259827724524,0.0,0.0,703.3706666666666,133.17527190433032,47.01915565546717,47.928259827724524,46.5646035693385,12.43753247303448,15.320755852371915,-0.05123537977563739,5.253642956531036,2.5,9.236100170605994,4423.569674794816,868.5888807634193,-2631.4649238644056,0.0,0.0,806.8050941226334,0.0,8.0,0.15755234338847207,0.0,0.0,1.1490403047632116,527.9969137777778,-207.2183380556706,0.2969088418856041,7.497212570390535,0.0031362866805024225,29.198177044726872,1.2415549679290145,0.12790196835497436,-446.47634656050354,-150.34009000048533
2025-01-01 02:00:00,0.6009441607873673,0.2061924571517084,0.24494071869085327,0.6009441607873673,0.2061924571517084,0.24494071869085327,0.01853380702430322,0.312432853763064,0.23997750000000007,0.029999999999999995,0.007742880853015421,0.23719783783783785,0.0,0.1974424571517084,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09411154724971191,0.07058366043728391,0.0,0.0,0.004203247669956139,0.0,0.01433055935434708,0.0,0.006381298480487956,0.0,0.16914506228589932,0.12685879671442446,0.04279494574696485,0.0,0.0,0.0,5436.166604288218,15.611111111111143,0.24666666666666667,1234.025530378449,6.951583388828828,0.23997750000000007,0.26666666666666666,6430.214634666667,24113.30488,0.0,16.611111111111143,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,7173.208515555556,175.84266666666664,0.0,96.59658993353544,51.66666666666668,46.10666666666668,0.0,51.2762186208629,0.0,0.0,175.84266666666664,150.93217177114914,51.305490238945865,51.32012604798736,51.2762186208629,12.43753247303448,15.314350724619064,-0.056311672884400525,5.619771903874678,1.6500000000000001,9.236100170605994,3467.4918450290174,551.2953224213145,-2581.6033418336765,0.0,0.0,804.3284744581672,0.0,8.0,0.1442670961045833,0.0,0.0,1.0521500633385252,527.9969137777778,-191.39989188369105,0.29800585624112697,7.506539629459608,0.0031466396373728426,87.0974682703567,1.2415747705808664,0.10103262730506964,-525.6724769158229,-157.05773104131154
2025-01-01 03:00:00,0.5990789491377831,0.2053507656866593,0.2301158538259884,0.599078949137783,0.2053507656866593,0.2301158538259884,0.018363926684966222,0.3257361162028168,0.22497890625000005,0.029999999999999995,0.007742880853015421,0.22237297297297298,0.0,0.19660076568665932,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09163492758524579,0.06872619568893432,0.0,0.0,0.003976045093201754,0.0,0.014387881591764469,0.0,0.006541834291317842,0.0,0.17049942666363335,0.12787456999772498,0.057059927662619796,0.0,0.0,0.0,5096.406191520205,15.611111111111143,0.23125,1156.8989347297959,6.517109427027027,0.22497890625000005,0.25,6028.32622,24113.30488,0.0,16.611111111111143,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,7173.208515555556,175.84266666666664,0.0,92.98104312199308,51.66666666666668,46.10666666666668,0.0,50.329746066845,0.18941486502501778,494.4691321262755,175.84266666666664,145.2828798781142,49.963389303356934,50.34774859021721,49.76220839824069,12.43753247303448,15.309279019992655,-0.04814741351832934,5.435456999247001,1.6500000000000001,9.236100170605994,2981.438853529618,424.4666414674891,-2716.7112784428537,0.0,0.0,785.5461717533756,0.0,7.734,0.15216389394194912,0.0,0.0,1.1097419645349895,510.44101639466663,-183.80223130110838,0.29919704085401116,7.518124806099723,0.0031583577701725387,-6.41839948216057,1.2415876101031162,0.11630735434088553,-565.5949886418576,-166.8373046204492
2025-01-01 04:00:00,0.8951464198777753,0.2073306666752229,0.5144318736230847,0.8951464198777753,0.2073306666752229,0.5144318736230847,0.020420361952315027,0.39476824542546013,0.4499578125000001,0.029999999999999995,0.0696859276771388,0.44474594594594596,0.0,0.1985806666752229,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08915830792077968,0.06686873094058474,0.008238683363993459,0.0,0.003976045093201754,0.0,0.016444316859113274,0.0,0.007635484502596437,0.0,0.17561591431285092,0.13171193573463816,0.11411985532523959,0.0,0.0,0.0,10192.81238304041,17.00000000000003,0.4625,2313.7978694595918,13.034218854054053,0.4499578125000001,0.5,12056.65244,24113.30488,0.0,18.000000000000032,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,7173.208515555556,1582.5839999999998,0.0,90.84838778793099,51.66666666666668,46.10666666666668,0.0,51.39321114461924,0.37005186685475977,1001.3134438378659,1582.5839999999998,141.95060591864214,50.39450418958972,51.39321114461924,49.89515071207496,12.43753247303448,16.60004814644756,-0.11702174572846165,6.580386567072599,0.55,9.236100170605994,7249.270979806166,1195.1283142451148,-3471.7260737686242,0.0,0.0,747.79179263714,0.0,7.0,0.16462888976692838,0.0,0.0,1.2006500544660357,461.9972995555555,-219.60712210275872,0.2745269930991727,8.120268064856385,0.0031476008641239325,8.583406476760862,1.23548665712017,0.12307667919415928,-942.8302825909287,-175.8392726235483
2025-01-01 05:00:00,0.9955862697617675,0.2121273738463644,0.4150962162162163,0.9955862697617675,0.2121273738463644,0.41509621621621623,0.033027081438310124,0.5125985633234572,0.4199606250000001,0.029999999999999995,0.0,0.4150962162162163,0.0,0.2033773738463644,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08915830792077968,0.06686873094058474,0.016477366727986918,0.0,0.004430450246710526,0.0,0.028596631191599598,0.0,0.010976636065493433,0.0,0.18201152387437294,0.1365086429057797,0.21397472873482423,0.0,0.0,0.0,9513.291557504383,17.83333333333337,0.4316666666666667,2159.544678162286,12.16527093045045,0.4199606250000001,0.4666666666666667,11252.875610666666,24113.30488,0.0,18.83333333333337,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,7173.208515555556,0.0,0.0,85.50151319772684,51.66666666666668,46.10666666666668,0.0,50.91122254496163,0.15020915346622968,401.3862595932552,0.0,133.59611437144818,49.41120939680427,50.91122254496163,48.66120282272559,12.43753247303448,17.579391430222262,-0.044645052871038496,6.658449935522344,-0.25000000000000006,9.236100170605994,6094.896408202219,891.6623551578002,-3979.8240654046817,0.0,0.0,774.9451189731898,0.0,7.0,0.16954045438981555,0.0,0.0,1.236470440185284,461.9972995555555,-213.51620287067144,0.2589842166219585,8.595065808530796,0.003162007398173054,22.23260480852135,1.2306944818400383,0.11783882688596345,-1060.1978628779361,-207.68446012654934
2025-01-01 06:00:00,1.1634863489787857,0.22436351255297374,0.4241608907515636,1.1634863489787857,0.22436351255297374,0.4241608907515636,0.059311276641571924,0.6842116348372135,0.3899634375000001,0.029999999999999995,0.03871440426507711,0.3854464864864865,0.0,0.21561351255297373,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09411154724971191,0.07058366043728391,0.008238683363993459,0.0,0.00499845668859649,0.0,0.05431281995297543,0.0,0.01759873826222622,0.0,0.19337313615425317,0.14502985211568983,0.37088952980702866,0.0,0.0,0.0,8833.770731968356,17.83333333333337,0.4008333333333333,2005.2914868649796,11.296323006846846,0.3899634375000001,0.43333333333333335,10449.098781333334,24113.30488,0.0,18.83333333333337,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,7173.208515555556,879.2133333333333,0.0,85.46538778409538,51.66666666666668,46.10666666666668,0.0,51.056261792829496,0.23974416918127295,647.4909179551252,879.2133333333333,133.53966841264904,49.293642282434924,51.056261792829496,48.41233252723763,12.43753247303448,17.514711645555245,-0.06749189944271562,6.095250982899684,0.3,9.236100170605994,5648.784079348111,876.4671562382989,-3824.7098173947375,0.0,0.0,819.1694105550188,0.0,7.016,0.16905562191157747,0.0,0.0,1.232934522873155,463.05329338311105,-179.44624578052563,0.2591275461995907,8.55170946615408,0.0031507544238390953,-80.45332494439268,1.2309768130939494,0.12215714316741727,-930.5490797818354,-198.27525084484512
2025-01-01 07:00:00,1.4029683096997232,0.2350759913346323,0.3648614312921042,1.4029683096997232,0.2350759913346323,0.36486143129210413,0.07351599052110264,0.9694832566786206,0.3299690625000001,0.029999999999999995,0.03871440426507711,0.3261470270270271,0.0,0.22632599133463227,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09906478657864412,0.07429858993398307,0.016477366727986918,0.0,0.004657652823464912,0.0,0.06885833769763772,0.0,0.023578697215639457,0.0,0.20270320186753235,0.1520274014006492,0.6276592042888177,0.0,0.0,0.0,7474.7290808963,17.83333333333337,0.33916666666666667,1696.7851042703671,9.55842715963964,0.3299690625000001,0.36666666666666664,8841.545122666666,24113.30488,0.0,18.83333333333337,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,7173.208515555556,879.2133333333333,0.0,90.01789911793288,51.66666666666668,46.10666666666668,0.0,51.73507157231003,0.06709805523510527,181.00045271738745,879.2133333333333,140.6529673717701,51.07635844811053,51.7451756725931,50.73689778572771,12.43753247303448,17.585586872947548,-0.047890210738020696,5.895721419612541,-0.55,9.236100170605994,3981.77373577751,416.54593109632935,-4169.704785822433,0.0,0.0,838.5739371869644,10.144544056488437,6.718,0.17427331304704202,0.0,0.0,1.2709875107469815,443.38540834488884,-161.82449648332204,0.2574424686520743,8.577472816987013,0.003144309169425871,-3.2892443158488267,1.230681436488965,0.12587677084290305,-1075.2477613482731,-204.99141182576483
2025-01-01 08:00:00,2.0453380674088892,0.23896500264958295,0.4002713513513514,2.0453380674088892,0.23896500264958295,0.4002713513513514,0.07667914544363484,1.5336968907152544,0.40496203125000013,0.029999999999999995,0.0,0.4002713513513514,0.0,0.23021500264958294,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10154140624311021,0.07615605468233264,0.0,0.0,0.0035216399396929823,0.0,0.07315750550394186,0.0,0.02848507293412784,0.0,0.20541193062300048,0.1540589479672503,1.1982584809150159,0.0,0.0,0.0,9173.531144736367,17.83333333333337,0.41625,2082.4180825136327,11.730796968648649,0.40496203125000013,0.45,10850.987196,24113.30488,0.0,18.83333333333337,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,7173.208515555556,0.0,0.0,87.50481768404622,51.66666666666668,46.10666666666668,0.0,51.23332119546871,0.07951751746932145,216.29661709985064,0.0,136.72627763132223,50.137832890511774,51.23332119546871,49.59008873803331,12.43753247303448,17.55453760805493,-0.05623114044836542,5.336612081124964,-1.4,9.236100170605994,5428.323483134891,698.5499439946678,-4527.660596839889,0.0,0.0,776.1805080504856,653.0182844006939,5.734,0.1806562430729408,0.0,0.0,1.3175386676799963,378.44178795022225,6.272427187925632,0.25850759120879924,8.572947852960262,0.003149717482794348,96.71916313904269,1.2313869487788627,0.13203381875744155,-1176.9970082511575,-206.8711302678071
2025-01-01 09:00:00,2.5399053302872985,0.24065795812175053,0.39451116102183387,2.5399053302872985,0.24065795812175053,0.39451116102183387,0.08051166390999101,2.0694274163773074,0.3599662500000001,0.029999999999999995,0.03871440426507711,0.35579675675675676,0.0,0.23190795812175052,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10154140624311021,0.07615605468233264,0.0,0.0,0.0028400322094298243,0.0,0.07767163170056118,0.0,0.03415399375405818,0.0,0.20766920458589058,0.1557519034394179,1.7260628117942487,0.0,0.0,0.0,8154.249906432328,17.83333333333337,0.37000000000000005,1851.0382955676735,10.427375083243243,0.3599662500000001,0.4,9645.321952,24113.30488,0.0,18.83333333333337,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,7173.208515555556,879.2133333333333,0.0,85.52035399798099,51.66666666666668,46.10666666666668,0.0,51.008219486561956,0.3821063206497434,1035.7487261622202,879.2133333333333,133.6255531218453,49.332502032542564,51.008219486561956,48.49464330553287,12.43753247303448,17.51131316215429,-0.06630167045393585,5.3281778380187665,-0.85,9.236100170605994,4875.172575270524,628.0955257065449,-4301.855871471778,0.0,0.0,739.3374952831488,1701.5129902363733,5.0,0.17731222780003275,0.0,0.0,1.2931505294544607,329.99807111111113,283.44104502682654,0.26143455585747677,8.586098065869681,0.0031751966006880353,233.30493098927428,1.2321692730579559,0.1287937653342851,-1055.2008044504162,-167.74196541071234
