Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.15808741887554867,0.10142998168975416,0.0,0.0026347903145924776,0.0016904996948292359,0.0,0.014184616270355083,0.0,0.1439028026051936,0.0,0.0,0.0,0.10142998168975416,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010772500042284907,0,On,0.008662827018854694,0,On,0.10192846262793619,0.07644634697095212,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,5372.579608888889,Off,0.0,0.0,24.290063250454857,51.666666666666686,46.10666666666668,0.0,51.050606979194235,0.0,0.0,0.0,24.290063250454857,49.34841191173989,51.050606979194235,48.49731437801272,12.43753247303448,14.920184250882144,-0.13537130467345548,5.723070319934951,2.8,9.236100170605994,208.83638294926033,-1294.4828712619792,-422.4433367293317,-0.0,-0.0,612.9497260471487,0.0,7.0,0.026744937686392658,0.0,0,0.3734796593997115,461.9972995555555,18.329993631443344,0.3846943387318202,8.27610643735307,0.003978062577062697,222.78821393953743,1.2390303321836553,0.35030486800138133,-1334.4524018547866,39.96953059280747
2025-01-01 00:01:00,0.15808741887554867,0.10142998168975416,0.0,0.0026347903145924776,0.0016904996948292359,0.0,0.014184616270355083,0.0,0.1439028026051936,0.0,0.0,0.0,0.10142998168975416,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010772500042284907,0,On,0.008662827018854694,0,On,0.10192846262793619,0.07644634697095212,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,5372.579608888889,Off,0.0,0.0,24.317080068848306,51.666666666666686,46.10666666666668,0.0,51.048211755420965,0.0,0.0,0.0,24.317080068848306,49.34636656761341,51.048211755420965,48.49544397370964,12.43753247303448,14.879763141541948,-0.1757924140136513,5.759707607028758,2.8,9.236100170605994,205.74979601342113,-1312.0614901820402,-420.32907995872125,-0.0,-0.0,612.9497260471487,0.0,7.0,0.026700129421001223,0.0,0,0.372853934416056,461.9972995555555,13.129149924993733,0.3869344000585413,8.281003051578043,0.003979199467384551,222.92284143772758,1.2428232394064782,0.3504212995845787,-1351.627304829924,39.565814647883855
2025-01-01 00:02:00,0.15808741887554867,0.10142998168975416,0.0,0.0026347903145924776,0.0016904996948292359,0.0,0.014184616270355083,0.0,0.1439028026051936,0.0,0.0,0.0,0.10142998168975416,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010772500042284907,0,On,0.008662827018854694,0,On,0.10192846262793619,0.07644634697095212,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,5372.579608888889,Off,0.0,0.0,24.34361832657901,51.666666666666686,46.10666666666668,0.0,51.0458141298899,0.0,0.0,0.0,24.34361832657901,49.34431894853647,51.0458141298899,48.49357135785976,12.43753247303448,14.840019290783918,-0.21553626477168208,5.793980874094036,2.8,9.236100170605994,202.49287491111465,-1328.8356844078783,-418.25438770150464,-0.0,-0.0,612.9497260471487,0.0,7.0,0.026656042425662715,0.0,0,0.3722382816074365,461.9972995555555,7.7975365654706295,0.3880370218165787,8.263645319938046,0.0039803335729990475,223.05430318079416,1.2429939062473367,0.3505301834116832,-1367.703926426969,38.86824201909086
2025-01-01 00:03:00,0.15808741887554867,0.10142998168975416,0.0,0.0026347903145924776,0.0016904996948292359,0.0,0.014184616270355083,0.0,0.1439028026051936,0.0,0.0,0.0,0.10142998168975416,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010772500042284907,0,On,0.008662827018854694,0,On,0.10192846262793619,0.07644634697095212,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,5372.579608888889,Off,0.0,0.0,24.369694568920337,51.666666666666686,46.10666666666668,0.0,51.04341414588409,0.0,0.0,0.0,24.369694568920337,49.34226909480624,51.04341414588409,48.49169656926732,12.43753247303448,14.80092924526752,-0.2546263102880797,5.826063667248907,2.8,9.236100170605994,199.09201439057165,-1344.309768378585,-416.21783314741833,-0.0,-0.0,612.9497260471487,0.0,7.0,0.026612652110152717,0.0,0,0.37163235758368507,461.9972995555555,2.3601214908413013,0.3891267040370648,8.245776704688945,0.003981468191608728,223.18243830897333,1.2431617971597013,0.35063207761301424,-1382.7617518526308,38.451983474045875
2025-01-01 00:04:00,0.15808741887554867,0.10142998168975416,0.0,0.0026347903145924776,0.0016904996948292359,0.0,0.014184616270355083,0.0,0.1439028026051936,0.0,0.0,0.0,0.10142998168975416,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010772500042284907,0,On,0.008662827018854694,0,On,0.10192846262793619,0.07644634697095212,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,5372.579608888889,Off,0.0,0.0,24.395325718138587,51.666666666666686,46.10666666666668,0.0,51.04101184519033,0.0,0.0,0.0,24.395325718138587,49.340217045326725,51.04101184519033,48.489819645394924,12.43753247303448,14.762469014980878,-0.2930865405747216,5.856136923132993,2.8,9.236100170605994,199.06525099672461,-1358.8503450302298,-414.2179742006153,-0.0,-0.0,612.9497260471487,0.0,7.0,0.0265699332000873,0.0,0,0.37103580940068903,461.9972995555555,0.3334991501912157,0.3902039077376381,8.229076956564446,0.003982603308688112,223.3073714563457,1.2433270134789516,0.35072756269159727,-1396.8840452870718,38.03370025684204
2025-01-01 00:05:00,5.530667027764438,0.10142998168975416,0.0,0.09217778379607397,0.0016904996948292359,0.0,0.014184616270355083,0.0,0.1439028026051936,5.3725796088888895,0.0,0.0,0.10142998168975416,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010772500042284907,0,On,0.008662827018854694,0,On,0.10192846262793619,0.07644634697095212,On,0,0,Off,On,5372.579608888889,15.5555555555556,0.9999999999999999,0.0,5.3725796088888895,0.0,1,5372.579608888889,5372.579608888889,Off,0.0,0.0,24.420462959933722,51.666666666666686,46.10666666666668,0.0,51.03860726806507,0.0,0.0,0.0,24.420462959933722,49.338162837576974,51.03860726806507,48.48794062233293,12.43753247303448,14.724707952137631,-0.33084760341796837,5.8843465821951675,2.8,9.236100170605994,5573.446530890315,-1372.4955210057572,-412.2582209548996,-0.0,-0.0,612.9497260471487,0.0,7.0,0.026527964111055003,0.0,0,0.3704497320928674,461.9972995555555,0.17541690917713737,0.3912667454405421,8.212735390188929,0.003983738910262196,223.42869084261002,1.2434892534887372,0.35081710707271274,-1410.1379085397143,37.642387533957226
2025-01-01 00:06:00,5.530667027764438,0.10142998168975416,0.0,0.09217778379607397,0.0016904996948292359,0.0,0.014184616270355083,0.0,0.1439028026051936,5.3725796088888895,0.0,0.0,0.10142998168975416,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010772500042284907,0,On,0.008662827018854694,0,On,0.10192846262793619,0.07644634697095212,On,0,0,Off,On,5372.579608888889,15.5555555555556,0.9999999999999999,0.0,5.3725796088888895,0.0,1,5372.579608888889,5372.579608888889,Off,0.0,0.0,24.34265229319429,51.666666666666686,46.10666666666668,0.0,51.036200459177905,0.0,0.0,0.0,24.34265229319429,49.33610651314645,51.036200459177905,48.486059540130725,12.43753247303448,14.833126931303518,-0.22242862425208187,5.910824970409618,2.8,9.236100170605994,5563.506117004086,-1385.3018979552278,-417.8950135264457,-0.0,-0.0,612.9497260471487,0.0,7.0,0.026648393901088804,0.0,0,0.3721314737925793,461.9972995555555,-4.128204405506729,0.3886496378466015,8.264925949715249,0.003984874980546544,222.70908082091375,1.243020259034057,0.35090113518547283,-1422.5842674257108,37.28236947048299
2025-01-01 00:07:00,5.530667027764438,0.10142998168975416,0.0,0.09217778379607397,0.0016904996948292359,0.0,0.014184616270355083,0.0,0.1439028026051936,5.3725796088888895,0.0,0.0,0.10142998168975416,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010772500042284907,0,On,0.008662827018854694,0,On,0.10192846262793619,0.07644634697095212,On,0,0,Off,On,5372.579608888889,15.5555555555556,0.9999999999999999,0.0,5.3725796088888895,0.0,1,5372.579608888889,5372.579608888889,Off,0.0,0.0,24.26727620386666,51.666666666666686,46.10666666666668,0.0,51.03380072639602,0.0,0.0,0.0,24.26727620386666,49.33405674076104,51.03380072639602,48.48418474794355,12.43753247303448,14.938095473437608,-0.11746008211799186,5.935692202189569,2.8,9.236100170605994,5554.384355217672,-1397.3287061313533,-423.3815533845459,-0.0,-0.0,612.9497260471487,0.0,7.0,0.026764783265744028,0.0,0,0.3737567929755549,461.9972995555555,-7.76342633382032,0.38613782726895196,8.316047121726562,0.003986007819083447,222.00981905678677,1.2425665020626724,0.3509800320390404,-1434.278496237728,36.94979010637472
2025-01-01 00:08:00,5.530667027764438,0.10142998168975416,0.0,0.09217778379607397,0.0016904996948292359,0.0,0.014184616270355083,0.0,0.1439028026051936,5.3725796088888895,0.0,0.0,0.10142998168975416,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010772500042284907,0,On,0.008662827018854694,0,On,0.10192846262793619,0.07644634697095212,On,0,0,Off,On,5372.579608888889,15.5555555555556,0.9999999999999999,0.0,5.3725796088888895,0.0,1,5372.579608888889,5372.579608888889,Off,0.0,0.0,24.194156003257337,51.666666666666686,46.10666666666668,0.0,51.03140784954009,0.0,0.0,0.0,24.194156003257337,49.332013315417214,51.03140784954009,48.48231604835578,12.43753247303448,15.03986710409722,-0.01568845145837905,5.959057808937682,2.8,9.236100170605994,5545.402655544782,-1408.6279169449592,-428.72829899284557,-0.0,-0.0,612.9497260471487,0.0,7.0,0.026877433531113996,0.0,0,0.37532989750976625,461.9972995555555,-11.398380398410765,0.3837230263140814,8.36539697879834,0.003987137513122894,221.32938236040258,1.2421268568398784,0.35105414849367855,-1445.2711542414909,36.64323729653168
2025-01-01 00:09:00,5.530667027764438,0.10142998168975416,0.0,0.09217778379607397,0.0016904996948292359,0.0,0.014184616270355083,0.0,0.1439028026051936,5.3725796088888895,0.0,0.0,0.10142998168975416,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010772500042284907,0,On,0.008662827018854694,0,On,0.10192846262793619,0.07644634697095212,On,0,0,Off,On,5372.579608888889,15.5555555555556,0.9999999999999999,0.0,5.3725796088888895,0.0,1,5372.579608888889,5372.579608888889,Off,0.0,0.0,24.123154176980034,51.666666666666686,46.10666666666668,0.0,51.0290216245884,0.0,0.0,0.0,24.123154176980034,49.32997604715792,51.0290216245884,48.48045325844269,12.43753247303448,15.13863689810323,0.0,5.981022420073757,2.8,9.236100170605994,5536.771848211794,-1419.247483534833,-433.9429802416319,-0.0,-0.0,612.9497260471487,0.0,7.0,0.026986578841713675,0.0,0,0.37685405710609177,461.9972995555555,-14.814506482611542,0.38139864579177074,8.413082129385812,0.003988264143393809,220.66659212588854,1.241700453518339,0.3511238066794614,-1455.6087521499946,36.361268615161734
