Metric,Value
Total Electric Energy (kWh),1128.9944604133207
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.5680478616851676
Peak Electric Power (kW),11.45265010519476
Other Electric Energy (kWh),154.63330920989955
HVAC Heating Electric Energy (kWh),586.6856932906668
Lighting Electric Energy (kWh),36.404605282828435
Water Heating Electric Energy (kWh),351.2708526299259
Average Temperature - Indoor (C),14.923811250629106
Unmet Heating Load (C-hours),36.73680823423274
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
