Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Fireplace Gas Power (therms/hour),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.861467873461576,0.2589713264503415,0.48361409455694954,0.861467873461576,0.25897132645034154,0.48361409455694954,0.026798922887210634,0.3560497839076987,0.4786191666666666,0.0,0.010538779241634289,0.47307531531531527,0.0,0.2589713264503415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06438364263533634,0.04828773197650224,0.0,0.0,0.005773848684210526,0.0,0.00042211098182529707,0.0,0.020602963221174813,0.0,0.010754681973909901,0.0,0.28091145929845246,0.2106835944738393,0.010538779241634289,10529.43710325978,21.111111111111143,0.3391666666666666,2773.817581036515,13.864470829869871,0.4786191666666666,0.36666666666666664,12824.635517629627,34976.27868444444,0.0,0.0,74.51474727357979,51.66666666666668,46.10666666666668,0.0,49.00455414308461,0.0,0.0,0.0,116.42929261496839,48.67895434519906,49.00455414308461,48.516154446256294,12.43753247303448,20.792622105483034,-0.06269802708751827,10.406644165908338,3.108012992901263,-0.134494308229188,2.8,9.236100170605994,6509.545650246756,-1971.7256400355914,-66.23255248377694,774.6522121225479,-4365.072994413513,0.0,0.0,715.6143344157081,0.0,3.0,0.18612670036466195,0.0,0.0,0.8936105970111128,197.99884266666666,-370.43279301521784,0.1935964625325621,9.762601837075627,0.0028840162493287452,-122.2474209041615,1.2185691865336865,0.48448414193933437,-4803.51404507693,57.97082400482413,0.27184172728319994,-116.89145874632307,50.65890626254613,0.27044467408624767,1040.6547479078185,-266.0025357852706
2025-01-01 01:00:00,0.6399856586078536,0.25711012642750686,0.26354998841193533,0.6399856586078536,0.25711012642750686,0.26354998841193533,0.025973856355760397,0.35294680225209324,0.261065,0.0,0.005508907330854288,0.25804108108108104,0.0,0.25711012642750686,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06277405156945293,0.04708053867708968,0.0,0.0,0.005340810032894736,0.0,0.00041424041396005603,0.0,0.020218805908905606,0.0,0.010133300348750662,0.0,0.28003945033388966,0.2100295877504172,0.005508907330854288,5743.329329050788,19.444444444444457,0.185,1512.9914078380993,7.562438634474475,0.261065,0.2,6995.255736888889,34976.27868444444,0.0,0.0,76.68064916382603,51.66666666666668,46.10666666666668,0.0,48.24232829126814,0.0,0.0,0.0,119.81351431847818,47.973737170303124,48.24232829126814,47.83944160982061,12.43753247303448,19.27456111255614,-0.04904216649290903,9.687752323244686,4.046916821917558,1.557699731905228,2.5,9.236100170605994,2423.2324872129084,-1926.9517098962137,-505.12962029473135,48.21370432391121,-3726.2474459984105,0.0,0.0,638.0418193742286,0.0,3.0,0.17030467448468384,0.0,0.0,0.8176476644236241,197.99884266666666,-231.8912152136983,0.21182931328653606,9.056836438920605,0.0028717552815762685,-95.92960215281273,1.2249648741705021,0.3833083188138097,-3505.630345445685,65.68722771137203,0.27184172728319994,-548.7057352439678,43.576114949236384,0.1930907436436071,278.8537291913116,-230.64002486740037
2025-01-01 02:00:00,0.8341748175419702,0.2559029331280943,0.45612272838259754,0.8341748175419701,0.2559029331280943,0.4561227283825976,0.025973856355760397,0.35133721118620986,0.45686374999999996,0.0,0.004550836490705716,0.4515718918918919,0.0,0.2559029331280943,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06116446050356953,0.045873345377677135,0.0,0.0,0.005340810032894736,0.0,0.00041424041396005603,0.0,0.020218805908905606,0.0,0.010133300348750662,0.0,0.28003945033388966,0.2100295877504172,0.004550836490705716,10050.82632583888,19.444444444444457,0.3237499999999999,2647.734963716674,13.234267610330331,0.45686374999999996,0.35,12241.697539555555,34976.27868444444,0.0,0.0,75.20777762610724,51.66666666666668,46.10666666666668,0.0,47.475501352981226,0.0,0.0,0.0,117.51215254079258,47.26267208588934,47.475501352981226,47.15625745234341,12.43753247303448,19.1130112961144,-0.0684401003751787,10.770812248995433,3.7392626080301397,1.8700702712766486,1.6500000000000001,9.236100170605994,6661.17113842213,-632.6935626900868,-701.8875492325143,-270.19095963517157,-3750.348781400995,0.0,0.0,622.3930840260704,0.0,3.0,0.1640266167523923,0.0,0.0,0.7875061591627893,197.99884266666666,-261.6994900418249,0.21335913909467333,8.973667008120348,0.0028639647425654693,-50.01731798864956,1.2256465252763407,0.2792251520454036,-3325.2866551353645,44.85812872860413,0.27184172728319994,-743.4182656619558,41.53071642944157,0.1213744935677664,-30.944007106180127,-239.24695252899147
2025-01-01 03:00:00,0.8540319507085429,0.25469573982868177,0.47666808096587243,0.854031950708543,0.25469573982868177,0.47666808096587243,0.02568516392154987,0.34972762012032643,0.4786191666666666,0.0,0.0035927656505571437,0.47307531531531527,0.0,0.25469573982868177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05955486943768611,0.04466615207826457,0.0,0.0,0.005052117598684211,0.0,0.00041424041396005603,0.0,0.020218805908905606,0.0,0.010133300348750662,0.0,0.28003945033388966,0.2100295877504172,0.0035927656505571437,10529.43710325978,19.444444444444457,0.3391666666666666,2773.817581036515,13.864470829869871,0.4786191666666666,0.36666666666666664,12824.635517629627,34976.27868444444,0.0,0.0,73.2101440411794,51.66666666666668,46.10666666666668,0.0,46.728152673569575,0.0,0.0,0.0,114.39085006434283,46.56835354635605,46.728152673569575,46.488453982749284,12.43753247303448,19.164766746116232,-0.05464938587018633,10.79641562826046,3.450009455899007,1.6573680104279702,1.6500000000000001,9.236100170605994,6987.0194868236185,-1120.1967195741922,-599.06028312291,-220.7460630753955,-3865.9193824460367,0.0,0.0,619.655579088146,0.0,3.2,0.16867071397386332,0.0,0.0,0.8098028768423357,211.1987655111111,-296.1538130782696,0.21225104175292048,8.991134805593083,0.0028582637434887196,-105.61012231522918,1.2254337337168637,0.334621489856867,-3939.936509231235,45.92220862052723,0.27184172728319994,-640.6330712053394,41.572788082429476,0.15480216475229167,30.720874024147943,-251.46693709954346
2025-01-01 04:00:00,0.8089115263093262,0.2534885465292692,0.4829928059901281,0.8089115263093262,0.2534885465292692,0.4829928059901281,0.02568516392154987,0.348118029054443,0.43510833333333326,0.049092054161065365,0.003832283360594287,0.43006846846846847,0.0,0.2534885465292692,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0579452783718027,0.043458958778852017,0.0,0.0,0.005052117598684211,0.0,0.00041424041396005603,0.0,0.020218805908905606,0.0,0.010133300348750662,0.0,0.28003945033388966,0.2100295877504172,0.003832283360594287,9572.21554841798,19.444444444444457,0.30833333333333335,2521.6523463968324,12.604064390790791,0.43510833333333326,0.3333333333333333,11658.75956148148,34976.27868444444,1113.6702222222223,0.0,86.63212850556674,51.66666666666668,46.10666666666668,0.0,51.544832441985484,0.0,0.0,1113.6702222222223,135.36270078994804,51.5501749000336,51.57260562818855,51.525072942854585,12.43753247303448,19.16951110806115,-0.051765656685468404,10.457099911439757,3.330257558913011,1.6569143729692797,0.55,9.236100170605994,5688.171130246794,-1186.2310399199298,-953.1789018950509,-390.43839168226015,-4265.7459896117425,0.0,0.0,674.355465470609,0.0,4.0,0.1739774794572515,0.0,0.0,0.8352811229108338,263.9984568888889,-292.6538940300526,0.21127493041705525,8.97698320031687,0.002847273104529794,18.52906364926608,1.2248471037005377,0.30702321638687213,-3757.7082957229604,49.824909406198344,0.27184172728319994,-994.4466599157025,41.26775802065176,0.1558369106746629,-145.0117428716374,-245.4266488106228
2025-01-01 05:00:00,0.8312443278444139,0.2534885465292692,0.4558832106725604,0.8312443278444139,0.2534885465292692,0.4558832106725604,0.026262548789970926,0.348118029054443,0.45686374999999996,0.0,0.004311318780668574,0.4515718918918919,0.0,0.2534885465292692,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0579452783718027,0.043458958778852017,0.0,0.0,0.005629502467105263,0.0,0.00041424041396005603,0.0,0.020218805908905606,0.0,0.010133300348750662,0.0,0.28003945033388966,0.2100295877504172,0.004311318780668574,10050.82632583888,19.444444444444457,0.3237499999999999,2647.734963716674,13.234267610330331,0.45686374999999996,0.35,12241.697539555555,34976.27868444444,0.0,0.0,86.93129518704576,51.66666666666668,46.10666666666668,0.0,51.641855425397985,0.0,0.0,0.0,135.830148729759,51.67352254694819,51.6893561077233,51.641855425397985,12.43753247303448,19.126325882111505,-0.06551456161161215,10.828140105028918,2.1759184779606158,0.8159009985517091,-0.25000000000000006,9.236100170605994,5973.279601993947,-1262.8012798102138,-822.9258088169083,-405.572816101266,-4469.0067600291395,0.0,0.0,681.9524224801676,0.0,4.0,0.17511308692994562,0.0,0.0,0.8407332738900124,263.9984568888889,-290.4923862959597,0.2125691891697974,8.965706658600078,0.0028584569519706717,41.298500827872274,1.2244049389657872,0.2764358121840784,-3955.114453596345,44.57821006945723,0.27184172728319994,-868.5972902962076,45.67148147929916,0.12351190492674058,-125.20650475573909,-280.3663113455269
2025-01-01 06:00:00,0.9439623243950402,0.2559029331280943,0.5653164694699747,0.9439623243950402,0.2559029331280943,0.5653164694699747,0.02698427987549724,0.35133721118620986,0.5656408333333333,0.0,0.006227460460965717,0.5590890090090089,0.0,0.2559029331280943,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06116446050356953,0.045873345377677135,0.0,0.0,0.006351233552631579,0.0,0.00041424041396005603,0.0,0.020218805908905606,0.0,0.010133300348750662,0.0,0.28003945033388966,0.2100295877504172,0.006227460460965717,12443.880212943373,19.444444444444457,0.40083333333333326,3278.148050315882,16.38528370802803,0.5656408333333333,0.43333333333333335,15156.387429925926,34976.27868444444,0.0,0.0,84.78629247550005,51.66666666666668,46.10666666666668,0.0,50.83582925619033,0.0,0.0,0.0,132.47858199296883,50.871148700694995,50.888808422947335,50.83582925619033,12.43753247303448,19.12689202203761,-0.06514804851995197,10.320209588872874,2.6223915024291484,0.5735251750689951,0.3,9.236100170605994,8547.618674920279,-852.0570948924932,-784.7189340664283,-291.4312541958338,-4300.234871836727,0.0,0.0,713.9716242620104,0.0,4.0,0.17379903217227427,0.0,0.0,0.8344243818599737,263.9984568888889,-309.9982904483812,0.2121631545856345,8.959884203662359,0.002853095380979626,-62.827822833207534,1.2244064510734805,0.3179702002624469,-4182.467625962827,52.262480754452085,0.27184172728319994,-829.5848502915344,44.8659162251061,0.13802497152598628,-33.27003121825165,-258.16122297758216
2025-01-01 07:00:00,0.8597268012088246,0.2583173197269194,0.480979399746541,0.8597268012088247,0.2583173197269194,0.48097939974654097,0.02655124122418145,0.35455639331797667,0.4786191666666666,0.0,0.007904084431225717,0.47307531531531527,0.0,0.2583173197269194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06438364263533634,0.04828773197650224,0.0,0.0,0.00591819490131579,0.0,0.00041424041396005603,0.0,0.020218805908905606,0.0,0.010133300348750662,0.0,0.28003945033388966,0.2100295877504172,0.007904084431225717,10529.43710325978,19.444444444444457,0.3391666666666666,2773.817581036515,13.864470829869871,0.4786191666666666,0.36666666666666664,12824.635517629627,34976.27868444444,0.0,0.0,82.48129626082694,51.66666666666668,46.10666666666668,0.0,50.04950732500647,0.0,0.0,0.0,128.87702540754208,50.08914310389523,50.108960993339615,50.04950732500647,12.43753247303448,19.207703439722582,-0.04808579575389279,10.241192571498546,2.181385611405846,0.3249213270891261,-0.55,9.236100170605994,6299.69370845472,-1771.0129504997683,-932.578664264613,-442.7811481585657,-4664.158902811458,0.0,0.0,741.3262702364425,19.792856037145345,4.0,0.1790058593732194,0.0,0.0,0.859422815477796,263.9984568888889,-306.9107622300447,0.21090492496974642,8.994161989286475,0.0028504481043521266,38.489356844591,1.2240700687009436,0.32251072543726234,-4596.726553296961,51.89602176067751,0.27184172728319994,-978.574560169343,45.995895904729906,0.14753695144990434,-180.6627881951901,-262.1183599633756
2025-01-01 08:00:00,0.9049504381586665,0.2762483992395547,0.4594759763231176,0.9049504381586666,0.2762483992395547,0.45947597632311754,0.05657317469549895,0.39151351346316765,0.45686374999999996,0.0,0.007904084431225717,0.4515718918918919,0.0,0.2762483992395547,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06599323370121975,0.04949492527591479,0.0,0.0,0.004474732730263157,0.0,0.0010459570452491414,0.0,0.051052484919986645,0.0,0.023182314477094672,0.0,0.30233796528485324,0.22675347396363987,0.007904084431225717,10050.82632583888,19.444444444444457,0.3237499999999999,2647.734963716674,13.234267610330331,0.45686374999999996,0.35,12241.697539555555,34976.27868444444,0.0,0.0,77.9107364781544,51.66666666666668,46.10666666666668,0.0,49.140697356566086,0.11004355858931529,282.63253316659393,0.0,121.73552574711626,48.29135941671718,49.14503372555729,47.86235407780152,12.43753247303448,19.137878000623342,-0.059005186116617085,9.565294786147806,1.5291802562444186,-0.21521478989352652,-1.4,9.236100170605994,5862.483942611437,-2226.797377530691,-1004.3967077119565,-514.6842702163372,-5006.830250501685,0.0,0.0,793.5445049619391,1307.1684611826483,3.8,0.18436998518989134,0.0,0.0,0.8851764535323448,250.79853404444444,24.94336231230384,0.21280295816280956,8.97934618547506,0.002862361868969034,189.66835723567462,1.2249286301945035,0.3403685146063402,-4934.858862610608,60.32652136324396,0.27184172728319994,-1052.5696207653118,48.17291305335518,0.16342656231470135,-256.741900000137,-257.9423702162001
2025-01-01 09:00:00,0.9566740443157437,0.28820737932498763,0.5001465037473015,0.9566740443157437,0.2882073793249877,0.5001465037473016,0.07871294404286258,0.42109735027288114,0.45686374999999996,0.04091004513422114,0.007664566721188574,0.4515718918918919,0.0,0.28820737932498763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06599323370121975,0.04949492527591479,0.0,0.0,0.003608655427631579,0.0,0.001507835106814604,0.0,0.0735964535084164,0.0,0.03682084450623078,0.0,0.3182832720654306,0.2387124540490729,0.007664566721188574,10050.82632583888,19.444444444444457,0.3237499999999999,2647.734963716674,13.234267610330331,0.45686374999999996,0.35,12241.697539555555,34976.27868444444,928.0585185185186,0.0,82.31091664692741,51.66666666666668,46.10666666666668,0.0,50.996544294065956,0.2147814120213286,575.1819973214893,928.0585185185186,128.61080726082406,49.90274036574708,50.996544294065956,49.35583840158765,12.43753247303448,19.140786704468987,-0.06443109537609691,9.282871788145838,1.4871249435692717,-0.041475089926251936,-0.85,9.236100170605994,6643.369689018899,-1782.6040437841732,-792.256450857062,-360.5616018532402,-4789.368083023875,0.0,0.0,787.8424621960293,3459.2911437333114,3.0,0.1813227372794115,0.0,0.0,0.8705463493119953,197.99884266666666,594.068984007866,0.21486011686960563,9.015207562089968,0.0028891436256877766,321.86429192413647,1.225511551702928,0.33549701621659644,-4492.771862559825,62.43285505897878,0.27184172728319994,-838.7409068123949,46.48445595533294,0.15773176103442646,-176.85897521747117,-183.70262663576904
