Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.6335871684851365,0.3847273777908131,0.0,0.010559786141418942,0.006412122963180219,0.0,0.029381316826515576,0.007382,0.5468238516586209,0.0,0.05,0.0,0.0,0.0,0,0.3701440444574798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.02483726529142786,0,On,0.05329845904864779,0,On,0.43273428472381287,0.3245507135428596,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6145.994271111112,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3892.2774266666665,Off,0.0,0.0,3.071570825833684e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.071570825833684e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.95087169122977,0.0,2.8,-493.244840075526,-1130.1922726294652,-0.0,-0.0,677.912996998914,0.0,2.0,0.047779015299521846,0.0,0,0.3484557139571287,131.99922844444444,-40.965564444974945,0.18653761959298246,9.732894209759365,0.002814422683284604,41.8404735864406,1.2144745637044243
2025-01-01 00:01:00,0.6335871684851365,0.3847273777908131,0.0,0.010559786141418942,0.006412122963180219,0.0,0.029381316826515576,0.007382,0.5468238516586209,0.0,0.05,0.0,0.0,0.0,0,0.3701440444574798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.02483726529142786,0,On,0.05329845904864779,0,On,0.43273428472381287,0.3245507135428596,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6145.994271111112,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3892.2774266666665,Off,0.0,0.0,3.0758805162160265e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.0758805162160265e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.908195807254085,0.0,2.8,-492.50180248309164,-1126.3283565921897,-0.0,-0.0,677.912996998914,0.0,2.0,0.04772788441102037,0.0,0,0.34808281279651765,131.99922844444444,-44.08644288981591,0.1875817364781848,9.7379302482929,0.0028145364464050747,41.8978071493672,1.218198885880783
2025-01-01 00:02:00,0.6335871684851365,0.3847273777908131,0.0,0.010559786141418942,0.006412122963180219,0.0,0.029381316826515576,0.007382,0.5468238516586209,0.0,0.05,0.0,0.0,0.0,0,0.3701440444574798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.02483726529142786,0,On,0.05329845904864779,0,On,0.43273428472381287,0.3245507135428596,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6145.994271111112,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3892.2774266666665,Off,0.0,0.0,3.080041596585185e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.080041596585185e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.866438193084903,0.0,2.8,-491.9119297074202,-1122.5526619458617,-0.0,-0.0,677.912996998914,0.0,2.0,0.04767783567890517,0.0,0,0.3477178038784283,131.99922844444444,-47.27226476047252,0.1880718072916737,9.719345111977443,0.002814650017136599,41.953627319917906,1.2183718167893705
2025-01-01 00:03:00,0.6335871684851365,0.3847273777908131,0.0,0.010559786141418942,0.006412122963180219,0.0,0.029381316826515576,0.007382,0.5468238516586209,0.0,0.05,0.0,0.0,0.0,0,0.3701440444574798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.02483726529142786,0,On,0.05329845904864779,0,On,0.43273428472381287,0.3245507135428596,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6145.994271111112,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3892.2774266666665,Off,0.0,0.0,3.0841036036122205e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.0841036036122205e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.825565434170883,0.0,2.8,-491.5699796834848,-1118.86184462059,-0.0,-0.0,677.912996998914,0.0,2.0,0.04762883021011962,0.0,0,0.34736040355306746,131.99922844444444,-50.621132061808666,0.18855305344082873,9.701224237813747,0.0028147637230363965,42.00794002065407,1.2185411289530914
2025-01-01 00:04:00,0.6335871684851365,0.3847273777908131,0.0,0.010559786141418942,0.006412122963180219,0.0,0.029381316826515576,0.007382,0.5468238516586209,0.0,0.05,0.0,0.0,0.0,0,0.3701440444574798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.02483726529142786,0,On,0.05329845904864779,0,On,0.43273428472381287,0.3245507135428596,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6145.994271111112,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3892.2774266666665,Off,0.0,0.0,3.0881160739681945e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.0881160739681945e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.7855439907047,0.0,2.8,-489.27682037011766,-1115.2525715989655,-0.0,-0.0,677.912996998914,0.0,2.0,0.047580828880981176,0.0,0,0.34701032648867064,131.99922844444444,-51.93724577006628,0.18902578113100194,9.682814831991026,0.002814877560319088,42.060801889943995,1.2187069583978085
2025-01-01 00:05:00,0.6335871684851365,0.3847273777908131,0.0,0.010559786141418942,0.006412122963180219,0.0,0.029381316826515576,0.007382,0.5468238516586209,0.0,0.05,0.0,0.0,0.0,0,0.3701440444574798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.02483726529142786,0,On,0.05329845904864779,0,On,0.43273428472381287,0.3245507135428596,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6145.994271111112,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3892.2774266666665,Off,0.0,0.0,3.092029470982046e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.092029470982046e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.746372472684566,0.0,2.8,-484.1860528317137,-1111.7244253513206,-0.0,-0.0,677.912996998914,0.0,2.0,0.04753383106981093,0.0,0,0.34666756815129,131.99922844444444,-50.374624479307194,0.18948992703044437,9.665587956702343,0.002814991525342786,42.112213356183595,1.2188693080270891
2025-01-01 00:06:00,0.6335871684851365,0.3847273777908131,0.0,0.010559786141418942,0.006412122963180219,0.0,0.029381316826515576,0.007382,0.5468238516586209,0.0,0.05,0.0,0.0,0.0,0,0.3701440444574798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.02483726529142786,0,On,0.05329845904864779,0,On,0.43273428472381287,0.3245507135428596,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6145.994271111112,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3892.2774266666665,Off,0.0,0.0,3.095893331324836e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.095893331324836e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.708061481726627,0.0,2.8,-478.5209028648834,-1108.2780729918638,-0.0,-0.0,677.912996998914,0.0,2.0,0.04748785052522166,0.0,0,0.34633222881052395,131.99922844444444,-48.15582687193354,0.1899452889127027,9.648080650509371,0.0028151056144690738,42.162153847542776,1.219028131064042
2025-01-01 00:07:00,0.6335871684851365,0.3847273777908131,0.0,0.010559786141418942,0.006412122963180219,0.0,0.029381316826515576,0.007382,0.5468238516586209,0.0,0.05,0.0,0.0,0.0,0,0.3701440444574798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.02483726529142786,0,On,0.05329845904864779,0,On,0.43273428472381287,0.3245507135428596,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6145.994271111112,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3892.2774266666665,Off,0.0,0.0,3.0996085816544415e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.0996085816544415e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.670590123005756,0.0,2.8,-472.898800708213,-1104.911354817987,-0.0,-0.0,677.912996998914,0.0,2.0,0.04744286316997614,0.0,0,0.3460041328693906,131.99922844444444,-45.90044288913995,0.19039203405273455,9.631748616489077,0.0028152198240107076,42.210658054892924,1.2191835114377254
2025-01-01 00:08:00,0.6335871684851365,0.3847273777908131,0.0,0.010559786141418942,0.006412122963180219,0.0,0.029381316826515576,0.007382,0.5468238516586209,0.0,0.05,0.0,0.0,0.0,0,0.3701440444574798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.02483726529142786,0,On,0.05329845904864779,0,On,0.43273428472381287,0.3245507135428596,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6145.994271111112,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3892.2774266666665,Off,0.0,0.0,3.1032742953129855e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.1032742953129855e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.63392985442214,0.0,2.8,-467.4908103277179,-1101.621440238584,-0.0,-0.0,677.912996998914,0.0,2.0,0.047398835687350815,0.0,0,0.3456830373466853,131.99922844444444,-43.78236708804786,0.19083042355653382,9.615112504747277,0.0028153341503690194,42.25777419251356,1.2193355649638034
2025-01-01 00:09:00,0.6335871684851365,0.3847273777908131,0.0,0.010559786141418942,0.006412122963180219,0.0,0.029381316826515576,0.007382,0.5468238516586209,0.0,0.05,0.0,0.0,0.0,0,0.3701440444574798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.02483726529142786,0,On,0.05329845904864779,0,On,0.43273428472381287,0.3245507135428596,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6145.994271111112,Off,0.0,25.5555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3892.2774266666665,Off,0.0,0.0,3.1068904723004685e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.1068904723004685e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.598050996246066,-0.013060114865076855,2.8,-462.279080952488,-1098.4054144270726,-0.0,-0.0,677.912996998914,0.0,2.0,0.04735573333028124,0.0,0,0.3453686888296269,131.99922844444444,-41.78666352432945,0.19126073663456758,9.59888930174891,0.0028154485900674067,42.3035525919255,1.219484412354018
