Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,10.937914379135899,0.3758682964850054,0.0,0.18229857298559832,0.006264471608083424,0.0,0.032311038489193894,0.5419871273133727,10.353616213333332,0.010000000000000002,0.0,0.0,0.37295162981833874,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0033593795687134496,0.0,On,0.014475829460240222,0,On,0.014475829460240222,0.0,On,0.04471828755558765,0,On,0.4364777318716248,0.32735829890371854,On,0,0,Off,On,10353.616213333333,18.388888888888943,1.0000000000000002,0.0,10.353616213333332,0.0,1,10353.616213333333,10353.616213333333,Off,0.0,19.388888888888943,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1144.1496177777778,Off,0.0,0,81.36475335155454,51.666666666666686,46.10666666666668,0.0,49.175165820304706,0.44385633537657243,1136.8160926843473,0.0,127.13242711180396,48.6620536054113,49.175165820304706,48.4054974979646,12.43753247303448,18.302448495678057,0.0,-2.744651864442208,-1.444213654107805,2.8,9.236100170605994,7620.167099999219,2195.1854876005305,677.0963915139544,-1242.3655364127703,-0.0,-0.0,675.7439530159972,0.0,2.0,0.061493816329278805,0.0,0.0,0.8969574420334203,131.99922844444444,-96.10428727067267,0.23897524686524638,8.799110908446963,0.003059783686773951,-26.055127545227972,1.2253290993234611,0,0,124.46224493386399,0.154297560807642,853.4418801222677,-176.34548860831336
2025-01-01 00:01:00,10.937914379135899,0.3758682964850054,0.0,0.18229857298559832,0.006264471608083424,0.0,0.032311038489193894,0.5419871273133727,10.353616213333332,0.010000000000000002,0.0,0.0,0.37295162981833874,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0033593795687134496,0.0,On,0.014475829460240222,0,On,0.014475829460240222,0.0,On,0.04471828755558765,0,On,0.4364777318716248,0.32735829890371854,On,0,0,Off,On,10353.616213333333,18.388888888888943,1.0000000000000002,0.0,10.353616213333332,0.0,1,10353.616213333333,10353.616213333333,Off,0.0,19.388888888888943,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1144.1496177777778,Off,0.0,0,80.62663489358427,51.666666666666686,46.10666666666668,0.0,49.14434224581872,0.44422905201687,1136.8160926843473,0.0,125.97911702122542,48.53601718938543,49.14434224581872,48.231854661168796,12.43753247303448,18.45475013826499,0.0,-2.575892553846452,-1.3814898163135956,2.8,9.236100170605994,7595.3678625242965,2192.1659665689563,661.7648307568074,-1259.3191691655088,-0.0,-0.0,675.7439530159972,0.0,2.0,0.06172655251781511,0.0,0.0,0.9003521647681474,131.99922844444444,-103.94989199285709,0.23738368597456666,8.893295413220716,0.0030596432555181595,-26.548644910737547,1.2282667042701156,0,0,121.44272390228979,0.1539957586437704,839.1845025065475,-177.41967174974008
2025-01-01 00:02:00,0.5842981658025665,0.3758682964850054,0.0,0.00973830276337611,0.006264471608083424,0.0,0.032311038489193894,0.5419871273133727,0.0,0.010000000000000002,0.0,0.0,0.37295162981833874,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0033593795687134496,0.0,On,0.014475829460240222,0,On,0.014475829460240222,0.0,On,0.04471828755558765,0,On,0.4364777318716248,0.32735829890371854,On,0,0,Off,Off,0.0,18.388888888888943,0.0,0.0,0.0,0.0,0,0.0,10353.616213333333,Off,0.0,19.388888888888943,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1144.1496177777778,Off,0.0,0,79.8991749220116,51.666666666666686,46.10666666666668,0.0,49.11359518716368,0.4446014675846232,1136.8160926843473,0.0,124.84246081564311,48.41009577730799,49.11359518716368,48.058346072380154,12.43753247303448,18.60319337259925,0.0,-2.4098733463830087,-1.3212947958454224,2.8,9.236100170605994,-711.7858067067456,118.77225455248978,646.9662260981613,-1275.9282862564569,-0.0,-0.0,675.7439530159972,0.0,2.0,0.06195320226035468,0.0,0.0,0.9036581097467001,131.99922844444444,-111.60147346628595,0.23517520832527058,8.961657489258215,0.003059500506541683,-27.027876455284368,1.2276418711777985,0,0,118.77225455248978,0.15370556690852386,825.5453388708163,-178.57911277265504
2025-01-01 00:03:00,0.5842981658025665,0.3758682964850054,0.0,0.00973830276337611,0.006264471608083424,0.0,0.032311038489193894,0.5419871273133727,0.0,0.010000000000000002,0.0,0.0,0.37295162981833874,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0033593795687134496,0.0,On,0.014475829460240222,0,On,0.014475829460240222,0.0,On,0.04471828755558765,0,On,0.4364777318716248,0.32735829890371854,On,0,0,Off,Off,0.0,18.388888888888943,0.0,0.0,0.0,0.0,0,0.0,10353.616213333333,Off,0.0,19.388888888888943,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1144.1496177777778,Off,0.0,0,79.81249892386187,51.666666666666686,46.10666666666668,0.0,49.08292288856666,0.44497360030897953,1136.8160926843473,0.0,124.70702956853415,48.28428770851326,49.08292288856666,47.884970118486564,12.43753247303448,18.512947981529816,0.0,-2.305324128884845,-1.26343358630794,2.8,9.236100170605994,-701.5795135710856,117.23890402268606,633.3718021096377,-1265.8208591817004,-0.0,-0.0,675.7439530159972,0.0,2.0,0.06181543409033304,0.0,0.0,0.9016486038686693,131.99922844444444,-111.50260740538262,0.23649721890319478,8.919737637326374,0.0030593551068264476,-26.69097769234156,1.2280218317667864,0,0,117.23890402268606,0.1534261087848343,812.4751531469332,-179.10335103729545
2025-01-01 00:04:00,0.5842981658025665,0.3758682964850054,0.0,0.00973830276337611,0.006264471608083424,0.0,0.032311038489193894,0.5419871273133727,0.0,0.010000000000000002,0.0,0.0,0.37295162981833874,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0033593795687134496,0.0,On,0.014475829460240222,0,On,0.014475829460240222,0.0,On,0.04471828755558765,0,On,0.4364777318716248,0.32735829890371854,On,0,0,Off,Off,0.0,18.388888888888943,0.0,0.0,0.0,0.0,0,0.0,10353.616213333333,Off,0.0,19.388888888888943,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1144.1496177777778,Off,0.0,0,79.71979954414157,51.666666666666686,46.10666666666668,0.0,49.052218685486444,0.44534674456344464,1136.8160926843473,0.0,124.5621867877212,48.15849314443706,49.052218685486444,47.71163037391237,12.43753247303448,18.42495926919989,0.0,-2.2022864022479434,-1.207675556976071,2.8,9.236100170605994,-691.0308038704326,115.67868589308137,620.3982931609917,-1255.996011250475,-0.0,-0.0,675.7439530159972,0.0,2.0,0.06168104378364401,0.0,0.0,0.8996883679796424,131.99922844444444,-110.77874563595475,0.23779409457878237,8.878978990832568,0.003059211563925829,-26.362126937212533,1.2283925188232705,0,0,115.67868589308137,0.15315632615305655,799.9174075110873,-179.51911435009566
2025-01-01 00:05:00,0.5842981658025665,0.3758682964850054,0.0,0.00973830276337611,0.006264471608083424,0.0,0.032311038489193894,0.5419871273133727,0.0,0.010000000000000002,0.0,0.0,0.37295162981833874,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0033593795687134496,0.0,On,0.014475829460240222,0,On,0.014475829460240222,0.0,On,0.04471828755558765,0,On,0.4364777318716248,0.32735829890371854,On,0,0,Off,Off,0.0,18.388888888888943,0.0,0.0,0.0,0.0,0,0.0,10353.616213333333,Off,0.0,19.388888888888943,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1144.1496177777778,Off,0.0,0,79.6212855070288,51.666666666666686,46.10666666666668,0.0,49.02148360286456,0.44572089138375304,1136.8160926843473,0.0,124.40825860473251,48.0327130235638,49.02148360286456,47.53832773391343,12.43753247303448,18.339150391948532,0.0,-2.1007160667086535,-1.1538466169701698,2.8,9.236100170605994,-679.4804384340033,114.18904126345518,607.9642937502924,-1246.4429646181568,-0.0,-0.0,675.7439530159972,0.0,2.0,0.0615499194314513,0.0,0.0,0.8977757697616153,131.99922844444444,-108.78142683184385,0.23906642212336546,8.838711830263573,0.0030590698323527403,-26.04105798607807,1.228754239303142,0,0,114.18904126345518,0.15289542572109097,787.8289978970348,-179.86470414674244
2025-01-01 00:06:00,0.5842981658025665,0.3758682964850054,0.0,0.00973830276337611,0.006264471608083424,0.0,0.032311038489193894,0.5419871273133727,0.0,0.010000000000000002,0.0,0.0,0.37295162981833874,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0033593795687134496,0.0,On,0.014475829460240222,0,On,0.014475829460240222,0.0,On,0.04471828755558765,0,On,0.4364777318716248,0.32735829890371854,On,0,0,Off,Off,0.0,18.388888888888943,0.0,0.0,0.0,0.0,0,0.0,10353.616213333333,Off,0.0,19.388888888888943,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1144.1496177777778,Off,0.0,0,79.51710224429989,51.666666666666686,46.10666666666668,0.0,48.9907186308502,0.44609603216328547,1136.8160926843473,0.0,124.24547225671859,47.90694825185723,48.9907186308502,47.36506306236075,12.43753247303448,18.25546806062171,0.0,-2.0005709288303652,-1.1017902546857639,2.8,9.236100170605994,-667.7656735813065,112.75784428452182,596.1867597368337,-1237.1537037997923,-0.0,-0.0,675.7439530159972,0.0,2.0,0.06142198473954317,0.0,0.0,0.8959096963764998,131.99922844444444,-106.35592279751141,0.24031446811877769,8.799544939736636,0.0030589298681680177,-25.727584971103735,1.2291072019665636,0,0,112.75784428452182,0.1526426925440881,776.1713173471711,-179.98455761033748
2025-01-01 00:07:00,0.5842981658025665,0.3758682964850054,0.0,0.00973830276337611,0.006264471608083424,0.0,0.032311038489193894,0.5419871273133727,0.0,0.010000000000000002,0.0,0.0,0.37295162981833874,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0033593795687134496,0.0,On,0.014475829460240222,0,On,0.014475829460240222,0.0,On,0.04471828755558765,0,On,0.4364777318716248,0.32735829890371854,On,0,0,Off,Off,0.0,18.388888888888943,0.0,0.0,0.0,0.0,0,0.0,10353.616213333333,Off,0.0,19.388888888888943,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1144.1496177777778,Off,0.0,0,79.40744830256823,51.666666666666686,46.10666666666668,0.0,48.95992473533879,0.4464721585271839,1136.8160926843473,0.0,124.07413797276286,47.781199712621806,48.95992473533879,47.19183720126332,12.43753247303448,18.173839169092044,0.0,-1.9018128710549773,-1.0513519242810079,2.8,9.236100170605994,-656.368896725012,111.38216214954745,584.8954336573981,-1228.1181391570974,-0.0,-0.0,675.7439530159972,0.0,2.0,0.061297132776285554,0.0,0.0,0.8940885881044623,131.99922844444444,-103.99471058391174,0.24153882602556032,8.761440655756036,0.0030587916285321564,-25.421454057650433,1.2294517000929532,0,0,111.38216214954745,0.15239741510854646,764.9066868776301,-180.01125322023194
2025-01-01 00:08:00,0.5842981658025665,0.3758682964850054,0.0,0.00973830276337611,0.006264471608083424,0.0,0.032311038489193894,0.5419871273133727,0.0,0.010000000000000002,0.0,0.0,0.37295162981833874,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0033593795687134496,0.0,On,0.014475829460240222,0,On,0.014475829460240222,0.0,On,0.04471828755558765,0,On,0.4364777318716248,0.32735829890371854,On,0,0,Off,Off,0.0,18.388888888888943,0.0,0.0,0.0,0.0,0,0.0,10353.616213333333,Off,0.0,19.388888888888943,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1144.1496177777778,Off,0.0,0,79.292547357273,51.666666666666686,46.10666666666668,0.0,48.92910284912974,0.4468492624425212,1136.8160926843473,0.0,123.89460524573906,47.65546825822707,48.92910284912974,47.01865096277573,12.43753247303448,18.094181215468744,0.0,-1.8044068820908368,-1.0023996302201743,2.8,9.236100170605994,-645.3496610984488,110.05839575865996,574.089999238013,-1219.3252819518566,-0.0,-0.0,675.7439530159972,0.0,2.0,0.061175241870470874,0.0,0.0,0.8923106702321801,131.99922844444444,-101.76833216258945,0.24274026509144883,8.724356145278534,0.0030586550720755005,-25.122379108740144,1.22978806767586,0,0,110.05839575865996,0.15215898606466888,754.0029006192325,-179.91290138121957
2025-01-01 00:09:00,0.5842981658025665,0.3758682964850054,0.0,0.00973830276337611,0.006264471608083424,0.0,0.032311038489193894,0.5419871273133727,0.0,0.010000000000000002,0.0,0.0,0.37295162981833874,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0033593795687134496,0.0,On,0.014475829460240222,0,On,0.014475829460240222,0.0,On,0.04471828755558765,0,On,0.4364777318716248,0.32735829890371854,On,0,0,Off,Off,0.0,18.388888888888943,0.0,0.0,0.0,0.0,0,0.0,10353.616213333333,Off,0.0,19.388888888888943,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1144.1496177777778,Off,0.0,0,79.17261596486132,51.666666666666686,46.10666666666668,0.0,48.89825386774387,0.4472273362724422,1136.8160926843473,0.0,123.70721244509582,47.529754706192364,48.89825386774387,46.845505125416615,12.43753247303448,18.016414315975407,0.0,-1.7083205630417229,-0.9548103812121721,2.8,9.236100170605994,-634.6893878528807,108.78315547774667,563.7226710283139,-1210.764573870896,-0.0,-0.0,675.7439530159972,0.0,2.0,0.06105619399355072,0.0,0.0,0.8905742211786681,131.99922844444444,-99.6687669979822,0.2439195491211729,8.68762927914581,0.0030585201590711793,-24.830082819773306,1.2301166287329064,0,0,108.78315547774667,0.1519268372246166,743.43013065896,-179.70745963064604
