Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Pool Pump Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,3.816921364956954,0.13270022661490255,0.0,0.0636153560826159,0.0022116704435817093,0.0,0.07428923248868521,0.0,0.17783029691271332,3.5148018355555557,0.05,0.0,0.0,0.1181168932815692,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.023995723684210525,0.0,On,0.05029350880447468,0,On,0.0050350521759379135,0,On,0.12242444055956313,0.09181833041967231,On,0.0153060536946831,0,On,0,0,Off,On,3514.8018355555555,18.33333333333337,1.0,0.0,3.5148018355555557,0.0,1,3514.8018355555555,3514.8018355555555,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5195.857728888889,Off,0.0,0.0,36.84682435769683,51.666666666666686,46.10666666666668,0.0,50.1608150905942,0.0,0.0,0.0,36.84682435769683,48.1255069941134,50.1608150905942,47.107852945873006,12.43753247303448,16.531882913793197,-1.3014504195401742,9.42662292803514,2.8,9.236100170605994,827.6655215327115,-108.02641164484658,-755.0766391009373,-0.0,-0.0,294.24337908976827,0.0,1.0,0.042193280270171184,0.0,0,0.3995940010621902,65.99961422222222,-8.617861831158315,0.22908126411535124,7.444776850606957,0.002620753035284097,18.22174572127037,1.2331450575524914,0.2668028349161611,-2304.0948361549895,-21.616767670374074
2025-01-01 00:01:00,3.816921364956954,0.13270022661490255,0.0,0.0636153560826159,0.0022116704435817093,0.0,0.07428923248868521,0.0,0.17783029691271332,3.5148018355555557,0.05,0.0,0.0,0.1181168932815692,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.023995723684210525,0.0,On,0.05029350880447468,0,On,0.0050350521759379135,0,On,0.12242444055956313,0.09181833041967231,On,0.0153060536946831,0,On,0,0,Off,On,3514.8018355555555,18.33333333333337,1.0,0.0,3.5148018355555557,0.0,1,3514.8018355555555,3514.8018355555555,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5195.857728888889,Off,0.0,0.0,36.83687143904181,51.666666666666686,46.10666666666668,0.0,50.15716422101994,0.0,0.0,0.0,36.83687143904181,48.122404308253664,50.15716422101994,47.10502435187053,12.43753247303448,16.537314231345587,-1.2960191019877847,9.435855475853757,2.8,9.236100170605994,824.6357547439535,-111.48916944262237,-755.5439957524628,-0.0,-0.0,294.24337908976827,0.0,1.0,0.042202703641725056,0.0,0,0.399683245669829,65.99961422222222,-11.180271968390862,0.22967657796492702,7.469960354439872,0.002620816398092307,18.205298816498516,1.2367239990065686,0.26682377697206866,-2307.486124607972,-21.688237015167207
2025-01-01 00:02:00,3.816921364956954,0.13270022661490255,0.0,0.0636153560826159,0.0022116704435817093,0.0,0.07428923248868521,0.0,0.17783029691271332,3.5148018355555557,0.05,0.0,0.0,0.1181168932815692,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.023995723684210525,0.0,On,0.05029350880447468,0,On,0.0050350521759379135,0,On,0.12242444055956313,0.09181833041967231,On,0.0153060536946831,0,On,0,0,Off,On,3514.8018355555555,18.33333333333337,1.0,0.0,3.5148018355555557,0.0,1,3514.8018355555555,3514.8018355555555,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5195.857728888889,Off,0.0,0.0,36.82723451844518,51.666666666666686,46.10666666666668,0.0,50.15351433735528,0.0,0.0,0.0,36.82723451844518,48.119302460479176,50.15351433735528,47.10219652204113,12.43753247303448,16.542474802309034,-1.2908585310243375,9.444620962811898,2.8,9.236100170605994,821.6501938011767,-114.72802104532957,-755.9881622972874,-0.0,-0.0,294.24337908976827,0.0,1.0,0.042211656352434845,0.0,0,0.39976803285560764,65.99961422222222,-13.721666366343108,0.22960667731632867,7.472350788286443,0.002620879520509994,18.18927743166773,1.2367019209223262,0.2668436580795878,-2310.7063060072846,-21.706907218561792
2025-01-01 00:03:00,3.816921364956954,0.13270022661490255,0.0,0.0636153560826159,0.0022116704435817093,0.0,0.07428923248868521,0.0,0.17783029691271332,3.5148018355555557,0.05,0.0,0.0,0.1181168932815692,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.023995723684210525,0.0,On,0.05029350880447468,0,On,0.0050350521759379135,0,On,0.12242444055956313,0.09181833041967231,On,0.0153060536946831,0,On,0,0,Off,On,3514.8018355555555,18.33333333333337,1.0,0.0,3.5148018355555557,0.0,1,3514.8018355555555,3514.8018355555555,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5195.857728888889,Off,0.0,0.0,36.81789833954838,51.666666666666686,46.10666666666668,0.0,50.149865411006665,0.0,0.0,0.0,36.81789833954838,48.116201424181334,50.149865411006665,47.099369430768675,12.43753247303448,16.54737771233527,-1.2859556209981022,9.45296151794233,2.8,9.236100170605994,818.6880619981607,-117.80047167046405,-756.4102489345572,-0.0,-0.0,294.24337908976827,0.0,1.0,0.042220161240823464,0.0,0,0.3998485789131323,65.99961422222222,-16.2617115320893,0.22954055923027514,7.474596144027302,0.002620942588503345,18.1736376389112,1.23668094358582,0.266862574018895,-2313.770789784379,-21.714874066602263
2025-01-01 00:04:00,3.816921364956954,0.13270022661490255,0.0,0.0636153560826159,0.0022116704435817093,0.0,0.07428923248868521,0.0,0.17783029691271332,3.5148018355555557,0.05,0.0,0.0,0.1181168932815692,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.023995723684210525,0.0,On,0.05029350880447468,0,On,0.0050350521759379135,0,On,0.12242444055956313,0.09181833041967231,On,0.0153060536946831,0,On,0,0,Off,On,3514.8018355555555,18.33333333333337,1.0,0.0,3.5148018355555557,0.0,1,3514.8018355555555,3514.8018355555555,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5195.857728888889,Off,0.0,0.0,36.808849870034614,51.666666666666686,46.10666666666668,0.0,50.1462174147602,0.0,0.0,0.0,36.808849870034614,48.11310117403619,50.1462174147602,47.09654305367418,12.43753247303448,16.552034137055376,-1.2812991962779954,9.46091027378408,2.8,9.236100170605994,816.6179352626616,-120.71389650637275,-756.8112031971804,-0.0,-0.0,294.24337908976827,0.0,1.0,0.042228237817077525,0.0,0,0.39992506861479993,65.99961422222222,-17.930884004965286,0.22947805695845155,7.477334247342101,0.002621005603337452,18.1583630752267,1.2366610191784444,0.26688060013034126,-2316.6916906708707,-21.707398016018935
2025-01-01 00:05:00,3.816921364956954,0.13270022661490255,0.0,0.0636153560826159,0.0022116704435817093,0.0,0.07428923248868521,0.0,0.17783029691271332,3.5148018355555557,0.05,0.0,0.0,0.1181168932815692,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.023995723684210525,0.0,On,0.05029350880447468,0,On,0.0050350521759379135,0,On,0.12242444055956313,0.09181833041967231,On,0.0153060536946831,0,On,0,0,Off,On,3514.8018355555555,18.33333333333337,1.0,0.0,3.5148018355555557,0.0,1,3514.8018355555555,3514.8018355555555,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5195.857728888889,Off,0.0,0.0,36.80005890962707,51.666666666666686,46.10666666666668,0.0,50.142570322580596,0.0,0.0,0.0,36.80005890962707,48.11000168581717,50.142570322580596,47.09371736743546,12.43753247303448,16.556470008097882,-1.2768633252354888,9.468496179671892,2.8,9.236100170605994,815.6453883185195,-123.48182601201597,-757.1932451714716,-0.0,-0.0,294.24337908976827,0.0,1.0,0.04223593116904821,0.0,0,0.3999979289678197,65.99961422222222,-18.521388974816073,0.22941878876379648,7.479316758186211,0.0026210685662233116,18.143415775546234,1.2366420369058206,0.26689780223880244,-2319.4795947962475,-21.687423396285265
2025-01-01 00:06:00,3.816921364956954,0.13270022661490255,0.0,0.0636153560826159,0.0022116704435817093,0.0,0.07428923248868521,0.0,0.17783029691271332,3.5148018355555557,0.05,0.0,0.0,0.1181168932815692,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.023995723684210525,0.0,On,0.05029350880447468,0,On,0.0050350521759379135,0,On,0.12242444055956313,0.09181833041967231,On,0.0153060536946831,0,On,0,0,Off,On,3514.8018355555555,18.33333333333337,1.0,0.0,3.5148018355555557,0.0,1,3514.8018355555555,3514.8018355555555,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5195.857728888889,Off,0.0,0.0,36.79149247733562,51.666666666666686,46.10666666666668,0.0,50.13892411116334,0.0,0.0,0.0,36.79149247733562,48.106902937840744,50.13892411116334,47.09089235117944,12.43753247303448,16.560713649945225,-1.2726196833881467,9.475744251314323,2.8,9.236100170605994,814.7422702564312,-126.11662727903149,-757.5588035172909,-0.0,-0.0,294.24337908976827,0.0,1.0,0.04224329051340863,0.0,0,0.40006762608165736,65.99961422222222,-19.058948691085174,0.22936233859108457,7.48182276508992,0.0026211314782461042,18.128754268631045,1.2366238757780599,0.2669142372249172,-2322.1436498380563,-21.65816962149232
2025-01-01 00:07:00,3.816921364956954,0.13270022661490255,0.0,0.0636153560826159,0.0022116704435817093,0.0,0.07428923248868521,0.0,0.17783029691271332,3.5148018355555557,0.05,0.0,0.0,0.1181168932815692,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.023995723684210525,0.0,On,0.05029350880447468,0,On,0.0050350521759379135,0,On,0.12242444055956313,0.09181833041967231,On,0.0153060536946831,0,On,0,0,Off,On,3514.8018355555555,18.33333333333337,1.0,0.0,3.5148018355555557,0.0,1,3514.8018355555555,3514.8018355555555,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5195.857728888889,Off,0.0,0.0,36.78314096519848,51.666666666666686,46.10666666666668,0.0,50.1352787601861,0.0,0.0,0.0,36.78314096519848,48.10380491120051,50.1352787601861,47.08806798670772,12.43753247303448,16.564773301356116,-1.2685600319772554,9.482676194840444,2.8,9.236100170605994,813.9613682509738,-128.62777169715173,-757.9085785384838,-0.0,-0.0,294.24337908976827,0.0,1.0,0.04225033021802866,0.0,0,0.4001342960280896,65.99961422222222,-19.4900756753496,0.22930858398146584,7.483593482349813,0.002621194340353524,18.11436649580796,1.2366065005562452,0.26692995444457174,-2324.6917930652908,-21.621170812377823
2025-01-01 00:08:00,3.816921364956954,0.13270022661490255,0.0,0.0636153560826159,0.0022116704435817093,0.0,0.07428923248868521,0.0,0.17783029691271332,3.5148018355555557,0.05,0.0,0.0,0.1181168932815692,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.023995723684210525,0.0,On,0.05029350880447468,0,On,0.0050350521759379135,0,On,0.12242444055956313,0.09181833041967231,On,0.0153060536946831,0,On,0,0,Off,On,3514.8018355555555,18.33333333333337,1.0,0.0,3.5148018355555557,0.0,1,3514.8018355555555,3514.8018355555555,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5195.857728888889,Off,0.0,0.0,36.774994166841104,51.666666666666686,46.10666666666668,0.0,50.13163425019543,0.0,0.0,0.0,36.774994166841104,48.100707587799135,50.13163425019543,47.085244256600994,12.43753247303448,16.568657716199386,-1.2646756171339852,9.489311063124243,2.8,9.236100170605994,813.253691491087,-131.0239151243727,-758.2433158688975,-0.0,-0.0,294.24337908976827,0.0,1.0,0.0422570655359101,0.0,0,0.4001980832615883,65.99961422222222,-19.86301510482261,0.22925739519789062,7.485265494751498,0.002621257153453381,18.100239644105837,1.2365898738099095,0.26694499722059245,-2327.130991537522,-21.578115767367926
2025-01-01 00:09:00,3.816921364956954,0.13270022661490255,0.0,0.0636153560826159,0.0022116704435817093,0.0,0.07428923248868521,0.0,0.17783029691271332,3.5148018355555557,0.05,0.0,0.0,0.1181168932815692,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.023995723684210525,0.0,On,0.05029350880447468,0,On,0.0050350521759379135,0,On,0.12242444055956313,0.09181833041967231,On,0.0153060536946831,0,On,0,0,Off,On,3514.8018355555555,18.33333333333337,1.0,0.0,3.5148018355555557,0.0,1,3514.8018355555555,3514.8018355555555,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5195.857728888889,Off,0.0,0.0,36.7670433279433,51.666666666666686,46.10666666666668,0.0,50.12799056266092,0.0,0.0,0.0,36.7670433279433,48.0976109503987,50.12799056266092,47.0824211442676,12.43753247303448,16.572374401300827,-1.260958932032544,9.495665689207057,2.8,9.236100170605994,812.5740466497208,-133.31251871409268,-758.5636545598129,-0.0,-0.0,294.24337908976827,0.0,1.0,0.04226350955024515,0.0,0,0.40025911168731293,65.99961422222222,-20.222321255273386,0.22920866091251949,7.487475136943968,0.0026213199184110876,18.086362727223953,1.236573963437992,0.2669594038282445,-2329.4674006031946,-21.530310291415155
