Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,3.816921364956954,0.13270022661490255,0.0,3.8169213649569538,0.13270022661490255,0.0,0.07428923248868521,0.0,0.17783029691271332,3.5148018355555553,0.05,0.0,0.0,0.1181168932815692,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.023995723684210525,0.0,0.05029350880447468,0.0,0.0050350521759379135,0.0,0.12242444055956313,0.09181833041967231,0.0153060536946831,0.0,0.0,0.0,3514.8018355555555,18.33333333333337,1.0,0.0,3.5148018355555553,0.0,1.0,3514.8018355555555,3514.8018355555555,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5195.857728888889,0.0,0.0,36.65126193146114,51.66666666666668,46.10666666666668,0.0,50.053536916865546,0.0,0.0,0.0,36.65126193146114,48.03432568979235,50.053536916865546,47.02472007625576,12.43753247303448,16.608187798010245,-1.2251455353231262,9.563465818095425,2.8,9.236100170605994,805.4719898206642,-157.08279840272243,-761.6548885750926,0.0,0.0,294.24337908976827,0.0,1.0,0.04232556479800721,0.0,0.0,0.4008468096473049,65.99961422222222,-24.23314406905019,0.22878675687679237,7.5059376782933604,0.0026225917157799866,17.86263684276442,1.2363601533902575,0.2671130352319852,-2354.4189739625135,-20.349016620726022
2025-01-01 01:00:00,3.8142450669185752,0.13204276254335512,0.0,3.8142450669185752,0.13204276254335512,0.0,0.07248955321236941,0.0,0.1769536781506501,3.5148018355555553,0.05,0.0,0.0,0.11745942921002177,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.022196044407894733,0.0,0.05029350880447468,0.0,0.0050350521759379135,0.0,0.12242444055956313,0.09181833041967231,0.0153060536946831,0.0,0.0,0.0,3514.8018355555555,18.33333333333337,1.0,0.0,3.5148018355555553,0.0,1.0,3514.8018355555555,3514.8018355555555,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5195.857728888889,0.0,0.0,36.41939950302272,51.66666666666668,46.10666666666668,0.0,49.836536244112246,0.0,0.0,0.0,36.41939950302272,47.849793712549854,49.836536244112246,46.85642244676866,12.43753247303448,16.621737166605573,-1.2115961667277988,9.944178905194835,2.5,9.236100170605994,790.7190758036038,164.03643366622586,-768.196027650151,0.0,0.0,291.5670810513892,0.0,1.0,0.04171022806857027,0.0,0.0,0.39501922610457524,65.99961422222222,-29.768620972673162,0.2289297596731527,7.517516077592526,0.002626382922907791,19.93069636643762,1.2363595349936272,0.21354074493781472,-2030.8870865229776,-22.761671991313268
2025-01-01 02:00:00,3.813368448156512,0.1313852984718077,0.0,3.813368448156512,0.1313852984718077,0.0,0.07248955321236941,0.0,0.17607705938858687,3.5148018355555553,0.05,0.0,0.0,0.11680196513847435,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.022196044407894733,0.0,0.05029350880447468,0.0,0.0050350521759379135,0.0,0.12242444055956313,0.09181833041967231,0.0153060536946831,0.0,0.0,0.0,3514.8018355555555,18.33333333333337,1.0,0.0,3.5148018355555553,0.0,1.0,3514.8018355555555,3514.8018355555555,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5195.857728888889,0.0,0.0,36.270857698521276,51.66666666666668,46.10666666666668,0.0,49.620834692158766,0.0,0.0,0.0,36.270857698521276,47.666188526313796,49.620834692158766,46.688865443391315,12.43753247303448,16.56461567372187,-1.2687176596114986,10.943482767228852,1.6500000000000001,9.236100170605994,740.6894145333166,298.2089638073543,-817.5495621458267,0.0,0.0,290.690462289326,0.0,1.0,0.04185712940333819,0.0,0.0,0.3964104640397491,65.99961422222222,-29.568128985221616,0.23018170211986716,7.495510564789626,0.002631183199801125,28.064007757570653,1.236599726924872,0.1557381677325447,-1888.7474096060828,-30.728818767079797
2025-01-01 03:00:00,0.3015922255529102,0.13072783440026026,0.0,0.3015922255529102,0.13072783440026026,0.0,0.0712897670281589,0.0,0.18030245852475132,0.0,0.05,0.0,0.0,0.11614450106692692,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.02099625822368421,0.0,0.05029350880447468,0.0,0.0050350521759379135,0.0,0.12242444055956313,0.09181833041967231,0.020408071592910797,0.0,0.0,0.0,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,3514.8018355555555,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5195.857728888889,0.0,0.0,36.73793931370647,51.66666666666668,46.10666666666668,0.0,49.40499173755722,0.0,0.0,0.0,36.73793931370647,47.48217149627451,49.40499173755722,46.52076137563316,12.43753247303448,15.977983915307744,-0.02205904145223503,8.514446253771457,1.6500000000000001,9.236100170605994,-503.9382799214127,-1529.5481959972933,-776.0581033912043,0.0,0.0,288.6140573430522,0.0,1.0,0.04133786135021857,0.0,0.0,0.3914927046799363,65.99961422222222,-16.494233873260566,0.239509374174325,7.216697801759518,0.0026368882916752495,13.536509443037328,1.2391054896808515,0.17838836613857134,-1535.343110444882,5.7949144475885905
2025-01-01 04:00:00,0.32112367838375777,0.13007037032871285,0.0,0.32112367838375777,0.13007037032871285,0.0,0.0712897670281589,0.0,0.1998339113555989,0.0,0.05,0.0,0.0,0.1154870369953795,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.02099625822368421,0.0,0.05029350880447468,0.0,0.0050350521759379135,0.0,0.12242444055956313,0.09181833041967231,0.04081614318582159,0.0,0.0,0.0,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,3514.8018355555555,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5195.857728888889,0.0,0.0,37.30790279154875,51.66666666666668,46.10666666666668,0.0,49.18606659071304,0.0,0.0,0.0,37.30790279154875,47.29500510004089,49.18606659071304,46.34947435470483,12.43753247303448,15.299781638032877,0.0,6.7174752579537325,0.55,9.236100170605994,-542.8765795619303,-1117.9119586069241,-816.9018158695733,0.0,0.0,287.73743858098896,0.0,1.0,0.04195225820670304,0.0,0.0,0.39731138709928415,65.99961422222222,-13.712202273345921,0.25017636468212184,6.882381877536828,0.002638658406841305,33.70333378928759,1.2414338505937963,0.15426750992158858,-1129.6322945587403,11.720335951815967
2025-01-01 05:00:00,0.9092439302619951,0.13007037032871285,0.0,0.909243930261995,0.13007037032871285,0.0,0.07368933939657994,0.5500065542222222,0.23554803664319277,0.0,0.05,0.0,0.0,0.1154870369953795,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.023395830592105264,0.0,0.05029350880447468,0.0,0.0050350521759379135,0.0,0.12242444055956313,0.09181833041967231,0.07653026847341549,0.0,0.0,0.0,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,3514.8018355555555,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5195.857728888889,550.0065542222222,0.1,37.918711281867935,51.66666666666668,46.10666666666668,0.0,48.972585388977556,0.0,0.0,550.0065542222222,37.918711281867935,47.22107364904309,48.97277408386727,46.34512908418615,12.43753247303448,14.718039169578505,0.0,6.460132917656795,-0.25000000000000006,9.236100170605994,-554.7276582453175,-1123.8158533208218,-828.4328228477254,0.0,0.0,290.13701094941007,0.0,1.0,0.04195213842622224,0.0,0.0,0.39731025271102927,65.99961422222222,-16.43184634700202,0.26069399309018915,6.604188254479158,0.00264993499767431,39.02165903292152,1.2433100044011134,0.13400098869393673,-1133.0897142396936,9.27386091887197
2025-01-01 06:00:00,1.0194091184859304,0.14253583414999743,0.0,1.0194091184859304,0.1425358341499974,0.0,0.1956385640173851,0.4583387951851853,0.3154317592833599,0.0,0.05,0.0,0.0,0.1279525008166641,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.02639529605263158,0.0,0.16924326796475356,0.0,0.012175959507220929,0.0,0.1372918214638161,0.10296886609786204,0.13265246535392017,0.0,0.0,0.0,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,3514.8018355555555,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5195.857728888889,458.33879518518523,0.08333333333333333,43.329807696752404,51.66666666666668,46.10666666666668,0.0,51.821551280580096,0.06466823643044556,177.8886162264157,458.33879518518523,43.329807696752404,51.548631125099604,51.823757459058804,51.40996486888066,12.43753247303448,14.329456597899027,-0.1705589902753753,5.8894402876713405,0.3,9.236100170605994,-337.29633518874016,-1160.6313575553083,-746.611488848437,0.0,0.0,434.80704466657994,0.0,1.0,0.04049748573617916,0.0,0.0,0.38353387683202167,65.99961422222222,-25.491891006883108,0.26765141953309174,6.414369090525679,0.0026532632628398695,12.06401381840739,1.2449879125846905,0.16060672519059568,-1176.651198221522,16.01984066621342
2025-01-01 07:00:00,4.233988119982954,0.16778561177081824,0.0,4.233988119982954,0.16778561177081824,0.0,0.4454084439942835,0.0,0.45809796280348597,3.280481713185185,0.05,0.0,0.0,0.1532022784374849,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.02459561677631579,0.0,0.4208128272179677,0.0,0.02933947069815394,0.0,0.1692049541007841,0.12690371557558802,0.22448878752201876,0.0,0.0,0.0,3280.4817131851855,15.000000000000057,0.9333333333333333,0.0,3.280481713185185,0.0,0.9333333333333333,3280.4817131851855,3514.8018355555555,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5195.857728888889,0.0,0.0,41.335120686420964,51.66666666666668,46.10666666666668,0.0,51.48732946669239,0.0990094789755449,269.961618594862,0.0,41.335120686420964,50.03911387431298,51.48732946669239,49.315006078123275,12.43753247303448,14.555292230579994,-0.0632980543062236,7.679040745944624,-0.55,9.236100170605994,1053.2517674831151,193.78645486450685,-845.7068812982009,0.0,0.0,733.1728867109181,1.8383844903178308,1.0,0.042416347818040954,0.0,0.0,0.40170657570416296,65.99961422222222,-44.85643841297159,0.26420422804087434,6.532392046437522,0.0026574843926213186,34.969690115050234,1.24400795226071,0.16991818370134157,-1868.2216849370423,-7.831372900266553
2025-01-01 08:00:00,4.28223560306524,0.13785058052015278,0.0,4.28223560306524,0.13785058052015278,0.0,0.11625076557754183,0.0,0.6011830019321427,3.5148018355555553,0.05,0.0,0.0,0.12326724718681945,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.018596685855263157,0.0,0.09765407972227867,0.0,0.008257168898590005,0.0,0.12841496033783356,0.09631122025337514,0.42856950345112677,0.0,0.0,0.0,3514.8018355555555,15.000000000000057,1.0,0.0,3.5148018355555553,0.0,1.0,3514.8018355555555,3514.8018355555555,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5195.857728888889,0.0,0.0,40.26028337578905,51.66666666666668,46.10666666666668,0.0,51.172076150799214,0.0,0.0,0.0,40.26028337578905,49.31139900342516,51.172076150799214,48.381060429738135,12.43753247303448,14.777579981725687,0.0,8.542738255830022,-1.4,9.236100170605994,610.6471810484431,-227.7977752114542,-950.403457717026,0.0,0.0,287.5806717953539,103.48527007647255,0.11675,0.044437472181074494,0.0,0.0,0.42084775566688315,7.7054549604444444,-23.646676404923745,0.26120415143879666,6.654982722582645,0.002664269487066531,28.745084733622445,1.2436258413101207,0.18569328924239517,-2440.8583787546604,-4.6245886373106835
2025-01-01 09:00:00,4.410837699328307,0.13335769068644995,0.0,4.410837699328307,0.13335769068644995,0.0,0.06529083610710626,0.0,0.780745027665645,3.5148018355555553,0.05,0.0,0.0,0.11877435735311662,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.014997327302631579,0.0,0.05029350880447468,0.0,0.0050350521759379135,0.0,0.12242444055956313,0.09181833041967231,0.6173441656855516,0.0,0.0,0.0,3514.8018355555555,15.000000000000057,1.0,0.0,3.5148018355555553,0.0,1.0,3514.8018355555555,3514.8018355555555,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5195.857728888889,0.0,0.0,40.10689805653352,51.66666666666668,46.10666666666668,0.0,50.93661785878244,0.0,0.0,0.0,40.10689805653352,49.10828696547716,50.93661785878244,48.194121518824524,12.43753247303448,14.705105269495025,0.0,8.643363722873596,-0.85,9.236100170605994,635.2312873785233,-93.85794027349603,-891.1869113556874,0.0,0.0,220.12198724803028,227.42726665235216,0.0,0.04334146393886795,0.0,0.0,0.4104679436234459,0.0,9.179568111141487,0.26347557634667845,6.6341160702434,0.002673615879089431,65.69756515332425,1.244556130493649,0.18421146157327328,-2309.445865712358,-2.0972667416550466
