Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:10:00,0.2923959330836425,0.16239298815634054,0.0,0.004873265551394041,0.0027065498026056754,0.0,0.0632506802178073,0.0,0.22914525286583518,0.0,0.0,0.0,0.0,0.16239298815634054,0.0,0.0,1,0,0,Off,0.020472697368421052,0.0,On,0.042777982849386255,0,On,0.012621268657381049,0,On,0.21652398420845412,0.16239298815634054,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,762.8641022222222,Off,0.0,0.0,24.063218718904896,51.666666666666686,46.10666666666668,0.0,51.72794611506219,0.0,0.0,0.0,24.063218718904896,51.737609792649614,51.742441631443334,51.72794611506219,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2746.3992163978633,17.56778207427154,0.0,2.8,-663.4966864860781,-1097.2953128345525,-0.0,-0.0,400.3945343277174,0.0,1.866,0.057015192799686525,0.0,0.0,0.7961886109859893,123.15528013866667,33.404092020757034,0.23887757909567606,8.30617755993524,0.0029111208692638745,-0.5660480432097668,1.2321244667414661
2025-01-01 00:11:00,0.2923959330836425,0.16239298815634054,0.0,0.004873265551394041,0.0027065498026056754,0.0,0.0632506802178073,0.0,0.22914525286583518,0.0,0.0,0.0,0.0,0.16239298815634054,0.0,0.0,1,0,0,Off,0.020472697368421052,0.0,On,0.042777982849386255,0,On,0.012621268657381049,0,On,0.21652398420845412,0.16239298815634054,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,762.8641022222222,Off,0.0,0.0,24.066869678079332,51.666666666666686,46.10666666666668,0.0,51.7243710734226,0.0,0.0,0.0,24.066869678079332,51.734232721501684,51.739163545541224,51.7243710734226,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2746.331507425835,17.55921482851836,0.0,2.8,-662.8714169106253,-1096.3936558369362,-0.0,-0.0,400.3945343277174,0.0,1.866,0.05700141120161668,0.0,0.0,0.7959961578715545,123.15528013866667,33.1277045985935,0.23900656468753836,8.30210513330967,0.0029111179645255974,-0.5411792142082756,1.232160779800207
2025-01-01 00:12:00,0.2923959330836425,0.16239298815634054,0.0,0.004873265551394041,0.0027065498026056754,0.0,0.0632506802178073,0.0,0.22914525286583518,0.0,0.0,0.0,0.0,0.16239298815634054,0.0,0.0,1,0,0,Off,0.020472697368421052,0.0,On,0.042777982849386255,0,On,0.012621268657381049,0,On,0.21652398420845412,0.16239298815634054,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,762.8641022222222,Off,0.0,0.0,24.0705302979378,51.666666666666686,46.10666666666668,0.0,51.720795520256466,0.0,0.0,0.0,24.0705302979378,51.73085513797221,51.73588494683009,51.720795520256466,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2746.2636626685808,17.550633352262707,0.0,2.8,-662.2368079744516,-1095.4907916989223,-0.0,-0.0,400.3945343277174,0.0,1.866,0.056987605777215664,0.0,0.0,0.7958033720343386,123.15528013866667,32.859449396753234,0.2391358538306855,8.298024625386008,0.0029111151874863174,-0.5162916902827615,1.2321971552234319
2025-01-01 00:13:00,0.2923959330836425,0.16239298815634054,0.0,0.004873265551394041,0.0027065498026056754,0.0,0.0632506802178073,0.0,0.22914525286583518,0.0,0.0,0.0,0.0,0.16239298815634054,0.0,0.0,1,0,0,Off,0.020472697368421052,0.0,On,0.042777982849386255,0,On,0.012621268657381049,0,On,0.21652398420845412,0.16239298815634054,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,762.8641022222222,Off,0.0,0.0,24.074198712394757,51.666666666666686,46.10666666666668,0.0,51.71721945412776,0.0,0.0,0.0,24.074198712394757,51.727477040705416,51.73260583399425,51.71721945412776,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2746.195683202146,17.542040294087336,0.0,2.8,-661.5780882707697,-1094.5870004291621,-0.0,-0.0,400.3945343277174,0.0,1.866,0.05697378078346486,0.0,0.0,0.7956103129209543,123.15528013866667,32.614377830674975,0.23926540698316895,8.293937485643696,0.0029111125382345715,-0.49139299028886363,1.2322335817946877
2025-01-01 00:14:00,0.2923959330836425,0.16239298815634054,0.0,0.004873265551394041,0.0027065498026056754,0.0,0.0632506802178073,0.0,0.22914525286583518,0.0,0.0,0.0,0.0,0.16239298815634054,0.0,0.0,1,0,0,Off,0.020472697368421052,0.0,On,0.042777982849386255,0,On,0.012621268657381049,0,On,0.21652398420845412,0.16239298815634054,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,762.8641022222222,Off,0.0,0.0,24.077872914530232,51.666666666666686,46.10666666666668,0.0,51.71364287387783,0.0,0.0,0.0,24.077872914530232,51.724098428607384,51.729326205972164,51.71364287387783,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2746.1275931882547,17.533438502656733,0.0,2.8,-660.9088848050352,-1093.68258271274,-0.0,-0.0,400.3945343277174,0.0,1.866,0.056959940800434754,0.0,0.0,0.795417044489792,123.15528013866667,32.37916357998745,0.23939518147928138,8.290469018691713,0.002911110016820266,-0.4664911965387457,1.2322700474467223
2025-01-01 00:15:00,0.2923959330836425,0.16239298815634054,0.0,0.004873265551394041,0.0027065498026056754,0.0,0.0632506802178073,0.0,0.22914525286583518,0.0,0.0,0.0,0.0,0.16239298815634054,0.0,0.0,1,0,0,Off,0.020472697368421052,0.0,On,0.042777982849386255,0,On,0.012621268657381049,0,On,0.21652398420845412,0.16239298815634054,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,762.8641022222222,Off,0.0,0.0,24.081551294646506,51.666666666666686,46.10666666666668,0.0,51.71006577864634,0.0,0.0,0.0,24.081551294646506,51.72071930086586,51.72604606197563,51.71006577864634,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2746.0594186196827,17.52483026286543,0.0,2.8,-651.4226825262167,-1092.7777796012992,-0.0,-0.0,409.23848263349515,0.0,2.0,0.05694608950226087,0.0,0.0,0.7952236180483141,131.99922844444444,32.11661444158742,0.23952514307264816,8.286372722334754,0.0029111076232517926,6.423070466261132,1.2323065424995499
2025-01-01 00:16:00,0.2923959330836425,0.16239298815634054,0.0,0.004873265551394041,0.0027065498026056754,0.0,0.0632506802178073,0.0,0.22914525286583518,0.0,0.0,0.0,0.0,0.16239298815634054,0.0,0.0,1,0,0,Off,0.020472697368421052,0.0,On,0.042777982849386255,0,On,0.012621268657381049,0,On,0.21652398420845412,0.16239298815634054,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,762.8641022222222,Off,0.0,0.0,24.085064299396716,51.666666666666686,46.10666666666668,0.0,51.706488167812196,0.0,0.0,0.0,24.085064299396716,51.71733965689451,51.72276540143567,51.706488167812196,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2745.9911803459468,17.516456338397944,0.0,2.8,-650.7129531656902,-1091.8978860362313,-0.0,-0.0,409.23848263349515,0.0,2.0,0.05693261433290188,0.0,0.0,0.7950354440573495,131.99922844444444,31.946450237045845,0.2396545343796308,8.282469215858042,0.0029111405790798457,6.440906431394874,1.2323420200037696
2025-01-01 00:17:00,0.2923959330836425,0.16239298815634054,0.0,0.004873265551394041,0.0027065498026056754,0.0,0.0632506802178073,0.0,0.22914525286583518,0.0,0.0,0.0,0.0,0.16239298815634054,0.0,0.0,1,0,0,Off,0.020472697368421052,0.0,On,0.042777982849386255,0,On,0.012621268657381049,0,On,0.21652398420845412,0.16239298815634054,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,762.8641022222222,Off,0.0,0.0,24.08858245974978,51.666666666666686,46.10666666666668,0.0,51.70291006595536,0.0,0.0,0.0,24.08858245974978,51.713959519902374,51.719484246875886,51.70291006595536,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2745.926156752265,17.508074600045784,0.0,2.8,-650.0824607333813,-1091.017448877892,-0.0,-0.0,409.23848263349515,0.0,2.0,0.056919125699095276,0.0,0.0,0.7948470820421176,131.99922844444444,31.69650551101562,0.23978412956833323,8.278561074886248,0.002911173625470218,6.458752617562377,1.2323775326154203
2025-01-01 00:18:00,0.2923959330836425,0.16239298815634054,0.0,0.004873265551394041,0.0027065498026056754,0.0,0.0632506802178073,0.0,0.22914525286583518,0.0,0.0,0.0,0.0,0.16239298815634054,0.0,0.0,1,0,0,Off,0.020472697368421052,0.0,On,0.042777982849386255,0,On,0.012621268657381049,0,On,0.21652398420845412,0.16239298815634054,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,762.8641022222222,Off,0.0,0.0,24.092105993547605,51.666666666666686,46.10666666666668,0.0,51.69933147230922,0.0,0.0,0.0,24.092105993547605,51.71057888916591,51.716202597594254,51.69933147230922,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2745.8610559080553,17.499684737659333,0.0,2.8,-649.4460490245075,-1090.1364363739258,-0.0,-0.0,409.23848263349515,0.0,2.0,0.0569056230994664,0.0,0.0,0.7946585250011727,131.99922844444444,31.451904715923117,0.23991393362081032,8.274025425616585,0.0029112067624691915,6.4766099180006425,1.2324130816554673
2025-01-01 00:19:00,0.2923959330836425,0.16239298815634054,0.0,0.004873265551394041,0.0027065498026056754,0.0,0.0632506802178073,0.0,0.22914525286583518,0.0,0.0,0.0,0.0,0.16239298815634054,0.0,0.0,1,0,0,Off,0.020472697368421052,0.0,On,0.042777982849386255,0,On,0.012621268657381049,0,On,0.21652398420845412,0.16239298815634054,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,762.8641022222222,Off,0.0,0.0,24.095633508866857,51.666666666666686,46.10666666666668,0.0,51.6957523860748,0.0,0.0,0.0,24.095633508866857,51.707197763930985,51.71292045285909,51.6957523860748,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2745.795874969709,17.49128872714335,0.0,2.8,-648.7893582021205,-1089.2550567569888,-0.0,-0.0,409.23848263349515,0.0,2.0,0.05689210971203747,0.0,0.0,0.7944698173140031,131.99922844444444,31.22721592137317,0.2400439168715723,8.27010901676636,0.0029112399901275823,6.494472725050295,1.23244865875129
