Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.2923959330836425,0.16239298815634054,0.0,0.2923959330836425,0.1623929881563405,0.0,0.0632506802178073,0.0,0.22914525286583518,0.0,0.0,0.0,0.0,0.16239298815634054,0.0,0.0,1.0,0.0,0.0,0.020472697368421052,0.0,0.042777982849386255,0.0,0.012621268657381049,0.0,0.21652398420845412,0.16239298815634054,0.0,0.0,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,762.8641022222222,0.0,0.0,24.131604191115954,51.66666666666668,46.10666666666668,0.0,51.6580690413568,0.0,0.0,0.0,24.131604191115954,51.671592571254344,51.67835433620313,51.6580690413568,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2745.1154114055125,17.404544126880165,0.0,2.8,-643.376351669902,-1080.206456458166,0.0,0.0,407.0274955570507,0.0,1.9665,0.05675231058533149,0.0,0.0,0.7925175925289333,129.788241368,29.802609231213427,0.2413994421056189,8.229359539883175,0.002911678569607666,4.946522028544959,1.232756787246598
2025-01-01 01:00:00,0.2908604807810109,0.16239298815634054,0.0,0.2908604807810109,0.1623929881563405,0.0,0.061715227915175724,0.0,0.22914525286583518,0.0,0.0,0.0,0.0,0.16239298815634054,0.0,0.0,1.0,0.0,0.0,0.01893724506578947,0.0,0.042777982849386255,0.0,0.012621268657381049,0.0,0.21652398420845412,0.16239298815634054,0.0,0.0,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,762.8641022222222,0.0,0.0,24.309966751108732,51.66666666666668,46.10666666666668,0.0,51.44220154474711,0.0,0.0,0.0,24.309966751108732,51.467593077708095,51.4802888441886,51.44220154474711,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2739.3852421121915,16.946920958087095,0.0,2.5,-547.7203148256735,-975.5835496968291,0.0,0.0,407.70303033086356,0.0,2.0,0.05182711716277207,0.0,0.0,0.7237397332007706,131.99922844444444,20.160204540292046,0.24874580592138473,8.01580413845225,0.0029145268543536574,17.239566031257247,1.234759080314216
2025-01-01 02:00:00,0.2908604807810109,0.16239298815634054,0.0,0.2908604807810109,0.1623929881563405,0.0,0.061715227915175724,0.0,0.22914525286583518,0.0,0.0,0.0,0.0,0.16239298815634054,0.0,0.0,1.0,0.0,0.0,0.01893724506578947,0.0,0.042777982849386255,0.0,0.012621268657381049,0.0,0.21652398420845412,0.16239298815634054,0.0,0.0,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,762.8641022222222,0.0,0.0,24.411654330956434,51.66666666666668,46.10666666666668,0.0,51.225259938387254,0.0,0.0,0.0,24.411654330956434,51.26247385327914,51.28108081072508,51.225259938387254,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2730.119110405294,16.597057150270942,0.0,1.6500000000000001,-510.1287758271977,-931.8411278982695,0.0,0.0,407.70303033086356,0.0,2.0,0.0476266977998216,0.0,0.0,0.6650829806068448,131.99922844444444,14.009321740208197,0.25503071444814557,7.85808049049881,0.0029225186735338297,33.350401739870236,1.2362440741471454
2025-01-01 03:00:00,0.28983684591258985,0.16239298815634054,0.0,0.28983684591258985,0.1623929881563405,0.0,0.06069159304675467,0.0,0.22914525286583518,0.0,0.0,0.0,0.0,0.16239298815634054,0.0,0.0,1.0,0.0,0.0,0.01791361019736842,0.0,0.042777982849386255,0.0,0.012621268657381049,0.0,0.21652398420845412,0.16239298815634054,0.0,0.0,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,762.8641022222222,0.0,0.0,24.54203997692397,51.66666666666668,46.10666666666668,0.0,51.007379417581596,0.0,0.0,0.0,24.54203997692397,51.056363035788614,51.08085484489212,51.007379417581596,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2727.174694902348,16.205452323667558,-0.027457490192486726,1.6500000000000001,-518.4920418025157,-934.6134788347379,0.0,0.0,406.6793954624425,0.0,2.0,0.04912522359811158,0.0,0.0,0.6860091428327443,131.99922844444444,9.442041569779658,0.26232237747733317,7.681295108991848,0.0029320860021907003,11.666707982003642,1.2379100020273115
2025-01-01 04:00:00,0.7840573585621624,0.16458048815634055,0.0,0.7840573585621625,0.16458048815634052,0.0,0.06069159304675467,0.0,0.22914525286583518,0.48672051264957267,0.007499999999999999,0.0,0.0,0.16239298815634054,0.0,0.002187500000000001,1.0,0.0,0.0,0.01791361019736842,0.0,0.042777982849386255,0.0,0.012621268657381049,0.0,0.21652398420845412,0.16239298815634054,0.0,0.0,486.72051264957264,16.666666666666686,0.5,0.0,0.3814320511111111,0.10528846153846155,0.5,381.4320511111111,762.8641022222222,0.0,0.0,24.55121796454402,51.66666666666668,46.10666666666668,0.0,50.78872943456785,0.0,0.0,0.0,24.55121796454402,50.849421082102396,50.87976690586967,50.78872943456785,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,2714.265576937885,15.985131907421083,-0.18153475924560303,0.55,-122.47468574641663,-1019.3124937633316,0.0,0.0,406.6793954624425,0.0,2.0,0.05026547988830074,0.0,0.0,0.7019322508198268,131.99922844444444,3.437899904899934,0.26600193833088326,7.5726551321674735,0.0029331160360891195,33.28733549193239,1.2382711896860223
2025-01-01 05:00:00,1.2728251409485771,0.16458048815634055,0.0,1.2728251409485771,0.16458048815634052,0.0,0.06273886278359678,0.0,0.22914525286583518,0.9734410252991453,0.007499999999999999,0.0,0.0,0.16239298815634054,0.0,0.002187500000000001,1.0,0.0,0.0,0.019960879934210526,0.0,0.042777982849386255,0.0,0.012621268657381049,0.0,0.21652398420845412,0.16239298815634054,0.0,0.0,973.4410252991453,16.666666666666686,1.0,0.0,0.7628641022222222,0.2105769230769231,1.0,762.8641022222222,762.8641022222222,0.0,0.0,24.204505833421987,51.66666666666668,46.10666666666668,0.0,50.63723799498819,0.0,0.0,0.0,24.204505833421987,50.64406511625779,50.64747867689259,50.63723799498819,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,2710.10244756613,16.273694815891584,-0.0010144093496032033,-0.25000000000000006,277.7334162558651,-1101.426878596258,0.0,0.0,408.7266651992846,0.0,2.0,0.05064076238564474,0.0,0.0,0.7071728829323488,131.99922844444444,-3.007395646307029,0.2625972658720295,7.729168659068447,0.0029509753734363333,38.87937930280476,1.2364023823092036
2025-01-01 06:00:00,1.27538422811963,0.16458048815634055,0.0,1.27538422811963,0.16458048815634052,0.0,0.06529794995464941,0.0,0.22914525286583518,0.9734410252991453,0.007499999999999999,0.0,0.0,0.16239298815634054,0.0,0.002187500000000001,1.0,0.0,0.0,0.022519967105263158,0.0,0.042777982849386255,0.0,0.012621268657381049,0.0,0.21652398420845412,0.16239298815634054,0.0,0.0,973.4410252991453,16.666666666666686,1.0,0.0,0.7628641022222222,0.2105769230769231,1.0,762.8641022222222,762.8641022222222,0.0,0.0,23.91344888064018,51.66666666666668,46.10666666666668,0.0,50.4239509210532,0.0,0.0,0.0,23.91344888064018,50.44152045335002,50.450305219498446,50.4239509210532,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,2717.7307851721844,16.484130977875857,0.0,0.3,298.669949799887,-1083.43016584246,0.0,0.0,411.28575237033726,0.0,2.0,0.050947422345227374,0.0,0.0,0.7114552356751156,131.99922844444444,-2.626662027135517,0.2593755169260516,7.833938565640703,0.002954139778140082,4.93849764603931,1.2355016433887906
2025-01-01 07:00:00,1.3361378567228674,0.17413635327731328,0.0,1.3361378567228674,0.17413635327731328,0.0,0.10122577167883835,0.0,0.2464710597448838,0.9734410252991453,0.014999999999999998,0.0,0.0,0.1697613532773133,0.0,0.004375000000000002,1.0,0.0,0.0,0.02098451480263158,0.0,0.08024125687620677,0.0,0.020122588708466012,0.0,0.22634847103641778,0.1697613532773133,0.0,0.0,973.4410252991453,16.666666666666686,1.0,0.0,0.7628641022222222,0.2105769230769231,1.0,762.8641022222222,762.8641022222222,0.0,0.0,23.544402951759036,51.66666666666668,46.10666666666668,0.0,50.176952548918244,0.09031978989430953,236.4782146339643,0.0,23.544402951759036,50.00882227607009,50.20898091585888,49.89272877270538,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,2709.7014859774877,16.564781803391057,0.0,-0.55,250.6470186640764,-1188.259695682884,0.0,0.0,463.85166689561737,3.1722667309770296,2.0,0.052636009154817455,0.0,0.0,0.7350355047304223,131.99922844444444,1.6140221521977225,0.2584398172182173,7.877919363975858,0.0029586598269022847,31.5784690169424,1.2351543175705726
2025-01-01 08:00:00,2.745743805905911,0.22939909168460884,0.0,2.7457438059059105,0.22939909168460887,0.0,0.37227722190850615,0.9999586311111113,0.38506692758714806,0.9734410252991453,0.014999999999999998,0.0,0.0,0.22502409168460885,0.0,0.004375000000000002,1.0,0.0,0.0,0.015866340460526315,0.0,0.35641088144797983,0.0,0.08503480534100281,0.0,0.3000321222461453,0.22502409168460885,0.0,0.0,973.4410252991453,19.500000000000057,1.0,0.0,0.7628641022222222,0.2105769230769231,1.0,762.8641022222222,762.8641022222222,999.9586311111112,0.4,23.529964877839383,51.66666666666668,46.10666666666668,0.0,50.656313635196774,0.21811977150855064,567.5477151215143,999.9586311111112,23.529964877839383,50.15851470528734,50.659591609878476,49.90633726565093,12.43753247303448,0.0,20.500000000000057,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,2702.4698615543584,16.79016118922705,-2.1699068805969177,-1.4,548.8519279061408,-1325.2697421457206,0.0,0.0,868.3411293828685,184.72841931777577,2.0,0.055100227846018555,0.0,0.0,0.7694470845317257,131.99922844444444,32.33951536984759,0.2562819848887216,8.0082618352346,0.002974918524953495,78.52598160983065,1.2347618142893573
2025-01-01 09:00:00,2.1003335570319215,0.24074059486100807,0.0,2.1003335570319215,0.2407405948610081,0.0,0.4336336038461827,0.24998965777777782,0.4282692701088159,0.9734410252991453,0.014999999999999998,0.0,0.0,0.23636559486100808,0.0,0.004375000000000002,1.0,0.0,0.0,0.012795435855263158,0.0,0.4208381679909196,0.0,0.11311514362747165,0.0,0.3151541264813442,0.23636559486100808,0.0,0.0,973.4410252991453,19.500000000000057,1.0,0.0,0.7628641022222222,0.2105769230769231,1.0,762.8641022222222,762.8641022222222,249.9896577777778,0.1,22.962336786440364,51.66666666666668,46.10666666666668,0.0,51.22506704609102,0.24409657474834065,656.9253080540362,249.9896577777778,22.962336786440364,49.8823074527355,51.22520359870128,49.21079110344749,12.43753247303448,0.0,20.500000000000057,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,2712.931009301235,17.287750398003066,-1.712249601996991,-0.85,699.3491890948546,-1317.3787568984892,0.0,0.0,971.8413135457489,389.1333338949145,2.0,0.055002801072734094,0.0,0.0,0.7680865684396951,131.99922844444444,71.44560714844947,0.2511110163887825,8.285754259510925,0.0030069179535661176,130.55259835705357,1.2332416125420875
