Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.22174282368190973,0.1170421232101608,0.0,0.0036957137280318286,0.00195070205350268,0.0,0.03158179304852808,0.14016103063338162,0.0,0.05,0.0,0.0,0.0,0.10245878987682747,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.016432779890633346,0,On,0.003549310797611642,0,On,0.09696932568711428,0.07272699426533569,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1184.30036,Off,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2038.462253172043,Off,0.0,0,83.26419289456517,51.666666666666686,46.10666666666668,0.0,50.47882241819138,0.0,0.0,0.0,130.10030139775807,50.50734018516761,50.52159906865573,50.47882241819138,12.43753247303448,19.474289146420045,0.0,2.8,-68.52502512643602,-367.85076255429027,-0.0,-0.0,296.95419932825615,0.0,2.0,0.01692804015267806,0.0,0.0,0.8354460972295378,131.99922844444444,2.371538099598105,0.29661619298495756,10.478832931618893,0.004093053805730291,10.988620734312345,1.2196629671289712
2025-01-01 00:01:00,0.22174282368190973,0.1170421232101608,0.0,0.0036957137280318286,0.00195070205350268,0.0,0.03158179304852808,0.14016103063338162,0.0,0.05,0.0,0.0,0.0,0.10245878987682747,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.016432779890633346,0,On,0.003549310797611642,0,On,0.09696932568711428,0.07272699426533569,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1184.30036,Off,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2038.462253172043,Off,0.0,0,83.34251088379136,51.666666666666686,46.10666666666668,0.0,50.460496676884446,0.0,0.0,0.0,130.222673255924,50.49004267085144,50.50481566783494,50.460496676884446,12.43753247303448,19.427771777450182,0.0,2.8,-68.8716527399657,-366.43805046389434,-0.0,-0.0,296.95419932825615,0.0,2.0,0.01691020439529798,0.0,0.0,0.8345658527499685,131.99922844444444,0.6121983956724826,0.29835930978603137,10.483495444165765,0.004093255130881072,11.07631724939932,1.223420094930482
2025-01-01 00:02:00,0.22174282368190973,0.1170421232101608,0.0,0.0036957137280318286,0.00195070205350268,0.0,0.03158179304852808,0.14016103063338162,0.0,0.05,0.0,0.0,0.0,0.10245878987682747,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.016432779890633346,0,On,0.003549310797611642,0,On,0.09696932568711428,0.07272699426533569,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1184.30036,Off,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2038.462253172043,Off,0.0,0,83.41707326795505,51.666666666666686,46.10666666666668,0.0,50.44215432817951,0.0,0.0,0.0,130.33917698117975,50.472728886557825,50.48801616574699,50.44215432817951,12.43753247303448,19.382637825320163,0.0,2.8,-69.28564038724949,-365.06933968100645,-0.0,-0.0,296.95419932825615,0.0,2.0,0.01689289539393551,0.0,0.0,0.8337116051522083,131.99922844444444,-1.1705000344991987,0.29921317329617386,10.46377322300635,0.004093457439536179,11.161073461932428,1.2236087037372583
2025-01-01 00:03:00,0.22174282368190973,0.1170421232101608,0.0,0.0036957137280318286,0.00195070205350268,0.0,0.03158179304852808,0.14016103063338162,0.0,0.05,0.0,0.0,0.0,0.10245878987682747,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.016432779890633346,0,On,0.003549310797611642,0,On,0.09696932568711428,0.07272699426533569,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1184.30036,Off,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2038.462253172043,Off,0.0,0,83.48810322383392,51.666666666666686,46.10666666666668,0.0,50.42379619967438,0.0,0.0,0.0,130.4501612872405,50.455399612485685,50.471201318891346,50.42379619967438,12.43753247303448,19.338804894727364,0.0,2.8,-69.80265181068262,-363.7419577119012,-0.0,-0.0,296.95419932825615,0.0,2.0,0.016876081888016974,0.0,0.0,0.8328818116395691,131.99922844444444,-3.0148934270375882,0.3000455786557391,10.444697531470934,0.004093661264838601,11.2430326493681,1.2237919260547665
2025-01-01 00:04:00,0.22174282368190973,0.1170421232101608,0.0,0.0036957137280318286,0.00195070205350268,0.0,0.03158179304852808,0.14016103063338162,0.0,0.05,0.0,0.0,0.0,0.10245878987682747,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.016432779890633346,0,On,0.003549310797611642,0,On,0.09696932568711428,0.07272699426533569,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1184.30036,Off,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2038.462253172043,Off,0.0,0,83.55581852887869,51.666666666666686,46.10666666666668,0.0,50.40542306976968,0.0,0.0,0.0,130.55596645137294,50.43805558247061,50.45437183882108,50.40542306976968,12.43753247303448,19.296192556166314,0.0,2.8,-69.42054698605318,-362.45331029037413,-0.0,-0.0,296.95419932825615,0.0,2.0,0.016859733333806803,0.0,0.0,0.8320749647933279,131.99922844444444,-3.921436023935204,0.3008578120854363,10.425680338339028,0.004093866556152587,11.322365598981403,1.223970093673062
2025-01-01 00:05:00,0.22174282368190973,0.1170421232101608,0.0,0.0036957137280318286,0.00195070205350268,0.0,0.03158179304852808,0.14016103063338162,0.0,0.05,0.0,0.0,0.0,0.10245878987682747,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.016432779890633346,0,On,0.003549310797611642,0,On,0.09696932568711428,0.07272699426533569,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1184.30036,Off,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2038.462253172043,Off,0.0,0,83.62016835327034,51.666666666666686,46.10666666666668,0.0,50.387035668860165,0.0,0.0,0.0,130.65651305198492,50.42069748510656,50.43752839322977,50.387035668860165,12.43753247303448,19.254820443535525,0.0,2.8,-68.10031991156293,-361.2038406800667,-0.0,-0.0,296.95419932825615,0.0,2.0,0.016843857554056478,0.0,0.0,0.8312914506881356,131.99922844444444,-3.8506785597523567,0.30164930235028825,10.407829040069991,0.004094073265946474,11.399030938334402,1.224143119989407
2025-01-01 00:06:00,0.22174282368190973,0.1170421232101608,0.0,0.0036957137280318286,0.00195070205350268,0.0,0.03158179304852808,0.14016103063338162,0.0,0.05,0.0,0.0,0.0,0.10245878987682747,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.016432779890633346,0,On,0.003549310797611642,0,On,0.09696932568711428,0.07272699426533569,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1184.30036,Off,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2038.462253172043,Off,0.0,0,83.68109059013788,51.666666666666686,46.10666666666668,0.0,50.368634738512434,0.0,0.0,0.0,130.75170404709044,50.403326019547016,50.420671660064315,50.368634738512434,12.43753247303448,19.214712404214097,0.0,2.8,-66.27226859751258,-359.9941202762502,-0.0,-0.0,296.95419932825615,0.0,2.0,0.01682846398432977,0.0,0.0,0.8305317349954376,131.99922844444444,-3.232347649518509,0.3024193989837537,10.390607021020474,0.004094281345986423,11.472978374551342,1.224310900791091
2025-01-01 00:07:00,0.22174282368190973,0.1170421232101608,0.0,0.0036957137280318286,0.00195070205350268,0.0,0.03158179304852808,0.14016103063338162,0.0,0.05,0.0,0.0,0.0,0.10245878987682747,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.016432779890633346,0,On,0.003549310797611642,0,On,0.09696932568711428,0.07272699426533569,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1184.30036,Off,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2038.462253172043,Off,0.0,0,83.73863223267625,51.666666666666686,46.10666666666668,0.0,50.35022103394899,0.0,0.0,0.0,130.84161286355663,50.38594189784769,50.40380232979704,50.35022103394899,12.43753247303448,19.175851637433773,0.0,2.8,-64.62703054530257,-358.8234975098476,-0.0,-0.0,296.95419932825615,0.0,2.0,0.016813546451463955,0.0,0.0,0.8297955130523992,131.99922844444444,-2.7577323637111384,0.3031682194196393,10.373462155712353,0.0040944907471762,11.544243902984388,1.2244735021524638
2025-01-01 00:08:00,0.22174282368190973,0.1170421232101608,0.0,0.0036957137280318286,0.00195070205350268,0.0,0.03158179304852808,0.14016103063338162,0.0,0.05,0.0,0.0,0.0,0.10245878987682747,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.016432779890633346,0,On,0.003549310797611642,0,On,0.09696932568711428,0.07272699426533569,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1184.30036,Off,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2038.462253172043,Off,0.0,0,83.79301045343247,51.666666666666686,46.10666666666668,0.0,50.33179530001228,0.0,0.0,0.0,130.92657883348824,50.3685458223018,50.38692108344656,50.33179530001228,12.43753247303448,19.138157907523095,0.0,2.8,-63.04046689022982,-357.68942034740434,-0.0,-0.0,296.95419932825615,0.0,2.0,0.01679907441046279,0.0,0.0,0.8290812773780789,131.99922844444444,-2.305245871081631,0.3038970917137301,10.35690075108031,0.004094701421102257,11.612998227776739,1.2246312561336816
2025-01-01 00:09:00,0.22174282368190973,0.1170421232101608,0.0,0.0036957137280318286,0.00195070205350268,0.0,0.03158179304852808,0.14016103063338162,0.0,0.05,0.0,0.0,0.0,0.10245878987682747,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.016432779890633346,0,On,0.003549310797611642,0,On,0.09696932568711428,0.07272699426533569,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1184.30036,Off,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2038.462253172043,Off,0.0,0,83.84439747409088,51.666666666666686,46.10666666666668,0.0,50.31335823367338,0.0,0.0,0.0,131.006871053267,50.35113845008661,50.37002855829322,50.31335823367338,12.43753247303448,19.10156768663083,0.0,2.8,-61.532569048071394,-356.5898542165108,-0.0,-0.0,296.95419932825615,0.0,2.0,0.016785023702541275,0.0,0.0,0.8283878356689107,131.99922844444444,-1.896914159816749,0.30460704755801143,10.340890977356555,0.004094913322443843,11.679376636490797,1.2247844252387314
