Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.19152601501812933,0.10666926948799065,0.0,0.0031921002503021555,0.0017778211581331773,0.0,0.01568779486556691,0.12583822015256244,0.0,0.05,0.0,0.0,0.0,0.09208593615465731,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003951580126480781,0.0,On,0.011271602496193689,0,On,0.003056971946352672,0,On,0.08946973524780705,0.06710230143585527,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,11224.330484444445,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,6550.725475555556,Off,0.0,0,75.00566506504931,51.666666666666686,46.10666666666668,0.0,49.92537409333704,0.0,0.0,0.0,117.19635166413956,48.151160871109525,49.92537409333704,47.264054259995774,12.43753247303448,20.25965538768173,0.0,0.7327942185621096,0.07437553053856612,2.8,9.236100170605994,-249.27301691203445,629.4999818680254,803.9725252785593,-499.4675841504034,-0.0,-0.0,267.2623619952273,0.0,2.0,0.021950983736541006,0.0,0,0.20543948980514895,131.99922844444444,-17.067794756858262,0.19328981203462697,9.398183212286625,0.0027945349211563465,73.7001491178461,1.217350239833987,0.21747338182655995,585.8783784493681,43.621603418657294,0.32327157884098706,1148.2889766506214,-344.3164513720622
2025-01-01 00:01:00,0.19152601501812933,0.10666926948799065,0.0,0.0031921002503021555,0.0017778211581331773,0.0,0.01568779486556691,0.12583822015256244,0.0,0.05,0.0,0.0,0.0,0.09208593615465731,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003951580126480781,0.0,On,0.011271602496193689,0,On,0.003056971946352672,0,On,0.08946973524780705,0.06710230143585527,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,11224.330484444445,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,6550.725475555556,Off,0.0,0,75.08645989734558,51.666666666666686,46.10666666666668,0.0,49.912022377362995,0.0,0.0,0.0,117.32259358960246,48.13947447098823,49.912022377362995,47.253200517800856,12.43753247303448,20.217802131768263,0.0,0.8152975094758258,0.0744637376354588,2.8,9.236100170605994,-250.1690667751305,605.5464803111095,803.4894492462679,-497.7349531671458,-0.0,-0.0,267.2623619952273,0.0,2.0,0.021927399813027684,0.0,0,0.20521876761463886,131.99922844444444,-19.696475603211965,0.1943745039435619,9.402666401720122,0.0027947914674194083,73.71518126699279,1.2210802688336868,0.21747338182655995,562.4956582909315,43.05082202017792,0.3232703889113184,1148.2475889406403,-344.7581396943724
2025-01-01 00:02:00,0.19152601501812933,0.10666926948799065,0.0,0.0031921002503021555,0.0017778211581331773,0.0,0.01568779486556691,0.12583822015256244,0.0,0.05,0.0,0.0,0.0,0.09208593615465731,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003951580126480781,0.0,On,0.011271602496193689,0,On,0.003056971946352672,0,On,0.08946973524780705,0.06710230143585527,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,11224.330484444445,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,6550.725475555556,Off,0.0,0,75.16469063077503,51.666666666666686,46.10666666666668,0.0,49.89865802103489,0.0,0.0,0.0,117.44482911058597,48.12777548247462,49.89865802103489,47.24233421319449,12.43753247303448,20.176891847099927,0.0,0.8945413428603428,0.07449279073939595,2.8,9.236100170605994,-251.28803003012956,582.5652477752282,803.6222453719538,-496.04366230628887,-0.0,-0.0,267.2623619952273,0.0,2.0,0.021904339155246314,0.0,0,0.20500294267366873,131.99922844444444,-22.506729719068062,0.19488470870692262,9.384589987300185,0.002795047282177893,73.72957166174528,1.2212503843014795,0.21747338182655995,540.0367192620656,42.52852851316252,0.32326999697873987,1148.2339569711094,-344.61171159915557
2025-01-01 00:03:00,0.19152601501812933,0.10666926948799065,0.0,0.0031921002503021555,0.0017778211581331773,0.0,0.01568779486556691,0.12583822015256244,0.0,0.05,0.0,0.0,0.0,0.09208593615465731,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003951580126480781,0.0,On,0.011271602496193689,0,On,0.003056971946352672,0,On,0.08946973524780705,0.06710230143585527,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,11224.330484444445,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,6550.725475555556,Off,0.0,0,75.24045792183074,51.666666666666686,46.10666666666668,0.0,49.88528145127168,0.0,0.0,0.0,117.56321550286053,48.11606430507298,49.88528145127168,47.23145573197364,12.43753247303448,20.136887422570855,0.0,0.9706670066587181,0.07454533538192078,2.8,9.236100170605994,-252.5830816907536,560.5046940406512,804.3894784029172,-494.39202421142846,-0.0,-0.0,267.2623619952273,0.0,2.0,0.02188178138789167,0.0,0,0.2047918242895406,131.99922844444444,-25.453419474552376,0.19538545585247682,9.366274012915861,0.002795303111234588,73.74329547144093,1.2214167746786113,0.21747338182655995,518.4615181548246,42.04317588582658,0.32326928813908073,1148.2093026380635,-343.81982423514626
2025-01-01 00:04:00,0.19152601501812933,0.10666926948799065,0.0,0.0031921002503021555,0.0017778211581331773,0.0,0.01568779486556691,0.12583822015256244,0.0,0.05,0.0,0.0,0.0,0.09208593615465731,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003951580126480781,0.0,On,0.011271602496193689,0,On,0.003056971946352672,0,On,0.08946973524780705,0.06710230143585527,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,11224.330484444445,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,6550.725475555556,Off,0.0,0,75.31385746079957,51.666666666666686,46.10666666666668,0.0,49.87189307822081,0.0,0.0,0.0,117.67790228249933,48.10434132260464,49.87189307822081,47.22056544479656,12.43753247303448,20.097753582041314,-0.013357529069857321,1.043810040807877,0.07469707712449318,2.8,9.236100170605994,-251.96692166658215,539.3054548700558,805.4399242214837,-492.7784384967433,-0.0,-0.0,267.2623619952273,0.0,2.0,0.02185970713031458,0.0,0,0.2045852310785532,131.99922844444444,-26.45084516506617,0.19587708315154778,9.349136638955752,0.0027955589530531616,73.75637869105971,1.2215795838492183,0.21747338182655995,497.7316408359015,41.57381403415428,0.3232672410983474,1148.1381048094925,-342.69818058800877
2025-01-01 00:05:00,0.19152601501812933,0.10666926948799065,0.0,0.0031921002503021555,0.0017778211581331773,0.0,0.01568779486556691,0.12583822015256244,0.0,0.05,0.0,0.0,0.0,0.09208593615465731,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003951580126480781,0.0,On,0.011271602496193689,0,On,0.003056971946352672,0,On,0.08946973524780705,0.06710230143585527,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,11224.330484444445,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,6550.725475555556,Off,0.0,0,75.3848813498638,51.666666666666686,46.10666666666668,0.0,49.85849329608553,0.0,0.0,0.0,117.78887710916219,48.092606903981704,49.85849329608553,47.2096637079298,12.43753247303448,20.059493638524685,-0.051617472586485746,1.114099709467173,0.07500763607265387,2.8,9.236100170605994,-249.46746105524159,518.9307983028285,806.6316213840348,-491.20290340863903,-0.0,-0.0,267.2623619952273,0.0,2.0,0.021838118741895528,0.0,0,0.20438318512217343,131.99922844444444,-25.52691964182985,0.19635946544262847,9.331745580969073,0.002795814806158067,73.7688169434491,1.2217387951256609,0.21747338182655995,477.8104518252906,41.12034647753796,0.3232630515263905,1147.9923916975756,-341.3607703135408
2025-01-01 00:06:00,0.19152601501812933,0.10666926948799065,0.0,0.0031921002503021555,0.0017778211581331773,0.0,0.01568779486556691,0.12583822015256244,0.0,0.05,0.0,0.0,0.0,0.09208593615465731,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003951580126480781,0.0,On,0.011271602496193689,0,On,0.003056971946352672,0,On,0.08946973524780705,0.06710230143585527,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,11224.330484444445,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,6550.725475555556,Off,0.0,0,75.45352429376868,51.666666666666686,46.10666666666668,0.0,49.84508250037167,0.0,0.0,0.0,117.89613170901356,48.08086141934682,49.84508250037167,47.1987508788344,12.43753247303448,20.0221099364841,-0.08900117462707158,1.1816601780744065,0.07552694921103734,2.8,9.236100170605994,-246.40374870859034,499.34419889410674,807.9484571417202,-489.6653796573463,-0.0,-0.0,267.2623619952273,0.0,2.0,0.02181701802663201,0.0,0,0.20418570330403313,131.99922844444444,-24.00073104647136,0.19683249032898378,9.314820253544006,0.0027960706690627586,73.7806066218732,1.221894395905331,0.21747338182655995,458.662760700243,40.68143819386375,0.32325604565053395,1147.7487390363342,-339.8002818946141
2025-01-01 00:07:00,0.19152601501812933,0.10666926948799065,0.0,0.0031921002503021555,0.0017778211581331773,0.0,0.01568779486556691,0.12583822015256244,0.0,0.05,0.0,0.0,0.0,0.09208593615465731,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003951580126480781,0.0,On,0.011271602496193689,0,On,0.003056971946352672,0,On,0.08946973524780705,0.06710230143585527,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,11224.330484444445,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,6550.725475555556,Off,0.0,0,75.51984523109628,51.666666666666686,46.10666666666668,0.0,49.831661087454314,0.0,0.0,0.0,117.99975817358794,48.06910523966768,49.831661087454314,47.187827315774356,12.43753247303448,19.985580883096045,-0.12553022801512626,1.2466105017860787,0.07629917070669467,2.8,9.236100170605994,-243.39259606244337,480.5103678452042,809.4594860268362,-488.164847772683,-0.0,-0.0,267.2623619952273,0.0,2.0,0.02179639326170901,0.0,0,0.20399267591018203,131.99922844444444,-22.490110284987693,0.19729633912273595,9.298349258055573,0.002796326540271489,73.7917630699081,1.2220464734304601,0.21747338182655995,440.2548253714789,40.2555424737253,0.32324562759379655,1147.3864427258288,-337.9269566989927
2025-01-01 00:08:00,0.19152601501812933,0.10666926948799065,0.0,0.0031921002503021555,0.0017778211581331773,0.0,0.01568779486556691,0.12583822015256244,0.0,0.05,0.0,0.0,0.0,0.09208593615465731,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003951580126480781,0.0,On,0.011271602496193689,0,On,0.003056971946352672,0,On,0.08946973524780705,0.06710230143585527,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,11224.330484444445,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,6550.725475555556,Off,0.0,0,75.58393014930702,51.666666666666686,46.10666666666668,0.0,49.818229443883574,0.0,0.0,0.0,118.09989085829223,48.0573387267289,49.818229443883574,47.176893368151575,12.43753247303448,19.949874796088466,-0.1612363150227054,1.309064703860759,0.07736533724241347,2.8,9.236100170605994,-240.52938653334223,462.39583084544864,810.8326745891657,-486.6998817864826,-0.0,-0.0,267.2623619952273,0.0,2.0,0.02177622699925267,0.0,0,0.2038039396457835,131.99922844444444,-21.091866742086992,0.19775132096863024,9.282315709462134,0.002796582418324094,73.80230969390561,1.222195157166163,0.21747338182655995,422.55432986811803,39.84150097733062,0.3232312433663938,1146.8862713305289,-336.05359674136326
2025-01-01 00:09:00,0.19152601501812933,0.10666926948799065,0.0,0.0031921002503021555,0.0017778211581331773,0.0,0.01568779486556691,0.12583822015256244,0.0,0.05,0.0,0.0,0.0,0.09208593615465731,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003951580126480781,0.0,On,0.011271602496193689,0,On,0.003056971946352672,0,On,0.08946973524780705,0.06710230143585527,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,11224.330484444445,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,6550.725475555556,Off,0.0,0,75.64586562784764,51.666666666666686,46.10666666666668,0.0,49.80478794188153,0.0,0.0,0.0,118.19666504351193,48.045562228917724,49.80478794188153,47.165949372435826,12.43753247303448,19.914959759188662,-0.19615135192250932,1.3691319013896874,0.07875295174244107,2.8,9.236100170605994,-237.80184693979356,444.9686871100993,812.3273997184943,-485.26905504563064,-0.0,-0.0,267.2623619952273,0.0,2.0,0.021756501627494623,0.0,0,0.20361932968211047,131.99922844444444,-19.795153889390264,0.19819775321989028,9.266702580331451,0.0027968383018150606,73.8122701827127,1.2223405777395646,0.21747338182655995,405.53034870366525,39.438338406434085,0.32321252135248346,1146.2353553105427,-333.9079555920483
