Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.5016236593627884,0.22163482029622436,0.0,0.00836039432271314,0.0036939136716037393,0.0,0.026801945890712237,0.0,0.42482171347207615,0.0,0.05,0.0,0.0,0.20705148696289102,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005086641081871345,0.0,On,0.000518804885485634,0.0,On,0.021196499923355257,0,On,0.010009968790787431,0,On,0.24100389880132558,0.18075292410099414,On,0.07229208561756852,0,On,0.06645100977986543,0,On,0,0,Off,Off,0.0,15.888888888888943,0.0,0.0,0.0,0.0,0,0.0,17321.968022222223,Off,0.0,16.888888888888943,0,0.0,0.05,0.0,0.0,0,0,0,11932.68336,Off,0.0,0.0,37.353601107625494,51.666666666666686,46.10666666666668,0.0,51.27925314426927,0.0,0.0,0.0,37.353601107625494,49.62485108337618,51.27925314426927,48.79765005292964,12.43753247303448,17.56845454086372,0.0,8.029466177147274,1.5841785866914755,-2.3488292596411844,2.8,9.236100170605994,-330.4579625001044,-1942.615657866858,546.8203911821241,1631.536913012835,-810.4404973575614,-0.0,-0.0,494.00913371592833,0.0,3.0,0.042108370154355305,0.0,0.0,0.24987654077063512,197.99884266666666,-14.026598858471232,0.2274264883969915,8.129348926417919,0.002779197496527707,102.03121839814315,1.2286307068791213,0.2849801669715124,-1942.1807574509298,-0.434900415928583,0.32621007273983993,516.8741432343603,29.946247947763776,0.2799710937547532,1878.6217074274987,-247.0847944146638
2025-01-01 00:01:00,0.5016236593627884,0.22163482029622436,0.0,0.00836039432271314,0.0036939136716037393,0.0,0.026801945890712237,0.0,0.42482171347207615,0.0,0.05,0.0,0.0,0.20705148696289102,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005086641081871345,0.0,On,0.000518804885485634,0.0,On,0.021196499923355257,0,On,0.010009968790787431,0,On,0.24100389880132558,0.18075292410099414,On,0.07229208561756852,0,On,0.06645100977986543,0,On,0,0,Off,Off,0.0,15.888888888888943,0.0,0.0,0.0,0.0,0,0.0,17321.968022222223,Off,0.0,16.888888888888943,0,0.0,0.05,0.0,0.0,0,0,0,11932.68336,Off,0.0,0.0,37.3826329327723,51.666666666666686,46.10666666666668,0.0,51.273331551706924,0.0,0.0,0.0,37.3826329327723,49.619608818405496,51.273331551706924,48.792747451754785,12.43753247303448,17.538239483383183,0.1493505944942406,7.921791142260337,1.6679501788393745,-2.2826648160379603,2.8,9.236100170605994,-511.2132272205654,-1898.85826730489,509.6786789864609,1600.684634596399,-807.8365410690309,-0.0,-172.68713810396156,494.00913371592833,0.0,3.0,0.04205912494174444,0.0,0.008990766755531248,0.3029366916190517,197.99884266666666,-24.69868176350127,0.22854459345390507,8.138186149581582,0.002779420623304953,89.95154664785758,1.2323476111709988,0.2847128047503065,-1900.406539941005,1.5482726361146444,0.32621007273983993,481.2608784531485,28.417800533312423,0.2794572746985655,1851.0772436329078,-250.39260903650896
2025-01-01 00:02:00,0.5016236593627884,0.22163482029622436,0.0,0.00836039432271314,0.0036939136716037393,0.0,0.026801945890712237,0.0,0.42482171347207615,0.0,0.05,0.0,0.0,0.20705148696289102,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005086641081871345,0.0,On,0.000518804885485634,0.0,On,0.021196499923355257,0,On,0.010009968790787431,0,On,0.24100389880132558,0.18075292410099414,On,0.07229208561756852,0,On,0.06645100977986543,0,On,0,0,Off,Off,0.0,15.888888888888943,0.0,0.0,0.0,0.0,0,0.0,17321.968022222223,Off,0.0,16.888888888888943,0,0.0,0.05,0.0,0.0,0,0,0,11932.68336,Off,0.0,0.0,37.41336870707531,51.666666666666686,46.10666666666668,0.0,51.26740579589085,0.0,0.0,0.0,37.41336870707531,49.61436247906137,51.26740579589085,48.78784082064664,12.43753247303448,17.50655581198701,0.11766692309806714,7.820078938104868,1.7486643286146033,-2.218710667495783,2.8,9.236100170605994,-514.4084857326292,-1857.552882371529,474.2053390427547,1572.9268047633202,-805.1096201402443,-0.0,-167.85569701673055,494.00913371592833,0.0,3.0,0.04200745672168607,0.0,0.00875805076914929,0.3012491187803352,197.99884266666666,-35.4523022915827,0.22901838493238355,8.123622026617667,0.0027796167403734023,90.30313910570703,1.2324818001265774,0.2844600177175204,-1861.0131030339417,3.4602206624124445,0.32621007273983993,446.94740399440036,27.257935048354398,0.2789597208136985,1824.5312685393578,-251.6044637760377
2025-01-01 00:03:00,0.5016236593627884,0.22163482029622436,0.0,0.00836039432271314,0.0036939136716037393,0.0,0.026801945890712237,0.0,0.42482171347207615,0.0,0.05,0.0,0.0,0.20705148696289102,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005086641081871345,0.0,On,0.000518804885485634,0.0,On,0.021196499923355257,0,On,0.010009968790787431,0,On,0.24100389880132558,0.18075292410099414,On,0.07229208561756852,0,On,0.06645100977986543,0,On,0,0,Off,Off,0.0,15.888888888888943,0.0,0.0,0.0,0.0,0,0.0,17321.968022222223,Off,0.0,16.888888888888943,0,0.0,0.05,0.0,0.0,0,0,0,11932.68336,Off,0.0,0.0,37.44339511761191,51.666666666666686,46.10666666666668,0.0,51.26147562358026,0.0,0.0,0.0,37.44339511761191,49.60911182620883,51.26147562358026,48.78292992752313,12.43753247303448,17.47547751910678,0.08658863021783603,7.7240026502604024,1.8264508893413665,-2.1566422864470667,2.8,9.236100170605994,-517.9736557294389,-1818.5868692558395,439.90099211635254,1546.4253243086696,-802.4383868676744,-0.0,-163.12045498677264,494.00913371592833,0.0,3.0,0.04195674639994298,0.0,0.00852900817624013,0.2995890286289576,197.99884266666666,-46.42394759092028,0.22948455604183765,8.108747170171608,0.0027798136025660196,90.6487195678104,1.232613450223199,0.2842210312335208,-1823.8626964845519,5.2758272287123305,0.32621007273983993,413.8785161703374,26.02247594601515,0.27847598787591377,1798.841849824398,-252.4165255157284
2025-01-01 00:04:00,0.5016236593627884,0.22163482029622436,0.0,0.00836039432271314,0.0036939136716037393,0.0,0.026801945890712237,0.0,0.42482171347207615,0.0,0.05,0.0,0.0,0.20705148696289102,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005086641081871345,0.0,On,0.000518804885485634,0.0,On,0.021196499923355257,0,On,0.010009968790787431,0,On,0.24100389880132558,0.18075292410099414,On,0.07229208561756852,0,On,0.06645100977986543,0,On,0,0,Off,Off,0.0,15.888888888888943,0.0,0.0,0.0,0.0,0,0.0,17321.968022222223,Off,0.0,16.888888888888943,0,0.0,0.05,0.0,0.0,0,0,0,11932.68336,Off,0.0,0.0,37.47274129901468,51.666666666666686,46.10666666666668,0.0,51.25554114023201,0.0,0.0,0.0,37.47274129901468,49.60385695940113,51.25554114023201,48.7780148689857,12.43753247303448,17.44497966342998,0.056090774541036836,7.633250140316572,1.9014189308690697,-2.096238972173677,2.8,9.236100170605994,-516.1821572606648,-1781.8238696525839,406.8668308628638,1521.4470442618158,-799.8204966335962,-0.0,-158.47739388487798,494.00913371592833,0.0,3.0,0.041906954886366025,0.0,0.008303494376544932,0.2979553311221662,197.99884266666666,-51.89340045811899,0.22994341123504736,8.094826160290202,0.002780011197022747,90.98853127005786,1.2327426656374507,0.28399510276143025,-1788.824668188962,7.000798536378097,0.32621007273983993,382.00784683482647,24.858984028037376,0.27800442358042793,1773.9115635043893,-252.46451924257343
2025-01-01 00:05:00,0.5016236593627884,0.22163482029622436,0.0,0.00836039432271314,0.0036939136716037393,0.0,0.026801945890712237,0.0,0.42482171347207615,0.0,0.05,0.0,0.0,0.20705148696289102,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005086641081871345,0.0,On,0.000518804885485634,0.0,On,0.021196499923355257,0,On,0.010009968790787431,0,On,0.24100389880132558,0.18075292410099414,On,0.07229208561756852,0,On,0.06645100977986543,0,On,0,0,Off,Off,0.0,15.888888888888943,0.0,0.0,0.0,0.0,0,0.0,17321.968022222223,Off,0.0,16.888888888888943,0,0.0,0.05,0.0,0.0,0,0,0,11932.68336,Off,0.0,0.0,37.50135950360668,51.666666666666686,46.10666666666668,0.0,51.24960244697134,0.0,0.0,0.0,37.50135950360668,49.59859797410273,51.24960244697134,48.773095737668434,12.43753247303448,17.415103379499236,0.02621449061029324,7.547525974642502,1.9736786978233114,-2.037296011730994,2.8,9.236100170605994,-509.31953717085935,-1747.1371039541402,374.9641987109669,1497.7289957356074,-797.2592804442615,-0.0,-153.9325592298476,494.00913371592833,0.0,3.0,0.0418581509410942,0.0,0.008081852989408198,0.2963504733734075,197.99884266666666,-52.136831212678544,0.23039429690912405,8.080605627779175,0.002780209511405557,91.32201294604985,1.2328692703034019,0.2837815271613099,-1755.7760593555524,8.638955401412176,0.32621007273983993,351.28852841687507,23.675670294091816,0.2775434877664101,1749.650711686749,-251.9217159511415
2025-01-01 00:06:00,0.5016236593627884,0.22163482029622436,0.0,0.00836039432271314,0.0036939136716037393,0.0,0.026801945890712237,0.0,0.42482171347207615,0.0,0.05,0.0,0.0,0.20705148696289102,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005086641081871345,0.0,On,0.000518804885485634,0.0,On,0.021196499923355257,0,On,0.010009968790787431,0,On,0.24100389880132558,0.18075292410099414,On,0.07229208561756852,0,On,0.06645100977986543,0,On,0,0,Off,Off,0.0,15.888888888888943,0.0,0.0,0.0,0.0,0,0.0,17321.968022222223,Off,0.0,16.888888888888943,0,0.0,0.05,0.0,0.0,0,0,0,11932.68336,Off,0.0,0.0,37.52920800413335,51.666666666666686,46.10666666666668,0.0,51.243659652019005,0.0,0.0,0.0,37.52920800413335,49.59333497247907,51.243659652019005,48.76817263270912,12.43753247303448,17.385884634036003,0.0,7.466550782637037,2.0433329709488697,-1.9796418053792002,2.8,9.236100170605994,-499.81799323932205,-1714.4067504070185,344.37529223858775,1475.0978400256108,-794.7576128442855,-0.0,-149.49119586626998,494.00913371592833,0.0,3.0,0.04181039499684187,0.0,0.007864392673573046,0.2947766456193563,197.99884266666666,-49.578318244694884,0.23083663037319085,8.066744199449634,0.002780408532189805,91.64866084111655,1.2329931099754545,0.28357963555491117,-1724.601217092418,10.194466685399373,0.32621007273983993,321.6768664159451,22.698425822642676,0.27709188825901465,1725.9841975570137,-250.88635753140295
2025-01-01 00:07:00,0.5016236593627884,0.22163482029622436,0.0,0.00836039432271314,0.0036939136716037393,0.0,0.026801945890712237,0.0,0.42482171347207615,0.0,0.05,0.0,0.0,0.20705148696289102,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005086641081871345,0.0,On,0.000518804885485634,0.0,On,0.021196499923355257,0,On,0.010009968790787431,0,On,0.24100389880132558,0.18075292410099414,On,0.07229208561756852,0,On,0.06645100977986543,0,On,0,0,Off,Off,0.0,15.888888888888943,0.0,0.0,0.0,0.0,0,0.0,17321.968022222223,Off,0.0,16.888888888888943,0,0.0,0.05,0.0,0.0,0,0,0,11932.68336,Off,0.0,0.0,37.556278609972196,51.666666666666686,46.10666666666668,0.0,51.23771286979642,0.0,0.0,0.0,37.556278609972196,49.588068062551685,51.23771286979642,48.76324565892932,12.43753247303448,17.35733057507807,0.0,7.390060571194399,2.110488658006032,-1.9231312535520326,2.8,9.236100170605994,-490.94733537783543,-1683.52000403035,314.7388038903411,1453.4025482562,-792.3158943980128,-0.0,-145.15416099885957,494.00913371592833,0.0,3.0,0.04176370044237431,0.0,0.007651209499623221,0.29323449740601476,197.99884266666666,-47.48641369689143,0.23127024673816593,8.053880874556407,0.0027806082447867464,91.96832118536253,1.2331141526480498,0.283388794035446,-1695.1914043923077,11.671400361957664,0.32621007273983993,293.1274118405983,21.61139204974278,0.276648531482846,1702.848596440202,-249.44604818400222
2025-01-01 00:08:00,0.5016236593627884,0.22163482029622436,0.0,0.00836039432271314,0.0036939136716037393,0.0,0.026801945890712237,0.0,0.42482171347207615,0.0,0.05,0.0,0.0,0.20705148696289102,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005086641081871345,0.0,On,0.000518804885485634,0.0,On,0.021196499923355257,0,On,0.010009968790787431,0,On,0.24100389880132558,0.18075292410099414,On,0.07229208561756852,0,On,0.06645100977986543,0,On,0,0,Off,Off,0.0,15.888888888888943,0.0,0.0,0.0,0.0,0,0.0,17321.968022222223,Off,0.0,16.888888888888943,0,0.0,0.05,0.0,0.0,0,0,0,11932.68336,Off,0.0,0.0,37.58260659254164,51.666666666666686,46.10666666666668,0.0,51.23176221594094,0.0,0.0,0.0,37.58260659254164,49.58279735349156,51.23176221594094,48.75831492226687,12.43753247303448,17.32941099633363,0.0,7.317805933516068,2.175237282834158,-1.8676422173152136,2.8,9.236100170605994,-482.33971881233856,-1654.3707107373475,286.2427065979836,1432.5139748338322,-789.9313388062195,-0.0,-140.91664616490584,494.00913371592833,0.0,3.0,0.04171801952413655,0.0,0.007442119469354945,0.2917226534883285,197.99884266666666,-45.50086755714145,0.23169552861015733,8.040728436050028,0.002780808634286837,92.28130119204559,1.2332325249175529,0.28320840207113723,-1667.4443826643633,13.07367192701579,0.32621007273983993,265.60125576429624,20.641450833687372,0.27621249660160585,1680.1905374585954,-247.6765626247631
2025-01-01 00:09:00,0.5016236593627884,0.22163482029622436,0.0,0.00836039432271314,0.0036939136716037393,0.0,0.026801945890712237,0.0,0.42482171347207615,0.0,0.05,0.0,0.0,0.20705148696289102,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005086641081871345,0.0,On,0.000518804885485634,0.0,On,0.021196499923355257,0,On,0.010009968790787431,0,On,0.24100389880132558,0.18075292410099414,On,0.07229208561756852,0,On,0.06645100977986543,0,On,0,0,Off,Off,0.0,15.888888888888943,0.0,0.0,0.0,0.0,0,0.0,17321.968022222223,Off,0.0,16.888888888888943,0,0.0,0.05,0.0,0.0,0,0,0,11932.68336,Off,0.0,0.0,37.60822084249063,51.666666666666686,46.10666666666668,0.0,51.22580780084604,0.0,0.0,0.0,37.60822084249063,49.57752294951965,51.22580780084604,48.75338052385646,12.43753247303448,17.30210117082437,0.0,7.249551265755132,2.237674966525956,-1.8130723216587072,2.8,9.236100170605994,-474.4808147240369,-1626.8589739269946,258.78744859006565,1412.322093512597,-787.6016437057332,-0.0,-136.77469184409293,494.00913371592833,0.0,3.0,0.041673313326033905,0.0,0.007236976501816723,0.290240016069784,197.99884266666666,-44.113612890139095,0.23211278284707673,8.027909149622749,0.0027810096864382128,92.58784520303374,1.2333483302470543,0.28303789088863474,-1641.2640094612887,14.40503553429394,0.32621007273983993,239.05753486048727,19.729913729578406,0.2757830119905051,1657.9652575779257,-245.64316406532873
