Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.22170603216597323,0.11899328219424866,0.0,0.003695100536099554,0.0019832213699041445,0.0,0.05139903155227052,0.0,0.1603070006137027,0.0,0.010000000000000002,0.0,0.0,0.116076615527582,0.0,0.0029166666666666685,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.01861984649122807,0.0,On,0.032779185061042444,0,On,0.005538179910259994,0,On,0.11970407022091352,0.08977805266568512,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,785.1375066666667,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,286.9166177777778,Off,0.0,0.0,35.48809297475952,51.666666666666686,46.10666666666668,0.0,51.22621938166335,0.0,0.0,0.0,35.48809297475952,49.86949795660275,51.22621938166335,49.19113724407246,12.43753247303448,19.407705640248587,-0.09229435975147027,2.8,9.236100170605994,44.929597070959346,-389.5054454837165,-0.0,-0.0,401.325589917176,0.0,3.0,0.017996425094635695,0.0,0,0.3348852335806582,197.99884266666666,33.1094526374999,0.23408171814071138,9.479781067485106,0.003212252267169202,107.18508910894354,1.2205877054290268
2025-01-01 00:01:00,0.22170603216597323,0.11899328219424866,0.0,0.003695100536099554,0.0019832213699041445,0.0,0.05139903155227052,0.0,0.1603070006137027,0.0,0.010000000000000002,0.0,0.0,0.116076615527582,0.0,0.0029166666666666685,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.01861984649122807,0.0,On,0.032779185061042444,0,On,0.005538179910259994,0,On,0.11970407022091352,0.08977805266568512,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,785.1375066666667,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,286.9166177777778,Off,0.0,0.0,35.48847588713351,51.666666666666686,46.10666666666668,0.0,51.22064157776003,0.0,0.0,0.0,35.48847588713351,49.86451750006947,51.22064157776003,49.1864554612242,12.43753247303448,19.402378429556084,-0.09762157044397313,2.8,9.236100170605994,43.90520164244785,-389.32567776142827,-0.0,-0.0,401.325589917176,0.0,3.0,0.017993891091910724,0.0,0,0.33483807976594315,197.99884266666666,31.90528948670015,0.23489715472354253,9.501723815661876,0.003212992141686181,107.14966764435334,1.224174945337529
2025-01-01 00:02:00,0.22170603216597323,0.11899328219424866,0.0,0.003695100536099554,0.0019832213699041445,0.0,0.05139903155227052,0.0,0.1603070006137027,0.0,0.010000000000000002,0.0,0.0,0.116076615527582,0.0,0.0029166666666666685,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.01861984649122807,0.0,On,0.032779185061042444,0,On,0.005538179910259994,0,On,0.11970407022091352,0.08977805266568512,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,785.1375066666667,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,286.9166177777778,Off,0.0,0.0,35.48892073237451,51.666666666666686,46.10666666666668,0.0,51.21506385041809,0.0,0.0,0.0,35.48892073237451,49.85953698979765,51.21506385041809,49.18177355948743,12.43753247303448,19.39699793797526,-0.103002062024796,2.8,9.236100170605994,42.87960988069642,-389.1441453004142,-0.0,-0.0,401.325589917176,0.0,3.0,0.017991331630344134,0.0,0,0.33479045220213194,197.99884266666666,30.69816526393467,0.23502947671837404,9.500145924512072,0.003213729604334744,107.11446550640866,1.2241969160212918
2025-01-01 00:03:00,0.22170603216597323,0.11899328219424866,0.0,0.003695100536099554,0.0019832213699041445,0.0,0.05139903155227052,0.0,0.1603070006137027,0.0,0.010000000000000002,0.0,0.0,0.116076615527582,0.0,0.0029166666666666685,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.01861984649122807,0.0,On,0.032779185061042444,0,On,0.005538179910259994,0,On,0.11970407022091352,0.08977805266568512,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,785.1375066666667,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,286.9166177777778,Off,0.0,0.0,35.48942062922349,51.666666666666686,46.10666666666668,0.0,51.20948619040325,0.0,0.0,0.0,35.48942062922349,49.85455641709552,51.20948619040325,49.177091530441665,12.43753247303448,19.39157007111801,-0.10842992888204606,2.8,9.236100170605994,41.852644150798056,-388.96104828970414,-0.0,-0.0,401.325589917176,0.0,3.0,0.017988749515969182,0.0,0,0.3347424031051007,197.99884266666666,29.488102523326244,0.2351625389195495,9.498542136332524,0.003214466811472023,107.07935183803136,1.2242190859576603
2025-01-01 00:04:00,0.22170603216597323,0.11899328219424866,0.0,0.003695100536099554,0.0019832213699041445,0.0,0.05139903155227052,0.0,0.1603070006137027,0.0,0.010000000000000002,0.0,0.0,0.116076615527582,0.0,0.0029166666666666685,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.01861984649122807,0.0,On,0.032779185061042444,0,On,0.005538179910259994,0,On,0.11970407022091352,0.08977805266568512,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,785.1375066666667,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,286.9166177777778,Off,0.0,0.0,35.48996988219826,51.666666666666686,46.10666666666668,0.0,51.20390858950409,0.0,0.0,0.0,35.48996988219826,49.84957577423707,51.20390858950409,49.17240936660355,12.43753247303448,19.386099716608925,-0.113900283391132,2.8,9.236100170605994,41.25320813577238,-388.77655244905475,-0.0,-0.0,401.325589917176,0.0,3.0,0.017986147070996248,0.0,0,0.3346939756875409,197.99884266666666,28.704170667651162,0.23529627106479498,9.49691505050395,0.0032152037635961176,107.04432041713898,1.2242414347137884
2025-01-01 00:05:00,0.22170603216597323,0.11899328219424866,0.0,0.003695100536099554,0.0019832213699041445,0.0,0.05139903155227052,0.0,0.1603070006137027,0.0,0.010000000000000002,0.0,0.0,0.116076615527582,0.0,0.0029166666666666685,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.01861984649122807,0.0,On,0.032779185061042444,0,On,0.005538179910259994,0,On,0.11970407022091352,0.08977805266568512,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,785.1375066666667,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,286.9166177777778,Off,0.0,0.0,35.4905459131201,51.666666666666686,46.10666666666668,0.0,51.19833104035586,0.0,0.0,0.0,35.4905459131201,49.844595054295546,51.19833104035586,49.167727061265396,12.43753247303448,19.38060627328063,-0.1193937267194265,2.8,9.236100170605994,41.1646428918545,-388.5913126558462,-0.0,-0.0,401.325589917176,0.0,3.0,0.017983533522019014,0.0,0,0.33464534164188386,197.99884266666666,28.43036563052472,0.23543039008074262,9.495274980082218,0.003215940461174699,107.00934611576182,1.2242638811234352
2025-01-01 00:06:00,0.22170603216597323,0.11899328219424866,0.0,0.003695100536099554,0.0019832213699041445,0.0,0.05139903155227052,0.0,0.1603070006137027,0.0,0.010000000000000002,0.0,0.0,0.116076615527582,0.0,0.0029166666666666685,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.01861984649122807,0.0,On,0.032779185061042444,0,On,0.005538179910259994,0,On,0.11970407022091352,0.08977805266568512,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,785.1375066666667,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,286.9166177777778,Off,0.0,0.0,35.491124175993214,51.666666666666686,46.10666666666668,0.0,51.192753538949724,0.0,0.0,0.0,35.491124175993214,49.83961425351292,51.192753538949724,49.16304461079452,12.43753247303448,19.375110834536844,-0.12488916546321249,2.8,9.236100170605994,41.16621469683727,-388.406040424019,-0.0,-0.0,401.325589917176,0.0,3.0,0.017980918903577132,0.0,0,0.33459668769516776,197.99884266666666,28.24666520368033,0.23556458734585656,9.493633138690559,0.0032166769045514176,106.97440151464025,1.2242863369163046
2025-01-01 00:07:00,0.22170603216597323,0.11899328219424866,0.0,0.003695100536099554,0.0019832213699041445,0.0,0.05139903155227052,0.0,0.1603070006137027,0.0,0.010000000000000002,0.0,0.0,0.116076615527582,0.0,0.0029166666666666685,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.01861984649122807,0.0,On,0.032779185061042444,0,On,0.005538179910259994,0,On,0.11970407022091352,0.08977805266568512,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,785.1375066666667,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,286.9166177777778,Off,0.0,0.0,35.491699067886124,51.666666666666686,46.10666666666668,0.0,51.187176084925206,0.0,0.0,0.0,35.491699067886124,49.83463337157594,51.187176084925206,49.158362014901314,12.43753247303448,19.36961821574919,-0.13038178425086855,2.8,9.236100170605994,41.21266303526198,-388.2208980930523,-0.0,-0.0,401.325589917176,0.0,3.0,0.017978305506761823,0.0,0,0.3345480564810055,197.99884266666666,28.107971211138327,0.23569879229551724,9.491992086795204,0.003217413093934347,106.93948032543439,1.2243087819390188
2025-01-01 00:08:00,0.22170603216597323,0.11899328219424866,0.0,0.003695100536099554,0.0019832213699041445,0.0,0.05139903155227052,0.0,0.1603070006137027,0.0,0.010000000000000002,0.0,0.0,0.116076615527582,0.0,0.0029166666666666685,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.01861984649122807,0.0,On,0.032779185061042444,0,On,0.005538179910259994,0,On,0.11970407022091352,0.08977805266568512,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,785.1375066666667,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,286.9166177777778,Off,0.0,0.0,35.4922673307731,51.666666666666686,46.10666666666668,0.0,51.18159867875462,0.0,0.0,0.0,35.4922673307731,49.8296524089577,51.18159867875462,49.15367927405925,12.43753247303448,19.36413121773465,-0.13586878226540833,2.8,9.236100170605994,41.267834510716284,-388.03597999391815,-0.0,-0.0,401.325589917176,0.0,3.0,0.01797569466449085,0.0,0,0.33449947280290504,197.99884266666666,27.978224587458463,0.2358329637645847,9.490353313929933,0.0032181490295003943,106.90457886779632,1.2243312044672439
2025-01-01 00:09:00,0.22170603216597323,0.11899328219424866,0.0,0.003695100536099554,0.0019832213699041445,0.0,0.05139903155227052,0.0,0.1603070006137027,0.0,0.010000000000000002,0.0,0.0,0.116076615527582,0.0,0.0029166666666666685,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.01861984649122807,0.0,On,0.032779185061042444,0,On,0.005538179910259994,0,On,0.11970407022091352,0.08977805266568512,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,785.1375066666667,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,286.9166177777778,Off,0.0,0.0,35.49282741213401,51.666666666666686,46.10666666666668,0.0,51.17602132139453,0.0,0.0,0.0,35.49282741213401,49.82467136658853,51.17602132139453,49.148996389185534,12.43753247303448,19.358651175746104,-0.1413488242539529,2.8,9.236100170605994,41.318554523201385,-387.85133100942585,-0.0,-0.0,401.325589917176,0.0,3.0,0.01797308701252853,0.0,0,0.3344509484914428,197.99884266666666,27.844295615451266,0.23596708201438274,9.488717530545468,0.003218884711408169,106.8696953634371,1.224353598909334
