Metric,Value
Total Electric Energy (kWh),795.6309874669091
Total Gas Energy (therms),1.8399400684931497
Average Electric Power (kW),1.1050430381484848
Peak Electric Power (kW),10.369893891242187
Other Electric Energy (kWh),134.88339687365007
HVAC Heating Electric Energy (kWh),428.00991606777774
Lighting Electric Energy (kWh),42.83557717437
Water Heating Electric Energy (kWh),176.0020973511111
HVAC Cooling Electric Energy (kWh),13.900000000000007
Other Gas Energy (therms),1.8399400684931497
Average Temperature - Indoor (C),15.308301289595923
Unmet Heating Load (C-hours),40.30057706441967
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
