Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Grill Gas Power (therms/hour),Gas Grill Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.12724006006633365,0.07392179643396067,0.00024434795066310093,0.0021206676677722274,0.001232029940566011,4.072465844385015e-06,0.014030078447376002,0.0,0.09320998161895763,0.0,0.020000000000000004,0.00024434795066310093,0.0,0.0,0.06808846310062733,0.0,0.005833333333333337,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004654961622807018,0.0,On,0.009375116824568985,0,On,0.002425364151454514,0,On,0.057473104509100405,0.04310482838182529,On,0.00024434795066310093,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,3424.5359333333336,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1346.0756133333334,Off,0.0,0.0,37.99920581242639,51.666666666666686,46.10666666666668,0.0,50.889390144274685,0.0,0.0,0.0,37.99920581242639,47.93391420054611,50.889390144274685,46.456176228681834,12.43753247303448,15.383775972307133,0.0,2.8,-181.02867421061336,-394.8465938501719,-0.0,-0.0,235.21617119514104,0.0,2.0,0.024076855484121664,0.0,0,0.44803250258248334,131.99922844444444,-21.398251555582487,0.2850544161263776,7.381714719943571,0.003032340810406204,51.85930511162459,1.2377444386057967
2025-01-01 00:01:00,0.12724006006633365,0.07392179643396067,0.00024434795066310093,0.0021206676677722274,0.001232029940566011,4.072465844385015e-06,0.014030078447376002,0.0,0.09320998161895763,0.0,0.020000000000000004,0.00024434795066310093,0.0,0.0,0.06808846310062733,0.0,0.005833333333333337,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004654961622807018,0.0,On,0.009375116824568985,0,On,0.002425364151454514,0,On,0.057473104509100405,0.04310482838182529,On,0.00024434795066310093,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,3424.5359333333336,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1346.0756133333334,Off,0.0,0.0,38.057145712100656,51.666666666666686,46.10666666666668,0.0,50.88549066764483,0.0,0.0,0.0,38.057145712100656,47.9307144784368,50.88549066764483,46.45332638383279,12.43753247303448,15.330752987674897,0.0,2.8,-180.4939878220615,-392.5454081964085,-0.0,-0.0,235.21617119514104,0.0,2.0,0.024037820101214084,0.0,0,0.4473061153553438,131.99922844444444,-23.16475082079407,0.2868955130744841,7.378447782792961,0.0030326938215348904,51.91632010967714,1.241587949010179
2025-01-01 00:02:00,0.12724006006633365,0.07392179643396067,0.00024434795066310093,0.0021206676677722274,0.001232029940566011,4.072465844385015e-06,0.014030078447376002,0.0,0.09320998161895763,0.0,0.020000000000000004,0.00024434795066310093,0.0,0.0,0.06808846310062733,0.0,0.005833333333333337,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004654961622807018,0.0,On,0.009375116824568985,0,On,0.002425364151454514,0,On,0.057473104509100405,0.04310482838182529,On,0.00024434795066310093,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,3424.5359333333336,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1346.0756133333334,Off,0.0,0.0,38.11344454083431,51.666666666666686,46.10666666666668,0.0,50.88158606231192,0.0,0.0,0.0,38.11344454083431,47.92750987749978,50.88158606231192,46.45047178509372,12.43753247303448,15.27913556235005,0.0,2.8,-180.12399706827716,-390.3101892296734,-0.0,-0.0,235.21617119514104,0.0,2.0,0.02399980618149017,0.0,0,0.4465987359553177,131.99922844444444,-25.029979033744794,0.28788181907364135,7.353812425869515,0.0030330461267728715,51.97127644023816,1.2418098803784658
2025-01-01 00:03:00,0.12724006006633365,0.07392179643396067,0.00024434795066310093,0.0021206676677722274,0.001232029940566011,4.072465844385015e-06,0.014030078447376002,0.0,0.09320998161895763,0.0,0.020000000000000004,0.00024434795066310093,0.0,0.0,0.06808846310062733,0.0,0.005833333333333337,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004654961622807018,0.0,On,0.009375116824568985,0,On,0.002425364151454514,0,On,0.057473104509100405,0.04310482838182529,On,0.00024434795066310093,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,3424.5359333333336,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1346.0756133333334,Off,0.0,0.0,38.16817907940217,51.666666666666686,46.10666666666668,0.0,50.8776764766895,0.0,0.0,0.0,38.16817907940217,47.9243005359214,50.8776764766895,46.44761256553735,12.43753247303448,15.22885784427364,0.0,2.8,-179.89637790206837,-388.1376980215496,-0.0,-0.0,235.21617119514104,0.0,2.0,0.023962766346586877,0.0,0,0.4459094827454079,131.99922844444444,-26.974851075659828,0.2888470504775456,7.329359635511416,0.0030333987419164116,52.024195135180506,1.242026120917551
2025-01-01 00:04:00,0.12724006006633365,0.07392179643396067,0.00024434795066310093,0.0021206676677722274,0.001232029940566011,4.072465844385015e-06,0.014030078447376002,0.0,0.09320998161895763,0.0,0.020000000000000004,0.00024434795066310093,0.0,0.0,0.06808846310062733,0.0,0.005833333333333337,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004654961622807018,0.0,On,0.009375116824568985,0,On,0.002425364151454514,0,On,0.057473104509100405,0.04310482838182529,On,0.00024434795066310093,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,3424.5359333333336,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1346.0756133333334,Off,0.0,0.0,38.2214212629976,51.666666666666686,46.10666666666668,0.0,50.87376205224753,0.0,0.0,0.0,38.2214212629976,47.92108658542266,50.87376205224753,46.44474885201022,12.43753247303448,15.17985813954046,0.0,2.8,-178.31239772834869,-386.0249087784779,-0.0,-0.0,235.21617119514104,0.0,2.0,0.023926656180842568,0.0,0,0.4452375292198423,131.99922844444444,-27.5036601450118,0.28979209216996754,7.306134642510335,0.003033751654649265,52.07516973179475,1.242236930446621
2025-01-01 00:05:00,0.12724006006633365,0.07392179643396067,0.00024434795066310093,0.0021206676677722274,0.001232029940566011,4.072465844385015e-06,0.014030078447376002,0.0,0.09320998161895763,0.0,0.020000000000000004,0.00024434795066310093,0.0,0.0,0.06808846310062733,0.0,0.005833333333333337,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004654961622807018,0.0,On,0.009375116824568985,0,On,0.002425364151454514,0,On,0.057473104509100405,0.04310482838182529,On,0.00024434795066310093,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,3424.5359333333336,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1346.0756133333334,Off,0.0,0.0,38.27317678822786,51.666666666666686,46.10666666666668,0.0,50.86984292395054,0.0,0.0,0.0,38.27317678822786,47.917868151667264,50.86984292395054,46.44188076552563,12.43753247303448,15.132131678169687,0.0,2.8,-175.6917079003665,-383.97127365654956,-0.0,-0.0,235.21617119514104,0.0,2.0,0.02389147314560555,0.0,0,0.4445828281382959,131.99922844444444,-26.936605438957976,0.29071678581435895,7.283059881206017,0.0030341048532262476,52.12420357215226,1.242442323959174
2025-01-01 00:06:00,0.12724006006633365,0.07392179643396067,0.00024434795066310093,0.0021206676677722274,0.001232029940566011,4.072465844385015e-06,0.014030078447376002,0.0,0.09320998161895763,0.0,0.020000000000000004,0.00024434795066310093,0.0,0.0,0.06808846310062733,0.0,0.005833333333333337,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004654961622807018,0.0,On,0.009375116824568985,0,On,0.002425364151454514,0,On,0.057473104509100405,0.04310482838182529,On,0.00024434795066310093,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,3424.5359333333336,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1346.0756133333334,Off,0.0,0.0,38.323463572144725,51.666666666666686,46.10666666666668,0.0,50.86591922624658,0.0,0.0,0.0,38.323463572144725,47.91464535983926,50.86591922624658,46.4390084266356,12.43753247303448,15.085663186500803,0.0,2.8,-172.80752038333281,-381.975804373843,-0.0,-0.0,235.21617119514104,0.0,2.0,0.023857206918604136,0.0,0,0.4439451874194892,131.99922844444444,-26.04788720463085,0.29162117604333165,7.261200042650616,0.003034458325930302,52.171316797336836,1.2426423618995623
2025-01-01 00:07:00,0.12724006006633365,0.07392179643396067,0.00024434795066310093,0.0021206676677722274,0.001232029940566011,4.072465844385015e-06,0.014030078447376002,0.0,0.09320998161895763,0.0,0.020000000000000004,0.00024434795066310093,0.0,0.0,0.06808846310062733,0.0,0.005833333333333337,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004654961622807018,0.0,On,0.009375116824568985,0,On,0.002425364151454514,0,On,0.057473104509100405,0.04310482838182529,On,0.00024434795066310093,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,3424.5359333333336,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1346.0756133333334,Off,0.0,0.0,38.37233028511978,51.666666666666686,46.10666666666668,0.0,50.86199109196228,0.0,0.0,0.0,38.37233028511978,47.91141833361396,50.86199109196228,46.4361319544398,12.43753247303448,15.040410958013357,-0.015144597542242622,2.8,-169.997137932712,-380.03639449366773,-0.0,-0.0,235.21617119514104,0.0,2.0,0.02382382763182274,0.0,0,0.44332405126651636,131.99922844444444,-25.176914634185312,0.2925058138333165,7.239463118477474,0.00303481206117312,52.216571784509455,1.2428372189279728
2025-01-01 00:08:00,0.12724006006633365,0.07392179643396067,0.00024434795066310093,0.0021206676677722274,0.001232029940566011,4.072465844385015e-06,0.014030078447376002,0.0,0.09320998161895763,0.0,0.020000000000000004,0.00024434795066310093,0.0,0.0,0.06808846310062733,0.0,0.005833333333333337,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004654961622807018,0.0,On,0.009375116824568985,0,On,0.002425364151454514,0,On,0.057473104509100405,0.04310482838182529,On,0.00024434795066310093,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,3424.5359333333336,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1346.0756133333334,Off,0.0,0.0,38.41983706612093,51.666666666666686,46.10666666666668,0.0,50.85805864952242,0.0,0.0,0.0,38.41983706612093,47.9081871925684,50.85805864952242,46.43325146409139,12.43753247303448,14.996323425017408,-0.05923213053819154,2.8,-167.3079807041289,-378.15053805103946,-0.0,-0.0,235.21617119514104,0.0,2.0,0.023791298074325718,0.0,0,0.4427187272422516,131.99922844444444,-24.373613848230498,0.2933714515270174,7.218356617948995,0.003035166047748503,52.26004687224692,1.2430271126009225
2025-01-01 00:09:00,0.12724006006633365,0.07392179643396067,0.00024434795066310093,0.0021206676677722274,0.001232029940566011,4.072465844385015e-06,0.014030078447376002,0.0,0.09320998161895763,0.0,0.020000000000000004,0.00024434795066310093,0.0,0.0,0.06808846310062733,0.0,0.005833333333333337,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004654961622807018,0.0,On,0.009375116824568985,0,On,0.002425364151454514,0,On,0.057473104509100405,0.04310482838182529,On,0.00024434795066310093,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,3424.5359333333336,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1346.0756133333334,Off,0.0,0.0,38.46604305927431,51.666666666666686,46.10666666666668,0.0,50.854122021913014,0.0,0.0,0.0,38.46604305927431,47.904952051215616,50.854122021913014,46.43036706586692,12.43753247303448,14.953349869921022,-0.1022056856345781,2.8,-164.7279443439689,-376.31578948941535,-0.0,-0.0,235.21617119514104,0.0,2.0,0.0237595815919783,0.0,0,0.442128533270759,131.99922844444444,-23.62832604969459,0.29421884233152296,7.197852991433684,0.0030355202749276595,52.30181931805745,1.2432122571993887
