Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,1.1231801647021684,0.09423731797769823,0.8272916666666668,1.1231801647021682,0.09423731797769823,0.8272916666666666,0.02221478727067304,0.007382,0.1284097663203841,0.9651736111111112,0.0,0.8272916666666668,0.0,0.0,0.09423731797769823,0.0,1.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.004671815606725146,0.0,0.0003579217518145452,0.0,0.01290511447011927,0.0,0.004279935442014078,0.0,0.002760009016786402,0.0,0.09233824434519496,0.06925368325889619,17739.583481680802,21.111111111111143,0.5866666666666666,2622.013166467344,24.2455287962963,0.9651736111111112,0.7333333333333333,19396.423037037035,26449.667777777777,0.0,0.0,3.080605489024101e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.080605489024101e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,20.860718190993964,-0.05276765749282184,2.8211246901670504,2.652501074363468,2.8,9.236100170605994,5391.205939211822,241.22269316198745,241.8329093731489,-8786.68081784321,0.0,0.0,210.1604907091157,0.0,1.0,0.3732508272559561,0.0,0.0,2.582866473167342,65.99961422222222,-223.9405189987289,0.17259291859196235,9.453654241895057,0.0025805977054115053,-213.90036110679713,1.218510143790476,0.0,0.0,29.18869312212961,1.0873669091327998,203.091218977174,38.74169039597488
2025-01-01 01:00:00,0.5077956018188148,0.09361272710972816,0.30083333333333334,0.5077956018188148,0.09361272710972816,0.30083333333333334,0.021864401100168653,0.007382,0.127576978496424,0.35097222222222224,0.0,0.30083333333333334,0.0,0.0,0.09361272710972816,0.0,1.0,0.0,0.0,0.0,0.0,0.032478725134442644,0.024359043850831975,0.0,0.0,0.004321429436220759,0.0,0.0003579217518145452,0.0,0.01290511447011927,0.0,0.004279935442014078,0.0,0.002760009016786402,0.0,0.09233824434519496,0.06925368325889619,6450.7576297021105,17.77777777777783,0.21333333333333332,953.4593332608523,8.816555925925927,0.35097222222222224,0.26666666666666666,7053.244740740741,26449.667777777777,0.0,0.0,3.376827351470663e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.376827351470663e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,17.89850130874437,-0.04971211870190935,2.689574166945557,3.331976566391065,2.5,9.236100170605994,-1240.2997747556697,-1026.9522310440864,-1145.391235101981,-6494.867908411153,0.0,0.0,208.97731671465124,0.0,1.0,0.32283811176787525,0.0,0.0,2.234014432804154,65.99961422222222,-115.01528682085657,0.20556167703856318,8.04034707315322,0.0025526785867542295,-134.68584442324752,1.2310010866226337,0.0,0.0,33.51521217080917,1.0873669091327998,-1180.4779675023417,35.08673240036085
2025-01-01 02:00:00,0.9018065639948548,0.09298813624175813,0.6392708333333333,0.9018065639948548,0.09298813624175813,0.6392708333333333,0.021864401100168653,0.007382,0.12674419067246395,0.7458159722222223,0.0,0.6392708333333333,0.0,0.0,0.09298813624175813,0.0,1.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.004321429436220759,0.0,0.0003579217518145452,0.0,0.01290511447011927,0.0,0.004279935442014078,0.0,0.002760009016786402,0.0,0.09233824434519496,0.06925368325889619,13707.859963116985,17.77777777777783,0.4533333333333333,2026.101083179311,18.735181342592593,0.7458159722222223,0.5666666666666667,14988.145074074073,26449.667777777777,0.0,0.0,3.415950588663779e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.415950588663779e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,17.50725689030056,-0.050654041678735065,2.0512737605377707,2.7806726754407567,1.6500000000000001,9.236100170605994,4726.158209233165,-1284.9359932717446,-1575.1748525529088,-6284.017893917155,0.0,0.0,208.1445288906912,0.0,1.0,0.30261040587391724,0.0,0.0,2.094040293251166,65.99961422222222,-164.2563962339591,0.20928139226071465,7.839002652748017,0.0025385882679769913,-43.711449614977106,1.2326597307090887,0.0,0.0,36.61490808419583,1.0873669091327998,-1609.464066675983,34.289214123074196
2025-01-01 03:00:00,0.791061365946114,0.09236354537378808,0.5452604166666667,0.791061365946114,0.09236354537378808,0.5452604166666667,0.021630810319832394,0.007382,0.12591140284850386,0.6361371527777778,0.0,0.5452604166666667,0.0,0.0,0.09236354537378808,0.0,1.0,0.0,0.0,0.0,0.0,0.030813149486522508,0.023109862114891876,0.0,0.0,0.004087838655884502,0.0,0.0003579217518145452,0.0,0.01290511447011927,0.0,0.004279935442014078,0.0,0.002760009016786402,0.0,0.09233824434519496,0.06925368325889619,11691.998203835075,17.77777777777783,0.38666666666666666,1728.1450415352947,15.98000761574074,0.6361371527777778,0.48333333333333334,12784.006092592592,26449.667777777777,0.0,0.0,3.422619050199829e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.422619050199829e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,17.440572623390796,-0.07334040121328224,1.9412739575278573,2.478649453625173,1.6500000000000001,9.236100170605994,2910.9195414535047,-684.0828721609291,-1171.3168349157445,-6462.476796259928,0.0,0.0,207.07815028639484,0.0,1.0,0.3128638361272052,0.0,0.0,2.1649932270487278,65.99961422222222,-187.2803756410212,0.20958200658891044,7.798594362016043,0.0025315135009707024,-152.8083167800742,1.2329479117047033,0.0,0.0,35.94874890288454,1.0873669091327998,-1205.0806798278284,33.763844912083854
2025-01-01 04:00:00,0.9876504531221539,0.09173895450581801,0.7144791666666667,0.9876504531221539,0.09173895450581801,0.7144791666666667,0.021630810319832394,0.007382,0.1250786150245438,0.8335590277777778,0.0,0.7144791666666667,0.0,0.0,0.09173895450581801,0.0,1.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.004087838655884502,0.0,0.0003579217518145452,0.0,0.01290511447011927,0.0,0.004279935442014078,0.0,0.002760009016786402,0.0,0.09233824434519496,0.06925368325889619,15320.549370542512,17.77777777777783,0.5066666666666666,2264.465916494524,20.939320324074075,0.8335590277777778,0.6333333333333333,16751.45625925926,26449.667777777777,0.0,0.0,3.42089104599097e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.42089104599097e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,17.457888243976598,-0.0659076598691972,1.0327253991763174,2.1654002766175298,0.55,9.236100170605994,5083.074874772428,-1992.403197057869,-2278.208365962193,-7183.669393552152,0.0,0.0,206.24536246243477,0.0,1.0,0.32307547281356724,0.0,0.0,2.2356569526384997,65.99961422222222,-195.9405905718635,0.20697650367007206,7.770407441025051,0.00250380836765237,26.317246708010128,1.2323164209090867,0.0,0.0,42.953305377058086,1.0873669091327998,-2312.1682085632715,33.95984260107848
2025-01-01 05:00:00,0.9881176346828264,0.09173895450581801,0.7144791666666667,0.9881176346828264,0.09173895450581801,0.7144791666666667,0.02209799188050491,0.007382,0.1250786150245438,0.8335590277777778,0.0,0.7144791666666667,0.0,0.0,0.09173895450581801,0.0,1.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.004555020216557017,0.0,0.0003579217518145452,0.0,0.01290511447011927,0.0,0.004279935442014078,0.0,0.002760009016786402,0.0,0.09233824434519496,0.06925368325889619,15320.549370542512,17.77777777777783,0.5066666666666666,2264.465916494524,20.939320324074075,0.8335590277777778,0.6333333333333333,16751.45625925926,26449.667777777777,0.0,0.0,3.412831429609279e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.412831429609279e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,17.5385004310364,-0.04155426720264981,0.14407002029401936,0.872281808286969,-0.25000000000000006,9.236100170605994,4647.123352442089,-1236.7752517776457,-1589.7083854140865,-7613.630157776836,0.0,0.0,206.71254402310726,0.0,1.0,0.32499573369182505,0.0,0.0,2.2489450074263484,65.99961422222222,-202.3985302381905,0.20811478070670342,7.838556802678411,0.002531877636730537,55.05181318692333,1.2313354760527828,0.0,0.0,44.84463385436254,1.0873669091327998,-1627.0909555038374,37.382570089750956
2025-01-01 06:00:00,1.0291049279793831,0.1103939774522903,0.6806110464810821,1.029104927979383,0.1103939774522903,0.6806110464810821,0.09657239613395772,0.007382,0.15739879573431417,0.767751736111111,0.022538129814415376,0.6580729166666667,0.0,0.0,0.1103939774522903,0.0,1.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.00513899716739766,0.0,0.001865476554335647,0.0,0.06726103779101718,0.0,0.022306884621207244,0.0,0.01020682579792707,0.0,0.11554603262590453,0.08665952446942837,14111.032314973365,17.77777777777783,0.4666666666666666,2085.6922915081145,19.286216087962963,0.767751736111111,0.5833333333333334,15428.97287037037,26449.667777777777,498.30192691950197,67.50229299911975,3.420751517542916e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.18219952031025333,498.30192691950197,498.30192691950197,3.420751517542916e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,17.459250784671372,-0.06705801298817698,0.6925541305873842,1.5184814479948572,0.3,9.236100170605994,4120.600721406594,-1302.2371964412296,-1705.4103384221985,-7272.614539771349,0.0,0.0,311.8825838066808,0.0,1.0,0.32246725168582796,0.0,0.0,2.231448110100469,65.99961422222222,-207.49317460743038,0.2076848370166621,7.77917668884629,0.0025139023016294755,-137.22439056425964,1.2316848151505728,0.0,0.0,43.01019343494386,1.0873669091327998,-1741.0692621123392,35.65892369014079
2025-01-01 07:00:00,1.2337768986636113,0.120453903588606,0.776767565344689,1.2337768986636113,0.120453903588606,0.776767565344689,0.15050558658282964,0.007382,0.17652299263633714,0.8993663194444445,0.005882148678022308,0.7708854166666668,0.0,0.0,0.120453903588606,0.0,1.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.004788610996893274,0.0,0.002973001163652257,0.0,0.1071935978806053,0.0,0.0355503765416788,0.0,0.01591778785152912,0.0,0.12729369182640532,0.09547026886980396,16530.066426111658,17.77777777777783,0.5466666666666666,2443.239541480934,22.592424560185187,0.8993663194444445,0.6833333333333333,18073.939648148145,26449.667777777777,130.05009931262336,17.61719037017385,3.419948198105279e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.04755162368635311,130.05009931262336,130.05009931262336,3.419948198105279e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,17.46731027549759,-0.05892000166307797,-0.07025910220733277,0.9049747433362457,-0.55,9.236100170605994,5512.5125378474495,-1722.077531180045,-2048.0810053139808,-7889.955803052994,0.0,0.0,384.1176350135407,6.511672380224164,1.0,0.3320045161399741,0.0,0.0,2.2974452326934554,65.99961422222222,-205.70243500242393,0.2068011815143011,7.771893640380901,0.0025044752405187706,61.00746592785067,1.2316575743864646,0.0,0.0,47.09319846851721,1.0873669091327998,-2085.263668452663,37.1826631386817
2025-01-01 08:00:00,1.2848218763591202,0.1254222530595584,0.8091599051311391,1.2848218763591202,0.1254222530595584,0.8091599051311391,0.16864201833569545,0.007382,0.18749577469009127,0.9213020833333334,0.01947240513113914,0.7896875,0.0,0.0,0.1254222530595584,0.0,1.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.003620657095211988,0.0,0.003366860292170291,0.0,0.12139445913829232,0.0,0.040260041810020866,0.0,0.020266103944013358,0.0,0.13308536996371514,0.09981402747278632,16933.23877796804,17.77777777777783,0.5599999999999999,2502.830749809737,23.143459305555556,0.9213020833333334,0.7,18514.767444444446,26449.667777777777,430.52094732357557,58.320366746623634,3.4182482651740676e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.1574160280109513,430.52094732357557,430.52094732357557,3.4182482651740676e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,17.484281785597172,-0.05300770379147254,-0.9176869149542828,0.13101952513199036,-1.4,9.236100170605994,5237.854617667615,-1799.8097870896431,-2161.3999534073946,-8594.046838220018,0.0,0.0,412.8214313505489,375.96426755794965,1.0,0.3442134610008715,0.0,0.0,2.3819301743231662,65.99961422222222,-127.51099783734753,0.2091737151461448,7.819710447228931,0.002534847845193428,352.40232552160097,1.2321415938711935,0.0,0.0,51.13248012566791,1.0873669091327998,-2200.6945441927173,39.29459078532263
2025-01-01 09:00:00,1.2745634896796847,0.12640807061484516,0.7708854166666668,1.2745634896796845,0.12640807061484516,0.7708854166666667,0.17496910989657252,0.007382,0.19284606033866758,0.8993663194444445,0.0,0.7708854166666668,0.0,0.0,0.12640807061484516,0.0,1.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0029198847542032157,0.0,0.0035102467951791607,0.0,0.12656435793717377,0.0,0.04197462041001636,0.0,0.024301966185540643,0.0,0.13439979337076416,0.10079984502807308,16530.066426111658,17.77777777777783,0.5466666666666666,2443.239541480934,22.592424560185187,0.8993663194444445,0.6833333333333333,18073.939648148145,26449.667777777777,0.0,0.0,3.414770790281333e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.414770790281333e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,17.519052306195015,-0.04908078412768712,-0.47571831204098713,0.21764022362544821,-0.85,9.236100170605994,5468.158561947261,-1180.2021879933866,-1499.4842200323071,-8217.369760313182,0.0,0.0,424.4067989215089,1136.6746836074858,1.0,0.3385065916170443,0.0,0.0,2.3424390854310184,65.99961422222222,37.06838244960854,0.2149533855719407,7.928753879256471,0.0026096221632953883,618.340310007472,1.2325567845361836,0.0,0.0,46.54581471592965,1.0873669091327998,-1537.6433185580331,38.15909852572598
