Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,1.4741523869243904,0.09423731797769823,1.128125,0.02456920644873984,0.0015706219662949704,0.018802083333333334,0.02221478727067304,0.007382,0.1284097663203841,1.3161458333333333,0.0,1.128125,0.0,0,0.09423731797769823,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004671815606725145,0.0,On,0.0003579217518145452,0.0,On,0.01290511447011927,0,On,0.004279935442014078,0.0,On,0.002760009016786402,0,On,0.09233824434519496,0.06925368325889619,On,On,24190.341111382913,21.111111111111143,0.7999999999999999,3575.472499728196,33.062084722222224,1.3161458333333333,1,26449.667777777777,26449.667777777777,Off,0.0,0.0,3.0501214472640942e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.0501214472640942e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,21.165784319706663,0.0,-2.125137746233132,-0.9741427337729068,2.8,9.236100170605994,10364.728282632437,8473.121658879529,5397.76545527481,-9006.06065820472,-0.0,-0.0,210.1604907091157,0.0,1.0,0.37627705472984296,0.0,0,2.6038077301230036,65.99961422222222,-191.64443897828954,0.1699484720467642,9.587525411355095,0.0025973100297774507,-236.07203760071383,1.2137467889185503,0,0,59.58093687474967,1.0873669091327998,5348.254742595813,49.51071267899678
2025-01-01 00:01:00,1.4741523869243904,0.09423731797769823,1.128125,0.02456920644873984,0.0015706219662949704,0.018802083333333334,0.02221478727067304,0.007382,0.1284097663203841,1.3161458333333333,0.0,1.128125,0.0,0,0.09423731797769823,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004671815606725145,0.0,On,0.0003579217518145452,0.0,On,0.01290511447011927,0,On,0.004279935442014078,0.0,On,0.002760009016786402,0,On,0.09233824434519496,0.06925368325889619,On,On,24190.341111382913,21.111111111111143,0.7999999999999999,3575.472499728196,33.062084722222224,1.3161458333333333,1,26449.667777777777,26449.667777777777,Off,0.0,0.0,3.0452668535000765e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.0452668535000765e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,21.214037525110545,0.0,-1.2746083345968673,-0.5462205100371424,2.8,9.236100170605994,10314.820038469805,8465.770994772916,4789.95068339345,-9041.168421392258,-0.0,-0.0,210.1604907091157,0.0,1.0,0.37675401022945426,0.0,0,2.6071082248015967,65.99961422222222,-206.4449199533849,0.16990114579859902,9.632848741970058,0.0025967006324254032,-235.70878593009223,1.217093205374015,0,0,52.23027276813838,1.0873669091327998,4741.855561643517,48.09512174993369
2025-01-01 00:02:00,1.4741523869243904,0.09423731797769823,1.128125,0.02456920644873984,0.0015706219662949704,0.018802083333333334,0.02221478727067304,0.007382,0.1284097663203841,1.3161458333333333,0.0,1.128125,0.0,0,0.09423731797769823,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004671815606725145,0.0,On,0.0003579217518145452,0.0,On,0.01290511447011927,0,On,0.004279935442014078,0.0,On,0.002760009016786402,0,On,0.09233824434519496,0.06925368325889619,On,On,24190.341111382913,21.111111111111143,0.7999999999999999,3575.472499728196,33.062084722222224,1.3161458333333333,1,26449.667777777777,26449.667777777777,Off,0.0,0.0,3.040610406420304e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.040610406420304e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,21.26058126778286,0.0,-0.44677553031357486,-0.16088354525189352,2.8,9.236100170605994,10266.372447834756,8459.193572473534,4242.749511607786,-9075.084048466417,-0.0,-0.0,210.1604907091157,0.0,1.0,0.3772138520128792,0.0,0,2.6102902939053725,65.99961422222222,-220.97688351427468,0.16937722040894426,9.653086490698007,0.002596093845741905,-235.3337280858757,1.2169012393820153,0,0,45.65285046875627,1.0873669091327998,4195.8030154670305,46.94649614075615
2025-01-01 00:03:00,1.4741523869243904,0.09423731797769823,1.128125,0.02456920644873984,0.0015706219662949704,0.018802083333333334,0.02221478727067304,0.007382,0.1284097663203841,1.3161458333333333,0.0,1.128125,0.0,0,0.09423731797769823,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004671815606725145,0.0,On,0.0003579217518145452,0.0,On,0.01290511447011927,0,On,0.004279935442014078,0.0,On,0.002760009016786402,0,On,0.09233824434519496,0.06925368325889619,On,On,24190.341111382913,21.111111111111143,0.7999999999999999,3575.472499728196,33.062084722222224,1.3161458333333333,1,26449.667777777777,26449.667777777777,Off,0.0,0.0,3.036152106024777e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.036152106024777e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,21.30549145982635,0.0,0.3596870312129777,0.18616153342373198,2.8,9.236100170605994,10219.13251269273,8452.762659781798,3749.923264902098,-9107.857357749597,-0.0,-0.0,210.1604907091157,0.0,1.0,0.377657353161968,0.0,0,2.613359287100147,65.99961422222222,-235.4435093731213,0.16887204639069034,9.673200676033101,0.0025954879290040907,-234.94547445728108,1.2167160833764663,0,0,39.221937777020166,1.0873669091327998,3704.0130597474767,45.910205154621245
2025-01-01 00:04:00,0.15800655359105711,0.09423731797769823,0.0,0.002633442559850952,0.0015706219662949704,0.0,0.02221478727067304,0.007382,0.1284097663203841,0.0,0.0,0.0,0.0,0,0.09423731797769823,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004671815606725145,0.0,On,0.0003579217518145452,0.0,On,0.01290511447011927,0,On,0.004279935442014078,0.0,On,0.002760009016786402,0,On,0.09233824434519496,0.06925368325889619,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,26449.667777777777,Off,0.0,0.0,3.0317928789713733e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.0317928789713733e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,21.348836572354923,0.0,1.145863691017728,0.4987666743867063,2.8,9.236100170605994,-9173.546019654063,33.030475002415926,3306.0114614866325,-9139.533245224799,-0.0,-0.0,210.1604907091157,0.0,1.0,0.37808521114408433,0.0,0,2.616320030805418,65.99961422222222,-244.1732651383797,0.16838474353763602,9.691670654586897,0.0025948829198534527,-234.54469914784738,1.2165374482875135,0,0,33.030475002415926,1.0873669091327998,3261.0271830464876,44.984278440144834
2025-01-01 00:05:00,0.15800655359105711,0.09423731797769823,0.0,0.002633442559850952,0.0015706219662949704,0.0,0.02221478727067304,0.007382,0.1284097663203841,0.0,0.0,0.0,0.0,0,0.09423731797769823,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004671815606725145,0.0,On,0.0003579217518145452,0.0,On,0.01290511447011927,0,On,0.004279935442014078,0.0,On,0.002760009016786402,0,On,0.09233824434519496,0.06925368325889619,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,26449.667777777777,Off,0.0,0.0,3.0536385509094544e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.0536385509094544e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,21.130362658654892,0.0,1.2330306120117436,0.7803952221537753,2.8,9.236100170605994,-9001.28587481892,33.030647173191284,2906.093886711965,-8980.323489934006,-0.0,-0.0,210.1604907091157,0.0,1.0,0.3759267861132416,0.0,0,2.6013838987464637,65.99961422222222,-231.1228755940292,0.17061748325329565,9.592330378150717,0.0025942788540537524,-232.18028817942536,1.217441050420411,0,0,33.030647173191284,1.0873669091327998,2861.937555945959,44.15633076600564
2025-01-01 00:06:00,0.15800655359105711,0.09423731797769823,0.0,0.002633442559850952,0.0015706219662949704,0.0,0.02221478727067304,0.007382,0.1284097663203841,0.0,0.0,0.0,0.0,0,0.09423731797769823,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004671815606725145,0.0,On,0.0003579217518145452,0.0,On,0.01290511447011927,0,On,0.004279935442014078,0.0,On,0.002760009016786402,0,On,0.09233824434519496,0.06925368325889619,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,26449.667777777777,Off,0.0,0.0,3.074790709452676e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.074790709452676e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.918869882837253,0.0,1.319835421185363,1.0341606334230082,2.8,9.236100170605994,-8835.966385210631,32.652394481265304,2545.748187468141,-8827.266375874693,-0.0,-0.0,210.1604907091157,0.0,1.0,0.3738328607151162,0.0,0,2.586894099091116,65.99961422222222,-218.86050004505395,0.17280993380217827,9.495693865465057,0.002593681321579992,-229.88076615957914,1.2183170671172785,0,0,32.652394481265304,1.0873669091327998,2502.3321673679034,43.41602010023759
2025-01-01 00:07:00,0.15800655359105711,0.09423731797769823,0.0,0.002633442559850952,0.0015706219662949704,0.0,0.02221478727067304,0.007382,0.1284097663203841,0.0,0.0,0.0,0.0,0,0.09423731797769823,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004671815606725145,0.0,On,0.0003579217518145452,0.0,On,0.01290511447011927,0,On,0.004279935442014078,0.0,On,0.002760009016786402,0,On,0.09233824434519496,0.06925368325889619,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,26449.667777777777,Off,0.0,0.0,3.095298891272099e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.095298891272099e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.714024514529207,0.0,1.405985192399686,1.2628619221368282,2.8,9.236100170605994,-8676.87112760547,32.40522582182763,2220.9985786276998,-8680.02217935284,-0.0,-0.0,210.1604907091157,0.0,1.0,0.37180054220942005,0.0,0,2.572830614303283,65.99961422222222,-207.00943896174653,0.17496301946871518,9.401613795232267,0.0025930901324830954,-227.64322572784653,1.2191667610862544,0,0,32.40522582182763,1.0873669091327998,2178.244596154424,42.753982473275606
2025-01-01 00:08:00,0.15800655359105711,0.09423731797769823,0.0,0.002633442559850952,0.0015706219662949704,0.0,0.02221478727067304,0.007382,0.1284097663203841,0.0,0.0,0.0,0.0,0,0.09423731797769823,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004671815606725145,0.0,On,0.0003579217518145452,0.0,On,0.01290511447011927,0,On,0.004279935442014078,0.0,On,0.002760009016786402,0,On,0.09233824434519496,0.06925368325889619,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,26449.667777777777,Off,0.0,0.0,3.115113559696662e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.115113559696662e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.51552148134439,-0.09558962976675289,1.4913120332047536,1.469015463522745,2.8,9.236100170605994,-8524.043383446959,32.2046474698905,1928.27074715455,-8538.28064646813,-0.0,-0.0,210.1604907091157,0.0,1.0,0.36982718581134943,0.0,0,2.559175142679394,65.99961422222222,-195.92322768794378,0.17707756344157133,9.310712709070181,0.0025925051057316666,-225.46499112537776,1.2199912870539737,0,0,32.2046474698905,1.0873669091327998,1886.1089422603936,42.161804894156326
2025-01-01 00:09:00,0.15800655359105711,0.09423731797769823,0.0,0.002633442559850952,0.0015706219662949704,0.0,0.02221478727067304,0.007382,0.1284097663203841,0.0,0.0,0.0,0.0,0,0.09423731797769823,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004671815606725145,0.0,On,0.0003579217518145452,0.0,On,0.01290511447011927,0,On,0.004279935442014078,0.0,On,0.002760009016786402,0,On,0.09233824434519496,0.06925368325889619,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,26449.667777777777,Off,0.0,0.0,3.13438332473955e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.13438332473955e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.323071001431376,-0.28804010967976623,1.575697421169751,1.6548835904526218,2.8,9.236100170605994,-8377.120822243534,32.031317932525866,1664.3512351768793,-8401.750464041877,-0.0,-0.0,210.1604907091157,0.0,1.0,0.3679102657396262,0.0,0,2.5459102060109475,65.99961422222222,-185.53084891077273,0.17915441162747658,9.221344518570543,0.0025919260684913693,-223.34351694340063,1.220791746056103,0,0,32.031317932525866,1.0873669091327998,1622.7193034810543,41.63193169582496
