Metric,Value
Total Electric Energy (kWh),795.7684668924605
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.105233981795084
Peak Electric Power (kW),7.462864945066529
Other Electric Energy (kWh),393.5996316787702
HVAC Heating Electric Energy (kWh),13.806652409814811
Lighting Electric Energy (kWh),41.38611537280881
Water Heating Electric Energy (kWh),308.6955624125927
HVAC Cooling Electric Energy (kWh),38.28050501847391
Average Temperature - Indoor (C),21.81304482802716
Unmet Heating Load (C-hours),8.280654028883529
Unmet Cooling Load (C-hours),2.669215547765878
Total Hot Water Unmet Demand (kWh),0.0
