Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.39097681312897953,0.18954915299582503,0.0,0.0065162802188163255,0.0031591525499304173,0.0,0.07345541161232272,0.0,0.2675214015166568,0.0,0.05,0.0,0.0,0.1749658196624917,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.052395543191270086,0,On,0.03423364196666786,0,On,0.1982230090674598,0.1486672568005948,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,3474.962350081048,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,5274.693857777778,Off,0.0,0.0,43.40844569313526,51.666666666666686,46.10666666666668,0.0,51.25140026443496,0.0,0.0,0.0,43.40844569313526,49.577763240612,51.25140026443496,48.74094472870052,12.43753247303448,12.331305757035878,0.0,2.8,418.1511604984489,-389.55766880162224,-0.0,-0.0,789.0985020498129,0.0,7.0,0.03136185226898828,0.0,0.0,0.4058550588693379,461.9972995555555,18.61032725025825,0.48025862700620575,7.293882634226929,0.0041974424543458335,179.12350126431946,1.2501014894307179
2025-01-01 00:01:00,0.39097681312897953,0.18954915299582503,0.0,0.0065162802188163255,0.0031591525499304173,0.0,0.07345541161232272,0.0,0.2675214015166568,0.0,0.05,0.0,0.0,0.1749658196624917,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.052395543191270086,0,On,0.03423364196666786,0,On,0.1982230090674598,0.1486672568005948,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,3474.962350081048,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,5274.693857777778,Off,0.0,0.0,43.42128393305649,51.666666666666686,46.10666666666668,0.0,51.24721290107273,0.0,0.0,0.0,43.42128393305649,49.574108033603174,51.24721290107273,48.7375555998684,12.43753247303448,12.316596881540667,0.0,2.8,413.8809018004405,-388.7603928378036,-0.0,-0.0,789.0985020498129,0.0,7.0,0.0313460402695428,0.0,0.0,0.40565043511463283,461.9972995555555,13.54279258843114,0.48222353153811875,7.309207888178643,0.004198282029326594,179.13242569537894,1.2538171653962773
2025-01-01 00:02:00,0.39097681312897953,0.18954915299582503,0.0,0.0065162802188163255,0.0031591525499304173,0.0,0.07345541161232272,0.0,0.2675214015166568,0.0,0.05,0.0,0.0,0.1749658196624917,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.052395543191270086,0,On,0.03423364196666786,0,On,0.1982230090674598,0.1486672568005948,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,3474.962350081048,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,5274.693857777778,Off,0.0,0.0,43.434325095597984,51.666666666666686,46.10666666666668,0.0,51.24302446048506,0.0,0.0,0.0,43.434325095597984,49.5704517455507,51.24302446048506,48.734165388083525,12.43753247303448,12.30171251980852,0.0,2.8,409.5718971661467,-387.954213829087,-0.0,-0.0,789.0985020498129,0.0,7.0,0.03133003896677812,0.0,0.0,0.40544336157765404,461.9972995555555,8.4276089454208,0.48279152340429654,7.303289438907498,0.0041991191579404,179.14278767386233,1.2538819123016287
2025-01-01 00:03:00,0.39097681312897953,0.18954915299582503,0.0,0.0065162802188163255,0.0031591525499304173,0.0,0.07345541161232272,0.0,0.2675214015166568,0.0,0.05,0.0,0.0,0.1749658196624917,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.052395543191270086,0,On,0.03423364196666786,0,On,0.1982230090674598,0.1486672568005948,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,3474.962350081048,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,5274.693857777778,Off,0.0,0.0,43.44755537620234,51.666666666666686,46.10666666666668,0.0,51.23883492432449,0.0,0.0,0.0,43.44755537620234,49.566794359367485,51.23883492432449,48.730774076888984,12.43753247303448,12.286664519098617,0.0,2.8,405.24324272852596,-387.139794516103,-0.0,-0.0,789.0985020498129,0.0,7.0,0.03131386108178149,0.0,0.0,0.4052340028825306,461.9972995555555,3.28453519481603,0.48336542548246886,7.296635831466365,0.004199956291748758,179.15426970013195,1.2539473848367675
2025-01-01 00:04:00,0.39097681312897953,0.18954915299582503,0.0,0.0065162802188163255,0.0031591525499304173,0.0,0.07345541161232272,0.0,0.2675214015166568,0.0,0.05,0.0,0.0,0.1749658196624917,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.052395543191270086,0,On,0.03423364196666786,0,On,0.1982230090674598,0.1486672568005948,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,3474.962350081048,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,5274.693857777778,Off,0.0,0.0,43.46096058187128,51.666666666666686,46.10666666666668,0.0,51.23464427549187,0.0,0.0,0.0,43.46096058187128,49.56313585912884,51.23464427549187,48.727381650947336,12.43753247303448,12.271465062011226,0.0,2.8,403.6399358014087,-386.317814037043,-0.0,-0.0,789.0985020498129,0.0,7.0,0.03129751969855554,0.0,0.0,0.40502252834989494,461.9972995555555,0.8592477886387684,0.48394487172360773,7.290547084856322,0.004200793435500408,179.16679595885518,1.2540135297006254
2025-01-01 00:05:00,0.39097681312897953,0.18954915299582503,0.0,0.0065162802188163255,0.0031591525499304173,0.0,0.07345541161232272,0.0,0.2675214015166568,0.0,0.05,0.0,0.0,0.1749658196624917,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.052395543191270086,0,On,0.03423364196666786,0,On,0.1982230090674598,0.1486672568005948,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,3474.962350081048,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,5274.693857777778,Off,0.0,0.0,43.47444757374516,51.666666666666686,46.10666666666668,0.0,51.23045249817145,0.0,0.0,0.0,43.47444757374516,49.55947623010522,51.23045249817145,48.723988096072105,12.43753247303448,12.256194183509322,0.0,2.8,403.826141228728,-385.49261481831,-0.0,-0.0,789.0985020498129,0.0,7.0,0.03128110085808098,0.0,0.0,0.40481005143972343,461.9972995555555,0.22025399722505767,0.4845273306371478,7.283774111511127,0.004201630593624661,179.17986235336653,1.2540799954274042
2025-01-01 00:06:00,0.39097681312897953,0.18954915299582503,0.0,0.0065162802188163255,0.0031591525499304173,0.0,0.07345541161232272,0.0,0.2675214015166568,0.0,0.05,0.0,0.0,0.1749658196624917,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.052395543191270086,0,On,0.03423364196666786,0,On,0.1982230090674598,0.1486672568005948,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,3474.962350081048,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,5274.693857777778,Off,0.0,0.0,43.48795419256995,51.666666666666686,46.10666666666668,0.0,51.22625958496865,0.0,0.0,0.0,43.48795419256995,49.5558154654098,51.22625958496865,48.72059340563038,12.43753247303448,12.240905300716468,0.0,2.8,404.1266043748064,-384.6670891832332,-0.0,-0.0,789.0985020498129,0.0,7.0,0.03126466199506093,0.0,0.0,0.4045973154169425,461.9972995555555,-0.3048084917733149,0.485111106979437,7.277634364489682,0.004202467768429461,179.19313204543764,1.2541465473758857
2025-01-01 00:07:00,0.39097681312897953,0.18954915299582503,0.0,0.0065162802188163255,0.0031591525499304173,0.0,0.07345541161232272,0.0,0.2675214015166568,0.0,0.05,0.0,0.0,0.1749658196624917,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.052395543191270086,0,On,0.03423364196666786,0,On,0.1982230090674598,0.1486672568005948,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,3474.962350081048,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,5274.693857777778,Off,0.0,0.0,43.50146934972383,51.666666666666686,46.10666666666668,0.0,51.22206553410898,0.0,0.0,0.0,43.50146934972383,49.55215356338991,51.22206553410898,48.71719757803038,12.43753247303448,12.225607942121632,0.0,2.8,404.69644155450715,-383.8417534423496,-0.0,-0.0,789.0985020498129,0.0,7.0,0.03124821336095973,0.0,0.0,0.4043844529461865,461.9972995555555,-0.5603070529561478,0.4856958995117688,7.270845876678921,0.004203304960805293,179.20654489003613,1.2542131436945656
2025-01-01 00:08:00,0.39097681312897953,0.18954915299582503,0.0,0.0065162802188163255,0.0031591525499304173,0.0,0.07345541161232272,0.0,0.2675214015166568,0.0,0.05,0.0,0.0,0.1749658196624917,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.052395543191270086,0,On,0.03423364196666786,0,On,0.1982230090674598,0.1486672568005948,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,3474.962350081048,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,5274.693857777778,Off,0.0,0.0,43.51497768210434,51.666666666666686,46.10666666666668,0.0,51.2178703448205,0.0,0.0,0.0,43.51497768210434,49.54849052332657,51.2178703448205,48.71380061257961,12.43753247303448,12.210315311048074,0.0,2.8,405.2047428868466,-383.0173203282562,-0.0,-0.0,789.0985020498129,0.0,7.0,0.03123176916058303,0.0,0.0,0.404171647852447,461.9972995555555,-0.8764388347101715,0.486281287714048,7.264700433913241,0.004204142171389448,179.22001742512293,1.2542797263618193
2025-01-01 00:09:00,0.39097681312897953,0.18954915299582503,0.0,0.0065162802188163255,0.0031591525499304173,0.0,0.07345541161232272,0.0,0.2675214015166568,0.0,0.05,0.0,0.0,0.1749658196624917,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.052395543191270086,0,On,0.03423364196666786,0,On,0.1982230090674598,0.1486672568005948,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,3474.962350081048,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,5274.693857777778,Off,0.0,0.0,43.528473963142915,51.666666666666686,46.10666666666668,0.0,51.21367401772031,0.0,0.0,0.0,43.528473963142915,49.54482634579446,51.21367401772031,48.710402509831546,12.43753247303448,12.19503190027958,0.0,2.8,405.77735861885475,-382.19403130108464,-0.0,-0.0,789.0985020498129,0.0,7.0,0.031215334233997447,0.0,0.0,0.40395896277123133,461.9972995555555,-1.127112129873538,0.4868671280140403,7.2585574617768245,0.00420497940046795,179.2335211325328,1.2543462756221293
