Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.31668247694747936,0.1851347802923802,0.0,0.31668247694747936,0.1851347802923802,0.0,0.01833552899239064,0.24834694795508871,0.0,0.05,0.0,0.0,0.0,0.17055144695904687,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.003103307748538012,0.0,0.015232221243852628,0.0,0.020945018676359468,0.0,0.1905839412720736,0.14293795595405515,0.0,0.0,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,291.89882666666665,0.0,21.0555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1441.6167955555554,0.0,0.0,78.66397902852823,51.66666666666668,46.10666666666668,0.0,48.65635572083432,0.0,0.0,0.0,122.91246723207536,48.69343480484443,48.711974346849495,48.65635572083432,12.43753247303448,19.374603802753207,-0.18095175280239306,2.8,50.43778306629761,-271.87238150558363,0.0,0.0,319.34121528065646,0.0,1.0,0.012586473957606847,0.0,0.0,0.23421453144638368,65.99961422222222,2.9689492912248117,0.19043061672193107,8.789840476691618,0.0025978380368602448,45.53479388774876,1.2246861499651576
2025-01-01 01:00:00,0.31552927916617257,0.1844444430172554,0.0,0.31552927916617257,0.1844444430172554,0.0,0.01810278091125029,0.2474264982549223,0.0,0.05,0.0,0.0,0.0,0.16986110968392207,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.0028705596673976605,0.0,0.015232221243852628,0.0,0.020945018676359468,0.0,0.1905839412720736,0.14293795595405515,0.0,0.0,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,291.89882666666665,0.0,21.0555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1441.6167955555554,0.0,0.0,76.04352620062959,51.66666666666668,46.10666666666668,0.0,47.69549444954439,0.0,0.0,0.0,118.8180096884837,47.72921992654869,47.74608266505084,47.69549444954439,12.43753247303448,19.387121272698934,-0.16843428285666603,2.5,60.84019423457816,-259.31114717036365,0.0,0.0,318.18801749934966,0.0,1.0,0.011785211663426302,0.0,0.0,0.21930429737850712,65.99961422222222,1.963323905592196,0.19166054971042742,8.817679470837977,0.002616602614851907,46.00867363757974,1.2246793282386477
2025-01-01 02:00:00,0.3146088294660062,0.1837541057421306,0.0,0.3146088294660062,0.1837541057421306,0.0,0.01810278091125029,0.2465060485547559,0.0,0.05,0.0,0.0,0.0,0.16917077240879727,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.0028705596673976605,0.0,0.015232221243852628,0.0,0.020945018676359468,0.0,0.1905839412720736,0.14293795595405515,0.0,0.0,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,291.89882666666665,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1441.6167955555554,0.0,0.0,73.58323690492202,51.66666666666668,46.10666666666668,0.0,46.76837381521776,0.0,0.0,0.0,114.97380766394066,46.79666827949702,46.810815511636655,46.76837381521776,12.43753247303448,19.371672569909904,-0.002760252603971776,1.6500000000000001,47.7043293872632,-257.60203799595126,0.0,-14.208329993469372,317.26756779918327,0.0,1.0,0.011104123401042224,0.0,0.0006134422117562496,0.21804551051688417,65.99961422222222,2.247129577500602,0.19325460703096736,8.832659268621962,0.002635905049113886,47.827720665404726,1.2247297364651948
2025-01-01 03:00:00,0.3135332143784129,0.1830637684670058,0.03871440426507711,0.3135332143784129,0.1830637684670058,0.03871440426507711,0.017947615523823388,0.24558559885458953,0.0,0.05,0.03871440426507711,0.0,0.0,0.16848043513367247,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.0027153942799707604,0.0,0.015232221243852628,0.0,0.020945018676359468,0.0,0.1905839412720736,0.14293795595405515,0.0,0.0,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,291.89882666666665,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1441.6167955555554,879.2133333333333,0.0,83.548364193478,51.66666666666668,46.10666666666668,0.0,50.37285591620948,0.0,0.0,879.2133333333333,130.54431905230936,50.40329549357488,50.41851528225758,50.37285591620948,12.43753247303448,19.320962593499054,0.0,1.6500000000000001,36.8905667424177,-265.93819589793685,0.0,-15.69586702320363,316.19195271159,0.0,1.0,0.01150827996071182,0.0,0.0006819716654765225,0.22684145555441057,65.99961422222222,2.3326769519682036,0.19529252185468576,8.831482352860125,0.0026553883479368667,42.322612968918136,1.2249276783100655
2025-01-01 04:00:00,0.37138231854236997,0.214165681181662,0.11614321279523132,0.3713823185423699,0.21416568118166196,0.11614321279523132,0.019507914048802207,0.3018744044935678,0.0,0.05,0.11614321279523132,0.0,0.0,0.19958234784832865,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.0027153942799707604,0.0,0.016792519768831445,0.0,0.03576460736246287,0.0,0.23297360792511485,0.17473020594383606,0.0,0.0,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,291.89882666666665,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1441.6167955555554,2637.64,0.0,83.16339577435397,51.66666666666668,46.10666666666668,0.0,51.738466133561275,0.9984987969468411,2733.2519862945965,2637.64,129.94280589742806,50.261975657979114,51.73949421835856,49.522702335390754,12.43753247303448,19.305014222814453,0.0,0.55,67.16088043235126,-291.1468308890313,0.0,-15.114490091990842,371.0737802098341,0.0,1.0,0.011815256951731712,0.0,0.0006276198001083453,0.2315424127593743,65.99961422222222,2.348421203539233,0.19661845630804117,8.839498632121567,0.0026720950441477672,48.151216890606584,1.2244072887866613
2025-01-01 05:00:00,0.4262766140853094,0.21772641318051747,0.0696859276771388,0.4262766140853094,0.21772641318051741,0.06968592767713878,0.04666773825348955,0.32960887583181986,0.0,0.05,0.0696859276771388,0.0,0.0,0.2031430798471841,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.003025725054824562,0.0,0.04364201319866498,0.0,0.058751436035574346,0.0,0.23772125059025545,0.17829093794269155,0.0,0.0,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,291.89882666666665,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1441.6167955555554,1582.5839999999998,0.0,82.96823040298635,51.66666666666668,46.10666666666668,0.0,51.626276405996485,0.5024898187569516,1366.9462710927276,1582.5839999999998,129.63786000466615,50.17372694838962,51.626276405996485,49.4474522195862,12.43753247303448,19.309258103959046,0.0,-0.25000000000000006,109.84144050348264,-303.9268397419256,0.0,-14.28590846707541,425.63574076621376,0.0,1.0,0.011803626155339418,0.0,0.0005587536377045551,0.2300444906605573,65.99961422222222,2.4184479462699278,0.19811434500759526,8.863268457230449,0.002694588351745764,49.72640888663707,1.2237584467219729
2025-01-01 06:00:00,0.44280335961680733,0.20988733523373054,0.0,0.44280335961680733,0.20988733523373054,0.0,0.06870672481866882,0.3240966347981385,0.0,0.05,0.0,0.0,0.0,0.1953040019003972,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.003413638523391813,0.0,0.06529308629527701,0.0,0.06369129893094215,0.0,0.2254282472608735,0.16907118544565508,0.0,0.0,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,291.89882666666665,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1441.6167955555554,0.0,0.0,82.08451287792398,51.66666666666668,46.10666666666668,0.0,51.52127248796515,0.05547618814313246,151.81174613354096,0.0,128.2570513717562,49.93475333175703,51.52127248796515,49.141493753652966,12.43753247303448,19.38036916744538,0.0,0.3,106.75579700611128,-295.92975104574145,0.0,-15.881931656175453,416.6231508418795,0.0,0.6,0.011803835430203143,0.0,0.0006339238652792062,0.23144718492614197,39.59976853333333,1.94432886614866,0.1983902156254062,8.914314537565044,0.0027103733527611916,20.266410119637975,1.2234493181516208
2025-01-01 07:00:00,0.3167600596411928,0.1851347802923802,0.0,0.3167600596411928,0.1851347802923802,0.0,0.01841311168610409,0.24834694795508871,0.0,0.05,0.0,0.0,0.0,0.17055144695904687,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.0031808904422514625,0.0,0.015232221243852628,0.0,0.020945018676359468,0.0,0.1905839412720736,0.14293795595405515,0.0,0.0,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,291.89882666666665,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1441.6167955555554,0.0,0.0,78.68840997264334,51.66666666666668,46.10666666666668,0.0,50.32475487442608,0.0,0.0,0.0,122.95064058225522,48.473349962400924,50.32475487442608,47.547647506388344,12.43753247303448,19.20252177060371,0.0,-0.55,-70.4231165726288,-313.8010397735874,0.0,-14.759868575379166,253.41918375214763,1.1876913500034978,0.0,0.012048610838819787,0.0,0.0005672604542157992,0.23476156973259515,0.0,4.718608024190162,0.20064598947806422,8.832527997060971,0.0027109826132153737,-4.11752561920162,1.2241931663779977
2025-01-01 08:00:00,0.3169046824042247,0.185825117567505,0.0,0.3169046824042247,0.185825117567505,0.0,0.017637284748969587,0.2492673976552551,0.0,0.05,0.0,0.0,0.0,0.17124178423417166,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.0024050635051169594,0.0,0.015232221243852628,0.0,0.020945018676359468,0.0,0.1905839412720736,0.14293795595405515,0.0,0.0,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,291.89882666666665,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1441.6167955555554,0.0,0.0,76.53854830570138,51.66666666666668,46.10666666666668,0.0,49.23093076603842,0.0,0.0,0.0,119.59148172765842,47.50555510088209,49.23093076603842,46.642867268303924,12.43753247303448,19.032159494964084,0.0,-1.4,-79.5181311681536,-334.894170553524,0.0,-14.10314243394942,253.5638065151795,69.16201074175373,0.0,0.01239877656650039,0.0,0.000522392891430218,0.24044268955083564,0.0,15.915375304140321,0.2029274946833253,8.757793533428874,0.0027115657263332357,7.841910428071175,1.2254819070901708
2025-01-01 09:00:00,0.31643918624194395,0.185825117567505,0.030971523412061684,0.31643918624194395,0.185825117567505,0.030971523412061684,0.017171788586688885,0.2492673976552551,0.0,0.05,0.030971523412061684,0.0,0.0,0.17124178423417166,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.0019395673428362575,0.0,0.015232221243852628,0.0,0.020945018676359468,0.0,0.1905839412720736,0.14293795595405515,0.0,0.0,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,291.89882666666665,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1441.6167955555554,703.3706666666666,0.0,86.91900803767867,51.66666666666668,46.10666666666668,0.0,51.48889859357429,0.0,0.0,703.3706666666666,135.81095005887292,51.31403008648017,51.52284082793686,51.192653598570544,12.43753247303448,18.970344880489375,0.0,-0.85,-50.405767070172395,-318.7470462782955,0.0,-13.466270287126049,253.0983103528988,145.6908683472113,0.0,0.012175810560834405,0.0,0.0005157105731652347,0.23616929457396588,0.0,28.709239142350295,0.20425385226895623,8.739790170679095,0.002717451383805873,20.76905745679317,1.2263519543663932
