Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.21575533965987306,0.1154467803221515,0.0,0.003595922327664551,0.0019241130053691917,0.0,0.04327497252353493,0.17248036713633813,0.0,0.0,0.0,0.0,0.1154467803221515,0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.0033593795687134496,0.0,On,0.019957796477410743,0,On,0.019957796477410743,0.0,On,0.01855132670680277,0,On,0.11218093019446146,0.08413569764584607,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,15446.312911111112,Off,0.0,0,48.62678828392943,51.666666666666686,46.10666666666668,0.0,50.14468636150435,0.0,0.0,0.0,75.97935669363973,50.178600613684694,50.19555773977486,50.14468636150435,12.43753247303448,18.04365807658681,0.0,-2.803572301407605,-2.462325457426405,2.8,9.236100170605994,-3332.6046391924115,125.61468849828177,936.2863879728359,-3641.2829352441418,-0.0,-0.0,339.9019029907052,0.0,2.0,0.18329371565846939,0.0,0,2.673547880936176,131.99922844444444,-31.223606938974584,0.2121103792321656,8.227213013338126,0.002670347701277417,-78.64110912062571,1.2267062740086163,0,0,125.61468849828177,0.15911627477753576,1091.2140741133312,-154.9276861404953
2025-01-01 00:01:00,0.21575533965987306,0.1154467803221515,0.0,0.003595922327664551,0.0019241130053691917,0.0,0.04327497252353493,0.17248036713633813,0.0,0.0,0.0,0.0,0.1154467803221515,0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.0033593795687134496,0.0,On,0.019957796477410743,0,On,0.019957796477410743,0.0,On,0.01855132670680277,0,On,0.11218093019446146,0.08413569764584607,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,15446.312911111112,Off,0.0,0,48.82292463417646,51.666666666666686,46.10666666666668,0.0,50.13660063646849,0.0,0.0,0.0,76.28581974090072,50.17102422456786,50.188236018617545,50.13660063646849,12.43753247303448,17.906452493094292,0.0,-2.6925752689142355,-2.3880605091554443,2.8,9.236100170605994,-3290.222079585115,123.6448624651743,916.2306706134148,-3596.0979361212203,-0.0,-0.0,339.9019029907052,0.0,2.0,0.1826633295533121,0.0,0,2.664352980666081,131.99922844444444,-34.0260464545996,0.21454066287974544,8.184397721937344,0.0026699243193001204,-77.7643154170602,1.230869921656494,0,0,123.6448624651743,0.15876972444295703,1073.4711464445772,-157.24047583116246
2025-01-01 00:02:00,0.21575533965987306,0.1154467803221515,0.0,0.003595922327664551,0.0019241130053691917,0.0,0.04327497252353493,0.17248036713633813,0.0,0.0,0.0,0.0,0.1154467803221515,0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.0033593795687134496,0.0,On,0.019957796477410743,0,On,0.019957796477410743,0.0,On,0.01855132670680277,0,On,0.11218093019446146,0.08413569764584607,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,15446.312911111112,Off,0.0,0,49.01321948452629,51.666666666666686,46.10666666666668,0.0,50.1284824089897,0.0,0.0,0.0,76.58315544457233,50.1634172760544,50.18088470958677,50.1284824089897,12.43753247303448,17.773076490693953,-0.06025684263941855,-2.583418121817591,-2.316592058406641,2.8,9.236100170605994,-3249.4986611748704,121.86577942862422,898.308427806362,-3552.3816119383214,-0.0,-0.0,339.9019029907052,0.0,2.0,0.18205009849829734,0.0,0,2.6554083063668603,131.99922844444444,-37.01895222725434,0.2163170246469372,8.12085817756625,0.0026695070739385924,-76.90989408473484,1.231434533939984,0,0,121.86577942862422,0.1584355079594568,1056.4549076388419,-158.14647983247988
2025-01-01 00:03:00,0.21575533965987306,0.1154467803221515,0.0,0.003595922327664551,0.0019241130053691917,0.0,0.04327497252353493,0.17248036713633813,0.0,0.0,0.0,0.0,0.1154467803221515,0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.0033593795687134496,0.0,On,0.019957796477410743,0,On,0.019957796477410743,0.0,On,0.01855132670680277,0,On,0.11218093019446146,0.08413569764584607,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,15446.312911111112,Off,0.0,0,49.19792608402835,51.666666666666686,46.10666666666668,0.0,50.12033265219876,0.0,0.0,0.0,76.8717595062943,50.15578067829033,50.17350469133612,50.12033265219876,12.43753247303448,17.64336362840987,-0.1899697049235023,-2.4759900335754783,-2.247506348585467,2.8,9.236100170605994,-3210.4173182946934,120.13316645653768,881.2381192644741,-3510.0624877042483,-0.0,-0.0,339.9019029907052,0.0,2.0,0.18145329933714,0.0,0,2.6467033099793698,131.99922844444444,-40.25673358115034,0.2180599803700855,8.058568685596914,0.002669094602189806,-76.07623381424423,1.2319841410452281,0,0,120.13316645653768,0.15811176264544896,1040.0607472009751,-158.822627936501
2025-01-01 00:04:00,0.2974861088906423,0.1154467803221515,0.6757097268937726,0.004958101814844038,0.0019241130053691917,0.011261828781562877,0.04327497252353493,0.17248036713633813,0.08173076923076923,0.0,0.6757097268937726,0.0,0.1154467803221515,0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.0033593795687134496,0.0,On,0.019957796477410743,0,On,0.019957796477410743,0.0,On,0.01855132670680277,0,On,0.11218093019446146,0.08413569764584607,On,0,0,Off,On,15528.043680341882,18.33333333333337,0.779994691541353,0.0,19.803100044934336,0.08173076923076923,1,15446.312911111112,15446.312911111112,Off,0.0,0,49.37728658246373,51.666666666666686,46.10666666666668,0.0,50.11215229704428,0.0,0.0,0.0,77.15201028509958,50.14811530196366,50.166096804423354,50.11215229704428,12.43753247303448,17.517154760533305,-0.3161785728000659,-2.370206698561891,-2.180525229020839,2.8,9.236100170605994,9252.803938309604,3224.072557261808,865.2174545473647,-3469.0728713226817,-0.0,-0.0,339.9019029907052,0.0,2.0,0.18087223870994726,0.0,0,2.638227878058827,131.99922844444444,-40.46003763192623,0.21977053661219179,7.998112074618432,0.0026686867834197015,-75.2624831241784,1.2325193770211484,0,0,118.46382119343177,0.1577972455673394,1024.2175528007103,-159.00009825334564
2025-01-01 00:05:00,0.2974861088906423,0.1154467803221515,0.6757097268937726,0.004958101814844038,0.0019241130053691917,0.011261828781562877,0.04327497252353493,0.17248036713633813,0.08173076923076923,0.0,0.6757097268937726,0.0,0.1154467803221515,0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.0033593795687134496,0.0,On,0.019957796477410743,0,On,0.019957796477410743,0.0,On,0.01855132670680277,0,On,0.11218093019446146,0.08413569764584607,On,0,0,Off,On,15528.043680341882,18.33333333333337,0.779994691541353,0.0,19.803100044934336,0.08173076923076923,1,15446.312911111112,15446.312911111112,Off,0.0,0,49.01807667156875,51.666666666666686,46.10666666666668,0.0,50.10394223414139,0.0,0.0,0.0,76.59074479932617,50.140421980033835,50.15866185298005,50.10394223414139,12.43753247303448,17.74681848360451,-0.08651484972886081,-2.17768328933882,-2.115388545150105,2.8,9.236100170605994,9168.673806796032,3220.861192658492,850.0655296004566,-3543.799220293156,-0.0,-0.0,339.9019029907052,0.0,2.0,0.18192931985998767,0.0,0,2.6536466121846285,131.99922844444444,-49.86382017502224,0.21657644122675102,8.106531535318108,0.002668283502095523,-76.08166936603428,1.2315465998799358,0,0,115.25245659011586,0.15749078683655948,1008.8594299341981,-158.79390033374162
2025-01-01 00:06:00,0.2974861088906423,0.1154467803221515,0.6757097268937726,0.004958101814844038,0.0019241130053691917,0.011261828781562877,0.04327497252353493,0.17248036713633813,0.08173076923076923,0.0,0.6757097268937726,0.0,0.1154467803221515,0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.0033593795687134496,0.0,On,0.019957796477410743,0,On,0.019957796477410743,0.0,On,0.01855132670680277,0,On,0.11218093019446146,0.08413569764584607,On,0,0,Off,On,15528.043680341882,18.33333333333337,0.779994691541353,0.0,19.803100044934336,0.08173076923076923,1,15446.312911111112,15446.312911111112,Off,0.0,0,48.67025560687137,51.666666666666686,46.10666666666668,0.0,50.09579213048092,0.0,0.0,0.0,76.04727438573651,50.1327846254865,50.15128087298929,50.09579213048092,12.43753247303448,17.969012280759767,0.0,-1.9881084901865627,-2.0518780558799565,2.8,9.236100170605994,9088.557755271897,3217.896155336727,835.6640881015082,-3616.6735046839276,-0.0,-0.0,339.9019029907052,0.0,2.0,0.1829508155159674,0.0,0,2.668546291295934,131.99922844444444,-57.10558730838665,0.21353425472682588,8.211741198690103,0.0026678755092879704,-76.86006735375793,1.230606936816268,0,0,112.28741926835053,0.1571914038381135,993.9311953528209,-158.26710725131267
2025-01-01 00:07:00,0.2974861088906423,0.1154467803221515,0.6757097268937726,0.004958101814844038,0.0019241130053691917,0.011261828781562877,0.04327497252353493,0.17248036713633813,0.08173076923076923,0.0,0.6757097268937726,0.0,0.1154467803221515,0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.0033593795687134496,0.0,On,0.019957796477410743,0,On,0.019957796477410743,0.0,On,0.01855132670680277,0,On,0.11218093019446146,0.08413569764584607,On,0,0,Off,On,15528.043680341882,18.33333333333337,0.779994691541353,0.0,19.803100044934336,0.08173076923076923,1,15446.312911111112,15446.312911111112,Off,0.0,0,48.33328199831679,51.666666666666686,46.10666666666668,0.0,50.08770008874322,0.0,0.0,0.0,75.52075312236998,50.12520146386085,50.14395215141967,50.08770008874322,12.43753247303448,18.184092137147026,0.0,-1.8013515419864687,-1.9898088671195793,2.8,9.236100170605994,9010.634238077713,3215.0270544389623,821.9100939405226,-3687.7549518261426,-0.0,-0.0,339.9019029907052,0.0,2.0,0.183938453456285,0.0,0,2.6829521170111397,131.99922844444444,-63.94765736035684,0.21063363806925303,8.313322343139417,0.0026674630275503063,-77.59961323887191,1.2296987370310073,0,0,109.4183183705858,0.1568982630437323,979.3861796215343,-157.47608568101168
2025-01-01 00:08:00,0.2974861088906423,0.1154467803221515,0.6757097268937726,0.004958101814844038,0.0019241130053691917,0.011261828781562877,0.04327497252353493,0.17248036713633813,0.08173076923076923,0.0,0.6757097268937726,0.0,0.1154467803221515,0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.0033593795687134496,0.0,On,0.019957796477410743,0,On,0.019957796477410743,0.0,On,0.01855132670680277,0,On,0.11218093019446146,0.08413569764584607,On,0,0,Off,On,15528.043680341882,18.33333333333337,0.779994691541353,0.0,19.803100044934336,0.08173076923076923,1,15446.312911111112,15446.312911111112,Off,0.0,0,48.006715538710786,51.666666666666686,46.10666666666668,0.0,50.07966430178125,0.0,0.0,0.0,75.0104930292356,50.11767080504838,50.13667405668194,50.07966430178125,12.43753247303448,18.39234732452762,0.0,-1.6173074671936527,-1.9290249709459582,2.8,9.236100170605994,8934.802572391949,3212.2666091310134,808.7154465545864,-3757.086117603229,-0.0,-0.0,339.9019029907052,0.0,2.0,0.18489365069965838,0.0,0,2.6968847581642894,131.99922844444444,-70.44815726903317,0.20786573108429873,8.41079000015813,0.002667046269350825,-78.30192620545992,1.2288206449974401,0,0,106.65787306263687,0.1566106606691852,965.1850376441981,-156.4695910896118
2025-01-01 00:09:00,0.21575533965987306,0.1154467803221515,0.0,0.003595922327664551,0.0019241130053691917,0.0,0.04327497252353493,0.17248036713633813,0.0,0.0,0.0,0.0,0.1154467803221515,0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.0033593795687134496,0.0,On,0.019957796477410743,0,On,0.019957796477410743,0.0,On,0.01855132670680277,0,On,0.11218093019446146,0.08413569764584607,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,15446.312911111112,Off,0.0,0,47.690139214516684,51.666666666666686,46.10666666666668,0.0,50.07168303578962,0.0,0.0,0.0,74.51584252268232,50.110191027543465,50.12944502342039,50.07168303578962,12.43753247303448,18.59405179031989,0.0,-1.4358863215255577,-1.8693952142808448,2.8,9.236100170605994,-3561.4319720678154,104.00222696676717,796.0050791618555,-3824.709076182229,-0.0,-0.0,339.9019029907052,0.0,2.0,0.185817749865689,0.0,0,2.7103637983934674,131.99922844444444,-76.62479887629195,0.2052223786278246,8.504999090824349,0.002666625438790949,-78.9685447127232,1.227971381400969,0,0,104.00222696676717,0.15632800503237573,951.2946876123438,-155.2896084504882
