Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Grill Gas Power (therms/hour),Gas Grill Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.2631826196573901,0.16941016318356958,0.00028988498062544333,0.0043863769942898345,0.0028235027197261596,4.831416343757389e-06,0.021419480051210173,0.0,0.23176313960617992,0.0,0.010000000000000002,0.00028988498062544333,0.0,0.0,0.0,0.1664934965169029,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004021034356725146,0.0,On,0.0005892925648544708,0.0,On,0.016809153129630557,0,On,0.009771810916975989,0,On,0.18692657820667474,0.14019493365500602,On,0.00028988498062544333,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6754.409897777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,921.4155733333333,Off,0.0,0.0,35.349370983707736,51.666666666666686,46.10666666666668,0.0,50.276205931514475,0.0,0.0,0.0,35.349370983707736,48.312172829869425,50.276205931514475,47.330156279046896,12.43753247303448,17.987548371095137,0.0,5.029612637932094,0.9004890152663413,-2.3470333733858975,2.8,9.236100170605994,45.978724255256566,-1423.8608908280967,485.493378881055,2133.597318044098,-295.9226979931312,-0.0,-0.0,372.0969876273673,0.0,2.0,0.014951093306310038,0.0,0.0,0.139927440963132,131.99922844444444,-30.195565378979566,0.2118887988400653,8.18617378071537,0.002658107416617995,92.00068450102614,1.2269517577391513,0.519387682897726,-1509.1719184639273,85.31102763583058,0.18122781818879996,448.62588007099953,36.8674988100554,0.35443471115129466,2377.4472162468824,-243.84989820278443
2025-01-01 00:01:00,0.2631826196573901,0.16941016318356958,0.00028988498062544333,0.0043863769942898345,0.0028235027197261596,4.831416343757389e-06,0.021419480051210173,0.0,0.23176313960617992,0.0,0.010000000000000002,0.00028988498062544333,0.0,0.0,0.0,0.1664934965169029,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004021034356725146,0.0,On,0.0005892925648544708,0.0,On,0.016809153129630557,0,On,0.009771810916975989,0,On,0.18692657820667474,0.14019493365500602,On,0.00028988498062544333,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6754.409897777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,921.4155733333333,Off,0.0,0.0,35.37425244657011,51.666666666666686,46.10666666666668,0.0,50.270513045347954,0.0,0.0,0.0,35.37425244657011,48.30721184180538,50.270513045347954,47.325561240034105,12.43753247303448,17.961180256386832,0.0,5.0585037312101395,0.9678134718126525,-2.289911174575315,2.8,9.236100170605994,43.34831648328128,-1444.4838642344766,469.2565227421969,2099.2602349903236,-295.1355060792728,-0.0,-0.0,372.0969876273673,0.0,2.0,0.014937255065421963,0.0,0.0,0.13979792871976432,131.99922844444444,-33.61316506481326,0.21288597400866494,8.196870874779567,0.0026584251599485694,91.99890806933321,1.2306470654918906,0.5195255534057208,-1529.133412281958,84.64954804748137,0.18122781818879996,432.7252120511062,36.53131069109072,0.35373117827430006,2346.395386453371,-247.13515146304724
2025-01-01 00:02:00,0.2631826196573901,0.16941016318356958,0.00028988498062544333,0.0043863769942898345,0.0028235027197261596,4.831416343757389e-06,0.021419480051210173,0.0,0.23176313960617992,0.0,0.010000000000000002,0.00028988498062544333,0.0,0.0,0.0,0.1664934965169029,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004021034356725146,0.0,On,0.0005892925648544708,0.0,On,0.016809153129630557,0,On,0.009771810916975989,0,On,0.18692657820667474,0.14019493365500602,On,0.00028988498062544333,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6754.409897777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,921.4155733333333,Off,0.0,0.0,35.39852494067377,51.666666666666686,46.10666666666668,0.0,50.26481662454923,0.0,0.0,0.0,35.39852494067377,48.30224736183649,50.26481662454923,47.320962730480126,12.43753247303448,17.93533205451304,0.0,5.085827162891312,1.0326294103114895,-2.234526466940122,2.8,9.236100170605994,40.573058531113816,-1464.687901525375,453.3492135251568,2066.827892970825,-294.3646514421411,-0.0,-0.0,372.0969876273673,0.0,2.0,0.014923684240858708,0.0,0.0,0.13967091922861932,131.99922844444444,-37.15927765411236,0.2132578815046521,8.185156575209849,0.0026587419430630834,91.9969473639078,1.2307561108499463,0.5196559092573699,-1548.021226175501,83.33332465012586,0.18122781818879996,417.41700499920245,35.932208525954344,0.3530477061815323,2316.3792953200614,-249.55140234923635
2025-01-01 00:03:00,0.2631826196573901,0.16941016318356958,0.00028988498062544333,0.0043863769942898345,0.0028235027197261596,4.831416343757389e-06,0.021419480051210173,0.0,0.23176313960617992,0.0,0.010000000000000002,0.00028988498062544333,0.0,0.0,0.0,0.1664934965169029,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004021034356725146,0.0,On,0.0005892925648544708,0.0,On,0.016809153129630557,0,On,0.009771810916975989,0,On,0.18692657820667474,0.14019493365500602,On,0.00028988498062544333,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6754.409897777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,921.4155733333333,Off,0.0,0.0,35.422211801496736,51.666666666666686,46.10666666666668,0.0,50.25911675963984,0.0,0.0,0.0,35.422211801496736,48.29727947542641,50.25911675963984,47.31636083331969,12.43753247303448,17.909983794388825,0.0,5.111708234234185,1.0950277854086559,-2.180646653958948,2.8,9.236100170605994,37.69019916591549,-1483.1538535552345,438.2373143602959,2036.4469463809464,-293.6094910876537,-0.0,-0.0,372.0969876273673,0.0,2.0,0.014910370659960138,0.0,0.0,0.1395463172836628,131.99922844444444,-40.797297373798116,0.21362377898362753,8.173714652373356,0.0026590586913597504,91.9947674047263,1.230863061395725,0.519779353682766,-1565.9204530743568,82.76659951912222,0.18122781818879996,402.67977727693597,35.55753708335997,0.3523815330570753,2287.2652132750877,-250.8182668941413
2025-01-01 00:04:00,0.2631826196573901,0.16941016318356958,0.00028988498062544333,0.0043863769942898345,0.0028235027197261596,4.831416343757389e-06,0.021419480051210173,0.0,0.23176313960617992,0.0,0.010000000000000002,0.00028988498062544333,0.0,0.0,0.0,0.1664934965169029,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004021034356725146,0.0,On,0.0005892925648544708,0.0,On,0.016809153129630557,0,On,0.009771810916975989,0,On,0.18692657820667474,0.14019493365500602,On,0.00028988498062544333,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6754.409897777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,921.4155733333333,Off,0.0,0.0,35.44533573910761,51.666666666666686,46.10666666666668,0.0,50.2534135376718,0.0,0.0,0.0,35.44533573910761,48.29230826476385,50.2534135376718,47.311755628309875,12.43753247303448,17.88511603911677,0.0,5.136295064357736,1.155122856168437,-2.128063349554463,2.8,9.236100170605994,36.73768797816285,-1500.6760132492695,423.6593059370515,2007.7947726607663,-292.8694012455086,-0.0,-0.0,372.0969876273673,0.0,2.0,0.014897304408967582,0.0,0.0,0.13942403010192214,131.99922844444444,-42.489898403695875,0.21398389121827294,8.16186744884764,0.0026593754046289244,91.99237699685543,1.2309679982415551,0.5198965978431368,-1582.9322192128593,82.25620596358975,0.18122781818879996,388.4865432160568,35.172762720994676,0.3517301734930945,2258.9340935495397,-251.13932088877357
2025-01-01 00:05:00,0.2631826196573901,0.16941016318356958,0.00028988498062544333,0.0043863769942898345,0.0028235027197261596,4.831416343757389e-06,0.021419480051210173,0.0,0.23176313960617992,0.0,0.010000000000000002,0.00028988498062544333,0.0,0.0,0.0,0.1664934965169029,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004021034356725146,0.0,On,0.0005892925648544708,0.0,On,0.016809153129630557,0,On,0.009771810916975989,0,On,0.18692657820667474,0.14019493365500602,On,0.00028988498062544333,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6754.409897777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,921.4155733333333,Off,0.0,0.0,35.46787674997319,51.666666666666686,46.10666666666668,0.0,50.2477070423206,0.0,0.0,0.0,35.46787674997319,48.28733380885038,50.2477070423206,47.307147192115266,12.43753247303448,17.860746060716,0.0,5.159686863329079,1.2130122988108576,-2.076600760101173,2.8,9.236100170605994,37.557452068526885,-1517.2845368279777,409.6166693867939,1980.4959212846982,-292.144852161065,-0.0,-0.0,372.0969876273673,0.0,2.0,0.014884494852304546,0.0,0.0,0.13930414532513632,131.99922844444444,-42.39468339777543,0.21433794994124694,8.150959480729814,0.0026596920826702786,91.9897663429181,1.231070847285245,0.5200081188684709,-1599.124035686428,81.83949885845033,0.18122781818879996,374.8142336790224,34.80243570777153,0.3510915263733411,2231.285801111125,-250.7898798264267
2025-01-01 00:06:00,0.2631826196573901,0.16941016318356958,0.00028988498062544333,0.0043863769942898345,0.0028235027197261596,4.831416343757389e-06,0.021419480051210173,0.0,0.23176313960617992,0.0,0.010000000000000002,0.00028988498062544333,0.0,0.0,0.0,0.1664934965169029,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004021034356725146,0.0,On,0.0005892925648544708,0.0,On,0.016809153129630557,0,On,0.009771810916975989,0,On,0.18692657820667474,0.14019493365500602,On,0.00028988498062544333,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6754.409897777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,921.4155733333333,Off,0.0,0.0,35.48981989135094,51.666666666666686,46.10666666666668,0.0,50.24199736023385,0.0,0.0,0.0,35.48981989135094,48.28235618949488,50.24199736023385,47.30253560412539,12.43753247303448,17.836886784488577,0.0,5.181968492322061,1.2687915183613414,-2.0261136799281023,2.8,9.236100170605994,39.18364680073768,-1533.0619578111691,396.0872203991414,1954.369649488122,-291.43618383395045,-0.0,-0.0,372.0969876273673,0.0,2.0,0.014871949076775921,0.0,0.0,0.13918672927878756,131.99922844444444,-41.47715699267917,0.21468574449563227,8.139664809911258,0.0026600087252687007,91.98692781342089,1.2311715527873586,0.5201143248922507,-1614.5536458189006,81.49168800773151,0.18122781818879996,361.6403159382845,34.446904460856906,0.35046385433806276,2204.237732474695,-249.86808298657306
2025-01-01 00:07:00,0.2631826196573901,0.16941016318356958,0.00028988498062544333,0.0043863769942898345,0.0028235027197261596,4.831416343757389e-06,0.021419480051210173,0.0,0.23176313960617992,0.0,0.010000000000000002,0.00028988498062544333,0.0,0.0,0.0,0.1664934965169029,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004021034356725146,0.0,On,0.0005892925648544708,0.0,On,0.016809153129630557,0,On,0.009771810916975989,0,On,0.18692657820667474,0.14019493365500602,On,0.00028988498062544333,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6754.409897777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,921.4155733333333,Off,0.0,0.0,35.51117092656659,51.666666666666686,46.10666666666668,0.0,50.236284580279055,0.0,0.0,0.0,35.51117092656659,48.27737549060332,50.236284580279055,47.297920945765455,12.43753247303448,17.81353334088723,-0.019799992446142056,5.203211895736238,1.3225522720327914,-1.9764794461246968,2.8,9.236100170605994,41.12974326777629,-1548.0744777312334,383.0471778985845,1929.2450708745214,-290.74320787685565,-0.0,-0.0,372.0969876273673,0.0,2.0,0.014859664811557557,0.0,0.0,0.13907176071020852,131.99922844444444,-40.22403648273534,0.21502730462407937,8.129312520492583,0.0026603253321970262,91.98386281874102,1.2312701342969283,0.5202155619931911,-1629.269984561641,81.19550683040762,0.18122781818879996,348.943118805457,34.104059093127475,0.34984568741446076,2177.7202517025175,-248.47518082799616
2025-01-01 00:08:00,0.2631826196573901,0.16941016318356958,0.00028988498062544333,0.0043863769942898345,0.0028235027197261596,4.831416343757389e-06,0.021419480051210173,0.0,0.23176313960617992,0.0,0.010000000000000002,0.00028988498062544333,0.0,0.0,0.0,0.1664934965169029,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004021034356725146,0.0,On,0.0005892925648544708,0.0,On,0.016809153129630557,0,On,0.009771810916975989,0,On,0.18692657820667474,0.14019493365500602,On,0.00028988498062544333,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6754.409897777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,921.4155733333333,Off,0.0,0.0,35.53194488639052,51.666666666666686,46.10666666666668,0.0,50.23056879046597,0.0,0.0,0.0,35.53194488639052,48.272391795272846,50.23056879046597,47.29330329767629,12.43753247303448,17.790672894292296,-0.04266043904107519,5.223479178374728,1.3743825480669098,-1.9275953253207354,2.8,9.236100170605994,42.43069385270937,-1562.3768384483703,370.4746785120024,1904.9772976420259,-290.0655013024526,-0.0,-0.0,372.0969876273673,0.0,2.0,0.014847635583993919,0.0,0.0,0.13895917904174734,131.99922844444444,-39.60079247220531,0.21536276924210518,8.118565452775556,0.002660641903227788,91.98057685442626,1.231366645113471,0.5203121289533625,-1643.3152840075777,80.93844555920742,0.18122781818879996,336.70186124653344,33.772817265468966,0.34923579322432036,2151.675103017182,-246.69780537515624
2025-01-01 00:09:00,0.2631826196573901,0.16941016318356958,0.00028988498062544333,0.0043863769942898345,0.0028235027197261596,4.831416343757389e-06,0.021419480051210173,0.0,0.23176313960617992,0.0,0.010000000000000002,0.00028988498062544333,0.0,0.0,0.0,0.1664934965169029,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004021034356725146,0.0,On,0.0005892925648544708,0.0,On,0.016809153129630557,0,On,0.009771810916975989,0,On,0.18692657820667474,0.14019493365500602,On,0.00028988498062544333,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6754.409897777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,921.4155733333333,Off,0.0,0.0,35.55217679294143,51.666666666666686,46.10666666666668,0.0,50.22485007656923,0.0,0.0,0.0,35.55217679294143,48.26740518449116,50.22485007656923,47.288682738452124,12.43753247303448,17.768275424354908,-0.06505790897846353,5.242824827768597,1.4243666693754045,-1.8793757376920217,2.8,9.236100170605994,44.161208497940436,-1576.0154338739978,358.3489644818839,1881.4431554971393,-289.40213466530696,-0.0,-0.0,372.0969876273673,0.0,2.0,0.014835845859097875,0.0,0.0,0.13884883888129454,131.99922844444444,-38.53364446411992,0.2156925126636694,8.108735692141904,0.002660958438138598,91.97708424176724,1.23146121133491,0.5204042879177919,-1656.7265936106996,80.71115973670175,0.18122781818879996,324.89662790394067,33.452336577943235,0.34863314468446716,2126.0537703575155,-244.61061486037633
