Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Grill Gas Power (therms/hour),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.11250100099291593,0.06695426810306851,0.00019383936855318448,0.11250100099291593,0.06695426810306851,0.00019383936855318448,0.009330956791311719,0.0,0.08317004420160422,0.0,0.020000000000000004,0.00019383936855318448,0.0,0.0,0.061120934769735166,0.0,0.005833333333333337,1.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0028521290204678363,0.0,0.006478827770843883,0.0,0.0016754645086239734,0.0,0.04383430525175732,0.03287572893881798,0.00019383936855318448,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,1189.8687111111112,0.0,20.000000000000057,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,706.3013777777778,0.0,0.0,40.020776497061064,51.66666666666668,46.10666666666668,0.0,50.83625075037433,0.0,0.0,0.0,40.020776497061064,50.67676517697294,50.83625075037433,50.59702239027226,12.43753247303448,16.283790636561413,-0.001247281852092404,2.8,-170.02969666830217,-317.11496388460336,0.0,0.0,155.43221384751513,0.0,1.0,0.01804602310530504,0.0,0.0,0.46032131817890615,65.99961422222222,-8.346946631213978,0.25100433732159133,7.584269094574918,0.0028192784931669185,25.544042974776612,1.237599046347188
2025-01-01 01:00:00,0.2303324555664614,0.06624813795729557,4.845984213829612e-05,0.2303324555664614,0.06624813795729557,4.845984213829612e-05,0.009117047114776632,0.0,0.08222853734057363,0.11898687111111113,0.020000000000000004,4.845984213829612e-05,0.0,0.0,0.06041480462396223,0.0,0.005833333333333337,1.0,0.03671876758019234,0.027539075685144247,0.0,0.0,0.0026382193439327484,0.0,0.006478827770843883,0.0,0.0016754645086239734,0.0,0.04383430525175732,0.03287572893881798,4.845984213829612e-05,118.98687111111113,16.666666666666686,0.1,0.0,0.11898687111111113,0.0,0.1,118.98687111111113,1189.8687111111112,0.0,20.000000000000057,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,706.3013777777778,0.0,0.0,39.965066135153805,51.66666666666668,46.10666666666668,0.0,50.47756136831659,0.0,0.0,0.0,39.965066135153805,50.33996412939445,50.47756136831659,50.27116550993339,12.43753247303448,15.99422593467698,-0.1724407319897067,2.5,-27.796077630417063,-289.4296989998657,0.0,0.0,154.27679730994947,0.0,1.0,0.016467523550237933,0.0,0.0,0.42005665755571875,65.99961422222222,-11.630047051611935,0.2570109307258213,7.4618453434129774,0.0028338071249279138,27.865634072648096,1.2388877105485538
2025-01-01 02:00:00,0.5268581264832087,0.06554200781152264,4.845984213829612e-05,0.5268581264832086,0.06554200781152264,4.845984213829612e-05,0.009117047114776632,0.0,0.08128703047954307,0.416454048888889,0.020000000000000004,4.845984213829612e-05,0.0,0.0,0.0597086744781893,0.0,0.005833333333333337,1.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.0026382193439327484,0.0,0.006478827770843883,0.0,0.0016754645086239734,0.0,0.04383430525175732,0.03287572893881798,4.845984213829612e-05,416.4540488888889,16.666666666666686,0.35,0.0,0.416454048888889,0.0,0.35,416.4540488888889,1189.8687111111112,0.0,20.000000000000057,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,706.3013777777778,0.0,0.0,39.026685807154834,51.66666666666668,46.10666666666668,0.0,50.12372348841841,0.0,0.0,0.0,39.026685807154834,50.007469776696105,50.12372348841841,49.94934292083496,12.43753247303448,16.467635050607438,-0.003018754395755252,1.6500000000000001,249.69886979132042,-301.8356210829512,0.0,0.0,153.3352904489189,0.0,1.0,0.015561529352182414,0.0,0.0,0.3969463888235039,65.99961422222222,-18.254848463536224,0.2508599480954612,7.710372051286924,0.0028505487767693976,31.653794958021358,1.2368507901815482
2025-01-01 03:00:00,0.7042543198378214,0.0648358776657497,9.691968427659224e-05,0.7042543198378213,0.0648358776657497,9.691968427659224e-05,0.00897444066375324,0.0,0.08034552361851248,0.5949343555555556,0.020000000000000004,9.691968427659224e-05,0.0,0.0,0.05900254433241636,0.0,0.005833333333333337,1.0,0.03483575385813119,0.026126815393598384,0.0,0.0,0.002495612892909357,0.0,0.006478827770843883,0.0,0.0016754645086239734,0.0,0.04383430525175732,0.03287572893881798,9.691968427659224e-05,594.9343555555556,16.666666666666686,0.5,0.0,0.5949343555555556,0.0,0.5,594.9343555555556,1189.8687111111112,0.0,20.000000000000057,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,706.3013777777778,0.0,0.0,38.846981683733034,51.66666666666668,46.10666666666668,0.0,49.77379911538747,0.0,0.0,0.0,38.846981683733034,49.67840402591557,49.77379911538747,49.630706481179615,12.43753247303448,16.29240816167805,-0.09155983895033906,1.6500000000000001,420.4473024696403,-309.7970760735913,0.0,0.0,152.25117713686495,0.0,1.0,0.01617806145990704,0.0,0.0,0.41267300464746287,65.99961422222222,-16.94115414918893,0.2552323008012892,7.646202744776372,0.0028677821490167956,23.945813165617878,1.2375877077005408
2025-01-01 04:00:00,1.2982471685323465,0.06412974751997678,0.00033921889496807287,1.2982471685323465,0.06412974751997678,0.00033921889496807287,0.00897444066375324,0.0,0.07940401675748192,1.1898687111111113,0.020000000000000004,0.00033921889496807287,0.0,0.0,0.05829641418664344,0.0,0.005833333333333337,1.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.002495612892909357,0.0,0.006478827770843883,0.0,0.0016754645086239734,0.0,0.04383430525175732,0.03287572893881798,0.00033921889496807287,1189.8687111111112,19.500000000000057,1.0,0.0,1.1898687111111113,0.0,1.0,1189.8687111111112,1189.8687111111112,0.0,20.500000000000057,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,706.3013777777778,0.0,0.0,37.385208461114395,51.66666666666668,46.10666666666668,0.0,49.43275738480769,0.0,0.0,0.0,37.385208461114395,49.35746535787944,49.43275738480769,49.31981934441533,12.43753247303448,17.227263536734686,-1.7335074101179446,0.55,940.1548654771063,-378.5370693525262,0.0,0.0,151.30967027583438,0.0,1.0,0.017259438777504837,0.0,0.0,0.44025697865551194,65.99961422222222,-22.486446557313272,0.24133706488679577,8.1038291926614,0.0028792468729915465,29.946395362750618,1.233015764907657
2025-01-01 05:00:00,1.2985323814343934,0.06412974751997678,0.0005815181056595534,1.2985323814343932,0.06412974751997678,0.0005815181056595534,0.009259653565800025,0.0,0.07940401675748192,1.1898687111111113,0.020000000000000004,0.0005815181056595534,0.0,0.0,0.05829641418664344,0.0,0.005833333333333337,1.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.0027808257949561406,0.0,0.006478827770843883,0.0,0.0016754645086239734,0.0,0.04383430525175732,0.03287572893881798,0.0005815181056595534,1189.8687111111112,19.500000000000057,1.0,0.0,1.1898687111111113,0.0,1.0,1189.8687111111112,1189.8687111111112,0.0,20.500000000000057,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,706.3013777777778,0.0,0.0,36.27449374967743,51.66666666666668,46.10666666666668,0.0,49.103701378075996,0.0,0.0,0.0,36.27449374967743,49.047595382011906,49.103701378075996,49.019542383979875,12.43753247303448,17.871481410900106,-1.12851858909995,-0.25000000000000006,901.8867840451805,-419.830591350489,0.0,0.0,151.59488317788117,0.0,1.0,0.01760206894302735,0.0,0.0,0.44899685272753476,65.99961422222222,-19.746218893322734,0.23329846989249511,8.429729708752662,0.0029007609835126685,31.28625423160756,1.2296517052340568
2025-01-01 06:00:00,1.3034133866495214,0.0659953652835437,0.0014053354220105875,1.3034133866495214,0.06599536528354372,0.0014053354220105875,0.011347580563152989,0.0,0.08219709497525729,1.1898687111111113,0.020000000000000004,0.0014053354220105875,0.0,0.0,0.060162031950210366,0.0,0.005833333333333337,1.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.0031373419225146203,0.0,0.008210238640638369,0.0,0.0019810523749767737,0.0,0.04443878188111874,0.033329086410839044,0.0014053354220105875,1189.8687111111112,19.500000000000057,1.0,0.0,1.1898687111111113,0.0,1.0,1189.8687111111112,1189.8687111111112,0.0,20.500000000000057,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,706.3013777777778,0.0,0.0,35.2724311067722,51.66666666666668,46.10666666666668,0.0,48.77386490398426,0.026483048050835012,66.81523119638749,0.0,35.2724311067722,48.68046512671465,48.77386490398426,48.63376523807985,12.43753247303448,18.362150251486096,-0.6378497485139593,0.3,905.1988156905729,-423.8587324455122,0.0,0.0,156.43357502895418,0.0,1.0,0.017857910614521667,0.0,0.0,0.45552290973079423,65.99961422222222,-17.244738003980267,0.22713139147016306,8.673259073028765,0.0029126176113259284,18.768460688484645,1.2275730750767095
2025-01-01 07:00:00,1.507554547752486,0.08080360765158301,0.0022291527383616217,1.507554547752486,0.08080360765158301,0.0022291527383616217,0.061797972638232265,0.12499482888888891,0.1108930351142535,1.1898687111111113,0.020000000000000004,0.0022291527383616217,0.0,0.0,0.07497027431824967,0.0,0.005833333333333337,1.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.002923432245979533,0.0,0.05887454039225273,0.0,0.010932669356587247,0.0,0.06230009131644334,0.04672506848733249,0.0022291527383616217,1189.8687111111112,19.500000000000057,1.0,0.0,1.1898687111111113,0.0,1.0,1189.8687111111112,1189.8687111111112,0.0,20.500000000000057,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,706.3013777777778,124.9948288888889,0.05,33.2449491322294,51.66666666666668,46.10666666666668,0.0,48.303782466623154,0.05344071966758122,133.63046239277497,124.9948288888889,33.2449491322294,47.35902978176261,48.303782466623154,46.88665343933234,12.43753247303448,18.812412833792028,-0.18758716620803118,-0.55,934.8463246476389,-475.2825890049178,0.0,0.0,234.32961558255693,1.935910740321419,1.0,0.018608786409096356,0.0,0.0,0.47467638933847833,65.99961422222222,-14.069413041111535,0.22175376476355121,8.896968915217588,0.0029250544170455594,27.803135771722463,1.2256707208265538
2025-01-01 08:00:00,1.8216030815603366,0.07089239829131419,0.0021322330540850293,1.8216030815603366,0.07089239829131419,0.0021322330540850293,0.02080253303102765,0.49997931555555564,0.09095252186264192,1.1898687111111113,0.020000000000000004,0.0021322330540850293,0.0,0.0,0.06505906495798085,0.0,0.005833333333333337,1.0,0.03860178130225349,0.02895133597669011,0.0,0.0,0.0022103999908625735,0.0,0.01859213304016508,0.0,0.00420710191866743,0.0,0.048143638641721005,0.03610772898129075,0.0021322330540850293,1189.8687111111112,19.500000000000057,1.0,0.0,1.1898687111111113,0.0,1.0,1189.8687111111112,1189.8687111111112,0.0,20.500000000000057,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,706.3013777777778,499.9793155555556,0.2,37.48561760948215,51.66666666666668,46.10666666666668,0.0,51.28185071301102,0.0,0.0,499.9793155555556,37.48561760948215,51.28091407754494,51.29070305849542,51.271593414327505,12.43753247303448,19.096263587162227,0.0,-1.4,798.1000692788125,-526.1659886072579,0.0,0.0,122.69041657141578,130.70094742440568,0.21674999999999997,0.019418056891685385,0.0,0.0,0.4953194115231916,14.305416382666666,11.70693020354332,0.21877281628128323,9.044551401082487,0.002936067942011183,3.86246021321346,1.2250470128956117
2025-01-01 09:00:00,1.262579380212012,0.06766039824884143,0.001986853527670141,1.262579380212012,0.06766039824884143,0.001986853527670141,0.00826140840863628,0.0,0.08411155106263478,1.150206420740741,0.020000000000000004,0.001986853527670141,0.0,0.0,0.06182706491550809,0.0,0.005833333333333337,1.0,0.03860178130225349,0.02895133597669011,0.0,0.0,0.0017825806377923979,0.0,0.006478827770843883,0.0,0.0016754645086239734,0.0,0.04383430525175732,0.03287572893881798,0.001986853527670141,1150.206420740741,19.500000000000057,0.9666666666666667,0.0,1.150206420740741,0.0,0.9666666666666667,1150.206420740741,1189.8687111111112,0.0,20.500000000000057,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,706.3013777777778,0.0,0.0,37.23453647457347,51.66666666666668,46.10666666666668,0.0,51.396302618785334,0.0,0.0,0.0,37.23453647457347,51.420320828187556,51.43232993288867,51.396302618785334,12.43753247303448,19.416687809908737,0.0,-0.85,779.7523467377737,-516.0920293215725,0.0,0.0,89.30455810364805,370.91391743564026,0.0,0.01928708267884982,0.0,0.0,0.4919784969101438,0.0,56.33339721495713,0.21472863290233427,9.198485418294592,0.0029383216914481134,12.712710809849922,1.2243181614268084
