Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Grill Gas Power (therms/hour),Gas Grill Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.11250100099291593,0.06695426810306851,0.00019383936855318448,0.0018750166832152656,0.0011159044683844751,3.2306561425530746e-06,0.009330956791311719,0.0,0.08317004420160422,0.0,0.020000000000000004,0.00019383936855318448,0.0,0.0,0.061120934769735166,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0028521290204678363,0.0,On,0.006478827770843883,0,On,0.0016754645086239734,0,On,0.04383430525175732,0.03287572893881798,On,0.00019383936855318448,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1189.8687111111112,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,706.3013777777778,Off,0.0,0.0,40.09017701057453,51.666666666666686,46.10666666666668,0.0,51.01286708814162,0.0,0.0,0.0,40.09017701057453,50.84251481702994,51.01286708814162,50.7573386814741,12.43753247303448,16.390211781422426,0.0,2.8,-165.55521644157164,-320.61920632526034,-0.0,-0.0,155.43221384751513,0.0,1.0,0.018102796034985266,0.0,0.0,0.4617694926423201,65.99961422222222,-0.3682239638264537,0.24796850240959822,7.605551343597907,0.0028122162059674425,25.866237916448686,1.233605864953899
2025-01-01 00:01:00,0.11250100099291593,0.06695426810306851,0.00019383936855318448,0.0018750166832152656,0.0011159044683844751,3.2306561425530746e-06,0.009330956791311719,0.0,0.08317004420160422,0.0,0.020000000000000004,0.00019383936855318448,0.0,0.0,0.061120934769735166,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0028521290204678363,0.0,On,0.006478827770843883,0,On,0.0016754645086239734,0,On,0.04383430525175732,0.03287572893881798,On,0.00019383936855318448,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1189.8687111111112,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,706.3013777777778,Off,0.0,0.0,40.084903268029244,51.666666666666686,46.10666666666668,0.0,51.00687035742079,0.0,0.0,0.0,40.084903268029244,50.83688849655804,51.00687035742079,50.751897566126665,12.43753247303448,16.38910727990207,0.0,2.8,-167.13941575009716,-320.5827202535658,-0.0,-0.0,155.43221384751513,0.0,1.0,0.018102207158729375,0.0,0.0,0.46175447147711524,65.99961422222222,-1.9889093440465206,0.24873167087370088,7.627383125706329,0.0028124583754164617,25.853156671067723,1.2372139262147344
2025-01-01 00:02:00,0.11250100099291593,0.06695426810306851,0.00019383936855318448,0.0018750166832152656,0.0011159044683844751,3.2306561425530746e-06,0.009330956791311719,0.0,0.08317004420160422,0.0,0.020000000000000004,0.00019383936855318448,0.0,0.0,0.061120934769735166,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0028521290204678363,0.0,On,0.006478827770843883,0,On,0.0016754645086239734,0,On,0.04383430525175732,0.03287572893881798,On,0.00019383936855318448,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1189.8687111111112,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,706.3013777777778,Off,0.0,0.0,40.07996289585435,51.666666666666686,46.10666666666668,0.0,51.00087449331095,0.0,0.0,0.0,40.07996289585435,50.83126291621171,51.00087449331095,50.746457127662104,12.43753247303448,16.38771699186189,0.0,2.8,-168.71740833916544,-320.53679580734297,-0.0,-0.0,155.43221384751513,0.0,1.0,0.01810146590565389,0.0,0.0,0.46173556345561817,65.99961422222222,-3.6128263793376645,0.24877495195901606,7.6270612235438,0.002812699716517371,25.840345467416657,1.2372196868303533
2025-01-01 00:03:00,0.11250100099291593,0.06695426810306851,0.00019383936855318448,0.0018750166832152656,0.0011159044683844751,3.2306561425530746e-06,0.009330956791311719,0.0,0.08317004420160422,0.0,0.020000000000000004,0.00019383936855318448,0.0,0.0,0.061120934769735166,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0028521290204678363,0.0,On,0.006478827770843883,0,On,0.0016754645086239734,0,On,0.04383430525175732,0.03287572893881798,On,0.00019383936855318448,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1189.8687111111112,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,706.3013777777778,Off,0.0,0.0,40.075340685266156,51.666666666666686,46.10666666666668,0.0,50.99487944623448,0.0,0.0,0.0,40.075340685266156,50.82563802920524,50.99487944623448,50.74101732069063,12.43753247303448,16.38605394223391,0.0,2.8,-170.28925229011747,-320.4818647632118,-0.0,-0.0,155.43221384751513,0.0,1.0,0.01810057921563237,0.0,0.0,0.46171294560141624,65.99961422222222,-5.2396013744208805,0.24882255210928725,7.626587601122697,0.00281294093690161,25.82775383982471,1.2372266131375163
2025-01-01 00:04:00,0.11250100099291593,0.06695426810306851,0.00019383936855318448,0.0018750166832152656,0.0011159044683844751,3.2306561425530746e-06,0.009330956791311719,0.0,0.08317004420160422,0.0,0.020000000000000004,0.00019383936855318448,0.0,0.0,0.061120934769735166,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0028521290204678363,0.0,On,0.006478827770843883,0,On,0.0016754645086239734,0,On,0.04383430525175732,0.03287572893881798,On,0.00019383936855318448,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1189.8687111111112,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,706.3013777777778,Off,0.0,0.0,40.07102225113864,51.666666666666686,46.10666666666668,0.0,50.988885168874866,0.0,0.0,0.0,40.07102225113864,50.8200137908873,50.988885168874866,50.73557810189352,12.43753247303448,16.384130450394334,0.0,2.8,-171.12156700867445,-320.41833578556367,-0.0,-0.0,155.43221384751513,0.0,1.0,0.018099553651784152,0.0,0.0,0.46168678532777957,65.99961422222222,-6.135445070625963,0.24887427880336374,7.625969102637686,0.002813182038392881,25.815372467898115,1.237234652531473
2025-01-01 00:05:00,0.11250100099291593,0.06695426810306851,0.00019383936855318448,0.0018750166832152656,0.0011159044683844751,3.2306561425530746e-06,0.009330956791311719,0.0,0.08317004420160422,0.0,0.020000000000000004,0.00019383936855318448,0.0,0.0,0.061120934769735166,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0028521290204678363,0.0,On,0.006478827770843883,0,On,0.0016754645086239734,0,On,0.04383430525175732,0.03287572893881798,On,0.00019383936855318448,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1189.8687111111112,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,706.3013777777778,Off,0.0,0.0,40.0669520606135,51.666666666666686,46.10666666666668,0.0,50.98289161605431,0.0,0.0,0.0,40.0669520606135,50.81439015862541,50.98289161605431,50.73013942991096,12.43753247303448,16.38199420377181,0.0,2.8,-171.31204058341405,-320.34778567958796,-0.0,-0.0,155.43221384751513,0.0,1.0,0.018098414634683112,0.0,0.0,0.46165773106744085,65.99961422222222,-6.396468751341255,0.2489293786662274,7.625232211403585,0.002813423022738432,25.80316456408838,1.237243601274294
2025-01-01 00:06:00,0.11250100099291593,0.06695426810306851,0.00019383936855318448,0.0018750166832152656,0.0011159044683844751,3.2306561425530746e-06,0.009330956791311719,0.0,0.08317004420160422,0.0,0.020000000000000004,0.00019383936855318448,0.0,0.0,0.061120934769735166,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0028521290204678363,0.0,On,0.006478827770843883,0,On,0.0016754645086239734,0,On,0.04383430525175732,0.03287572893881798,On,0.00019383936855318448,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1189.8687111111112,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,706.3013777777778,Off,0.0,0.0,40.063082576548155,51.666666666666686,46.10666666666668,0.0,50.976898750849486,0.0,0.0,0.0,40.063082576548155,50.808767097580656,50.976898750849486,50.72470127094625,12.43753247303448,16.379686025454234,0.0,2.8,-171.42273635543813,-320.2715642556071,-0.0,-0.0,155.43221384751513,0.0,1.0,0.018097183925821516,0.0,0.0,0.4616263379165977,65.99961422222222,-6.583385947346196,0.2489872066462782,7.624399598519359,0.002813663891382052,25.79109860955089,1.2372532849545739
2025-01-01 00:07:00,0.11250100099291593,0.06695426810306851,0.00019383936855318448,0.0018750166832152656,0.0011159044683844751,3.2306561425530746e-06,0.009330956791311719,0.0,0.08317004420160422,0.0,0.020000000000000004,0.00019383936855318448,0.0,0.0,0.061120934769735166,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0028521290204678363,0.0,On,0.006478827770843883,0,On,0.0016754645086239734,0,On,0.04383430525175732,0.03287572893881798,On,0.00019383936855318448,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1189.8687111111112,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,706.3013777777778,Off,0.0,0.0,40.05940037847752,51.666666666666686,46.10666666666668,0.0,50.97090654340307,0.0,0.0,0.0,40.05940037847752,50.80314457958558,50.97090654340307,50.719263597676836,12.43753247303448,16.377217422099374,0.0,2.8,-171.47544852286694,-320.1900530071148,-0.0,-0.0,155.43221384751513,0.0,1.0,0.018095867655978048,0.0,0.0,0.4615927622602944,65.99961422222222,-6.717609363267284,0.24904758231340296,7.623477655694938,0.0028139046455074707,25.7791658113927,1.2372636544337825
2025-01-01 00:08:00,0.11250100099291593,0.06695426810306851,0.00019383936855318448,0.0018750166832152656,0.0011159044683844751,3.2306561425530746e-06,0.009330956791311719,0.0,0.08317004420160422,0.0,0.020000000000000004,0.00019383936855318448,0.0,0.0,0.061120934769735166,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0028521290204678363,0.0,On,0.006478827770843883,0,On,0.0016754645086239734,0,On,0.04383430525175732,0.03287572893881798,On,0.00019383936855318448,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1189.8687111111112,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,706.3013777777778,Off,0.0,0.0,40.055893875670066,51.666666666666686,46.10666666666668,0.0,50.964914965852806,0.0,0.0,0.0,40.055893875670066,50.797522578356144,50.964914965852806,50.71382638460782,12.43753247303448,16.37459832951715,0.0,2.8,-171.50533018109132,-320.10358152457866,-0.0,-0.0,155.43221384751513,0.0,1.0,0.018094471118454324,0.0,0.0,0.4615571391210545,65.99961422222222,-6.833962504027843,0.24911035006429505,7.622471902240388,0.002814145286226071,25.767358582994405,1.2372746672854826
2025-01-01 00:09:00,0.11250100099291593,0.06695426810306851,0.00019383936855318448,0.0018750166832152656,0.0011159044683844751,3.2306561425530746e-06,0.009330956791311719,0.0,0.08317004420160422,0.0,0.020000000000000004,0.00019383936855318448,0.0,0.0,0.061120934769735166,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0028521290204678363,0.0,On,0.006478827770843883,0,On,0.0016754645086239734,0,On,0.04383430525175732,0.03287572893881798,On,0.00019383936855318448,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1189.8687111111112,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,706.3013777777778,Off,0.0,0.0,40.052554042943335,51.666666666666686,46.10666666666668,0.0,50.95892399205957,0.0,0.0,0.0,40.052554042943335,50.791901069235,50.95892399205957,50.70838960782273,12.43753247303448,16.371836480139393,0.0,2.8,-171.53122444655315,-320.0124066204468,-0.0,-0.0,155.43221384751513,0.0,1.0,0.01809299843177556,0.0,0.0,0.46151957355498613,65.99961422222222,-6.951031673621484,0.2491753891806022,7.621386633851079,0.0028143858145868277,25.75567103870905,1.2372862904985822
