Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.8356169324812848,0.071603986281743,0.0,0.013926948874688079,0.0011933997713623832,0.0,0.009420888851980586,0.0,0.09110253251819304,0.7150935111111111,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.0028521290204678363,0.0,On,0.00656875983151275,0,On,0.0034083285869801415,0,On,0.0876942039312129,0.06577065294840966,On,0,0,Off,On,715.0935111111111,18.33333333333337,1.0,0.0,0.7150935111111111,0.0,1,715.0935111111111,715.0935111111111,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,492.6525377777778,Off,0.0,0.0,37.19719342597914,51.666666666666686,46.10666666666668,0.0,50.579317857024556,0.0,0.0,0.0,37.19719342597914,50.003052560850726,50.579317857024556,49.71491991276382,12.43753247303448,18.04924505951379,0.0,4.190165643624267,2.8,9.236100170605994,661.9811389871828,-336.05684886657576,-218.50339464534687,-0.0,-0.0,160.38444131721093,0.0,1.0,0.010994923016178262,0.0,0,0.2804605439408375,65.99961422222222,5.006581204207643,0.21751551389456858,8.311039309318868,0.002739661556780571,39.64309849552255,1.2266314181871867,0.18908881884734394,-342.57057145664527,6.513722590069493
2025-01-01 00:01:00,0.8356169324812848,0.071603986281743,0.0,0.013926948874688079,0.0011933997713623832,0.0,0.009420888851980586,0.0,0.09110253251819304,0.7150935111111111,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.0028521290204678363,0.0,On,0.00656875983151275,0,On,0.0034083285869801415,0,On,0.0876942039312129,0.06577065294840966,On,0,0,Off,On,715.0935111111111,18.33333333333337,1.0,0.0,0.7150935111111111,0.0,1,715.0935111111111,715.0935111111111,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,492.6525377777778,Off,0.0,0.0,37.16972800265926,51.666666666666686,46.10666666666668,0.0,50.57366041580701,0.0,0.0,0.0,37.16972800265926,49.997832246387794,50.57366041580701,49.70991816167819,12.43753247303448,18.067618247534153,0.0,4.241379529649927,2.8,9.236100170605994,660.9358798265023,-349.7293189174301,-218.90726385188503,-0.0,-0.0,160.38444131721093,0.0,1.0,0.01100198955989455,0.0,0,0.28064079865399333,65.99961422222222,4.365191250065328,0.21792856420368126,8.342651199429053,0.0027400348207055926,39.621413494790254,1.2301366749173115,0.1891791787034203,-355.36065163072846,5.631332713298395
2025-01-01 00:02:00,0.8356169324812848,0.071603986281743,0.0,0.013926948874688079,0.0011933997713623832,0.0,0.009420888851980586,0.0,0.09110253251819304,0.7150935111111111,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.0028521290204678363,0.0,On,0.00656875983151275,0,On,0.0034083285869801415,0,On,0.0876942039312129,0.06577065294840966,On,0,0,Off,On,715.0935111111111,18.33333333333337,1.0,0.0,0.7150935111111111,0.0,1,715.0935111111111,715.0935111111111,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,492.6525377777778,Off,0.0,0.0,37.14282204786386,51.666666666666686,46.10666666666668,0.0,50.56800715449252,0.0,0.0,0.0,37.14282204786386,49.99261578646692,50.56800715449252,49.704920102454125,12.43753247303448,18.085514438921518,0.0,4.289627831178948,2.8,9.236100170605994,659.9099858952895,-362.52589212970554,-219.30093527753024,-0.0,-0.0,160.38444131721093,0.0,1.0,0.011008870735073345,0.0,0,0.2808163249519727,65.99961422222222,3.732968744497761,0.21771291060057435,8.351914295133799,0.002740406817424746,39.59998288975112,1.2300608078282536,0.18926426672820465,-367.4210688204222,4.895176690716659
2025-01-01 00:03:00,0.8356169324812848,0.071603986281743,0.0,0.013926948874688079,0.0011933997713623832,0.0,0.009420888851980586,0.0,0.09110253251819304,0.7150935111111111,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.0028521290204678363,0.0,On,0.00656875983151275,0,On,0.0034083285869801415,0,On,0.0876942039312129,0.06577065294840966,On,0,0,Off,On,715.0935111111111,18.33333333333337,1.0,0.0,0.7150935111111111,0.0,1,715.0935111111111,715.0935111111111,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,492.6525377777778,Off,0.0,0.0,37.11644845003113,51.666666666666686,46.10666666666668,0.0,50.56235798985367,0.0,0.0,0.0,37.11644845003113,49.987403102571385,50.56235798985367,49.69992565893025,12.43753247303448,18.102956857288632,0.0,4.335146313826788,2.8,9.236100170605994,658.9017577258439,-374.52354335565144,-219.68489755868976,-0.0,-0.0,160.38444131721093,0.0,1.0,0.011015575619916701,0.0,0,0.28098735440324407,65.99961422222222,3.1087028562116874,0.21750369048417953,8.36026189151865,0.002740778635868093,39.57875816940856,1.2299868665156481,0.1893445055428927,-378.8088643437662,4.285320988114693
2025-01-01 00:04:00,0.8356169324812848,0.071603986281743,0.0,0.013926948874688079,0.0011933997713623832,0.0,0.009420888851980586,0.0,0.09110253251819304,0.7150935111111111,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.0028521290204678363,0.0,On,0.00656875983151275,0,On,0.0034083285869801415,0,On,0.0876942039312129,0.06577065294840966,On,0,0,Off,On,715.0935111111111,18.33333333333337,1.0,0.0,0.7150935111111111,0.0,1,715.0935111111111,715.0935111111111,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,492.6525377777778,Off,0.0,0.0,37.09058296476523,51.666666666666686,46.10666666666668,0.0,50.55671284269378,0.0,0.0,0.0,37.09058296476523,49.98219411998935,50.55671284269378,49.694934758637146,12.43753247303448,18.119966265707973,0.0,4.378137508119387,2.8,9.236100170605994,658.1000994221392,-385.871955267313,-220.0595871262682,-0.0,-0.0,160.38444131721093,0.0,1.0,0.011022112333645204,0.0,0,0.2811540941143984,65.99961422222222,2.6817341200854496,0.21730059971388432,8.369030724724826,0.0027411502773650107,39.55772996987144,1.2299147626129279,0.18942025810746616,-389.57306117479277,3.7011059074797457
2025-01-01 00:05:00,0.8356169324812848,0.071603986281743,0.0,0.013926948874688079,0.0011933997713623832,0.0,0.009420888851980586,0.0,0.09110253251819304,0.7150935111111111,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.0028521290204678363,0.0,On,0.00656875983151275,0,On,0.0034083285869801415,0,On,0.0876942039312129,0.06577065294840966,On,0,0,Off,On,715.0935111111111,18.33333333333337,1.0,0.0,0.7150935111111111,0.0,1,715.0935111111111,715.0935111111111,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,492.6525377777778,Off,0.0,0.0,37.06519274878836,51.666666666666686,46.10666666666668,0.0,50.5510716374206,0.0,0.0,0.0,37.06519274878836,49.97698876741148,50.5510716374206,49.68994733240692,12.43753247303448,18.136570821485396,0.0,4.418770718637601,2.8,9.236100170605994,657.5398440057049,-396.5384247988751,-220.42560523545114,-0.0,-0.0,160.38444131721093,0.0,1.0,0.011028491824069467,0.0,0,0.2813168233442276,65.99961422222222,2.4874968128339976,0.21710323507435517,8.376910283135036,0.0027415217431847032,39.536885419218414,1.2298443765924159,0.18949182795309052,-399.7546067086256,3.2161819097504845
2025-01-01 00:06:00,0.8356169324812848,0.071603986281743,0.0,0.013926948874688079,0.0011933997713623832,0.0,0.009420888851980586,0.0,0.09110253251819304,0.7150935111111111,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.0028521290204678363,0.0,On,0.00656875983151275,0,On,0.0034083285869801415,0,On,0.0876942039312129,0.06577065294840966,On,0,0,Off,On,715.0935111111111,18.33333333333337,1.0,0.0,0.7150935111111111,0.0,1,715.0935111111111,715.0935111111111,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,492.6525377777778,Off,0.0,0.0,37.0402452274966,51.666666666666686,46.10666666666668,0.0,50.545434303324434,0.0,0.0,0.0,37.0402452274966,49.9717869781377,50.545434303324434,49.68496331554434,12.43753247303448,18.15279845548201,0.0,4.457205018707361,2.8,9.236100170605994,657.0949499123428,-406.64423758274165,-220.78355026659855,-0.0,-0.0,160.38444131721093,0.0,1.0,0.011034724937840365,0.0,0,0.2814758187711222,65.99961422222222,2.400547750619282,0.21691119856213573,8.385243122451968,0.0027418930345125916,39.51621172036754,1.2297755899519454,0.18955949985064527,-409.39208874117224,2.7478511584305947
2025-01-01 00:07:00,0.8356169324812848,0.071603986281743,0.0,0.013926948874688079,0.0011933997713623832,0.0,0.009420888851980586,0.0,0.09110253251819304,0.7150935111111111,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.0028521290204678363,0.0,On,0.00656875983151275,0,On,0.0034083285869801415,0,On,0.0876942039312129,0.06577065294840966,On,0,0,Off,On,715.0935111111111,18.33333333333337,1.0,0.0,0.7150935111111111,0.0,1,715.0935111111111,715.0935111111111,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,492.6525377777778,Off,0.0,0.0,37.015716784671305,51.666666666666686,46.10666666666668,0.0,50.53980077453808,0.0,0.0,0.0,37.015716784671305,49.96658869003952,50.53980077453808,49.679982647790254,12.43753247303448,18.16866940347064,0.0,4.493576900494577,2.8,9.236100170605994,656.6468227352441,-416.1720005225121,-221.1338527102541,-0.0,-0.0,160.38444131721093,0.0,1.0,0.01104081955353916,0.0,0,0.28163128136340043,65.99961422222222,2.302723017176133,0.21672419895514478,8.39271251384497,0.0027422641524506076,39.495699676609,1.2297083167375942,0.18962351817348838,-418.51860918220837,2.3466086596962192
2025-01-01 00:08:00,0.8356169324812848,0.071603986281743,0.0,0.013926948874688079,0.0011933997713623832,0.0,0.009420888851980586,0.0,0.09110253251819304,0.7150935111111111,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.0028521290204678363,0.0,On,0.00656875983151275,0,On,0.0034083285869801415,0,On,0.0876942039312129,0.06577065294840966,On,0,0,Off,On,715.0935111111111,18.33333333333337,1.0,0.0,0.7150935111111111,0.0,1,715.0935111111111,715.0935111111111,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,492.6525377777778,Off,0.0,0.0,36.99159189749081,51.666666666666686,46.10666666666668,0.0,50.534170988705284,0.0,0.0,0.0,36.99159189749081,49.961393844302805,50.534170988705284,49.67500527210157,12.43753247303448,18.184196948381665,0.0,4.528016497612074,2.8,9.236100170605994,656.2062432507173,-425.1807088938381,-221.476790945632,-0.0,-0.0,160.38444131721093,0.0,1.0,0.01104678087073094,0.0,0,0.2817833437525368,65.99961422222222,2.205081768027302,0.21654204110945927,8.400654713098126,0.002742635098041097,39.47534335260672,1.2296425003905131,0.1896841155579716,-427.1658251793471,1.9851162855090037
2025-01-01 00:09:00,0.8356169324812848,0.071603986281743,0.0,0.013926948874688079,0.0011933997713623832,0.0,0.009420888851980586,0.0,0.09110253251819304,0.7150935111111111,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.0028521290204678363,0.0,On,0.00656875983151275,0,On,0.0034083285869801415,0,On,0.0876942039312129,0.06577065294840966,On,0,0,Off,On,715.0935111111111,18.33333333333337,1.0,0.0,0.7150935111111111,0.0,1,715.0935111111111,715.0935111111111,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,492.6525377777778,Off,0.0,0.0,36.96785539222387,51.666666666666686,46.10666666666668,0.0,50.52854488577776,0.0,0.0,0.0,36.96785539222387,49.956202384291885,50.52854488577776,49.67003113354895,12.43753247303448,18.199394075189122,0.0,4.560641306935955,2.8,9.236100170605994,655.7831696935885,-433.7016323011001,-221.81263782388652,-0.0,-0.0,160.38444131721093,0.0,1.0,0.011052613967532297,0.0,0,0.2819321354720751,65.99961422222222,2.1178550891530232,0.21636453500002437,8.408412728820585,0.0027430058722885207,39.455136938913206,1.2295780856439786,0.18974150192515638,-435.3623539830037,1.6607216819035848
