Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.5734159784072107,0.071603986281743,0.0,0.5734159784072107,0.071603986281743,0.0,0.009420888851980586,0.0,0.09110253251819304,0.452892557037037,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0028521290204678363,0.0,0.00656875983151275,0.0,0.0034083285869801415,0.0,0.0876942039312129,0.06577065294840966,0.0,0.0,452.89255703703697,18.33333333333337,0.6333333333333333,0.0,0.452892557037037,0.0,0.6333333333333333,452.89255703703697,715.0935111111111,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,492.6525377777778,0.0,0.0,36.708623478151445,51.66666666666668,46.10666666666668,0.0,50.414230534561185,0.0,0.0,0.0,36.708623478151445,49.85070756860145,50.414230534561185,49.56894608562158,12.43753247303448,18.316447488234754,0.0,4.872006893809088,2.8,9.236100170605994,392.39767116329347,-512.9637690951538,-224.41415925644918,0.0,0.0,160.38444131721093,0.0,1.0,0.011097445152914961,0.0,0.0,0.2830756976979709,65.99961422222222,3.5348320654946948,0.21536495244269152,8.47166991674707,0.0027505493847741988,39.133462315438344,1.2290192299540115,0.1902877497437971,-513.9904539253446,1.0266848301907856
2025-01-01 01:00:00,0.12030951169363854,0.071603986281743,0.0,0.12030951169363854,0.071603986281743,0.0,0.009206979175445499,0.0,0.09110253251819304,0.0,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0026382193439327484,0.0,0.00656875983151275,0.0,0.0034083285869801415,0.0,0.0876942039312129,0.06577065294840966,0.0,0.0,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,715.0935111111111,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,492.6525377777778,0.0,0.0,36.89760328914975,51.66666666666668,46.10666666666668,0.0,50.079188695669835,0.0,0.0,0.0,36.89760328914975,49.54132642090216,50.079188695669835,49.27239528351833,12.43753247303448,17.843881120810504,-0.05437347887188763,5.314640469604971,2.5,9.236100170605994,-41.99208481292398,-515.6100572153571,-212.25356071384448,0.0,0.0,160.17053164067585,0.0,1.0,0.010607563063090464,0.0,0.0,0.2705796941173284,65.99961422222222,10.090944260244646,0.22364508545169118,8.275013243793989,0.002772561801877944,39.51899223455204,1.2310586077999701,0.14754406947253818,-518.0786094959165,2.4685522805593383
2025-01-01 02:00:00,0.597038519101046,0.071603986281743,0.0,0.5970385191010459,0.071603986281743,0.0,0.009206979175445499,0.0,0.09110253251819304,0.4767290074074074,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0026382193439327484,0.0,0.00656875983151275,0.0,0.0034083285869801415,0.0,0.0876942039312129,0.06577065294840966,0.0,0.0,476.7290074074074,18.33333333333337,0.6666666666666666,0.0,0.4767290074074074,0.0,0.6666666666666666,476.7290074074074,715.0935111111111,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,492.6525377777778,0.0,0.0,36.55457910854577,51.66666666666668,46.10666666666668,0.0,49.74350375277222,0.0,0.0,0.0,36.55457910854577,49.2310146977229,49.74350375277222,48.97477017019824,12.43753247303448,17.82764780653211,-0.11282466836953903,5.6594792856777625,1.6500000000000001,9.236100170605994,420.4670338622979,-513.4828404688265,-222.2619901912493,0.0,0.0,160.17053164067585,0.0,1.0,0.010484605350979172,0.0,0.0,0.26744326589771183,65.99961422222222,5.829485005463924,0.22570121901695933,8.293594799030366,0.002795203499964101,41.140425348408904,1.2311110375239949,0.09917647144998588,-516.2317018303669,2.7488613615404063
2025-01-01 03:00:00,0.48963188598335594,0.071603986281743,0.0,0.4896318859833559,0.071603986281743,0.0,0.009064372724422105,0.0,0.09110253251819304,0.36946498074074074,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.002495612892909357,0.0,0.00656875983151275,0.0,0.0034083285869801415,0.0,0.0876942039312129,0.06577065294840966,0.0,0.0,369.4649807407407,18.33333333333337,0.5166666666666667,0.0,0.36946498074074074,0.0,0.5166666666666667,369.4649807407407,715.0935111111111,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,492.6525377777778,0.0,0.0,35.61792532538853,51.66666666666668,46.10666666666668,0.0,49.41584473518757,0.0,0.0,0.0,35.61792532538853,48.92796444299146,49.41584473518757,48.68402429689342,12.43753247303448,18.328920624097872,0.0,5.546468782118831,1.6500000000000001,9.236100170605994,296.40634030285946,-601.113137625694,-237.53855274387914,0.0,0.0,160.02792518965245,0.0,1.0,0.010880045929587735,0.0,0.0,0.2775302378219033,65.99961422222222,4.451987116345413,0.22046030095526087,8.55610301799681,0.002817936327774707,36.097111087702665,1.228976409300757,0.12381962288604388,-606.4533569576805,5.340219331986528
2025-01-01 04:00:00,0.3227767333907633,0.071603986281743,0.0,0.3227767333907633,0.071603986281743,0.0,0.009064372724422105,0.0,0.09110253251819304,0.20260982814814812,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.002495612892909357,0.0,0.00656875983151275,0.0,0.0034083285869801415,0.0,0.0876942039312129,0.06577065294840966,0.0,0.0,202.60982814814813,18.33333333333337,0.2833333333333333,0.0,0.20260982814814812,0.0,0.2833333333333333,202.60982814814813,715.0935111111111,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,492.6525377777778,0.0,0.0,35.94721836897667,51.66666666666668,46.10666666666668,0.0,49.09039865148542,0.0,0.0,0.0,35.94721836897667,48.62669563620329,49.09039865148542,48.39484412856223,12.43753247303448,17.74391179135775,-0.11103766185546432,5.354951975541837,0.55,9.236100170605994,59.0007635305061,-591.1381931027566,-250.1334898234829,0.0,0.0,96.22279814031913,0.0,0.03325,0.011039788065265486,0.0,0.0,0.2816049699684159,2.194487172888889,10.301627065521751,0.22910375453371384,8.28419668747905,0.0028240464053616793,-8.440089387051076,1.2308653437325494,0.10990005475445311,-596.7596318052764,5.621438702519738
2025-01-01 05:00:00,0.835545629255773,0.071603986281743,0.0,0.835545629255773,0.071603986281743,0.0,0.009349585626468891,0.0,0.09110253251819304,0.7150935111111111,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0027808257949561406,0.0,0.00656875983151275,0.0,0.0034083285869801415,0.0,0.0876942039312129,0.06577065294840966,0.0,0.0,715.0935111111111,18.33333333333337,1.0,0.0,0.7150935111111111,0.0,1.0,715.0935111111111,715.0935111111111,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,492.6525377777778,0.0,0.0,35.11282795648557,51.66666666666668,46.10666666666668,0.0,48.766708120805234,0.0,0.0,0.0,35.11282795648557,48.326780227651525,48.766708120805234,48.10681628107467,12.43753247303448,18.160449150221176,0.0,5.309565997052695,-0.25000000000000006,9.236100170605994,537.1859658181021,-653.8524575354076,-276.031677969543,0.0,0.0,94.31352386947702,0.0,0.0,0.011383835986082804,0.0,0.0,0.29038100840653486,0.0,3.8106088070569024,0.22287616938630245,8.473597948809003,0.002821583735365444,-8.614465728432519,1.2284906353244218,0.09511738940655208,-659.1222257214254,5.2697681860179015
2025-01-01 06:00:00,0.40684603871666486,0.071603986281743,0.0,0.40684603871666486,0.071603986281743,0.0,0.00970610175402737,0.0,0.09110253251819304,0.2860374044444444,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0031373419225146203,0.0,0.00656875983151275,0.0,0.0034083285869801415,0.0,0.0876942039312129,0.06577065294840966,0.0,0.0,286.0374044444444,18.33333333333337,0.4,0.0,0.2860374044444444,0.0,0.4,286.0374044444444,715.0935111111111,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,492.6525377777778,0.0,0.0,34.64299252671107,51.66666666666668,46.10666666666668,0.0,48.45096843612255,0.0,0.0,0.0,34.64299252671107,48.03407604002708,48.45096843612255,47.82562984197935,12.43753247303448,18.270886138141073,0.0,4.938425432991332,0.3,9.236100170605994,121.40767660985209,-700.9398835531533,-266.57041900391727,0.0,0.0,94.6700399970355,0.0,0.0,0.011289196532936785,0.0,0.0,0.28796692761046744,0.0,7.2706511722894716,0.22069693195262616,8.51568338111475,0.0028132770678669238,-15.680764295932436,1.228031640996087,0.11656156913541935,-708.0143359967818,7.074452443628443
2025-01-01 07:00:00,0.49005970533642607,0.071603986281743,0.0,0.49005970533642607,0.071603986281743,0.0,0.009492192077492283,0.0,0.09110253251819304,0.36946498074074074,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.002923432245979533,0.0,0.00656875983151275,0.0,0.0034083285869801415,0.0,0.0876942039312129,0.06577065294840966,0.0,0.0,369.4649807407407,18.33333333333337,0.5166666666666667,0.0,0.36946498074074074,0.0,0.5166666666666667,369.4649807407407,715.0935111111111,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,492.6525377777778,0.0,0.0,34.91634041182673,51.66666666666668,46.10666666666668,0.0,48.13454262805364,0.0,0.0,0.0,34.91634041182673,47.74043443430514,48.13454262805364,47.543380337430904,12.43753247303448,17.741630273438652,-0.11730279132832291,4.664490395006369,-0.55,9.236100170605994,198.22493347023672,-808.2223358948813,-275.33936120595047,0.0,0.0,94.45613032050042,0.35901984313050195,0.0,0.011412595312965531,0.0,0.0,0.2911146066726649,0.0,9.643183614946006,0.22755786645857967,8.257978823867314,0.002805877601302575,-8.96738485921563,1.2302709770527647,0.11808362470331835,-816.0590339234972,7.8366980286158965
2025-01-01 08:00:00,0.8349752034516794,0.071603986281743,0.0,0.8349752034516794,0.071603986281743,0.0,0.008779159822375322,0.0,0.09110253251819304,0.7150935111111111,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0022103999908625735,0.0,0.00656875983151275,0.0,0.0034083285869801415,0.0,0.0876942039312129,0.06577065294840966,0.0,0.0,715.0935111111111,18.33333333333337,1.0,0.0,0.7150935111111111,0.0,1.0,715.0935111111111,715.0935111111111,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,492.6525377777778,0.0,0.0,33.98204520318442,51.66666666666668,46.10666666666668,0.0,47.82201940126114,0.0,0.0,0.0,33.98204520318442,47.450191737408694,47.82201940126114,47.26427790548247,12.43753247303448,18.25375222838585,0.0,4.053279217099129,-1.4,9.236100170605994,509.84921138896095,-901.7621825878066,-311.4279626793887,0.0,0.0,93.74309806538346,35.77625528919726,0.0,0.011984551717785369,0.0,0.0,0.3057041771653536,0.0,12.440564891855127,0.22026593213748766,8.500339074365488,0.0028036217295685627,1.884282205993609,1.2286871016644525,0.12655707245533498,-912.3957108747219,10.633528286915379
2025-01-01 09:00:00,0.35781837669120187,0.071603986281743,0.0,0.3578183766912019,0.071603986281743,0.0,0.008351340469305147,0.0,0.09110253251819304,0.2383645037037037,0.020000000000000004,0.0,0.0,0.06577065294840966,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0017825806377923979,0.0,0.00656875983151275,0.0,0.0034083285869801415,0.0,0.0876942039312129,0.06577065294840966,0.0,0.0,238.3645037037037,18.33333333333337,0.3333333333333333,0.0,0.2383645037037037,0.0,0.3333333333333333,238.3645037037037,715.0935111111111,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,492.6525377777778,0.0,0.0,33.64846754806221,51.66666666666668,46.10666666666668,0.0,47.51656839854177,0.0,0.0,0.0,33.64846754806221,47.166349284996535,47.51656839854177,46.99123972822393,12.43753247303448,18.25598012615477,0.0,3.8514693026912497,-0.85,9.236100170605994,70.78146513461317,-766.1775812012409,-297.3310430472127,0.0,0.0,93.31527871231329,118.28839618557035,0.0,0.011771877689032513,0.0,0.0,0.3002792484324876,0.0,36.43272576580886,0.22071415415421555,8.510296442468718,0.0028080624498488427,13.889868883563379,1.2292917772483776,0.12454371285211834,-774.8115567241654,8.633975522924414
