Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Well Pump Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.7040469487772256,0.4009045480710599,0.0,0.01173411581295376,0.0066817424678509985,0.0,0.02971708145324235,0.6243298673239832,0.0,0.05,0.0,0.0,0.0,0.38632121473772657,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004544051535087718,0.0,On,0.0007075628889131217,0.0,On,0.02446546702924151,0,On,0.05543939422403417,0,On,0.4734704391275471,0.35510282934566023,On,0.0537955201163134,0,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,14266.701688888888,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,12567.768457777778,Off,0.0,0,88.34972217128664,51.666666666666686,46.10666666666668,0.0,49.12377395807828,0.0,0.0,0.0,138.0464408926354,48.980272078838425,49.12377395807828,48.9085211392185,12.43753247303448,15.908036765397215,0.0,1.5080217026173566,-1.9645454521517118,2.8,9.236100170605994,473.340647942794,273.5788880038849,2374.2389428429747,-284.3258219711777,-0.0,-0.0,699.1737259806505,0.0,2.0010000000000003,0.016644126220557942,0.0,0.0,0.12138678139386279,132.0652280586667,58.49274393332118,0.2629185116582738,7.467202885073329,0.002891765874030549,84.07732910322926,1.2356043243124362,0.14498225455103997,244.11120771789214,29.46768028599276,0.43496788673801984,2700.8242279848982,-326.58528514192295
2025-01-01 00:01:00,0.7040469487772256,0.4009045480710599,0.0,0.01173411581295376,0.0066817424678509985,0.0,0.02971708145324235,0.6243298673239832,0.0,0.05,0.0,0.0,0.0,0.38632121473772657,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004544051535087718,0.0,On,0.0007075628889131217,0.0,On,0.02446546702924151,0,On,0.05543939422403417,0,On,0.4734704391275471,0.35510282934566023,On,0.0537955201163134,0,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,14266.701688888888,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,12567.768457777778,Off,0.0,0,88.34097112233789,51.666666666666686,46.10666666666668,0.0,49.108995113894174,0.0,0.0,0.0,138.03276737865295,48.9665065825522,49.108995113894174,48.895262316881215,12.43753247303448,15.897512827840867,0.0,1.560020938142256,-1.9173743237640253,2.8,9.236100170605994,463.46983535694727,263.5168971049793,2340.1967919809113,-284.0079058726312,-0.0,-0.0,699.1737259806505,0.0,2.0010000000000003,0.01663887446693678,0.0,0.0,0.12134847998588866,132.0652280586667,48.30401524892797,0.26388445764789575,7.484721098101179,0.0028919905687235597,84.07439682242318,1.2392586351265,0.14498225455103997,234.28627783315204,29.230619271827248,0.43419351560978775,2669.3242018684623,-329.12740988755036
2025-01-01 00:02:00,0.7040469487772256,0.4009045480710599,0.0,0.01173411581295376,0.0066817424678509985,0.0,0.02971708145324235,0.6243298673239832,0.0,0.05,0.0,0.0,0.0,0.38632121473772657,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004544051535087718,0.0,On,0.0007075628889131217,0.0,On,0.02446546702924151,0,On,0.05543939422403417,0,On,0.4734704391275471,0.35510282934566023,On,0.0537955201163134,0,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,14266.701688888888,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,12567.768457777778,Off,0.0,0,88.33255762803638,51.666666666666686,46.10666666666668,0.0,49.09421821819624,0.0,0.0,0.0,138.01962129380684,48.95274244973977,49.09421821819624,48.88200456551155,12.43753247303448,15.886863897100252,0.0,1.610156796107431,-1.8715082966469323,2.8,9.236100170605994,453.4725645039585,253.62775134401315,2307.6739659128693,-283.6863537045968,-0.0,-0.0,699.1737259806505,0.0,2.0010000000000003,0.01663355993929389,0.0,0.0,0.12130972076256563,132.0652280586667,37.985192227904776,0.2640845964190922,7.479800925728836,0.002892214593026244,84.0716145987142,1.2393041254023356,0.14498225455103997,224.81342146811448,28.814329875898675,0.4334392427144803,2638.778915656488,-331.10494974361893
2025-01-01 00:03:00,0.7040469487772256,0.4009045480710599,0.0,0.01173411581295376,0.0066817424678509985,0.0,0.02971708145324235,0.6243298673239832,0.0,0.05,0.0,0.0,0.0,0.38632121473772657,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004544051535087718,0.0,On,0.0007075628889131217,0.0,On,0.02446546702924151,0,On,0.05543939422403417,0,On,0.4734704391275471,0.35510282934566023,On,0.0537955201163134,0,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,14266.701688888888,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,12567.768457777778,Off,0.0,0,88.32446764006636,51.666666666666686,46.10666666666668,0.0,49.07944321450165,0.0,0.0,0.0,138.0069806876037,48.93897962780782,49.07944321450165,48.868747834460905,12.43753247303448,15.876095179991706,0.0,1.6584995201149189,-1.8267596994418074,2.8,9.236100170605994,443.4250730138419,244.2878879778269,2278.1445453732704,-283.3613275627597,-0.0,-0.0,699.1737259806505,0.0,2.0010000000000003,0.016628185222710656,0.0,0.0,0.1212705225770738,132.0652280586667,27.61267459595105,0.26428692387444264,7.474813569831753,0.0028924386016925944,84.06894350849902,1.2393501326884024,0.14498225455103997,215.6793665341054,28.608521443721493,0.4327020789380795,2609.0570635136146,-330.9125181403443
2025-01-01 00:04:00,0.7040469487772256,0.4009045480710599,0.0,0.01173411581295376,0.0066817424678509985,0.0,0.02971708145324235,0.6243298673239832,0.0,0.05,0.0,0.0,0.0,0.38632121473772657,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004544051535087718,0.0,On,0.0007075628889131217,0.0,On,0.02446546702924151,0,On,0.05543939422403417,0,On,0.4734704391275471,0.35510282934566023,On,0.0537955201163134,0,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,14266.701688888888,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,12567.768457777778,Off,0.0,0,88.31668654693225,51.666666666666686,46.10666666666668,0.0,49.06467004866836,0.0,0.0,0.0,137.99482272958164,48.9252180663518,49.06467004866836,48.855492075193524,12.43753247303448,15.865212096357542,0.0,1.7051386492955332,-1.782935822663541,2.8,9.236100170605994,437.9948586427273,235.09964606313991,2249.7954603029807,-283.0329957464508,-0.0,-0.0,699.1737259806505,0.0,2.0010000000000003,0.01662275300926463,0.0,0.0,0.12123090506292379,132.0652280586667,21.854128408527572,0.26449135364599247,7.469762025245551,0.0028926625949264205,84.06637907174033,1.239396633857397,0.14498225455103997,206.86719517313506,28.23245089000485,0.43197892926769005,2580.025457303461,-330.22999700048
2025-01-01 00:05:00,0.7040469487772256,0.4009045480710599,0.0,0.01173411581295376,0.0066817424678509985,0.0,0.02971708145324235,0.6243298673239832,0.0,0.05,0.0,0.0,0.0,0.38632121473772657,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004544051535087718,0.0,On,0.0007075628889131217,0.0,On,0.02446546702924151,0,On,0.05543939422403417,0,On,0.4734704391275471,0.35510282934566023,On,0.0537955201163134,0,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,14266.701688888888,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,12567.768457777778,Off,0.0,0,88.30902717182751,51.666666666666686,46.10666666666668,0.0,49.049898668988774,0.0,0.0,0.0,137.98285495598049,48.91145771724378,49.049898668988774,48.842237241371286,12.43753247303448,15.854284674861987,0.0,1.7501400150086674,-1.739901705445486,2.8,9.236100170605994,436.7625365236703,226.397422115553,2222.8019227046384,-282.7034741829125,-0.0,-0.0,699.1737259806505,0.0,2.0010000000000003,0.01661729824451788,0.0,0.0,0.12119112308055388,132.0652280586667,20.29228472593229,0.26469670505400955,7.464685116286217,0.0028928865729237726,84.06386170139368,1.239443328690432,0.14498225455103997,198.36446896214343,28.032953153409576,0.431267631639242,2551.5904363239742,-328.78851361933584
2025-01-01 00:06:00,0.7040469487772256,0.4009045480710599,0.0,0.01173411581295376,0.0066817424678509985,0.0,0.02971708145324235,0.6243298673239832,0.0,0.05,0.0,0.0,0.0,0.38632121473772657,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004544051535087718,0.0,On,0.0007075628889131217,0.0,On,0.02446546702924151,0,On,0.05543939422403417,0,On,0.4734704391275471,0.35510282934566023,On,0.0537955201163134,0,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,14266.701688888888,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,12567.768457777778,Off,0.0,0,88.3013267415148,51.666666666666686,46.10666666666668,0.0,49.03512905491988,0.0,0.0,0.0,137.97082303361688,48.89769856151925,49.03512905491988,48.828983314818935,12.43753247303448,15.843373836973248,0.0,1.79358524271914,-1.6975367717438619,2.8,9.236100170605994,436.1763205979339,217.82168695786743,2196.9335685961296,-282.37460057581075,-0.0,-0.0,699.1737259806505,0.0,2.0010000000000003,0.016611851338113662,0.0,0.0,0.12115139840962795,132.0652280586667,19.37719519309411,0.2649019476997342,7.459616624952835,0.0028931105357761938,84.06133946850468,1.2394899559392207,0.14498225455103997,190.1557652807678,27.66592167709961,0.4305662469391293,2523.6687863036136,-326.7352177074834
2025-01-01 00:07:00,0.7040469487772256,0.4009045480710599,0.0,0.01173411581295376,0.0066817424678509985,0.0,0.02971708145324235,0.6243298673239832,0.0,0.05,0.0,0.0,0.0,0.38632121473772657,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004544051535087718,0.0,On,0.0007075628889131217,0.0,On,0.02446546702924151,0,On,0.05543939422403417,0,On,0.4734704391275471,0.35510282934566023,On,0.0537955201163134,0,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,14266.701688888888,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,12567.768457777778,Off,0.0,0,88.29356233828132,51.666666666666686,46.10666666666668,0.0,49.02036121301934,0.0,0.0,0.0,137.95869115356456,48.883940605574885,49.02036121301934,48.81573030185266,12.43753247303448,15.832488169245154,0.0,1.8355339265622712,-1.655740762812064,2.8,9.236100170605994,435.92078335443654,209.70282016838777,2172.0082885732295,-282.0466329168123,-0.0,-0.0,699.1737259806505,0.0,2.0010000000000003,0.01660641657942333,0.0,0.0,0.12111176233283247,132.0652280586667,18.79369029059835,0.26510693536305513,7.454561314985125,0.002893334483484082,84.05880502169094,1.2395364787576586,0.14498225455103997,182.2298241903735,27.47299597801426,0.42987315979993956,2496.1914831057825,-324.1831945325528
2025-01-01 00:08:00,0.7040469487772256,0.4009045480710599,0.0,0.01173411581295376,0.0066817424678509985,0.0,0.02971708145324235,0.6243298673239832,0.0,0.05,0.0,0.0,0.0,0.38632121473772657,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004544051535087718,0.0,On,0.0007075628889131217,0.0,On,0.02446546702924151,0,On,0.05543939422403417,0,On,0.4734704391275471,0.35510282934566023,On,0.0537955201163134,0,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,14266.701688888888,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,12567.768457777778,Off,0.0,0,88.28572339317307,51.666666666666686,46.10666666666668,0.0,49.005595153660295,0.0,0.0,0.0,137.94644280183292,48.870183859378116,49.005595153660295,48.802478212237034,12.43753247303448,15.821631638530162,0.0,1.8760610969092635,-1.614430660735913,2.8,9.236100170605994,435.733165659436,201.68971216171875,2147.8721135039827,-281.71968964434365,-0.0,-0.0,699.1737259806505,0.0,2.0010000000000003,0.016600995952437036,0.0,0.0,0.12107222931954695,132.0652280586667,18.279129323129112,0.26531159975222135,7.449521388868261,0.0028935584160349054,84.05625494132718,1.2395828801054456,0.14498225455103997,174.5724691722319,27.11724298948685,0.429187030456027,2469.1014874295283,-321.2293739255457
2025-01-01 00:09:00,0.7040469487772256,0.4009045480710599,0.0,0.01173411581295376,0.0066817424678509985,0.0,0.02971708145324235,0.6243298673239832,0.0,0.05,0.0,0.0,0.0,0.38632121473772657,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004544051535087718,0.0,On,0.0007075628889131217,0.0,On,0.02446546702924151,0,On,0.05543939422403417,0,On,0.4734704391275471,0.35510282934566023,On,0.0537955201163134,0,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,14266.701688888888,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,12567.768457777778,Off,0.0,0,88.27780878536385,51.666666666666686,46.10666666666668,0.0,48.99083088897527,0.0,0.0,0.0,137.93407622713102,48.85642833454308,48.99083088897527,48.789227057327,12.43753247303448,15.810804676137485,0.0,1.915220327499333,-1.573538272238657,2.8,9.236100170605994,435.3942324099189,194.10526890810425,2124.395186729954,-281.3937825843116,-0.0,-0.0,699.1737259806505,0.0,2.0010000000000003,0.016595589676252107,0.0,0.0,0.12103280096766361,132.0652280586667,17.61428901357999,0.26551593241982163,7.445070417777869,0.0028937823334100974,84.05368882251327,1.2396291581045702,0.14498225455103997,167.17357780384685,26.93169110425739,0.4285067569881672,2442.352009636224,-317.95682290627025
