Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.6428795942970171,0.382161395458298,0.0,0.6428795942970171,0.382161395458298,0.0,0.021786328091486354,0.5710932662055307,0.0,0.05,0.0,0.0,0.0,0.3675780621249647,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.004544051535087718,0.0,0.00048464547380074627,0.0,0.01675763108259789,0.0,0.027193663255930953,0.0,0.4484795689771979,0.3363596767328983,0.0537955201163134,0.0,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,14266.701688888888,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12567.768457777778,0.0,0.0,88.12143033434594,51.66666666666668,46.10666666666668,0.0,48.6888056504434,0.0,0.0,0.0,137.68973489741555,48.574872641292565,48.6888056504434,48.51790613671715,12.43753247303448,15.587093657662235,0.0,2.4070308986962847,-0.8312706380547132,2.8,9.236100170605994,374.05971479324637,94.87982713042534,1719.6944155211409,-274.7142945720983,0.0,0.0,639.7557324109665,0.0,2.0010000000000003,0.016483730987112716,0.0,0.0,0.12021700769226798,132.0652280586667,9.018276954378173,0.2697834304103108,7.3410788161389275,0.0028983394392983176,83.4826355063142,1.2405265669269383,0.14498225455103997,71.58431365212829,23.295513478297043,0.41583163284613267,1976.3173434633597,-256.62292794221895
2025-01-01 01:00:00,0.5866361331558319,0.3716461201253952,0.0,0.5866361331558319,0.3716461201253952,0.0,0.017886052245094212,0.5187500809107376,0.0,0.05,0.0,0.0,0.0,0.3570627867920619,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04058390100968627,0.030437925757264693,0.0,0.0,0.004203247669956139,0.0,0.0003845959252857431,0.0,0.013298208649852332,0.0,0.01454597967264263,0.0,0.43549981471306304,0.3266248610347972,0.028120385515345642,0.0,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,14266.701688888888,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12567.768457777778,0.0,0.0,87.4622764172248,51.66666666666668,46.10666666666668,0.0,47.808946197148416,0.0,0.0,0.0,136.65980690191375,47.75377612657159,47.808946197148416,47.726191091283184,12.43753247303448,15.010762699059436,0.0,3.167399223188274,0.6674723876401804,2.5,9.236100170605994,394.56303307914953,-107.8536734264819,590.6933022625798,-241.37975352318338,0.0,0.0,652.9627381065717,0.0,2.6505,0.014810747030852865,0.0,0.0,0.1080158182105923,174.931977496,-17.01995150423878,0.28141914631639003,7.078074643937537,0.0029134681945848476,119.33242623101619,1.2430563608880054,0.14498225455103997,-126.31104046435613,18.457367037874224,0.3076617085204025,789.4087912215712,-198.71548895899147
2025-01-01 02:00:00,0.5807050184806738,0.3708656604905936,0.0,0.5807050184806738,0.3708656604905936,0.0,0.017886052245094212,0.5128189662355797,0.0,0.05,0.0,0.0,0.0,0.35628232715726027,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.004203247669956139,0.0,0.0003845959252857431,0.0,0.013298208649852332,0.0,0.01454597967264263,0.0,0.43549981471306304,0.3266248610347972,0.02322988368658988,0.0,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,14266.701688888888,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12567.768457777778,0.0,0.0,86.44799768209896,51.66666666666668,46.10666666666668,0.0,46.939294772594394,0.0,0.0,0.0,135.07499637827962,46.94066162666039,46.95073137240906,46.92990845387873,12.43753247303448,14.575444847822645,0.0,3.28145559740684,0.950377729717731,1.6500000000000001,9.236100170605994,414.9649763288555,-291.96976276760773,-17.46597071138827,-226.19379270465328,0.0,0.0,674.9889904308362,0.0,3.0,0.01336799496991019,0.0,0.0,0.09749372610996396,197.99884266666666,-33.83022139732739,0.2915723485103444,6.890206909852741,0.0029351380172989916,141.61995892564443,1.2449206974156948,0.14498225455103997,-309.6926512199238,17.722888452316045,0.18377570411282868,192.85988178636725,-210.3258524977555
2025-01-01 03:00:00,0.5745467012287615,0.37008520085579194,0.049092054161065365,0.5745467012287615,0.37008520085579194,0.04909205416106537,0.01765884966833983,0.5068878515604216,0.0,0.05,0.049092054161065365,0.0,0.0,0.3555018675224586,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03850267531688185,0.028877006487661377,0.0,0.0,0.003976045093201754,0.0,0.0003845959252857431,0.0,0.013298208649852332,0.0,0.01454597967264263,0.0,0.43549981471306304,0.3266248610347972,0.018339381857834115,0.0,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,14266.701688888888,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12567.768457777778,1113.6702222222223,0.0,91.80482367869908,51.66666666666668,46.10666666666668,0.0,48.4844116721518,0.0,0.0,1113.6702222222223,143.44503699796732,48.514529387472486,48.52958824513283,48.4844116721518,12.43753247303448,14.1964167131721,0.0,3.166646418919586,0.7728758711714665,1.6500000000000001,9.236100170605994,397.6325288615113,-270.10258155402477,93.23086671980975,-227.56090971023892,0.0,0.0,673.7211750076796,0.0,3.0,0.01388375157489206,0.0,0.0,0.10125517525014457,197.99884266666666,-48.527736435929405,0.30107626154788947,6.730016649713408,0.002957514586389861,134.7078344401087,1.2465459446635987,0.14498225455103997,-287.9449943901552,17.842412836130443,0.2327693840457455,322.77350954070596,-229.54264282089622
2025-01-01 04:00:00,0.5747287138395483,0.3693047412209903,0.0,0.5747287138395483,0.3693047412209903,0.0,0.01765884966833983,0.5070698641712084,0.0,0.05,0.0,0.0,0.0,0.35472140788765694,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.003976045093201754,0.0,0.0003845959252857431,0.0,0.013298208649852332,0.0,0.01454597967264263,0.0,0.43549981471306304,0.3266248610347972,0.019562007315023056,0.0,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,14266.701688888888,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12567.768457777778,0.0,0.0,101.48920747736162,51.66666666666668,46.10666666666668,0.0,51.83351331250368,0.0,0.0,0.0,158.5768866833775,51.867761999166916,51.88488634249855,51.83351331250368,12.43753247303448,13.870156212290658,-0.08568222015641253,3.1572940115436103,0.8386952782384518,0.55,9.236100170605994,368.5328354454358,-480.6584404206317,-165.04370223564192,-247.86362657255992,0.0,0.0,672.6805621612774,0.0,3.0,0.01417729241885579,0.0,0.0,0.10339598923966985,197.99884266666666,-56.284100143281684,0.3095378761225182,6.590146462710533,0.002978450772538151,139.8721136314162,1.2473613607658385,0.14498225455103997,-497.7959836675102,17.13754324687851,0.2345243694320906,56.268360226443356,-221.31206246208527
2025-01-01 05:00:00,0.6959478143518794,0.3693047412209903,0.10141666666666668,0.6959478143518794,0.3693047412209903,0.10141666666666667,0.0181132548218486,0.5095151150855862,0.11831944444444444,0.05,0.0,0.10141666666666668,0.0,0.35472140788765694,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.004430450246710526,0.0,0.0003845959252857431,0.0,0.013298208649852332,0.0,0.01454597967264263,0.0,0.43549981471306304,0.3266248610347972,0.022007258229400938,0.0,1509.0109220168113,14.444444444444457,0.13333333333333333,987.0921372424477,2.9722295185185184,0.11831944444444444,0.16666666666666666,2377.7836148148144,14266.701688888888,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12567.768457777778,0.0,0.0,98.2189235108373,51.66666666666668,46.10666666666668,0.0,50.89806768648621,0.0,0.0,0.0,153.46706798568326,50.93255525304323,50.94979903632176,50.89806768648621,12.43753247303448,14.159299262870048,-0.06319517161020718,2.530220170804528,0.6778071364864824,-0.25000000000000006,9.236100170605994,1826.4185355384554,-509.5124862528675,739.2673850132712,-270.8118210954201,0.0,0.0,673.1349673147862,0.0,3.0,0.014275186929249149,0.0,0.0,0.10410994077880806,197.99884266666666,-84.91553269772152,0.3060616298869397,6.758241448284865,0.003001793481762915,141.27883773693762,1.2454648058608655,0.14498225455103997,-530.9673711039684,21.454884851100864,0.18449005416315234,56.88689931081608,-304.7116515399926
2025-01-01 06:00:00,1.2999752723663034,0.3708656604905936,0.6085,1.2999752723663034,0.3708656604905936,0.6085,0.018681261263734563,0.5213773444359022,0.7099166666666666,0.05,0.0,0.6085,0.0,0.35628232715726027,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.00499845668859649,0.0,0.0003845959252857431,0.0,0.013298208649852332,0.0,0.01454597967264263,0.0,0.43549981471306304,0.3266248610347972,0.031788261886912465,0.0,9054.065532100869,20.0555555555556,0.7999999999999999,5922.552823454686,17.833377111111112,0.7099166666666666,1.0,14266.701688888888,14266.701688888888,0.0,21.0555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12567.768457777778,0.0,0.0,90.04641132932748,51.66666666666668,46.10666666666668,0.0,50.005963282828596,0.0,0.0,0.0,140.69751770207418,50.044785943232384,50.06419727343428,50.005963282828596,12.43753247303448,16.331079116349745,-3.131804340910754,2.5996223278139436,2.6900937726573084,0.3,9.236100170605994,9227.11007490475,-414.6284544807668,4672.6177653859195,-328.0969316760254,0.0,0.0,675.7841994494764,0.0,3.0,0.015517757523826526,0.0,0.0,0.11317209538708703,197.99884266666666,-174.64272496956917,0.26874867218655807,7.8370761788664245,0.0030228468546004365,128.38895654865811,1.2361229496195774,0.14498225455103997,-438.1223440314432,23.49388955067642,0.26495715765742867,-857.6636104745605,-392.2714475942069
2025-01-01 07:00:00,1.310274072394299,0.3724265797601969,0.6085,1.310274072394299,0.3724265797601969,0.6085,0.018340457398602985,0.5320169483290292,0.7099166666666666,0.05,0.0,0.6085,0.0,0.35784324642686355,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.004657652823464912,0.0,0.0003845959252857431,0.0,0.013298208649852332,0.0,0.01454597967264263,0.0,0.43549981471306304,0.3266248610347972,0.040346640087235056,0.0,9054.065532100869,20.0555555555556,0.7999999999999999,5922.552823454686,17.833377111111112,0.7099166666666666,1.0,14266.701688888888,14266.701688888888,0.0,21.0555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12567.768457777778,0.0,0.0,80.72451448796214,51.66666666666668,46.10666666666668,0.0,49.222915995473755,0.0,0.0,0.0,126.13205388744086,49.25026943585792,49.263946156050004,49.222915995473755,12.43753247303448,19.026970379131317,-0.5663385522631059,2.5218007954780313,4.527868914849525,-0.55,9.236100170605994,9106.585794908322,-556.8677289793875,3208.109788959144,-451.6322971546266,0.0,0.0,677.5246212771493,6.182906649426244,3.0,0.017467042387141852,0.0,0.0,0.1273883667877068,197.99884266666666,-173.37206131506872,0.22775871577306495,9.130143579989896,0.003043675602957535,133.02985191209464,1.2246870672389578,0.14498225455103997,-586.9906401313453,30.122911151957812,0.3294424508333818,-2227.758633140076,-486.6844013554659
2025-01-01 08:00:00,1.061707839023596,0.37320703939499855,0.395525,1.061707839023596,0.37320703939499855,0.395525,0.017204444514831056,0.5330575611754315,0.46144583333333333,0.05,0.0,0.395525,0.0,0.3586237060616652,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0035216399396929823,0.0,0.0003845959252857431,0.0,0.013298208649852332,0.0,0.01454597967264263,0.0,0.43549981471306304,0.3266248610347972,0.040346640087235056,0.0,5885.142595865564,20.0555555555556,0.5199999999999999,3849.659335245546,11.591695122222223,0.46144583333333333,0.65,9273.356097777778,14266.701688888888,0.0,21.0555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12567.768457777778,0.0,0.0,76.53994303784832,51.66666666666668,46.10666666666668,0.0,48.48947388454768,0.0,0.0,0.0,119.59366099663798,48.519052159490165,48.53384129696142,48.48947388454768,12.43753247303448,19.862333898926668,-0.033660127719298195,2.271375334335906,3.93379548827965,-1.4,9.236100170605994,6054.487412084028,-669.5930136738699,951.1631228825045,-520.3520557095404,0.0,0.0,677.4292212397796,410.31119839129366,3.0,0.018510392979450334,0.0,0.0,0.13499759592881228,197.99884266666666,12.26765068822433,0.21783787965284637,9.54177659861556,0.003066233201124168,147.1792764649662,1.221749528576397,0.14498225455103997,-703.6187597476621,34.02574607379224,0.34515067797853294,-2436.805443659927,-461.6907687031147
2025-01-01 09:00:00,1.0729422062385556,0.38555717871348505,0.4243337208277321,1.0729422062385556,0.38555717871348505,0.424333720827732,0.02668086208781442,0.5584793997062968,0.43778194444444446,0.05,0.049092054161065365,0.3752416666666667,0.0,0.3709738453801517,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0028400322094298243,0.0,0.000670117443854875,0.0,0.02317071243452972,0.0,0.02472359123604824,0.0,0.4519666671377118,0.33897500035328376,0.03912401463004611,0.0,5583.340411462201,20.0555555555556,0.4933333333333333,3652.240907797057,10.99724921851852,0.43778194444444446,0.6166666666666667,8797.799374814815,14266.701688888888,0.0,21.0555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12567.768457777778,1113.6702222222223,0.0,77.55030861951853,51.66666666666668,46.10666666666668,0.0,49.052423110601005,0.29356005480533237,769.9494071407485,1113.6702222222223,121.1723572179977,48.74748533799413,49.08802730421134,48.55941225808036,12.43753247303448,19.740317912402283,-0.06132357826802194,2.159929487907768,3.1514849397722533,-0.85,9.236100170605994,6043.148117766748,-546.2702803097748,1653.1974280219956,-493.8608299998017,0.0,0.0,702.4974809977587,1112.8276371844054,2.85,0.018157571268690668,0.0,0.0,0.13242444241462578,188.09890053333336,251.17105530659015,0.22139711707021303,9.518534804591063,0.003091356514730598,157.62172048711005,1.2228536540308113,0.14498225455103997,-576.1225188076476,29.852238497872804,0.3158458214939221,-1692.7482095441342,-306.2952702309267
