Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.21289019879801946,0.14147031241985714,0.0,0.003548169979966991,0.0023578385403309524,0.0,0.01935241364807054,0.19353778514994893,0.0,0.0,0.0,0.0,0.14147031241985714,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.013320862112982824,0,On,0.004910701923472669,0,On,0.15356233274394707,0.11517174955796027,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,24298.818893333333,Off,0.0,0,94.67010374325419,51.666666666666686,46.10666666666668,0.0,48.251669201595355,0.0,0.0,0.0,147.92203709883466,48.170889961987086,48.251669201595355,48.13050034218296,12.43753247303448,12.892998320889614,0.0,6.789244185793769,-1.1005779247762912,2.8,9.236100170605994,-1193.0413131101548,-2695.3137898155505,1004.9613807842197,-1429.4355743315039,-0.0,-0.0,268.14044972816544,0.0,1.0,0.10867427041943148,0.0,0,1.017083650458432,65.99961422222222,-31.746188506816196,0.2989864494323224,5.738970101698126,0.0027047869941835704,-66.21403425423462,1.24876911420144,0.5277190727493475,-2743.538527269952,48.22473745440126,0.24870308902633106,1264.234943134286,-259.2735623500662
2025-01-01 00:01:00,0.21289019879801946,0.14147031241985714,0.0,0.003548169979966991,0.0023578385403309524,0.0,0.01935241364807054,0.19353778514994893,0.0,0.0,0.0,0.0,0.14147031241985714,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.013320862112982824,0,On,0.004910701923472669,0,On,0.15356233274394707,0.11517174955796027,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,24298.818893333333,Off,0.0,0,94.78584735199838,51.666666666666686,46.10666666666668,0.0,48.23586835003365,0.0,0.0,0.0,148.10288648749747,48.15613970664426,48.23586835003365,48.116275384949574,12.43753247303448,12.835077938607172,0.0,6.767446942916212,-1.0501286258600222,2.8,9.236100170605994,-1192.687327269095,-2679.496182086577,985.9119613907922,-1418.3822522305263,-0.0,-0.0,268.14044972816544,0.0,1.0,0.10845632555679766,0.0,0,1.0150439021755058,65.99961422222222,-42.44552476673408,0.3009745981107163,5.729826434637628,0.0027045623057210975,-65.89456742900431,1.252670751623834,0.5276166733065449,-2728.0183723280456,48.52219024146875,0.2482466041284695,1245.5931378491507,-259.6811764583586
2025-01-01 00:02:00,0.21289019879801946,0.14147031241985714,0.0,0.003548169979966991,0.0023578385403309524,0.0,0.01935241364807054,0.19353778514994893,0.0,0.0,0.0,0.0,0.14147031241985714,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.013320862112982824,0,On,0.004910701923472669,0,On,0.15356233274394707,0.11517174955796027,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,24298.818893333333,Off,0.0,0,94.89828699805247,51.666666666666686,46.10666666666668,0.0,48.22004874014529,0.0,0.0,0.0,148.27857343445697,48.141371417648614,48.22004874014529,48.102032756400284,12.43753247303448,12.778370783963165,-0.05496254937020595,6.746843247795782,-1.0012372175942144,2.8,9.236100170605994,-1192.8983964636554,-2664.3411010634686,967.9053581522262,-1407.5915697088303,-0.0,-0.0,268.14044972816544,0.0,1.0,0.10824288710245054,0.0,0,1.0130463294155718,65.99961422222222,-53.44727648299045,0.3020702134479914,5.700500690951746,0.0027043393977771173,-65.58102194707776,1.2529193579242226,0.5275198626574168,-2713.35330628538,49.012205221911046,0.24780341328079616,1227.5802956509092,-259.674937498683
2025-01-01 00:03:00,0.21289019879801946,0.14147031241985714,0.0,0.003548169979966991,0.0023578385403309524,0.0,0.01935241364807054,0.19353778514994893,0.0,0.0,0.0,0.0,0.14147031241985714,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.013320862112982824,0,On,0.004910701923472669,0,On,0.15356233274394707,0.11517174955796027,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,24298.818893333333,Off,0.0,0,95.00754291009319,51.666666666666686,46.10666666666668,0.0,48.204210922355884,0.0,0.0,0.0,148.44928579702062,48.126585609780335,48.204210922355884,48.08777295349256,12.43753247303448,12.722832567405975,-0.11050076592739622,6.727388921686548,-0.9536791006717313,2.8,9.236100170605994,-1193.615534219306,-2650.2608249052473,951.2065437784595,-1397.0531851167289,-0.0,-0.0,268.14044972816544,0.0,1.0,0.10803379308644324,0.0,0,1.0110894163001773,65.99961422222222,-64.70279883074254,0.3031472074187042,5.671822507971379,0.002704117594513147,-65.27297299158853,1.2531629377970428,0.527428436241658,-2699.511013700248,49.25018879500044,0.24737154661796312,1210.1091328940627,-258.902589115603
2025-01-01 00:04:00,0.21289019879801946,0.14147031241985714,0.0,0.003548169979966991,0.0023578385403309524,0.0,0.01935241364807054,0.19353778514994893,0.0,0.0,0.0,0.0,0.14147031241985714,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.013320862112982824,0,On,0.004910701923472669,0,On,0.15356233274394707,0.11517174955796027,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,24298.818893333333,Off,0.0,0,95.1137371122444,51.666666666666686,46.10666666666668,0.0,48.18835542705696,0.0,0.0,0.0,148.61521423788187,48.111782779087136,48.18835542705696,48.07349645510223,12.43753247303448,12.668418311507162,-0.16491502182620899,6.7090191617184605,-0.9072495157001248,2.8,9.236100170605994,-1186.894665139228,-2636.871392884029,935.2997915867631,-1386.7567580575308,-0.0,-0.0,268.14044972816544,0.0,1.0,0.10782887858612943,0.0,0,1.0091716193165245,65.99961422222222,-68.2783568098627,0.3042062176317493,5.643264980415979,0.0027038968760193364,-64.97021968768969,1.2534016825785117,0.5273420922397319,-2686.4446013287334,49.57320844470428,0.24694919936912185,1193.1006753007118,-257.8008837139487
2025-01-01 00:05:00,0.21289019879801946,0.14147031241985714,0.0,0.003548169979966991,0.0023578385403309524,0.0,0.01935241364807054,0.19353778514994893,0.0,0.0,0.0,0.0,0.14147031241985714,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.013320862112982824,0,On,0.004910701923472669,0,On,0.15356233274394707,0.11517174955796027,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,24298.818893333333,Off,0.0,0,95.21661139990661,51.666666666666686,46.10666666666668,0.0,48.172482764307695,0.0,0.0,0.0,148.77595531235409,48.09696340260456,48.172482764307695,48.05920372175299,12.43753247303448,12.615224719386188,-0.21810861394718373,6.691680087631168,-0.861788574507984,2.8,9.236100170605994,-1176.0595433069843,-2624.223366088306,920.1322000813583,-1376.718776054406,-0.0,-0.0,268.14044972816544,0.0,1.0,0.1076285120721457,0.0,0,1.0072963869852132,65.99961422222222,-67.48121698074382,0.3052450611193648,5.615889500665796,0.002703677223123147,-64.6731523930384,1.2536351624730153,0.5272605798334885,-2674.1150428476,49.891676759293546,0.24653496234821237,1176.4932359605048,-256.36103587914647
2025-01-01 00:06:00,0.21289019879801946,0.14147031241985714,0.0,0.003548169979966991,0.0023578385403309524,0.0,0.01935241364807054,0.19353778514994893,0.0,0.0,0.0,0.0,0.14147031241985714,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.013320862112982824,0,On,0.004910701923472669,0,On,0.15356233274394707,0.11517174955796027,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,24298.818893333333,Off,0.0,0,95.31608399645515,51.666666666666686,46.10666666666668,0.0,48.15659348713932,0.0,0.0,0.0,148.93138124446116,48.08212799759818,48.15659348713932,48.04489525282761,12.43753247303448,12.56328278519815,-0.270050548135222,6.675315176969971,-0.817159688086413,2.8,9.236100170605994,-1164.3909760810245,-2612.3099084972587,905.5922024422352,-1366.9432165582887,-0.0,-0.0,268.14044972816544,0.0,1.0,0.10743281458417787,0.0,0,1.0054648521179472,65.99961422222222,-65.58820925090114,0.30626285017458005,5.58896174528137,0.002703458615280891,-64.38188641432224,1.253863235543959,0.5271836354881478,-2662.4815183184105,50.171609821151804,0.2461276288102515,1160.234303819058,-254.64210137682267
2025-01-01 00:07:00,1.4220089487980192,0.14147031241985714,1.0363875,0.023700149146633653,0.0023578385403309524,0.017273125,0.01935241364807054,0.19353778514994893,1.2091187499999998,0.0,1.0363875,0.0,0.14147031241985714,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.013320862112982824,0,On,0.004910701923472669,0,On,0.15356233274394707,0.11517174955796027,On,0,0,Off,On,18598.431113186332,13.333333333333371,0.8,6909.506530147003,30.373523616666667,1.2091187499999998,1,24298.818893333333,24298.818893333333,Off,0.0,0,95.41223572247112,51.666666666666686,46.10666666666668,0.0,48.14068816218054,0.0,0.0,0.0,149.08161831636113,48.06727709407493,48.14068816218054,48.03057156002214,12.43753247303448,12.512562920844445,-0.3207704124889261,6.65986795753713,-0.773248980765015,2.8,9.236100170605994,17445.484853716625,4308.419421754728,891.5828089988997,-1357.422679445395,-0.0,-0.0,268.14044972816544,0.0,1.0,0.107241678749434,0.0,0,1.0036760098116275,65.99961422222222,-63.66402975247585,0.30725991472035863,5.562467786580905,0.0027032410315592035,-64.09628423514802,1.2540860257544273,0.5271109956279378,-2651.503323450273,50.416215057997995,0.24572619117124506,1144.2801900585841,-252.69738105968435
2025-01-01 00:08:00,1.4220089487980192,0.14147031241985714,1.0363875,0.023700149146633653,0.0023578385403309524,0.017273125,0.01935241364807054,0.19353778514994893,1.2091187499999998,0.0,1.0363875,0.0,0.14147031241985714,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.013320862112982824,0,On,0.004910701923472669,0,On,0.15356233274394707,0.11517174955796027,On,0,0,Off,On,18598.431113186332,13.333333333333371,0.8,6909.506530147003,30.373523616666667,1.2091187499999998,1,24298.818893333333,24298.818893333333,Off,0.0,0,94.59900050166442,51.666666666666686,46.10666666666668,0.0,48.12476734258651,0.0,0.0,0.0,147.81093828385065,48.05241120944938,48.12476734258651,48.01623314288082,12.43753247303448,12.80072884097977,-0.032604492353600634,6.8946653359703225,-0.7299621951996764,2.8,9.236100170605994,17375.144561789297,4136.091913829314,878.0226168813755,-1411.8423588194983,-0.0,-0.0,268.14044972816544,0.0,1.0,0.10832704683298254,0.0,0,1.013833981226996,65.99961422222222,-79.58464230570323,0.3014819200351651,5.709841659647875,0.00270302445153546,-65.2215157699293,1.2528223884043277,0.5282140417714299,-2818.6815055612915,45.266889243601774,0.24532981456461675,1128.594778739801,-250.57216185842557
2025-01-01 00:09:00,1.4220089487980192,0.14147031241985714,1.0363875,0.023700149146633653,0.0023578385403309524,0.017273125,0.01935241364807054,0.19353778514994893,1.2091187499999998,0.0,1.0363875,0.0,0.14147031241985714,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.013320862112982824,0,On,0.004910701923472669,0,On,0.15356233274394707,0.11517174955796027,On,0,0,Off,On,18598.431113186332,13.333333333333371,0.8,6909.506530147003,30.373523616666667,1.2091187499999998,1,24298.818893333333,24298.818893333333,Off,0.0,0,93.80976091730851,51.666666666666686,46.10666666666668,0.0,48.10898243131769,0.0,0.0,0.0,146.57775143329454,48.03767203248218,48.10898243131769,48.00201683306442,12.43753247303448,13.080079342223883,0.0,7.114481614683063,-0.6872217928050033,2.8,9.236100170605994,17307.26556644148,3974.5631137869404,864.8422319983775,-1465.3564930685893,-0.0,-0.0,268.14044972816544,0.0,1.0,0.10937779766148248,0.0,0,1.0236679693848947,65.99961422222222,-93.94950340442612,0.29599540053744705,5.852334905980742,0.0027028038470929437,-66.30563352259487,1.2515998444270129,0.5292446251389441,-2975.793088319454,40.84967195939143,0.2449378118309662,1113.1483725949538,-248.30614059657628
