Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.4547139487980194,0.14147031241985714,0.2072775,0.4547139487980194,0.14147031241985714,0.2072775,0.01935241364807054,0.19353778514994893,0.24182374999999995,0.0,0.2072775,0.0,0.14147031241985714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0060315515350877185,0.0,0.013320862112982824,0.0,0.004910701923472669,0.0,0.15356233274394707,0.11517174955796027,0.0,0.0,3719.6862226372664,13.333333333333371,0.16000000000000003,1381.9013060294008,6.074704723333334,0.24182374999999995,0.2,4859.763778666666,24298.818893333333,0.0,0.0,93.143486914469,51.66666666666668,46.10666666666668,0.0,47.79083039528599,0.0,0.0,0.0,145.5366983038578,47.740435462908366,47.79083039528599,47.71523799671955,12.43753247303448,13.030425810302603,-0.056147317910318656,7.1379847216796195,0.05938676720710482,2.8,9.236100170605994,2438.7120475828474,-1569.9897187229733,646.5239700331064,-1456.2964866277837,0.0,0.0,268.14044972816544,0.0,1.0,0.10919011657654468,0.0,0.0,1.0219114601186827,65.99961422222222,-92.81813815480072,0.2965263293117673,5.820623103830183,0.002698283606440257,-64.52616117023426,1.2517612424911766,0.5293531430120424,-2993.075370733693,41.18434598131922,0.2379149336030412,854.4165188879215,-207.8925488548151
2025-01-01 01:00:00,0.5074595239541106,0.16929838782972692,0.2072775,0.5074595239541106,0.16929838782972692,0.2072775,0.02557398834157336,0.24006178561253735,0.24182374999999995,0.0,0.2072775,0.0,0.16929838782972692,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.005579185169956139,0.0,0.01999480317161722,0.0,0.01433060183956804,0.0,0.19154305205250335,0.14365728903937747,0.0,0.0,3719.6862226372664,13.333333333333371,0.16000000000000003,1381.9013060294008,6.074704723333334,0.24182374999999995,0.2,4859.763778666666,24298.818893333333,0.0,0.0,90.86461238413436,51.66666666666668,46.10666666666668,0.0,46.87098481113005,0.0,0.0,0.0,141.97595685020997,46.880176571765496,46.889871070965775,46.865886192247515,12.43753247303448,13.017391378917763,-0.06027104078166525,7.418837626730151,1.4880380271479983,2.5,9.236100170605994,2585.1283055421113,-1170.361376872427,97.12349328504986,-1352.4737139842955,0.0,0.0,318.2273745326577,0.0,1.0,0.09890798159512924,0.0,0.0,0.9256808496803315,65.99961422222222,-100.31157764351703,0.2954969754270428,5.79939055366541,0.0026864401028802577,-44.455216324239046,1.251888024411912,0.4162394210284638,-2589.1094696756577,36.846786773830544,0.17103103138930767,259.1080911871238,-161.98459790207392
2025-01-01 02:00:00,0.45250834490876135,0.1401553842767623,0.25373478511809255,0.4525083449087614,0.14015538427676227,0.25373478511809255,0.018900047282938964,0.19178454762582245,0.24182374999999995,0.04645728511809253,0.2072775,0.0,0.1401553842767623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.005579185169956139,0.0,0.013320862112982824,0.0,0.004910701923472669,0.0,0.15356233274394707,0.11517174955796027,0.0,0.0,3719.6862226372664,13.333333333333371,0.16000000000000003,1381.9013060294008,6.074704723333334,0.24182374999999995,0.2,4859.763778666666,24298.818893333333,1055.056,0.0,96.74759819321413,51.66666666666668,46.10666666666668,0.0,48.991080371297315,0.0,0.0,1055.056,151.1681221768971,49.02196617160732,49.037409071762326,48.991080371297315,12.43753247303448,13.016831325256673,-0.05756925121375384,7.951021870463214,1.7403222451599205,1.6500000000000001,9.236100170605994,2546.810210635148,-973.1916143025614,-176.91132175938887,-1342.1482611584147,0.0,0.0,265.93484583890734,0.0,1.0,0.09010187544559642,0.0,0.0,0.8432644087479632,65.99961422222222,-96.662596682611,0.2948492855020534,5.791549764346706,0.0026804678999461295,-15.138876907978668,1.251894919615474,0.2906333710733379,-2385.950746388551,30.857826056588742,0.10734767176367369,-7.858229774360188,-169.05309198502866
2025-01-01 03:00:00,0.45133014856994375,0.13949792020521487,0.2072775,0.45133014856994375,0.13949792020521487,0.2072775,0.01859846970618458,0.19090792886375924,0.24182374999999995,0.0,0.2072775,0.0,0.13949792020521487,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.005277607593201754,0.0,0.013320862112982824,0.0,0.004910701923472669,0.0,0.15356233274394707,0.11517174955796027,0.0,0.0,3719.6862226372664,13.333333333333371,0.16000000000000003,1381.9013060294008,6.074704723333334,0.24182374999999995,0.2,4859.763778666666,24298.818893333333,0.0,0.0,102.91807689713747,51.66666666666668,46.10666666666668,0.0,51.35026010270561,0.0,0.0,0.0,160.80949515177727,51.38332722669339,51.399860788687285,51.35026010270561,12.43753247303448,13.027764953963988,-0.05460743602665869,7.858273008105086,1.572120370448999,1.6500000000000001,9.236100170605994,2467.003680579791,-1398.802514325038,-142.04786377641665,-1421.04859339055,0.0,0.0,264.75664950008974,0.0,1.0,0.09557896448818967,0.0,0.0,0.8945245432381835,65.99961422222222,-96.39059816701563,0.29424250008738123,5.792581959479281,0.0026768444996361444,-53.72676094740958,1.2518498185473501,0.3550440257497963,-2816.735778832236,36.031958477797886,0.13568672511097962,42.08175494829282,-184.12961872470947
2025-01-01 04:00:00,0.45045352980788056,0.13884045613366744,0.2072775,0.45045352980788056,0.13884045613366744,0.2072775,0.01859846970618458,0.190031310101696,0.24182374999999995,0.0,0.2072775,0.0,0.13884045613366744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.005277607593201754,0.0,0.013320862112982824,0.0,0.004910701923472669,0.0,0.15356233274394707,0.11517174955796027,0.0,0.0,3719.6862226372664,13.333333333333371,0.16000000000000003,1381.9013060294008,6.074704723333334,0.24182374999999995,0.2,4859.763778666666,24298.818893333333,0.0,0.0,100.43582647430149,51.66666666666668,46.10666666666668,0.0,50.39907715268644,0.0,0.0,0.0,156.9309788660961,50.43274143821365,50.44957358097726,50.39907715268644,12.43753247303448,13.002217731301009,-0.06218178372497386,7.610548178949291,1.6019583415356198,0.55,9.236100170605994,2271.027060394806,-1292.2239971710976,-311.05891083669474,-1623.3592575908674,0.0,0.0,263.88003073802645,0.0,1.0,0.09920660902138409,0.0,0.0,0.928475706932651,65.99961422222222,-89.17993538961949,0.2930972677022337,5.758970502951529,0.0026632178452088897,-5.420284626496588,1.2513843229694914,0.3208685237904858,-2714.197635266061,40.072332065562684,0.14063785893651917,-129.59250070544192,-181.4664101312528
2025-01-01 05:00:00,0.9145522057947225,0.13884045613366744,0.6045593749999999,0.9145522057947225,0.13884045613366744,0.604559375,0.01920162485969335,0.190031310101696,0.7053192708333332,0.0,0.6045593749999999,0.0,0.13884045613366744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.005880762746710526,0.0,0.013320862112982824,0.0,0.004910701923472669,0.0,0.15356233274394707,0.11517174955796027,0.0,0.0,10849.08481602536,16.666666666666686,0.4666666666666667,4030.545475919085,17.717888776388886,0.7053192708333332,0.5833333333333334,14174.31102111111,24298.818893333333,0.0,0.0,90.13955786353947,51.66666666666668,46.10666666666668,0.0,49.501814782882555,0.0,0.0,0.0,140.8430591617804,49.53771893903873,49.555671017116815,49.501814782882555,12.43753247303448,15.944223776306758,-0.36314177489262156,9.279372558410843,0.8636286893506171,-0.25000000000000006,9.236100170605994,8559.37528729381,408.95203576313907,-364.6955671037312,-2380.6996546090713,0.0,0.0,264.4831858915353,0.0,1.0,0.11155338734327812,0.0,0.0,1.0440293363112167,65.99961422222222,-173.49306001401527,0.24342726739067008,7.233037385505445,0.002672410586825991,3.174708797055071,1.2380314442036526,0.29748241960147026,-3638.408418880036,16.814978724090114,0.11248449576289819,-145.75640552997277,-218.93916157375844
2025-01-01 06:00:00,0.6752356372607351,0.1401553842767623,0.397281875,0.675235637260735,0.14015538427676227,0.397281875,0.019955568801579313,0.19178454762582245,0.46349552083333323,0.0,0.397281875,0.0,0.1401553842767623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.00663470668859649,0.0,0.013320862112982824,0.0,0.004910701923472669,0.0,0.15356233274394707,0.11517174955796027,0.0,0.0,7129.398593388094,16.666666666666686,0.3066666666666667,2648.6441698896842,11.643184053055556,0.46349552083333323,0.38333333333333336,9314.547242444445,24298.818893333333,0.0,0.0,86.79587531937815,51.66666666666668,46.10666666666668,0.0,48.6757439423184,0.0,0.0,0.0,135.61855518652837,48.71477842429537,48.73429566528386,48.6757439423184,12.43753247303448,16.367264474706918,-0.0654854148736146,8.49512115001209,0.6963639125989044,0.3,9.236100170605994,4892.373490960638,-1009.6266013343453,-275.914771773637,-2387.4253023877172,0.0,0.0,266.9903673575477,0.0,1.0,0.1130538761463556,0.0,0.0,1.058072426947261,65.99961422222222,-116.59016739728573,0.23552400263098786,7.427332862835384,0.0026606437672696396,-65.69249755276537,1.2362210244729737,0.34440087245036655,-3703.2274774803586,44.956706256328744,0.12321026773758369,-62.651287712426054,-213.26348406121096
2025-01-01 07:00:00,0.21304098758639667,0.14147031241985714,0.0,0.21304098758639667,0.14147031241985714,0.0,0.019503202436447733,0.19353778514994893,0.0,0.0,0.0,0.0,0.14147031241985714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.006182340323464912,0.0,0.013320862112982824,0.0,0.004910701923472669,0.0,0.15356233274394707,0.11517174955796027,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,24298.818893333333,0.0,0.0,90.00862981696487,51.66666666666668,46.10666666666668,0.0,47.868214794323514,0.0,0.0,0.0,140.63848408900762,47.896740544861856,47.91100342013104,47.868214794323514,12.43753247303448,14.35229119813146,-0.009187083374518117,7.185490074876613,0.5765830406603587,-0.55,9.236100170605994,-1871.5535820652005,-3405.0088755156694,-436.22560831635286,-2126.2556744769518,0.0,0.0,268.2912385165426,7.068883984933537,1.0,0.10814818481579073,0.0,0.0,1.0121600097094356,65.99961422222222,-13.589146104791526,0.26809444960582657,6.419452730701708,0.0026526066269832132,3.761839452395458,1.2449114459081276,0.34098669182884284,-3475.723107666768,70.71423215109863,0.13493902962925514,-210.6972449996036,-225.52836331674928
2025-01-01 08:00:00,0.45423346846468793,0.14212777649140457,0.2072775,0.45423346846468793,0.14212777649140457,0.2072775,0.01799531455267581,0.19441440391201212,0.24182374999999995,0.0,0.2072775,0.0,0.14212777649140457,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0046744524396929825,0.0,0.013320862112982824,0.0,0.004910701923472669,0.0,0.15356233274394707,0.11517174955796027,0.0,0.0,3719.6862226372664,13.333333333333371,0.16000000000000003,1381.9013060294008,6.074704723333334,0.24182374999999995,0.2,4859.763778666666,24298.818893333333,0.0,0.0,91.21026370827566,51.66666666666668,46.10666666666668,0.0,47.01085150495765,0.0,0.0,0.0,142.5160370441807,47.040986804923,47.05605445490567,47.01085150495765,12.43753247303448,13.048669976849107,-0.06000654111504898,6.530415014920824,0.12249906154790782,-1.4,9.236100170605994,2029.436878032674,-2350.16418506474,-528.0429199905108,-2053.227603292345,0.0,0.0,267.65996939483387,505.8700638670045,1.0,0.10743555133972399,0.0,0.0,1.0054904654421548,65.99961422222222,95.3182892929188,0.2921910592391744,5.782175707515326,0.0026630326828413404,103.58568365766668,1.2511410288286244,0.3622915397886084,-3799.2531000894355,67.18760899529487,0.1502871684828314,-303.28769760291203,-224.7552223875988
2025-01-01 09:00:00,0.5279572204656034,0.16835906464695422,0.21918853511809253,0.5279572204656034,0.16835906464695422,0.21918853511809253,0.07649406124511597,0.2499433675538209,0.20151979166666664,0.04645728511809253,0.17273125,0.0,0.16835906464695422,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0037697197094298243,0.0,0.07272434153568616,0.0,0.02546461469121519,0.0,0.18853738361801328,0.14140303771350993,0.0,0.0,3099.738518864389,13.333333333333371,0.13333333333333333,1151.5844216911673,5.0622539361111105,0.20151979166666664,0.16666666666666666,4049.8031488888887,24298.818893333333,1055.056,0.0,94.7255066749807,51.66666666666668,46.10666666666668,0.0,48.21758839082777,0.0,0.0,1055.056,148.00860417965734,48.24155508953658,48.25353843889098,48.21758839082777,12.43753247303448,12.990229269219236,-0.06157087672697115,6.405391339165897,0.26804644621136975,-0.85,9.236100170605994,1870.8262511595428,-2217.981874069315,-375.3024313675433,-1918.6328805721046,0.0,0.0,379.23942616789816,1454.6028554638856,1.0,0.10481938687230026,0.0,0.0,0.9810057544203342,65.99961422222222,310.48118669936053,0.29686803022209884,5.795278353913047,0.0026941452271077235,201.04396878241656,1.2520009802662915,0.357611504244949,-3429.517281991897,59.95098623141514,0.1437729133435512,-221.35483150176952,-153.9475998657738
