Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.25622698502006114,0.13153746980799666,0.0,0.004270449750334352,0.0021922911634666108,0.0,0.03551410089390249,0.0,0.17071288412615865,0.0,0.05,0.0,0.0,0.0,0.11695413647466331,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0011384326127753435,0.0,On,0.028344116746039424,0,On,0.014774035493274195,0,On,0.12262733567448174,0.09197050175586127,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,22881.820071111113,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,15114.849484444445,Off,0.0,0.0,21.061559103760246,51.666666666666686,46.10666666666668,0.0,51.303268872067925,0.0,0.0,0.0,21.061559103760246,49.49146132843726,51.303268872067925,48.58555755662193,12.43753247303448,19.65162903448783,0.0,-1.7624157735591361,3.2092269574068344,2.8,9.236100170605994,-2854.6315264526575,8648.270865234159,-550.3323099241034,-3163.5427325638066,-0.0,-0.0,461.6415284117363,0.0,4.0,0.14405029868683966,0.0,0,1.348168274537976,263.9984568888889,-152.73032230058723,0.2075389267313507,9.228076930138023,0.002890039353147306,-37.291769981578526,1.2198078726759394,1.4498225455103997,8620.398863130657,27.872002103502552,0.2903462913401311,-154.8453505804086,-395.4869593436947
2025-01-01 00:01:00,0.25622698502006114,0.13153746980799666,0.0,0.004270449750334352,0.0021922911634666108,0.0,0.03551410089390249,0.0,0.17071288412615865,0.0,0.05,0.0,0.0,0.0,0.11695413647466331,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0011384326127753435,0.0,On,0.028344116746039424,0,On,0.014774035493274195,0,On,0.12262733567448174,0.09197050175586127,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,22881.820071111113,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,15114.849484444445,Off,0.0,0.0,21.15453728135202,51.666666666666686,46.10666666666668,0.0,51.30115272806203,0.0,0.0,0.0,21.15453728135202,49.489687840416124,51.30115272806203,48.583955396593176,12.43753247303448,19.517817395403224,0.0,-1.193823609444454,3.1346503571599067,2.8,9.236100170605994,-2814.6023794464427,7571.903099590372,-518.1045571794908,-3127.409928122383,-0.0,-0.0,461.6415284117363,0.0,4.0,0.14354483861906034,0.0,0,1.3434376683980518,263.9984568888889,-148.83397973579622,0.20987385966418584,9.189995695637784,0.0028899098040363774,-36.373732611038335,1.223930526719065,1.4498225455103997,7546.07957957804,25.823520012332793,0.28922398617678846,-126.1372191402123,-391.96733803927856
2025-01-01 00:02:00,0.25622698502006114,0.13153746980799666,0.0,0.004270449750334352,0.0021922911634666108,0.0,0.03551410089390249,0.0,0.17071288412615865,0.0,0.05,0.0,0.0,0.0,0.11695413647466331,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0011384326127753435,0.0,On,0.028344116746039424,0,On,0.014774035493274195,0,On,0.12262733567448174,0.09197050175586127,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,22881.820071111113,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,15114.849484444445,Off,0.0,0.0,21.244382515923743,51.666666666666686,46.10666666666668,0.0,51.29902821767345,0.0,0.0,0.0,21.244382515923743,49.487906523170025,51.29902821767345,48.582345675918326,12.43753247303448,19.38844656857604,0.0,-0.6962601521959147,3.0625185351072086,2.8,9.236100170605994,-2777.3769366537313,6630.181468852443,-485.89798786149674,-3092.6322126369564,-0.0,-0.0,461.6415284117363,0.0,4.0,0.14305561376106243,0.0,0,1.3388590077588123,263.9984568888889,-146.3862524285111,0.21156050573532184,9.130674118536172,0.002889783869753039,-35.48533036886617,1.224471885030317,1.4498225455103997,6605.964589169204,24.21687968323844,0.2881343137184408,-98.57632091078325,-387.3216669507135
2025-01-01 00:03:00,0.25622698502006114,0.13153746980799666,0.0,0.004270449750334352,0.0021922911634666108,0.0,0.03551410089390249,0.0,0.17071288412615865,0.0,0.05,0.0,0.0,0.0,0.11695413647466331,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0011384326127753435,0.0,On,0.028344116746039424,0,On,0.014774035493274195,0,On,0.12262733567448174,0.09197050175586127,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,22881.820071111113,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,15114.849484444445,Off,0.0,0.0,21.331319304904415,51.666666666666686,46.10666666666668,0.0,51.29689562422453,0.0,0.0,0.0,21.331319304904415,49.48611764050837,51.29689562422453,48.580728648650286,12.43753247303448,19.263198040604905,0.0,-0.2607710878626069,2.9929154497198374,2.8,9.236100170605994,-2741.5393953975786,5805.950585159003,-455.3448778100756,-3059.108999644155,-0.0,-0.0,461.6415284117363,0.0,4.0,0.14258147307221805,0.0,0,1.3344215200188025,263.9984568888889,-144.0719241651601,0.21320789314318436,9.072788302892167,0.002889661065641588,-34.62435264813958,1.2249964504087623,1.4498225455103997,5783.135276496519,22.815308662483115,0.2870789209678709,-72.17486277288737,-383.17001503718825
2025-01-01 00:04:00,0.25622698502006114,0.13153746980799666,0.0,0.004270449750334352,0.0021922911634666108,0.0,0.03551410089390249,0.0,0.17071288412615865,0.0,0.05,0.0,0.0,0.0,0.11695413647466331,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0011384326127753435,0.0,On,0.028344116746039424,0,On,0.014774035493274195,0,On,0.12262733567448174,0.09197050175586127,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,22881.820071111113,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,15114.849484444445,Off,0.0,0.0,21.41552016904765,51.666666666666686,46.10666666666668,0.0,51.2947552107378,0.0,0.0,0.0,21.41552016904765,49.4843214373367,51.2947552107378,48.57910455063617,12.43753247303448,19.14182708430246,0.0,0.12045680243376525,2.925856254335165,2.8,9.236100170605994,-2705.2822164372815,5084.434700709399,-425.2223398205805,-3026.761232576087,-0.0,-0.0,461.6415284117363,0.0,4.0,0.14212153844863712,0.0,0,1.3301169869943943,263.9984568888889,-140.1625122729309,0.2148180097441847,9.016222349615663,0.0028895412924274336,-33.78923201773405,1.2255052052237747,1.4498225455103997,5062.829053826051,21.605646883348413,0.2860584183574296,-46.91883147289933,-378.30350834768115
2025-01-01 00:05:00,0.25622698502006114,0.13153746980799666,0.0,0.004270449750334352,0.0021922911634666108,0.0,0.03551410089390249,0.0,0.17071288412615865,0.0,0.05,0.0,0.0,0.0,0.11695413647466331,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0011384326127753435,0.0,On,0.028344116746039424,0,On,0.014774035493274195,0,On,0.12262733567448174,0.09197050175586127,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,22881.820071111113,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,15114.849484444445,Off,0.0,0.0,21.49711104745584,51.666666666666686,46.10666666666668,0.0,51.29260722463549,0.0,0.0,0.0,21.49711104745584,49.482518144033534,51.29260722463549,48.577473603732564,12.43753247303448,19.024155101786786,0.0,0.45425155755679003,2.8613696128178656,2.8,9.236100170605994,-2668.310983078694,4452.706836696057,-375.7777219540865,-2995.528850164877,-0.0,-0.0,461.6415284117363,0.0,4.0,0.1416751774424958,0.0,0,1.3259394895996905,263.9984568888889,-134.42366132555352,0.2163920801168758,8.962239008694215,0.0028894244566015593,-32.978823368050584,1.225998859003717,1.4498225455103997,4432.144769360497,20.56206733555961,0.28507361907853995,-2.534310949416114,-373.24341100467035
2025-01-01 00:06:00,0.25622698502006114,0.13153746980799666,0.0,0.004270449750334352,0.0021922911634666108,0.0,0.03551410089390249,0.0,0.17071288412615865,0.0,0.05,0.0,0.0,0.0,0.11695413647466331,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0011384326127753435,0.0,On,0.028344116746039424,0,On,0.014774035493274195,0,On,0.12262733567448174,0.09197050175586127,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,22881.820071111113,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,15114.849484444445,Off,0.0,0.0,21.576197925298214,51.666666666666686,46.10666666666668,0.0,51.2904519019513,0.0,0.0,0.0,21.576197925298214,49.48070798037263,51.2904519019513,48.5758360195833,12.43753247303448,18.910031818509758,-0.03441262593469929,0.7465796187632908,2.800000000000185,2.8,9.236100170605994,-2632.008590559147,3899.4721716844083,1833.5871130738774,-2965.360386963467,-0.0,-0.0,461.6415284117363,0.0,4.0,0.14124186113341033,0.0,0,1.3218840776632048,263.9984568888889,-128.28973200741595,0.21793103987386403,8.90941383692147,0.0028893104689089177,-32.192161433275615,1.226478005868512,1.4498225455103997,3879.8092060192644,19.662965665143506,0.2841332513104446,2201.567971241387,-367.98085816750967
2025-01-01 00:07:00,0.25622698502006114,0.13153746980799666,0.0,0.004270449750334352,0.0021922911634666108,0.0,0.03551410089390249,0.0,0.17071288412615865,0.0,0.05,0.0,0.0,0.0,0.11695413647466331,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0011384326127753435,0.0,On,0.028344116746039424,0,On,0.014774035493274195,0,On,0.12262733567448174,0.09197050175586127,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,22881.820071111113,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,15114.849484444445,Off,0.0,0.0,21.65289242379278,51.666666666666686,46.10666666666668,0.0,51.288289469134554,0.0,0.0,0.0,21.65289242379278,49.47889115720329,51.288289469134554,48.57419200123766,12.43753247303448,18.799298947891934,-0.14514549655252296,1.0026551712699348,2.8000000000001855,2.8,9.236100170605994,-2596.926293825619,3414.8612661818042,1806.6099089150143,-2936.203226056052,-0.0,-0.0,461.6415284117363,0.0,4.0,0.14082102667500906,0.0,0,1.3179454834997706,263.9984568888889,-122.3645961813034,0.21943601621177808,8.857675531860757,0.002889199243696353,-31.428226985218586,1.2269432766101849,1.4498225455103997,3395.97048739635,18.89077878545433,0.2841332513104446,2172.117471385624,-365.5075624706097
2025-01-01 00:08:00,0.25622698502006114,0.13153746980799666,0.0,0.004270449750334352,0.0021922911634666108,0.0,0.03551410089390249,0.0,0.17071288412615865,0.0,0.05,0.0,0.0,0.0,0.11695413647466331,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0011384326127753435,0.0,On,0.028344116746039424,0,On,0.014774035493274195,0,On,0.12262733567448174,0.09197050175586127,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,22881.820071111113,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,15114.849484444445,Off,0.0,0.0,21.727303363698784,51.666666666666686,46.10666666666668,0.0,51.28612014254071,0.0,0.0,0.0,21.727303363698784,49.477067875975756,51.28612014254071,48.57254174269328,12.43753247303448,18.69180217054306,-0.2526422739013974,1.2270365953085063,2.8000000000001855,2.8,9.236100170605994,-2563.1409530507103,2990.2463239657895,1777.89662726093,-2908.0067320858243,-0.0,-0.0,461.6415284117363,0.0,4.0,0.14041212291618146,0.0,0,1.3141185488802933,263.9984568888889,-116.7757493766227,0.220908164184305,8.807615913798635,0.002889090699084989,-30.686024247829167,1.227395288297577,1.4498225455103997,2972.0158395320614,18.230484433728275,0.2841332513104446,2139.806321940465,-361.90969467953477
2025-01-01 00:09:00,1.1101832350200613,0.13153746980799666,0.8440648648648649,0.018503053917001022,0.0021922911634666108,0.014067747747747748,0.03551410089390249,0.0,0.17071288412615865,0.8539562500000001,0.05,0.8440648648648649,0.0,0.0,0.11695413647466331,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0011384326127753435,0.0,On,0.028344116746039424,0,On,0.014774035493274195,0,On,0.12262733567448174,0.09197050175586127,On,0,0,Off,On,15170.712981523402,19.444444444444457,0.9250000000000002,8565.06333958771,24.73710277957958,0.8539562500000001,1,22881.820071111113,22881.820071111113,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,15114.849484444445,Off,0.0,0.0,21.799532529286367,51.666666666666686,46.10666666666668,0.0,51.28394412868467,0.0,0.0,0.0,21.799532529286367,49.475238328977014,51.28394412868467,48.570885429123194,12.43753247303448,18.587397149414983,-0.3570472950294743,1.4237079431652735,2.8000000000001855,2.8,9.236100170605994,12640.118086015109,2618.084966968131,10312.890466996534,-2880.7237573683224,-0.0,-0.0,461.6415284117363,0.0,4.0,0.14001463354724,0.0,0,1.310398441656927,263.9984568888889,-111.51266655170627,0.22234857843616324,8.759160065477882,0.00288898475687112,-29.964619981939066,1.2278346187608533,1.4498225455103997,2600.417645149992,17.667321818139218,0.2841332513104446,2106.0597866246203,-358.2326592157956
