kva,n_customers,avg_utilization,std_utilization,avg_diversity_factor
25.0,1,0.22228956957958818,0.10883894837285074,1.0
25.0,2,0.5598060045671968,0.33145796987348225,1.1767589774962204
25.0,3,0.5382566567304162,0.18865468572258784,1.3152990834876632
25.0,4,0.8566158484962036,0.323555379445177,1.4535305701724393
25.0,5,0.9537941754593561,0.19178653263819323,1.4672575450757277
25.0,6,0.9076774663323339,0.2718576708799955,1.603517286419822
25.0,7,1.1474301307154666,0.4453234671570981,1.5516342556284723
25.0,8,1.2686519464419201,0.26607282006308236,1.7611396916989146
25.0,9,1.7184950209300438,0.5308957714312096,1.6981502412185212
25.0,10,1.9469968974423426,0.6901975889527528,1.6407370668208419
25.0,11,1.89258038884743,0.5745040345051048,1.7361388450206903
25.0,12,2.0837796344060537,0.6171174098753187,1.7362539519804752
25.0,13,1.9336831087783382,0.427994830598421,1.8357807236175163
25.0,14,1.9359874361404876,0.4264093391803381,1.8019369322625534
25.0,15,2.183698669074722,0.34835285827261314,1.8353159665099277
25.0,16,2.7478176510820873,0.7568780889296396,1.8209836714504757
25.0,17,2.5518094822356483,0.9436743647739437,1.892187245088823
25.0,18,2.583667859974894,0.4225619682451936,1.9648839246790175
25.0,19,2.8244512196690854,0.52774492437278,1.8913695804365163
25.0,20,2.5257937861050284,0.554211222635226,1.8904624023584293
25.0,21,3.018304424322765,0.49262825381043324,2.046053897752695
25.0,22,2.6004308242563576,0.6960704926598265,2.141751010039338
25.0,23,3.187453584789979,0.759484970922286,2.0139418618639175
25.0,24,3.2387474328803414,0.6209491699064188,2.0133500698219557
25.0,25,3.390226304302972,1.1628962997509948,2.0480958757442176
25.0,26,3.3499128354546883,0.8345903880494365,2.0678338529255442
25.0,27,3.5816998108220788,0.6545096620372873,2.040706873535265
25.0,28,3.97260245744238,0.756634825346237,2.0886252062926958
25.0,29,3.5604806918616014,0.6302218528240546,2.105650527776088
25.0,30,4.503408472030859,0.7910312550878447,1.985720705250102
25.0,31,4.176175796583689,0.9510937081672284,2.032961637893937
25.0,32,4.81846317584003,0.7581891368524446,2.0953464214112136
25.0,33,4.452087323499733,0.9371461103712986,2.178116767596041
25.0,34,3.932438535360478,0.861051665678739,2.1666785606505137
25.0,35,4.583099020783662,0.8154443585742096,2.156085225733354
25.0,36,5.207634674637054,0.9371737705934331,2.162676485448949
25.0,37,4.6827525470769515,0.7550173523137568,2.1352240421349347
25.0,38,4.799320926342135,0.7311308623825312,2.1797207109933585
25.0,39,5.2865393401603615,0.7325251898068641,2.180692871748726
25.0,40,4.95887032310758,0.47503648126346887,2.119892420769321
25.0,41,5.24623359018169,0.9184315353660353,2.138989708546821
25.0,42,5.552081938070738,0.9962201654016543,2.1497544421123704
25.0,43,5.559271437636704,1.1698600960989793,2.1600059933105924
25.0,44,5.830910119120041,0.8140545745508534,2.187723805315347
25.0,45,5.340194282331107,0.889224087340165,2.3107382419299167
25.0,46,5.692860370021678,0.6341840358315209,2.2231426563312797
25.0,47,6.114223095579224,0.7223098026796905,2.1283320486997512
25.0,48,5.99877422487631,0.8883409023591096,2.2740637669660915
25.0,49,5.943821703903008,0.868133183902102,2.210456322464961
50.0,1,0.10599430299934261,0.06577094417769046,1.0
50.0,2,0.22890261889112162,0.20013081582491954,1.2076245762874973
50.0,3,0.2998504034238271,0.12429541213518684,1.278125749814623
50.0,4,0.3734126753081463,0.11013154091144253,1.2931314180400324
50.0,5,0.5141759913113256,0.2504732137272552,1.3758737461086095
50.0,6,0.5103551348759299,0.1480655076008411,1.5162056842370442
50.0,7,0.6201597277107116,0.28048648429009243,1.54317112699585
50.0,8,0.6510046748602053,0.20957716002161073,1.65112062474169
50.0,9,0.701399213914659,0.25886770899936973,1.5724167800206534
50.0,10,0.7450470320751125,0.22158224884433905,1.8020103247950865
50.0,11,0.8377718886612737,0.22080061670102935,1.7722055989815608
50.0,12,0.9174379277545635,0.19480328344327383,1.7919699063953185
50.0,13,0.9252605926117417,0.2757057317875563,1.8538463686659021
50.0,14,1.142158836829434,0.25558919402069497,1.7770168095532093
50.0,15,1.2752281604428501,0.45801010869482306,1.8110643231863566
50.0,16,1.268763547746983,0.2753659863537616,1.8007008968538198
50.0,17,1.165076835567227,0.21405399574624082,1.8576682813729584
50.0,18,1.3206617879134661,0.3602337333174164,1.8817458423842872
50.0,19,1.3733643229035615,0.2795736699520454,1.9778929096979394
50.0,20,1.340313297459992,0.30567063398197936,2.019368520634246
50.0,21,1.5713532281548503,0.36581009012956345,1.9275172265629794
50.0,22,1.4718744224635512,0.3277870564312176,1.9114940706313486
50.0,23,1.6144389012048523,0.4065164066157643,1.925642652799486
50.0,24,1.5977964846348327,0.2543696237988292,1.9297965815454685
50.0,25,1.8385294328357826,0.39222338049486377,1.944395531276223
50.0,26,1.712184051735622,0.2894421811060281,2.0586185577657767
50.0,27,1.9446265118044372,0.48337211053447915,2.0232508849530175
50.0,28,1.807709914845755,0.3669623786872552,1.9642693820018367
50.0,29,1.7485394971436687,0.3129799239018304,2.0159471288686364
50.0,30,1.934245576692053,0.25636065379304046,2.041219432731071
50.0,31,2.1863429467664703,0.3436745075120281,2.008075540309464
50.0,32,2.3442106777495635,0.4786383369571103,2.0772886185432538
50.0,33,2.1232061527386206,0.3516664903585556,2.18339633540248
50.0,34,2.1763828596461425,0.2116325910994147,2.1733227053398894
50.0,35,2.276424421325434,0.44191026079012774,2.085606746311663
50.0,36,2.0845608355978253,0.3630297238359745,2.1411608832248072
50.0,37,2.34588097460545,0.325522196281677,2.0608815574127965
50.0,38,2.570214776982778,0.5047786024843063,2.0299844640533897
50.0,39,2.579994895201691,0.6383311284857058,2.0368083436810704
50.0,40,2.519667128583381,0.46668343132584095,2.2064971605710033
50.0,41,2.5245477147551605,0.36663548783217764,2.218908503826295
50.0,42,2.66780562158639,0.5004739953544117,2.1452325023483785
50.0,43,2.6214628453853264,0.42313580329550915,2.1063158826356427
50.0,44,2.53264739606032,0.266743811829161,2.244993479936446
50.0,45,2.8699762843765972,0.47639858644365,2.1967974822182614
50.0,46,2.7410607844613257,0.33756604061513695,2.2669220675715054
50.0,47,2.967634399533657,0.4469709219123593,2.2034578832214087
50.0,48,3.1318679211884763,0.31688814098466683,2.2084428937451044
50.0,49,2.8236943818440774,0.45501057028663094,2.271124088115166
75.0,1,0.0833610010632829,0.08220119475884882,1.0
75.0,2,0.21807228275803325,0.17638189097308363,1.193434913985001
75.0,3,0.20357312467774427,0.09718534268930219,1.3512244429632978
75.0,4,0.37162710609768995,0.1972324288974791,1.3150033446275482
75.0,5,0.25932570123147564,0.08956466568372339,1.4461090785244681
75.0,6,0.3238559275150173,0.11474747691343988,1.5066908057898716
75.0,7,0.5111946035082006,0.19270825845566972,1.4974743081771305
75.0,8,0.5685992716648952,0.1942801524478667,1.55474502721589
75.0,9,0.45036703162287584,0.19868580117006945,1.6045228122942858
75.0,10,0.6220913340556381,0.23297954211964048,1.6995171100238768
75.0,11,0.6250905896960054,0.15820095396596018,1.7239858100569105
75.0,12,0.5642954744366179,0.12951390466091117,1.80020579714713
75.0,13,0.6963944657948915,0.18129804988440937,1.771599278806492
75.0,14,0.7149964470879885,0.21114223236431773,1.7968903458962717
75.0,15,0.7009297688623286,0.15566712027173393,1.9006006063036616
75.0,16,0.747515437544345,0.17340802168914068,1.8246884872147704
75.0,17,0.741180050209955,0.14268557570407983,1.8670068154501955
75.0,18,0.9440736980704718,0.18131090905584685,1.9044208666808387
75.0,19,0.8496173442116145,0.2893475443231173,1.9005399605282562
75.0,20,0.921055094315078,0.11823024091136458,2.1310283310216063
75.0,21,0.9197293762492602,0.18160652020338974,1.9518711906824113
75.0,22,1.0488716178299382,0.18447439226918116,1.8465663412521043
