kva,n_customers,avg_utilization,std_utilization,avg_diversity_factor
75.0,23,1.1729030935627534,0.37344420845836707,2.0011383380297776
75.0,24,1.0863613205092642,0.20539384820463114,1.9042175396102992
75.0,25,1.1430570862492897,0.2204115147403668,1.9684677986855637
75.0,26,1.1107256255311335,0.18875047144189724,2.092711400775087
75.0,27,1.2198923057622846,0.22866181809193228,1.9947385767373824
75.0,28,1.2308033933566545,0.13949346667254317,2.1127821226899726
75.0,29,1.2758764143364365,0.2046243956822176,2.0162969418263277
75.0,30,1.414075114444131,0.3651050001386122,2.0730234956132376
75.0,31,1.297080203460238,0.2119127858154507,2.0900613704823057
75.0,32,1.5210659101861386,0.19745014577071196,2.133162995213943
75.0,33,1.4300052007613235,0.22638204903497444,2.102798992418824
75.0,34,1.4968274835814641,0.27265214048962577,2.0840114971168875
75.0,35,1.540467484251036,0.22136936461492696,2.135462066784412
75.0,36,1.4338927442516174,0.2365917867841847,2.1332055608902465
75.0,37,1.4587963712774168,0.21395465112657336,2.211147253312799
75.0,38,1.6773683426705717,0.19064454271525205,2.0532639036016507
75.0,39,1.73645305936449,0.34828216199101647,2.135299941142171
75.0,40,1.5755011247827113,0.28701708190282915,2.1448657357160448
75.0,41,1.6348192706215308,0.29440301965889376,2.226216102804504
75.0,42,1.8015421228727202,0.2642765346996752,2.187570860813543
75.0,43,1.651520241899986,0.19523353675592975,2.2592825537683447
75.0,44,1.90585237945578,0.3324014702477375,2.21884364622501
75.0,45,1.9340200327579324,0.2082637807644044,2.140107128875214
75.0,46,1.9177607100553242,0.22691139508930816,2.1773650957224406
75.0,47,1.880922009758543,0.4017655767518165,2.2481087332031833
75.0,48,1.9805092398601878,0.20749757659661705,2.134688782433719
75.0,49,1.9647125708451718,0.267817735056659,2.2329234070563273
