Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,1.9559229614821774,0.12025049194028509,0.9777750000000002,0.032598716024702955,0.0020041748656714183,0.01629625,0.03927120078986265,0.0,0.7259142606923147,1.1407375000000002,0.05,0.9777750000000002,0.0,0.0,0.10566715860695175,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03026737992042858,0.02270053494032143,On,0.5659168765538184,0,On,0.004544051535087718,0.0,On,0.000976109833830722,0.0,On,0.03375103942094421,0,On,0.019107839329227265,0,On,0.11062216488884047,0.08296662366663032,On,On,20358.714954437015,18.33333333333337,0.8,3706.630998896317,28.655760566666668,1.1407375000000002,1,22924.608453333334,22924.608453333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,14043.088431111111,Off,0.0,0.0,39.77920729596636,51.666666666666686,46.10666666666668,0.0,51.987681798076814,0.0,0.0,0.0,39.77920729596636,51.99701407833581,52.00168021846531,51.987681798076814,12.43753247303448,17.80772971542514,-0.025603617908231513,9.152601039439974,-0.3858501186757848,2.8,9.236100170605994,18716.658998611398,1628.9362308730074,3054.5558231703317,-2254.344391032373,-0.0,-0.0,730.984412949334,0.0,2.0,0.11526238757710872,0.0,0,0.8406166871334966,131.99922844444444,-118.69597774258114,0.22090715712021766,8.197649061139494,0.0027404039268451763,9.020377377277178,1.2276490583407118,0.2542833023342072,-2105.1695333349608,27.47476531165085,0.7249112727551998,3009.732135801523,44.823687368808265
2025-01-01 00:01:00,1.9559229614821774,0.12025049194028509,0.9777750000000002,0.032598716024702955,0.0020041748656714183,0.01629625,0.03927120078986265,0.0,0.7259142606923147,1.1407375000000002,0.05,0.9777750000000002,0.0,0.0,0.10566715860695175,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03026737992042858,0.02270053494032143,On,0.5659168765538184,0,On,0.004544051535087718,0.0,On,0.000976109833830722,0.0,On,0.03375103942094421,0,On,0.019107839329227265,0,On,0.11062216488884047,0.08296662366663032,On,On,20358.714954437015,18.33333333333337,0.8,3706.630998896317,28.655760566666668,1.1407375000000002,1,22924.608453333334,22924.608453333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,14043.088431111111,Off,0.0,0.0,39.5442499234448,51.666666666666686,46.10666666666668,0.0,51.98408670075343,0.0,0.0,0.0,39.5442499234448,51.99366447124917,51.998453356497045,51.98408670075343,12.43753247303448,18.006309310888792,0.0,9.335332224757742,-0.09981304945933822,2.8,9.236100170605994,18644.890889230715,1563.1028895512377,2783.3859292693564,-2301.457307806861,-0.0,-0.0,730.984412949334,0.0,2.0,0.11613455254626227,0.0,0,0.8469774475030775,131.99922844444444,-143.35117034877317,0.21880177561189043,8.314210932575598,0.002740428189806155,7.944248841454218,1.230395413329631,0.25467989497550747,-2169.10204567774,25.573936332660754,0.7249112727551998,2739.5075718132275,43.87835745612887
2025-01-01 00:02:00,1.9559229614821774,0.12025049194028509,0.9777750000000002,0.032598716024702955,0.0020041748656714183,0.01629625,0.03927120078986265,0.0,0.7259142606923147,1.1407375000000002,0.05,0.9777750000000002,0.0,0.0,0.10566715860695175,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03026737992042858,0.02270053494032143,On,0.5659168765538184,0,On,0.004544051535087718,0.0,On,0.000976109833830722,0.0,On,0.03375103942094421,0,On,0.019107839329227265,0,On,0.11062216488884047,0.08296662366663032,On,On,20358.714954437015,18.33333333333337,0.8,3706.630998896317,28.655760566666668,1.1407375000000002,1,22924.608453333334,22924.608453333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,14043.088431111111,Off,0.0,0.0,39.31578303376684,51.666666666666686,46.10666666666668,0.0,51.980512885186364,0.0,0.0,0.0,39.31578303376684,51.9903346487418,51.995245530519526,51.980512885186364,12.43753247303448,18.19933038630463,0.0,9.505656421945385,0.16495408768309097,2.8,9.236100170605994,18574.743400498563,1501.5700728296406,2532.4636411559463,-2347.624176434394,-0.0,-0.0,730.984412949334,0.0,2.0,0.1169793179112241,0.0,0,0.8531383806350956,131.99922844444444,-167.33179045339477,0.2161646420651992,8.405447829306858,0.002740449510506361,6.902609989576938,1.229580251491798,0.25504900467166935,-2228.858934494981,23.79800842830463,0.7249112727551998,2489.3771100911413,43.08653106480495
2025-01-01 00:03:00,1.9559229614821774,0.12025049194028509,0.9777750000000002,0.032598716024702955,0.0020041748656714183,0.01629625,0.03927120078986265,0.0,0.7259142606923147,1.1407375000000002,0.05,0.9777750000000002,0.0,0.0,0.10566715860695175,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03026737992042858,0.02270053494032143,On,0.5659168765538184,0,On,0.004544051535087718,0.0,On,0.000976109833830722,0.0,On,0.03375103942094421,0,On,0.019107839329227265,0,On,0.11062216488884047,0.08296662366663032,On,On,20358.714954437015,18.33333333333337,0.8,3706.630998896317,28.655760566666668,1.1407375000000002,1,22924.608453333334,22924.608453333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,14043.088431111111,Off,0.0,0.0,39.09351541834723,51.666666666666686,46.10666666666668,0.0,51.97695976431588,0.0,0.0,0.0,39.09351541834723,51.98702406428277,51.99205621426622,51.97695976431588,12.43753247303448,18.387042678087724,0.0,9.66456359264088,0.41006914696489033,2.8,9.236100170605994,18506.0747093518,1444.018854712282,2300.1645399915674,-2392.8722447742907,-0.0,-0.0,730.984412949334,0.0,2.0,0.11779805936755669,0.0,0,0.8591095195738994,131.99922844444444,-190.75241326025917,0.21363408207088025,8.493486562143719,0.002740468047947458,5.893746989553328,1.228788546489949,0.2553928915004858,-2284.7537019705683,22.14155778653327,0.7249112727551998,2257.8123335297223,42.352206461844986
2025-01-01 00:04:00,0.8151854614821773,0.12025049194028509,0.0,0.013586424358036288,0.0020041748656714183,0.0,0.03927120078986265,0.0,0.7259142606923147,0.0,0.05,0.0,0.0,0.0,0.10566715860695175,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03026737992042858,0.02270053494032143,On,0.5659168765538184,0,On,0.004544051535087718,0.0,On,0.000976109833830722,0.0,On,0.03375103942094421,0,On,0.019107839329227265,0,On,0.11062216488884047,0.08296662366663032,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22924.608453333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,14043.088431111111,Off,0.0,0.0,38.87718514711105,51.666666666666686,46.10666666666668,0.0,51.97342677741767,0.0,0.0,0.0,38.87718514711105,51.983732195862345,51.988884905084696,51.97342677741767,12.43753247303448,18.56967078313857,0.0,9.812930131231493,0.6370214578155619,2.8,9.236100170605994,-1915.653990775864,-2316.463171210249,2085.0832641276234,-2437.2255927927504,-0.0,-0.0,730.984412949334,0.0,2.0,0.11859201579674113,0.0,0,0.864899899569133,131.99922844444444,-209.4128109324475,0.21120380617752743,8.57913902544815,0.0027404838862145056,4.91613827900661,1.2280192642967487,0.2557135501583352,-2337.0656151418953,20.602443931645915,0.7249112727551998,2043.4062447882968,41.67701933932655
2025-01-01 00:05:00,0.8151854614821773,0.12025049194028509,0.0,0.013586424358036288,0.0020041748656714183,0.0,0.03927120078986265,0.0,0.7259142606923147,0.0,0.05,0.0,0.0,0.0,0.10566715860695175,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03026737992042858,0.02270053494032143,On,0.5659168765538184,0,On,0.004544051535087718,0.0,On,0.000976109833830722,0.0,On,0.03375103942094421,0,On,0.019107839329227265,0,On,0.11062216488884047,0.08296662366663032,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22924.608453333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,14043.088431111111,Off,0.0,0.0,39.0021299966311,51.666666666666686,46.10666666666668,0.0,51.96991338745543,0.0,0.0,0.0,39.0021299966311,51.98045854352664,51.985731121562246,51.96991338745543,12.43753247303448,18.4590022416811,0.0,9.668786937453996,0.8471869182428882,2.8,9.236100170605994,-1880.4462258743972,-2263.9489274496964,1885.9146191603832,-2410.3095746254317,-0.0,-0.0,730.984412949334,0.0,2.0,0.11811120158029355,0.0,0,0.8613932877224327,131.99922844444444,-201.12106419829968,0.2126745290965642,8.527085550065333,0.002740497105629544,5.49961549681381,1.228485300124353,0.25540202481334834,-2286.24112794983,22.29220050013361,0.7249112727551998,1844.8590073097907,41.05561185059246
2025-01-01 00:06:00,0.8151854614821773,0.12025049194028509,0.0,0.013586424358036288,0.0020041748656714183,0.0,0.03927120078986265,0.0,0.7259142606923147,0.0,0.05,0.0,0.0,0.0,0.10566715860695175,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03026737992042858,0.02270053494032143,On,0.5659168765538184,0,On,0.004544051535087718,0.0,On,0.000976109833830722,0.0,On,0.03375103942094421,0,On,0.019107839329227265,0,On,0.11062216488884047,0.08296662366663032,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22924.608453333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,14043.088431111111,Off,0.0,0.0,39.12328985668818,51.666666666666686,46.10666666666668,0.0,51.96638873846617,0.0,0.0,0.0,39.12328985668818,51.97717437021321,51.98256718608673,51.96638873846617,12.43753247303448,18.351576227949202,0.0,9.535153228512566,1.041836305895561,2.8,9.236100170605994,-1847.1595591367084,-2215.585829804206,1701.4536484079497,-2384.2966016246596,-0.0,-0.0,730.984412949334,0.0,2.0,0.1176435752303079,0.0,0,0.8579828559119839,131.99922844444444,-193.84737046138255,0.21411332777126726,8.476732318943116,0.0027405118883951423,6.0664074675229855,1.2289380183712044,0.2551128729719017,-2239.2238242155768,23.63799441137103,0.7249112727551998,1660.9700937045745,40.48355470337487
2025-01-01 00:07:00,0.8151854614821773,0.12025049194028509,0.0,0.013586424358036288,0.0020041748656714183,0.0,0.03927120078986265,0.0,0.7259142606923147,0.0,0.05,0.0,0.0,0.0,0.10566715860695175,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03026737992042858,0.02270053494032143,On,0.5659168765538184,0,On,0.004544051535087718,0.0,On,0.000976109833830722,0.0,On,0.03375103942094421,0,On,0.019107839329227265,0,On,0.11062216488884047,0.08296662366663032,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22924.608453333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,14043.088431111111,Off,0.0,0.0,39.240909029428046,51.666666666666686,46.10666666666668,0.0,51.96285317277843,0.0,0.0,0.0,39.240909029428046,51.973879994637,51.9793934055663,51.96285317277843,12.43753247303448,18.24718309167161,0.0,9.411001904816613,1.2221433493343532,2.8,9.236100170605994,-1814.3327845237798,-2170.69051916643,1530.5873778173518,-2359.1262665145136,-0.0,-0.0,730.984412949334,0.0,2.0,0.11718829616861424,0.0,0,0.8546624737421615,131.99922844444444,-186.19093095860018,0.21552214304814798,8.427967594615858,0.002740528188669922,6.617565235749048,1.2293782737243664,0.254843944792159,-2195.6304908675456,24.939971701115436,0.7249112727551998,1490.6306606697717,39.95671714758005
2025-01-01 00:08:00,0.8151854614821773,0.12025049194028509,0.0,0.013586424358036288,0.0020041748656714183,0.0,0.03927120078986265,0.0,0.7259142606923147,0.0,0.05,0.0,0.0,0.0,0.10566715860695175,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03026737992042858,0.02270053494032143,On,0.5659168765538184,0,On,0.004544051535087718,0.0,On,0.000976109833830722,0.0,On,0.03375103942094421,0,On,0.019107839329227265,0,On,0.11062216488884047,0.08296662366663032,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22924.608453333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,14043.088431111111,Off,0.0,0.0,39.35516955535829,51.666666666666686,46.10666666666668,0.0,51.95930701062888,0.0,0.0,0.0,39.35516955535829,51.9705757149415,51.976210067097824,51.95930701062888,12.43753247303448,18.14566667393208,0.0,9.295492295735414,1.3891921479932656,2.8,9.236100170605994,-1782.7305787143057,-2128.9845852453705,1372.28783095444,-2334.752078777069,-0.0,-0.0,730.984412949334,0.0,2.0,0.11674474966660812,0.0,0,0.8514276579540833,131.99922844444444,-178.96291288657045,0.216902282765402,8.380044633547943,0.002740545963523227,7.153861856482926,1.2298066983443627,0.2545934806102647,-2155.147516871498,26.162931626127172,0.7249112727551998,1332.8165392133149,39.4712917411252
2025-01-01 00:09:00,0.8151854614821773,0.12025049194028509,0.0,0.013586424358036288,0.0020041748656714183,0.0,0.03927120078986265,0.0,0.7259142606923147,0.0,0.05,0.0,0.0,0.0,0.10566715860695175,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03026737992042858,0.02270053494032143,On,0.5659168765538184,0,On,0.004544051535087718,0.0,On,0.000976109833830722,0.0,On,0.03375103942094421,0,On,0.019107839329227265,0,On,0.11062216488884047,0.08296662366663032,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22924.608453333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,14043.088431111111,Off,0.0,0.0,39.46624066619899,51.666666666666686,46.10666666666668,0.0,51.95575055579191,0.0,0.0,0.0,39.46624066619899,51.96726181394148,51.97301744301627,51.95575055579191,12.43753247303448,18.046881809081317,0.0,9.187900792672263,1.5439840368216387,2.8,9.236100170605994,-1752.263021136697,-2090.1988698297046,1225.6055215884262,-2311.1310099222947,-0.0,-0.0,730.984412949334,0.0,2.0,0.11631236305613121,0.0,0,0.8482742320386534,131.99922844444444,-172.1164241637361,0.2182549761185052,8.333556888126612,0.0027405651721811746,7.67601765868104,1.2302238804743286,0.2543599637314501,-2117.505607144286,27.30673731458146,0.7249112727551998,1186.5817494982805,39.02377209014576
