Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Grill Gas Power (therms/hour),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.5250430094747952,0.17528820208835594,0.1626252739512192,0.5250430094747952,0.17528820208835594,0.16262527395121917,0.015740326717622107,0.27439403692383973,0.18490864583333338,0.05,0.0,0.004132148951219185,0.158493125,0.0,0.1607048687550226,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.004021034356725146,0.0,0.0003969372882441719,0.0,0.01132235507265279,0.0,0.006169239539163565,0.0,0.179208407857501,0.13440630589312572,0.00028988498062544333,0.05395163904464596,0.0,0.0038422639705937415,0.0,0.0,2777.810972710772,20.000000000000057,0.22666666666666668,1123.0781729003393,4.644975624722222,0.18490864583333338,0.2833333333333333,3715.9804997777774,13115.225293333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9076.998453333334,0.0,0.0,77.58282939301718,51.66666666666668,46.10666666666668,0.0,50.346705909484996,0.0,0.0,0.0,121.22317092658935,48.53787103807874,50.346705909484996,47.63345360237562,12.43753247303448,19.68712180242259,-0.05609437285682806,2.9868812090031085,2.8,9.236100170605994,1924.2134851882508,979.7063983043588,-1190.1040139208524,0.0,0.0,355.63736449123525,0.0,2.0,0.05406850791892196,0.0,0.0,0.5060277395631351,131.99922844444444,-19.13083809290401,0.20207167084140826,9.177671810399886,0.002811084174069904,27.913759417797,1.2232231539560596,0.5436834545663999,-132.4126275629424,-10.959147033038152
2025-01-01 01:00:00,0.5242277587702788,0.1746307380168085,0.15388520687629048,0.5242277587702788,0.1746307380168085,0.15388520687629045,0.01543874914086772,0.2847573429627444,0.1740316666666667,0.05,0.0,0.004715206876290465,0.14917,0.0,0.16004740468347517,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.0037194567799707597,0.0,0.0003969372882441719,0.0,0.01132235507265279,0.0,0.006169239539163565,0.0,0.179208407857501,0.13440630589312572,7.247124515636083e-05,0.06519156384561388,0.0,0.0046427356311341044,0.0,0.0,2614.410327257197,20.000000000000057,0.21333333333333335,1057.0147509650253,4.371741764444445,0.1740316666666667,0.26666666666666666,3497.3934115555553,13115.225293333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9076.998453333334,0.0,0.0,75.69443488363088,51.66666666666668,46.10666666666668,0.0,49.529845633156015,0.0,0.0,0.0,118.27255450567323,47.82152649687573,49.529845633156015,46.96736692873558,12.43753247303448,19.67107871081991,-0.054523499685833046,4.048473852475226,2.5,9.236100170605994,1813.8442643528601,-65.95395521692743,-1133.3222890070554,0.0,0.0,354.45916815241765,0.0,2.0,0.05064501872501816,0.0,0.0,0.4739872678562453,131.99922844444444,-21.702942049698894,0.20271132342720127,9.177654277914764,0.0028171511155915445,34.237735587475804,1.2233448539955272,0.5436834545663999,-1098.508766469982,-24.45993971197066
2025-01-01 02:00:00,0.5229881943739144,0.17397327394526105,0.20112226448082723,0.5229881943739144,0.17397327394526108,0.20112226448082723,0.01543874914086772,0.27264079939971325,0.18490864583333338,0.05,0.03871440426507711,0.003914735215750103,0.158493125,0.0,0.15938994061192774,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.0037194567799707597,0.0,0.0003969372882441719,0.0,0.01132235507265279,0.0,0.006169239539163565,0.0,0.179208407857501,0.13440630589312572,7.247124515636083e-05,0.05395163904464596,0.0,0.0038422639705937415,0.0,0.0,2777.810972710772,20.000000000000057,0.22666666666666668,1123.0781729003393,4.644975624722222,0.18490864583333338,0.2833333333333333,3715.9804997777774,13115.225293333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9076.998453333334,879.2133333333333,0.0,75.51445276526167,51.66666666666668,46.10666666666668,0.0,49.119985084563176,0.0,0.0,879.2133333333333,117.99133244572134,47.73529193051528,49.12021542559417,47.042715012460356,12.43753247303448,19.683160531570575,-0.05693770866406069,3.716281105127224,1.6500000000000001,9.236100170605994,1980.3104439139584,-364.1967003610018,-1129.0810736045662,0.0,0.0,353.5825493903545,0.0,2.0,0.04781871431641368,0.0,0.0,0.4475358548942291,131.99922844444444,-22.00200458260191,0.20316970817007798,9.192713047195733,0.0028256120775707687,47.07859632099337,1.2232883146497053,0.5436834545663999,-1470.5049295326912,-16.769943728649626
2025-01-01 03:00:00,0.5331504486949828,0.17331580987371367,0.16328080312144685,0.5331504486949828,0.17331580987371367,0.16328080312144685,0.015237697423031464,0.2830041054386179,0.18490864583333338,0.05,0.0,0.004787678121446826,0.158493125,0.0,0.15873247654038034,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.003518405062134503,0.0,0.0003969372882441719,0.0,0.01132235507265279,0.0,0.006169239539163565,0.0,0.179208407857501,0.13440630589312572,0.00014494249031272167,0.06519156384561388,0.0,0.0046427356311341044,0.0,0.0,2777.810972710772,20.000000000000057,0.22666666666666668,1123.0781729003393,4.644975624722222,0.18490864583333338,0.2833333333333333,3715.9804997777774,13115.225293333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9076.998453333334,0.0,0.0,85.66704939668303,51.66666666666668,46.10666666666668,0.0,51.59054929138041,0.0,0.0,0.0,133.8547646823172,51.62200466336731,51.637732349360775,51.59054929138041,12.43753247303448,19.695429517160367,-0.05064160874280059,3.420137623605252,1.6500000000000001,9.236100170605994,1935.8076843869292,-148.3491782122691,-1171.2042123100318,0.0,0.0,352.50487891045486,0.0,2.0,0.0496207006501724,0.0,0.0,0.4644006641203863,131.99922844444444,-23.303954924265387,0.20368110375294568,9.208938833126831,0.0028349367530512925,25.409193619760508,1.223230131195276,0.5436834545663999,-1259.9598680323215,-11.467483080286923
2025-01-01 04:00:00,0.5836145383830706,0.17265834580216624,0.17584798232517393,0.5836145383830706,0.17265834580216624,0.17584798232517396,0.015237697423031464,0.32259121596003915,0.19578562500000005,0.05,0.0,0.008031732325173936,0.16781625,0.0,0.1580750124688329,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.003518405062134503,0.0,0.0003969372882441719,0.0,0.01132235507265279,0.0,0.006169239539163565,0.0,0.179208407857501,0.13440630589312572,0.0005072987160945258,0.10565529312909833,0.0,0.007524433609079411,0.0,0.0,2941.2116181643464,20.000000000000057,0.24000000000000002,1189.1415948356532,4.918209485,0.19578562500000005,0.3,3934.567588,13115.225293333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9076.998453333334,0.0,0.0,83.54986382883604,51.66666666666668,46.10666666666668,0.0,50.8025804488954,0.0,0.0,0.0,130.5466622325563,50.83108303199812,50.84533432354949,50.8025804488954,12.43753247303448,19.693619602252866,-0.056423410880685525,3.3574840530974175,0.55,9.236100170605994,1992.493389387463,-829.4969719666791,-1281.5869672200506,0.0,0.0,351.62826014839163,0.0,2.0,0.050946086250184,0.0,0.0,0.47680496202017514,131.99922844444444,-18.75952170522504,0.20386431200599206,9.208300189702271,0.002838471879963797,47.03606791522271,1.2226611688624898,0.5436834545663999,-2008.2734904694323,-10.365076332900317
2025-01-01 05:00:00,0.6289763410226148,0.17265834580216624,0.1794122251931172,0.6289763410226148,0.17265834580216624,0.1794122251931172,0.01563980085870398,0.3675509151639108,0.19578562500000005,0.05,0.0,0.011595975193117192,0.16781625,0.0,0.1580750124688329,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.0039205084978070175,0.0,0.0003969372882441719,0.0,0.01132235507265279,0.0,0.006169239539163565,0.0,0.179208407857501,0.13440630589312572,0.00086965494187633,0.15061499233297,0.0,0.010726320251240862,0.0,0.0,2941.2116181643464,20.000000000000057,0.24000000000000002,1189.1415948356532,4.918209485,0.19578562500000005,0.3,3934.567588,13115.225293333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9076.998453333334,0.0,0.0,81.49553778973194,51.66666666666668,46.10666666666668,0.0,50.027211416484626,0.0,0.0,0.0,127.33677779645615,50.0596085026496,50.0758070457321,50.027211416484626,12.43753247303448,19.68759624034516,-0.05422521860418339,2.1188739479962626,-0.25000000000000006,9.236100170605994,1942.2959611180206,-500.69200903266994,-1335.9209214680695,0.0,0.0,352.0303635840641,0.0,2.0,0.05088947113792926,0.0,0.0,0.4762751005836002,131.99922844444444,-15.025099162320545,0.20491748557175404,9.218621164616719,0.002853594067878409,53.81568397788567,1.2220615213189048,0.5436834545663999,-1696.3756412401137,6.5420373717906335
2025-01-01 06:00:00,0.6087523582393961,0.17397327394526105,0.17904329303969463,0.6087523582393961,0.17397327394526108,0.17904329303969463,0.016142430153294623,0.34682430308610146,0.19578562500000005,0.05,0.0,0.0112270430396946,0.16781625,0.0,0.15938994061192774,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.00442313779239766,0.0,0.0003969372882441719,0.0,0.01132235507265279,0.0,0.006169239539163565,0.0,0.179208407857501,0.13440630589312572,0.0021016661095344643,0.12813514273103416,0.0,0.009125376930160137,0.0,0.0,2941.2116181643464,20.000000000000057,0.24000000000000002,1189.1415948356532,4.918209485,0.19578562500000005,0.3,3934.567588,13115.225293333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9076.998453333334,0.0,0.0,79.49314784331402,51.66666666666668,46.10666666666668,0.0,49.26888888735123,0.0,0.0,0.0,124.20804350517815,49.30724471584906,49.32642263009798,49.26888888735123,12.43753247303448,19.681257862606717,-0.05729756981871379,2.651838689813934,0.3,9.236100170605994,1924.0331236545435,-494.431348111982,-1292.958595249653,0.0,0.0,293.7975839681146,0.0,1.0835000000000001,0.05076420889001675,0.0,0.0,0.4751027698756988,71.51058200977778,-18.01748322826482,0.2050607139542721,9.216671791784607,0.0028544425242849683,-26.214935904622735,1.222087365096627,0.5436834545663999,-1680.211245641562,-3.3616973060732875
2025-01-01 07:00:00,0.5577744728337134,0.17528820208835594,0.19363844124778634,0.5577744728337134,0.17528820208835594,0.19363844124778634,0.015840852576540235,0.27439403692383973,0.2175395833333334,0.05,0.0,0.00717594124778634,0.18646250000000003,0.0,0.1607048687550226,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.004121560215643275,0.0,0.0003969372882441719,0.0,0.01132235507265279,0.0,0.006169239539163565,0.0,0.179208407857501,0.13440630589312572,0.003333677277192598,0.05395163904464596,0.0,0.0038422639705937415,0.0,0.0,3268.0129090714963,20.000000000000057,0.26666666666666666,1321.2684387062814,5.464677205555556,0.2175395833333334,0.3333333333333333,4371.741764444445,13115.225293333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9076.998453333334,0.0,0.0,77.57558090151012,51.66666666666668,46.10666666666668,0.0,48.53848107485966,0.0,0.0,0.0,121.21184515860955,48.573523531238166,48.59104475942742,48.53848107485966,12.43753247303448,19.662268980426507,-0.06790185850430194,2.2154407992299525,-0.55,9.236100170605994,2157.864946853524,-658.5400969516853,-1387.4102830353331,0.0,0.0,289.73827612793116,5.759671413400776,1.0,0.052048528084735604,0.0,0.0,0.48712272685242325,65.99961422222222,-12.475955310570207,0.205017389498628,9.203433961113351,0.0028504341819603177,-1.7896830379972661,1.2221696307721266,0.5436834545663999,-1981.53444770374,1.7259120457731087
2025-01-01 08:00:00,0.6718862823023947,0.20398683940895845,0.2028166237574736,0.6718862823023946,0.20398683940895845,0.2028166237574736,0.061177907288715194,0.33229181251367934,0.22841656250000006,0.05,0.0,0.007030998757473618,0.19578562500000002,0.0,0.18940350607562512,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0031163016264619883,0.0,0.001966570642061643,0.0,0.05609503502019156,0.0,0.025802165368199813,0.0,0.21659663885624117,0.16244747914218083,0.0031887347868798763,0.05395163904464596,0.0,0.0038422639705937415,0.0,0.0,3431.413554525071,20.000000000000057,0.28,1387.3318606415955,5.737911065833333,0.22841656250000006,0.35,4590.3288526666665,13115.225293333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9076.998453333334,0.0,0.0,75.02698476296975,51.66666666666668,46.10666666666668,0.0,47.79774193227687,0.04110280467434057,101.05980355488916,0.0,117.22966369214024,47.637183862156476,47.817774744383584,47.53687201498956,12.43753247303448,19.677526220962815,-0.055715336445260395,1.5335976417547952,-1.4,9.236100170605994,2404.121047676657,-711.0691988962758,-1499.5794704826526,0.0,0.0,390.355930260034,385.51882633167776,1.0,0.053810604694206135,0.0,0.0,0.5036140205453161,65.99961422222222,81.93103337420469,0.20522336566533556,9.219130140902383,0.002854723325061342,46.992189576282506,1.22267666611366,0.5436834545663999,-2108.2930025166665,9.891942978795276
2025-01-01 09:00:00,1.2805304474299262,0.20655777853413834,0.1550247734795567,1.2805304474299262,0.20655777853413831,0.1550247734795567,0.06633931277925817,1.0445443638173348,0.11964677083333336,0.05,0.04645728511809253,0.006013113361464173,0.102554375,0.0,0.191974445200805,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.714157219410436,0.0,0.0025131464729532165,0.0,0.0021618186996665346,0.0,0.06166434760663842,0.0,0.03170950322881398,0.0,0.22002455768981435,0.16501841826736072,0.0029713210514107943,0.042711714243678055,0.0,0.003041792310053379,0.0,0.0,1797.407099989323,20.000000000000057,0.14666666666666667,726.6976412884547,3.0055724630555556,0.11964677083333336,0.18333333333333332,2404.4579704444445,13115.225293333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9076.998453333334,1055.056,0.0,73.16422262746623,51.66666666666668,46.10666666666668,0.0,47.33426346024746,0.0,0.0,1055.056,114.31909785541598,46.93597883514791,47.33426346024746,46.73683652259813,12.43753247303448,19.73436049510833,-0.033704085123995677,1.2546917798466954,-0.85,9.236100170605994,1521.7688049061837,-770.5816050765497,-1442.2820149037368,0.0,0.0,918.805836101928,1045.7614648980675,1.0,0.05305242150696759,0.0,0.0,0.4965181760476575,65.99961422222222,247.83788371866973,0.205993441056143,9.271432078763146,0.002874265254010222,156.32405582934317,1.2230383589124834,0.5436834545663999,-1510.9793270809494,13.700080715944827
