Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Grill Gas Power (therms/hour),Gas Grill Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Gas Power (therms/hour),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.3401343636414618,0.17528820208835594,0.004132148951219185,0.00566890606069103,0.0029214700348059322,6.886914918698641e-05,0.015740326717622107,0.27439403692383973,0.0,0.05,0.0,0.004132148951219185,0.0,0.0,0.1607048687550226,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003969372882441719,0.0,On,0.01132235507265279,0,On,0.006169239539163565,0,On,0.179208407857501,0.13440630589312572,On,0.00028988498062544333,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13115.225293333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9076.998453333334,Off,0.0,0,78.23644396638764,51.666666666666686,46.10666666666668,0.0,50.756435471081794,0.0,0.0,0.0,122.24444369748068,48.89675716562677,50.756435471081794,47.96691801289926,12.43753247303448,19.804168581878876,0.0,0.3507897030452656,2.8,9.236100170605994,-834.8212971277128,1763.4208228007544,-1201.8495946273574,-0.0,-0.0,355.63736449123525,0.0,2.0,0.05423467817432119,0.0,0,0.5075829287473528,131.99922844444444,11.390933008409434,0.19978769317369283,9.205549317885907,0.0028082017144402593,28.170869518948138,1.2192329277070943,0.5436834545663999,1735.36104889281,28.059773907944383
2025-01-01 00:01:00,0.3401343636414618,0.17528820208835594,0.004132148951219185,0.00566890606069103,0.0029214700348059322,6.886914918698641e-05,0.015740326717622107,0.27439403692383973,0.0,0.05,0.0,0.004132148951219185,0.0,0.0,0.1607048687550226,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003969372882441719,0.0,On,0.01132235507265279,0,On,0.006169239539163565,0,On,0.179208407857501,0.13440630589312572,On,0.00028988498062544333,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13115.225293333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9076.998453333334,Off,0.0,0,78.34174428651541,51.666666666666686,46.10666666666668,0.0,50.74250424167834,0.0,0.0,0.0,122.40897544768032,48.88456738786178,50.74250424167834,47.955598960953495,12.43753247303448,19.752676890405738,0.0,0.4966524607528493,2.8,9.236100170605994,-835.2581065297888,1657.7085732653595,-1196.601348156852,-0.0,-0.0,355.63736449123525,0.0,2.0,0.05416185762604721,0.0,0,0.5069014004630493,131.99922844444444,5.70587713582789,0.20101950182938444,9.20558067232609,0.0028082996243028366,28.2588086520022,1.2230093574918326,0.5436834545663999,1632.0115943667709,25.69697889858856
2025-01-01 00:02:00,0.3401343636414618,0.17528820208835594,0.004132148951219185,0.00566890606069103,0.0029214700348059322,6.886914918698641e-05,0.015740326717622107,0.27439403692383973,0.0,0.05,0.0,0.004132148951219185,0.0,0.0,0.1607048687550226,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003969372882441719,0.0,On,0.01132235507265279,0,On,0.006169239539163565,0,On,0.179208407857501,0.13440630589312572,On,0.00028988498062544333,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13115.225293333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9076.998453333334,Off,0.0,0,78.44372883590634,51.666666666666686,46.10666666666668,0.0,50.72855632911368,0.0,0.0,0.0,122.56832630610366,48.87236120358038,50.72855632911368,47.94426364081374,12.43753247303448,19.70240446957728,0.0,0.6343897876336898,2.8,9.236100170605994,-836.0375846762759,1558.149683410972,-1191.4861325326017,-0.0,-0.0,355.63736449123525,0.0,2.0,0.05409073092658469,0.0,0,0.5062357249277529,131.99922844444444,-0.1888166349096565,0.20165479212813628,9.182684133324855,0.002808397536532581,28.344354005159204,1.2232192327572906,0.5436834545663999,1534.41932458707,23.73035882390207
2025-01-01 00:03:00,0.3401343636414618,0.17528820208835594,0.004132148951219185,0.00566890606069103,0.0029214700348059322,6.886914918698641e-05,0.015740326717622107,0.27439403692383973,0.0,0.05,0.0,0.004132148951219185,0.0,0.0,0.1607048687550226,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003969372882441719,0.0,On,0.01132235507265279,0,On,0.006169239539163565,0,On,0.179208407857501,0.13440630589312572,On,0.00028988498062544333,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13115.225293333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9076.998453333334,Off,0.0,0,78.54253435579886,51.666666666666686,46.10666666666668,0.0,50.71459228556113,0.0,0.0,0.0,122.72270993093572,48.860139129402555,50.71459228556113,47.93291255132326,12.43753247303448,19.653300877941714,0.0,0.7644746652280303,2.8,9.236100170605994,-837.1599837510184,1464.0890948455747,-1186.498204571784,-0.0,-0.0,355.63736449123525,0.0,2.0,0.05402122886837748,0.0,0,0.5055852544272109,131.99922844444444,-6.29914367046932,0.20227767014997367,9.159703380644189,0.0028084957283129636,28.42755605877427,1.2234242961295798,0.5436834545663999,1442.249113679542,21.8399811660327
2025-01-01 00:04:00,0.3401343636414618,0.17528820208835594,0.004132148951219185,0.00566890606069103,0.0029214700348059322,6.886914918698641e-05,0.015740326717622107,0.27439403692383973,0.0,0.05,0.0,0.004132148951219185,0.0,0.0,0.1607048687550226,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003969372882441719,0.0,On,0.01132235507265279,0,On,0.006169239539163565,0,On,0.179208407857501,0.13440630589312572,On,0.00028988498062544333,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13115.225293333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9076.998453333334,Off,0.0,0,78.63829199600866,51.666666666666686,46.10666666666668,0.0,50.70061264041081,0.0,0.0,0.0,122.87233124376354,48.847901660643004,50.70061264041081,47.92154617075911,12.43753247303448,19.605317736453244,0.0,0.887336770115248,2.8,9.236100170605994,-834.8590970082896,1375.243317491935,-1181.6320776403245,-0.0,-0.0,355.63736449123525,0.0,2.0,0.053953284995458164,0.0,0,0.5049493669993189,131.99922844444444,-8.864383859200274,0.2028886012752029,9.138016964267418,0.00280859419181897,28.50851053984661,1.2236247449461357,0.5436834545663999,1355.1965190242938,20.046798467641032
2025-01-01 00:05:00,0.3401343636414618,0.17528820208835594,0.004132148951219185,0.00566890606069103,0.0029214700348059322,6.886914918698641e-05,0.015740326717622107,0.27439403692383973,0.0,0.05,0.0,0.004132148951219185,0.0,0.0,0.1607048687550226,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003969372882441719,0.0,On,0.01132235507265279,0,On,0.006169239539163565,0,On,0.179208407857501,0.13440630589312572,On,0.00028988498062544333,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13115.225293333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9076.998453333334,Off,0.0,0,78.73094581350203,51.666666666666686,46.10666666666668,0.0,50.686617901201274,0.0,0.0,0.0,123.01710283359692,48.83564927218244,50.686617901201274,47.91016495767302,12.43753247303448,19.558476369326996,0.0,1.003383098036789,2.8,9.236100170605994,-828.5962383238116,1291.31754081608,-1176.8893613509813,-0.0,-0.0,355.63736449123525,0.0,2.0,0.05388693145226755,0.0,0,0.5043283634842395,131.99922844444444,-7.344241464065462,0.2034871798627489,9.116235741523958,0.002808692919548317,28.587171136552726,1.2238204854842443,0.5436834545663999,1272.9731682599775,18.34437255610261
2025-01-01 00:06:00,0.3401343636414618,0.17528820208835594,0.004132148951219185,0.00566890606069103,0.0029214700348059322,6.886914918698641e-05,0.015740326717622107,0.27439403692383973,0.0,0.05,0.0,0.004132148951219185,0.0,0.0,0.1607048687550226,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003969372882441719,0.0,On,0.01132235507265279,0,On,0.006169239539163565,0,On,0.179208407857501,0.13440630589312572,On,0.00028988498062544333,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13115.225293333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9076.998453333334,Off,0.0,0,78.82041666408796,51.666666666666686,46.10666666666668,0.0,50.67260858476905,0.0,0.0,0.0,123.15690103763743,48.82338244761783,50.67260858476905,47.89876937904222,12.43753247303448,19.51280675598346,0.0,1.11299772968547,2.8,9.236100170605994,-821.2419783444589,1212.0354869909302,-1172.2725384064954,-0.0,-0.0,355.63736449123525,0.0,2.0,0.05382221265131021,0.0,0,0.5037226595390744,131.99922844444444,-4.606804429198647,0.2040728892334088,9.095774946894348,0.0028087919038526183,28.663473829122893,1.224011387814161,0.5436834545663999,1195.3069252312068,16.728561759723434
2025-01-01 00:07:00,0.3401343636414618,0.17528820208835594,0.004132148951219185,0.00566890606069103,0.0029214700348059322,6.886914918698641e-05,0.015740326717622107,0.27439403692383973,0.0,0.05,0.0,0.004132148951219185,0.0,0.0,0.1607048687550226,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003969372882441719,0.0,On,0.01132235507265279,0,On,0.006169239539163565,0,On,0.179208407857501,0.13440630589312572,On,0.00028988498062544333,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13115.225293333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9076.998453333334,Off,0.0,0,78.90676675476118,51.666666666666686,46.10666666666668,0.0,50.65858522111111,0.0,0.0,0.0,123.29182305431434,48.81110168287739,50.65858522111111,47.88735991376054,12.43753247303448,19.468286210834545,-0.031713789165511486,1.216543209695279,2.8,9.236100170605994,-813.9854089479315,1137.136164784189,-1167.778774063778,-0.0,-0.0,355.63736449123525,0.0,2.0,0.053759098346574254,0.0,0,0.5031319720910773,131.99922844444444,-1.843999375388833,0.2046458807113756,9.075227291951482,0.0028088911368790164,28.73746216866462,1.2241975422904152,0.5436834545663999,1121.9409129204832,15.195251863705899
2025-01-01 00:08:00,0.3401343636414618,0.17528820208835594,0.004132148951219185,0.00566890606069103,0.0029214700348059322,6.886914918698641e-05,0.015740326717622107,0.27439403692383973,0.0,0.05,0.0,0.004132148951219185,0.0,0.0,0.1607048687550226,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003969372882441719,0.0,On,0.01132235507265279,0,On,0.006169239539163565,0,On,0.179208407857501,0.13440630589312572,On,0.00028988498062544333,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13115.225293333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9076.998453333334,Off,0.0,0,78.99011170358229,51.666666666666686,46.10666666666668,0.0,50.64454832985104,0.0,0.0,0.0,123.42204953684731,48.79880746419706,50.64454832985104,47.87593703137007,12.43753247303448,19.42487213395953,-0.07512786604052835,1.3143617316482088,2.8,9.236100170605994,-807.0365988047647,1066.3731858957872,-1163.403254970236,-0.0,-0.0,355.63736449123525,0.0,2.0,0.05369752994806219,0.0,0,0.5025557527958399,131.99922844444444,0.7292916742362081,0.20520656611519314,9.055268557336152,0.002808990610924685,28.809220566255377,1.2243791228317966,0.5436834545663999,1052.6326738246235,13.740512071163822
2025-01-01 00:09:00,0.3401343636414618,0.17528820208835594,0.004132148951219185,0.00566890606069103,0.0029214700348059322,6.886914918698641e-05,0.015740326717622107,0.27439403692383973,0.0,0.05,0.0,0.004132148951219185,0.0,0.0,0.1607048687550226,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0003969372882441719,0.0,On,0.01132235507265279,0,On,0.006169239539163565,0,On,0.179208407857501,0.13440630589312572,On,0.00028988498062544333,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13115.225293333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9076.998453333334,Off,0.0,0,79.07057124159654,51.666666666666686,46.10666666666668,0.0,50.63049841134709,0.0,0.0,0.0,123.5477675649946,48.78650025979866,50.63049841134709,47.86450118402444,12.43753247303448,19.382520374555384,-0.11747962544467327,1.4067762678433071,2.8,9.236100170605994,-800.3742609109122,999.5139489105086,-1159.1410495687303,-0.0,-0.0,355.63736449123525,0.0,2.0,0.05363744653129097,0.0,0,0.5019934314604785,131.99922844444444,3.1294241665829787,0.20575538627135007,9.035875199697877,0.002809090318571096,28.878836811499184,1.2245563101644736,0.5436834545663999,987.1533694693094,12.36057944119937
