Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Gas Power (therms/hour),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,1.8180333092153926,0.35370522902625895,1.0686117831757773,0.030300555153589877,0.005895087150437649,0.017810196386262956,0.020376455480784317,0.5148651870679417,1.2427916666666667,0.04000000000000001,0.0,0.0033617831757771855,1.06525,0.0,0.3420385623595923,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.004544051535087718,0.0,On,0.000445016810081232,0.0,On,0.015387387135615365,0,On,0.0116088638371495,0,On,0.34655875762937616,0.25991906822203203,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,On,20352.00231903913,16.666666666666686,0.8000000000000002,5866.30943651643,31.21940011111111,1.2427916666666667,1,24975.52008888889,24975.52008888889,Off,0.0,25.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8918.740053333333,Off,0.0,0,88.07203278371156,51.666666666666686,46.10666666666668,0.0,48.58981790229263,0.0,0.0,0.0,137.61255122454932,48.633247009643775,48.654961563319354,48.58981790229263,12.43753247303448,15.809997445538668,-0.35666922112801736,-2.7999999999642884,-1.0035254512738316,2.8,9.236100170605994,18233.278720642196,5994.879081418299,2302.202234163502,-2532.705674155304,-0.0,-0.0,529.7772369855562,0.0,1.0,0.14937910743542668,0.0,0,1.0894323209756722,65.99961422222222,-115.79516122718513,0.24821686493702844,7.203814003154187,0.0027122186150985482,-110.88730342263075,1.2361574699690585,0,0,128.56964490187005,0.4530695454719999,2245.7884774873082,56.4137566761939
2025-01-01 00:01:00,1.8180333092153926,0.35370522902625895,1.0686117831757773,0.030300555153589877,0.005895087150437649,0.017810196386262956,0.020376455480784317,0.5148651870679417,1.2427916666666667,0.04000000000000001,0.0,0.0033617831757771855,1.06525,0.0,0.3420385623595923,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.004544051535087718,0.0,On,0.000445016810081232,0.0,On,0.015387387135615365,0,On,0.0116088638371495,0,On,0.34655875762937616,0.25991906822203203,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,On,20352.00231903913,16.666666666666686,0.8000000000000002,5866.30943651643,31.21940011111111,1.2427916666666667,1,24975.52008888889,24975.52008888889,Off,0.0,25.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8918.740053333333,Off,0.0,0,87.53426632553072,51.666666666666686,46.10666666666668,0.0,48.57517605003419,0.0,0.0,0.0,136.77229113364174,48.61952477928006,48.641699143903004,48.57517605003419,12.43753247303448,15.996652850972325,-0.17001381569436091,-2.410931601680451,-0.6479079623397045,2.8,9.236100170605994,18156.82813497348,5989.541707067186,2090.8801391116563,-2586.1510456427836,-0.0,-0.0,529.7772369855562,0.0,1.0,0.15037389264748113,0.0,0,1.0966873593879831,65.99961422222222,-138.80037540842315,0.24596139411830056,7.316392191001439,0.0027119224039825053,-111.87377471040243,1.238968348807886,0,0,123.23227055075567,0.4530695454719999,2035.814423343997,55.06571576765901
2025-01-01 00:02:00,1.8180333092153926,0.35370522902625895,1.0686117831757773,0.030300555153589877,0.005895087150437649,0.017810196386262956,0.020376455480784317,0.5148651870679417,1.2427916666666667,0.04000000000000001,0.0,0.0033617831757771855,1.06525,0.0,0.3420385623595923,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.004544051535087718,0.0,On,0.000445016810081232,0.0,On,0.015387387135615365,0,On,0.0116088638371495,0,On,0.34655875762937616,0.25991906822203203,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,On,20352.00231903913,16.666666666666686,0.8000000000000002,5866.30943651643,31.21940011111111,1.2427916666666667,1,24975.52008888889,24975.52008888889,Off,0.0,25.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8918.740053333333,Off,0.0,0,87.01183846593642,51.666666666666686,46.10666666666668,0.0,48.56062417774359,0.0,0.0,0.0,135.95599760302565,48.60588633664087,48.628517416089515,48.56062417774359,12.43753247303448,16.177676028478736,0.0,-2.031490979620065,-0.3242764949980339,2.8,9.236100170605994,18083.39436318766,5984.662315588524,1898.6828596524947,-2638.4068939747162,-0.0,-0.0,529.7772369855562,0.0,1.0,0.1513364167748048,0.0,0,1.103707115443753,65.99961422222222,-159.97829886230568,0.243107944392486,7.404471227491788,0.0027116242357247936,-112.82090803580725,1.2381933883283645,0,0,118.3528790720939,0.4530695454719999,1844.7264893682116,53.95637028428308
2025-01-01 00:03:00,1.8180333092153926,0.35370522902625895,1.0686117831757773,0.030300555153589877,0.005895087150437649,0.017810196386262956,0.020376455480784317,0.5148651870679417,1.2427916666666667,0.04000000000000001,0.0,0.0033617831757771855,1.06525,0.0,0.3420385623595923,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.004544051535087718,0.0,On,0.000445016810081232,0.0,On,0.015387387135615365,0,On,0.0116088638371495,0,On,0.34655875762937616,0.25991906822203203,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,On,20352.00231903913,16.666666666666686,0.8000000000000002,5866.30943651643,31.21940011111111,1.2427916666666667,1,24975.52008888889,24975.52008888889,Off,0.0,25.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8918.740053333333,Off,0.0,0,86.5038946589009,51.666666666666686,46.10666666666668,0.0,48.54615972870062,0.0,0.0,0.0,135.16233540453266,48.59232929186672,48.61541407344976,48.54615972870062,12.43753247303448,16.353383045693114,0.0,-1.6612037115936131,-0.029690506138237205,2.8,9.236100170605994,18011.30764894178,5979.77658297848,1723.7393346510012,-2689.5252178383485,-0.0,-0.0,529.7772369855562,0.0,1.0,0.15226856547774018,0.0,0,1.1105053413962833,65.99961422222222,-180.9466892445563,0.24037269779736645,7.489339896739226,0.0027113233549506265,-113.73054447205446,1.237442121778925,0,0,113.46714646205045,0.4530695454719999,1670.7884342964444,52.950900354556744
2025-01-01 00:04:00,1.8180333092153926,0.35370522902625895,1.0686117831757773,0.030300555153589877,0.005895087150437649,0.017810196386262956,0.020376455480784317,0.5148651870679417,1.2427916666666667,0.04000000000000001,0.0,0.0033617831757771855,1.06525,0.0,0.3420385623595923,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.004544051535087718,0.0,On,0.000445016810081232,0.0,On,0.015387387135615365,0,On,0.0116088638371495,0,On,0.34655875762937616,0.25991906822203203,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,On,20352.00231903913,16.666666666666686,0.8000000000000002,5866.30943651643,31.21940011111111,1.2427916666666667,1,24975.52008888889,24975.52008888889,Off,0.0,25.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8918.740053333333,Off,0.0,0,86.00975323445337,51.666666666666686,46.10666666666668,0.0,48.53178028853864,0.0,0.0,0.0,134.39023942883338,48.57885138824226,48.602386938094085,48.53178028853864,12.43753247303448,16.52402567811728,0.0,-1.2996885271028347,0.23850850316309707,2.8,9.236100170605994,17945.67279756604,5974.962990892785,1564.475603772513,-2739.543301800264,-0.0,-0.0,529.7772369855562,0.0,1.0,0.15317186330314247,0.0,0,1.117093155872854,65.99961422222222,-196.56345665837978,0.23774825839195624,7.571149158720527,0.002711019864136308,-114.6045199724867,1.2367133896917413,0,0,108.65355437635483,0.4530695454719999,1512.4305496237582,52.04505414875478
2025-01-01 00:05:00,1.8180333092153926,0.35370522902625895,1.0686117831757773,0.030300555153589877,0.005895087150437649,0.017810196386262956,0.020376455480784317,0.5148651870679417,1.2427916666666667,0.04000000000000001,0.0,0.0033617831757771855,1.06525,0.0,0.3420385623595923,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.004544051535087718,0.0,On,0.000445016810081232,0.0,On,0.015387387135615365,0,On,0.0116088638371495,0,On,0.34655875762937616,0.25991906822203203,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,On,20352.00231903913,16.666666666666686,0.8000000000000002,5866.30943651643,31.21940011111111,1.2427916666666667,1,24975.52008888889,24975.52008888889,Off,0.0,25.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8918.740053333333,Off,0.0,0,85.5286148678091,51.666666666666686,46.10666666666668,0.0,48.51748355645817,0.0,0.0,0.0,133.63846073095172,48.5654504752611,48.589433934662566,48.51748355645817,12.43753247303448,16.68989965406755,0.0,-0.9466161822454136,0.4827364271027993,2.8,9.236100170605994,17885.614348615272,5970.240111775379,1419.4540340439248,-2788.5148645138024,-0.0,-0.0,529.7772369855562,0.0,1.0,0.15404804947213085,0.0,0,1.1234832431352273,65.99961422222222,-207.65034289560947,0.23522693597831834,7.651321176393301,0.0027107138609058844,-115.44490729987832,1.2360058528750983,0,0,103.93067525894887,0.4530695454719999,1368.2263726066863,51.22766143723852
2025-01-01 00:06:00,1.8180333092153926,0.35370522902625895,1.0686117831757773,0.030300555153589877,0.005895087150437649,0.017810196386262956,0.020376455480784317,0.5148651870679417,1.2427916666666667,0.04000000000000001,0.0,0.0033617831757771855,1.06525,0.0,0.3420385623595923,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.004544051535087718,0.0,On,0.000445016810081232,0.0,On,0.015387387135615365,0,On,0.0116088638371495,0,On,0.34655875762937616,0.25991906822203203,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,On,20352.00231903913,16.666666666666686,0.8000000000000002,5866.30943651643,31.21940011111111,1.2427916666666667,1,24975.52008888889,24975.52008888889,Off,0.0,25.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8918.740053333333,Off,0.0,0,85.05977452480556,51.666666666666686,46.10666666666668,0.0,48.503267364811535,0.0,0.0,0.0,132.9058976950087,48.55212452695708,48.576553108029856,48.503267364811535,12.43753247303448,16.85126568742837,0.0,-0.6016959131067354,0.7051877134654574,2.8,9.236100170605994,17828.294542643638,5965.621961628549,1287.3693975898568,-2836.4867535441776,-0.0,-0.0,529.7772369855562,0.0,1.0,0.15489866048491566,0.0,0,1.1296868089873406,65.99961422222222,-216.99825983686912,0.23280192376111045,7.728154373112705,0.0027104054373217152,-116.25354342907697,1.2353183294235168,0,0,99.31252511211954,0.4530695454719999,1236.880193353916,50.489204235940925
2025-01-01 00:07:00,0.575241642548726,0.35370522902625895,0.0033617831757771855,0.009587360709145433,0.005895087150437649,5.602971959628642e-05,0.020376455480784317,0.5148651870679417,0.0,0.04000000000000001,0.0,0.0033617831757771855,0.0,0.0,0.3420385623595923,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.004544051535087718,0.0,On,0.000445016810081232,0.0,On,0.015387387135615365,0,On,0.0116088638371495,0,On,0.34655875762937616,0.25991906822203203,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,24975.52008888889,Off,0.0,25.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8918.740053333333,Off,0.0,0,84.60267974564054,51.666666666666686,46.10666666666668,0.0,48.48912966340034,0.0,0.0,0.0,132.19168710256335,48.53887162721328,48.56374260911976,48.48912966340034,12.43753247303448,17.008327742437494,0.0,-0.2646651129525911,0.9078555814555099,2.8,9.236100170605994,-2579.429314147974,94.807213566808,1167.0363163159382,-2883.491868177212,-0.0,-0.0,529.7772369855562,0.0,1.0,0.15572491864967633,0.0,0,1.1357127678085865,65.99961422222222,-225.71468295631826,0.23046755912655686,7.803656171831754,0.0027100946805212077,-117.03190491871446,1.234649885950606,0,0,94.807213566808,0.4530695454719999,1117.2151172239412,49.82119909199703
2025-01-01 00:08:00,0.575241642548726,0.35370522902625895,0.0033617831757771855,0.009587360709145433,0.005895087150437649,5.602971959628642e-05,0.020376455480784317,0.5148651870679417,0.0,0.04000000000000001,0.0,0.0033617831757771855,0.0,0.0,0.3420385623595923,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.004544051535087718,0.0,On,0.000445016810081232,0.0,On,0.015387387135615365,0,On,0.0116088638371495,0,On,0.34655875762937616,0.25991906822203203,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,24975.52008888889,Off,0.0,25.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8918.740053333333,Off,0.0,0,84.9306806784785,51.666666666666686,46.10666666666668,0.0,48.47506849406984,0.0,0.0,0.0,132.70418856012265,48.525689945989825,48.551000671949815,48.47506849406984,12.43753247303448,16.872879967840728,0.0,-0.12669376421933093,1.092550375585923,2.8,9.236100170605994,-2529.2467445321363,93.01942267123573,1057.3783170054953,-2842.9371324935796,-0.0,-0.0,529.7772369855562,0.0,1.0,0.15501246435010457,0.0,0,1.1305167885682694,65.99961422222222,-216.08684902411306,0.23242949307436295,7.738367993876565,0.002709781673715054,-116.07455574183653,1.2352267309953275,0,0,93.01942267123573,0.4530695454719999,1008.1622277865756,49.21608921891976
2025-01-01 00:09:00,0.575241642548726,0.35370522902625895,0.0033617831757771855,0.009587360709145433,0.005895087150437649,5.602971959628642e-05,0.020376455480784317,0.5148651870679417,0.0,0.04000000000000001,0.0,0.0033617831757771855,0.0,0.0,0.3420385623595923,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.004544051535087718,0.0,On,0.000445016810081232,0.0,On,0.015387387135615365,0,On,0.0116088638371495,0,On,0.34655875762937616,0.25991906822203203,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,24975.52008888889,Off,0.0,25.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8918.740053333333,Off,0.0,0,85.24777144439089,51.666666666666686,46.10666666666668,0.0,48.46095314461603,0.0,0.0,0.0,133.19964288186077,48.51245715995797,48.53820916762894,48.46095314461603,12.43753247303448,16.741446869542244,0.0,0.008557224917932009,1.2609162580624462,2.8,9.236100170605994,-2482.2136488999517,91.12945381905314,957.4178468766398,-2803.803680096618,-0.0,-0.0,529.7772369855562,0.0,1.0,0.1543199598048299,0.0,0,1.1254663042870527,65.99961422222222,-208.1872057888901,0.23435070573001407,7.674558996120581,0.002709471372356953,-115.14240003390087,1.2357869985536936,0,0,91.12945381905314,0.4530695454719999,908.7507308183812,48.66711605825872
