Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.2871150990575395,0.17767346226617234,0.0,0.0047852516509589915,0.002961224371102872,0.0,0.0130279011295014,0.22408719792803813,0.0,0.05,0.0,0.0,0.163090128932839,0.0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.008372939506694384,0,On,0.00663369268425275,0,On,0.1758289913876969,0.13187174354077263,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5046.977604444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4632.868124444444,Off,0.0,0,83.52693488651437,51.666666666666686,46.10666666666668,0.0,51.15655887333683,0.0,0.0,0.0,130.5108357601787,48.99053271802981,51.15655887333683,47.9075196403763,12.43753247303448,17.92592234829984,0.0,2.8,-1023.3788136019745,-1363.093842004934,-0.0,-0.0,290.806683882623,0.0,1.0,0.0691490530876421,0.0,0.0,1.2867553791024255,65.99961422222222,48.90834452033657,0.22976821311807918,8.407009757360175,0.0028722286249506803,-58.66731727838383,1.2270529532423062
2025-01-01 00:01:00,0.2871150990575395,0.17767346226617234,0.0,0.0047852516509589915,0.002961224371102872,0.0,0.0130279011295014,0.22408719792803813,0.0,0.05,0.0,0.0,0.163090128932839,0.0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.008372939506694384,0,On,0.00663369268425275,0,On,0.1758289913876969,0.13187174354077263,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5046.977604444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4632.868124444444,Off,0.0,0,83.68100910159792,51.666666666666686,46.10666666666668,0.0,51.13679522358066,0.0,0.0,0.0,130.75157672124675,48.97318062102678,51.13679522358066,47.89137331974984,12.43753247303448,17.851074561351076,0.0,2.8,-1025.4398427494298,-1353.520462694138,-0.0,-0.0,290.806683882623,0.0,1.0,0.06900485803885913,0.0,0.0,1.2840721354949354,65.99961422222222,37.27393606208511,0.2314956701496328,8.394377511019918,0.0028718257914210924,-58.3420845672725,1.2309541626934275
2025-01-01 00:02:00,0.2871150990575395,0.17767346226617234,0.0,0.0047852516509589915,0.002961224371102872,0.0,0.0130279011295014,0.22408719792803813,0.0,0.05,0.0,0.0,0.163090128932839,0.0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.008372939506694384,0,On,0.00663369268425275,0,On,0.1758289913876969,0.13187174354077263,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5046.977604444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4632.868124444444,Off,0.0,0,83.83041243534335,51.666666666666686,46.10666666666668,0.0,51.11699914670411,0.0,0.0,0.0,130.98501943022399,48.955796516256086,51.11699914670411,47.87519520103207,12.43753247303448,17.77793557033793,-0.0553977629954403,2.8,-1028.020876997928,-1344.1911932760759,-0.0,-0.0,290.806683882623,0.0,1.0,0.06886387162557273,0.0,0.0,1.2814485995595017,65.99961422222222,25.36363239552483,0.2325326593202193,8.359287440068439,0.0028714264606761,-58.02325049104166,1.231263919981543
2025-01-01 00:03:00,0.2871150990575395,0.17767346226617234,0.0,0.0047852516509589915,0.002961224371102872,0.0,0.0130279011295014,0.22408719792803813,0.0,0.05,0.0,0.0,0.163090128932839,0.0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.008372939506694384,0,On,0.00663369268425275,0,On,0.1758289913876969,0.13187174354077263,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5046.977604444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4632.868124444444,Off,0.0,0,83.97540063611164,51.666666666666686,46.10666666666668,0.0,51.097171671998176,0.0,0.0,0.0,131.21156349392444,48.93838137405844,51.097171671998176,47.85898622508857,12.43753247303448,17.706411031105713,-0.12692230222765843,2.8,-1031.043523862305,-1335.0923043444868,-0.0,-0.0,290.806683882623,0.0,1.0,0.06872591779574197,0.0,0.0,1.278881495243879,65.99961422222222,13.242096599558955,0.23355130953672446,8.32504768243352,0.0028710294121498444,-57.710242925197214,1.231566995282626
2025-01-01 00:04:00,0.2871150990575395,0.17767346226617234,0.0,0.0047852516509589915,0.002961224371102872,0.0,0.0130279011295014,0.22408719792803813,0.0,0.05,0.0,0.0,0.163090128932839,0.0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.008372939506694384,0,On,0.00663369268425275,0,On,0.1758289913876969,0.13187174354077263,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5046.977604444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4632.868124444444,Off,0.0,0,84.11620829700735,51.666666666666686,46.10666666666668,0.0,51.07731377237366,0.0,0.0,0.0,131.43157546407397,48.92093611164475,51.07731377237366,47.8427472812803,12.43753247303448,17.636414430778217,-0.19691890255515432,2.8,-1026.348570006725,-1326.211221310147,-0.0,-0.0,290.806683882623,0.0,1.0,0.0685908350556903,0.0,0.0,1.2763678174041395,65.99961422222222,9.05596742079932,0.2345525769329906,8.29161201079528,0.0028706346026919198,-57.402773513334715,1.2318637451459646
2025-01-01 00:05:00,0.2871150990575395,0.17767346226617234,0.0,0.0047852516509589915,0.002961224371102872,0.0,0.0130279011295014,0.22408719792803813,0.0,0.05,0.0,0.0,0.163090128932839,0.0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.008372939506694384,0,On,0.00663369268425275,0,On,0.1758289913876969,0.13187174354077263,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5046.977604444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4632.868124444444,Off,0.0,0,84.2522738106313,51.666666666666686,46.10666666666668,0.0,51.05742636902386,0.0,0.0,0.0,131.64417782911138,48.90346159749097,51.05742636902386,47.826479211724525,12.43753247303448,17.568155947978457,-0.26517738535491375,2.8,-1017.4364566501332,-1317.573013952521,-0.0,-0.0,290.806683882623,0.0,1.0,0.06845903444903918,0.0,0.0,1.2739152149171271,65.99961422222222,9.329873419764944,0.2355330352867741,8.259096989367777,0.002870241991306082,-57.10149224815685,1.2321532695516346
2025-01-01 00:06:00,5.522447391001983,0.17767346226617234,0.0,0.09204078985003306,0.002961224371102872,0.0,0.0130279011295014,0.22408719792803813,5.235332291944444,0.05,0.0,0.0,0.163090128932839,0.0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.008372939506694384,0,On,0.00663369268425275,0,On,0.1758289913876969,0.13187174354077263,On,0,0,Off,On,5235.3322919444445,18.33333333333337,1.0000000000000002,0.0,5.046977604444444,0.18835468749999998,1,5046.977604444444,5046.977604444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4632.868124444444,Off,0.0,0,84.38339333098058,51.666666666666686,46.10666666666668,0.0,51.03751050683491,0.0,0.0,0.0,131.84905207965716,48.88595881674277,51.03751050683491,47.8101829716967,12.43753247303448,17.501712542109406,-0.3316207912239655,2.8,4227.661279198115,-1309.1857209167586,-0.0,-0.0,290.806683882623,0.0,1.0,0.0683306703098807,0.0,0.0,1.271526559698137,65.99961422222222,10.708024287805785,0.23649119415349737,8.226918304448521,0.002869851532329716,-56.80662651069661,1.2324352319218244
2025-01-01 00:07:00,5.522447391001983,0.17767346226617234,0.0,0.09204078985003306,0.002961224371102872,0.0,0.0130279011295014,0.22408719792803813,5.235332291944444,0.05,0.0,0.0,0.163090128932839,0.0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.008372939506694384,0,On,0.00663369268425275,0,On,0.1758289913876969,0.13187174354077263,On,0,0,Off,On,5235.3322919444445,18.33333333333337,1.0000000000000002,0.0,5.046977604444444,0.18835468749999998,1,5046.977604444444,5046.977604444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4632.868124444444,Off,0.0,0,84.00260196515163,51.666666666666686,46.10666666666668,0.0,51.017567275564055,0.0,0.0,0.0,131.25406557054941,48.86842879689332,51.017567275564055,47.79385955755796,12.43753247303448,17.626028768622234,-0.20730456471113712,2.8,4207.568121667864,-1324.8954773545613,-0.0,-0.0,290.806683882623,0.0,1.0,0.06857078592657832,0.0,0.0,1.2759947345696072,65.99961422222222,6.324623195357972,0.23461098215849557,8.285000491091438,0.002869463178509715,-57.11458429123093,1.231908614349606
2025-01-01 00:08:00,5.522447391001983,0.17767346226617234,0.0,0.09204078985003306,0.002961224371102872,0.0,0.0130279011295014,0.22408719792803813,5.235332291944444,0.05,0.0,0.0,0.163090128932839,0.0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.008372939506694384,0,On,0.00663369268425275,0,On,0.1758289913876969,0.13187174354077263,On,0,0,Off,On,5235.3322919444445,18.33333333333337,1.0000000000000002,0.0,5.046977604444444,0.18835468749999998,1,5046.977604444444,5046.977604444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4632.868124444444,Off,0.0,0,83.63332543915081,51.666666666666686,46.10666666666668,0.0,50.997709452782985,0.0,0.0,0.0,130.67707099867314,48.850977883606646,50.997709452782985,47.777612099018484,12.43753247303448,17.74613276345307,-0.08720056988030223,2.8,4188.591138616522,-1340.1424595644626,-0.0,-0.0,290.806683882623,0.0,1.0,0.06880254126944445,0.0,0.0,1.2803073378628258,65.99961422222222,2.5946223539164706,0.2328091036485371,8.34128889680402,0.002869072552447848,-57.40780289989085,1.2314002792193384
2025-01-01 00:09:00,5.522447391001983,0.17767346226617234,0.0,0.09204078985003306,0.002961224371102872,0.0,0.0130279011295014,0.22408719792803813,5.235332291944444,0.05,0.0,0.0,0.163090128932839,0.0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.008372939506694384,0,On,0.00663369268425275,0,On,0.1758289913876969,0.13187174354077263,On,0,0,Off,On,5235.3322919444445,18.33333333333337,1.0000000000000002,0.0,5.046977604444444,0.18835468749999998,1,5046.977604444444,5046.977604444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4632.868124444444,Off,0.0,0,83.2749143265683,51.666666666666686,46.10666666666668,0.0,50.977934497730345,0.0,0.0,0.0,130.11705363526295,48.83360368476076,50.977934497730345,47.76143827827597,12.43753247303448,17.862264168303668,0.0,2.8,4170.241710153739,-1354.9499847873283,-0.0,-0.0,290.806683882623,0.0,1.0,0.06902642042645941,0.0,0.0,1.284473377695545,65.99961422222222,-0.9472808860003354,0.23108032586724306,8.395931558489075,0.002868679758881766,-57.68712117490434,1.2309091681181903
