Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 10:00:00,1.109283832226384,0.23774315327406872,0.030971523412061684,1.109283832226384,0.23774315327406872,0.030971523412061684,0.08461171140269068,0.36388335343017475,0.6107887673935185,0.05,0.030971523412061684,0.0,0.2231598199407354,0.0,0.01458333333333334,1.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.0027929769736842105,0.0,0.08181873442900647,0.0,0.0663369268425275,0.0,0.2559219127315588,0.19194143454866902,0.0,0.0,610.7887673935185,18.33333333333337,0.1166666666666667,0.0,0.5888140538518518,0.021974713541666666,0.11666666666666667,588.8140538518518,5046.977604444444,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,703.3706666666666,0.0,84.94530354807992,51.66666666666668,46.10666666666668,0.0,51.2217046211513,0.05140778092450484,136.14349918901004,703.3706666666666,132.72703679387487,49.60875190480995,51.22436629211217,48.79961387567841,12.43753247303448,18.035326731017253,-0.007693591220144273,0.85,166.12638320197638,-1430.3297746241265,0.0,0.0,496.5801451638786,2250.4780339656086,1.0,0.06333370698817431,0.0,0.0,1.1785409128052755,65.99961422222222,489.08724526870566,0.23255634205020578,8.534832352061214,0.002918472425766568,135.499724575459,1.2301412835902494
2025-01-01 11:00:00,0.5033918249331835,0.23774315327406872,0.0,0.5033918249331835,0.23774315327406872,0.0,0.08189432738429088,0.37149749754889255,0.0,0.05,0.0,0.0,0.2231598199407354,0.0,0.01458333333333334,1.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.0027929769736842105,0.0,0.07910135041060667,0.0,0.07395107096124527,0.0,0.2559219127315588,0.19194143454866902,0.0,0.0,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,5046.977604444444,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,90.92806655794935,51.66666666666668,46.10666666666668,0.0,51.93813452210308,0.0,0.0,0.0,142.07510399679586,51.971056390884065,51.98751732527457,51.93813452210308,12.43753247303448,18.08158106832538,0.0,1.95,-286.03583605826265,-1271.2131815220378,0.0,0.0,501.4769052641966,2151.4647200073455,1.0,0.06039052325248372,0.0,0.0,1.123772881509364,65.99961422222222,483.70044019957845,0.2358100028285117,8.612419468969671,0.002969968520055016,109.53062152114343,1.2293301763977589
2025-01-01 12:00:00,1.3231678032501748,0.23930407254367203,0.0,1.3231678032501746,0.23930407254367203,0.0,0.07937823565703625,1.1937895675931385,0.0,0.05,0.0,0.0,0.2247207392103387,0.0,0.01458333333333334,1.0,0.0,0.0,0.04370573954889291,0.03277930466166967,0.81447416042638,0.0,0.002909351014254386,0.0,0.07646888464278187,0.0,0.07968775488630662,0.0,0.2559219127315588,0.19194143454866902,0.0,0.0,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,5046.977604444444,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,86.04856594723236,51.66666666666668,46.10666666666668,0.0,50.830602420175815,0.0,0.0,0.0,134.45088429255057,50.86458457799916,50.88157565691084,50.830602420175815,12.43753247303448,18.793645033031513,0.0,3.05,308.55504098359336,-1248.6467416073247,0.0,-2.1875433855703337,1093.2001186618013,2090.3422731521014,1.0,0.06104972223811897,0.0,0.00010895032009546685,1.1380669348183807,65.99961422222222,466.18920731468705,0.2290644366163224,8.993497399824347,0.0030177690391034236,139.29622815803953,1.2256832410221117
2025-01-01 13:00:00,1.32979176257492,0.23930407254367203,0.0,1.32979176257492,0.23930407254367203,0.0,0.0782837475189719,1.2015080150559483,0.0,0.05,0.0,0.0,0.2247207392103387,0.0,0.01458333333333334,1.0,0.0,0.0,0.04370573954889291,0.03277930466166967,0.81447416042638,0.0,0.0032584731359649125,0.0,0.07502527438300698,0.0,0.08740620234911642,0.0,0.2559219127315588,0.19194143454866902,0.0,0.0,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,5046.977604444444,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,79.99498857414159,51.66666666666668,46.10666666666668,0.0,49.79359222151572,0.0,0.0,0.0,124.99216964709622,49.83088883108931,49.849537135876105,49.79359222151572,12.43753247303448,20.015990004407037,0.0,4.45,288.5072325140971,-1220.3197757242858,0.0,-37.09144933081771,1099.8240779865469,1991.8447723585564,1.0,0.06061507592597204,0.0,0.0018512136736513463,1.1623996362323306,65.99961422222222,446.0943795826541,0.21623423731662392,9.614716031372348,0.003076102531884064,118.41454164407897,1.219955512981201
2025-01-01 14:00:00,0.5239638398523537,0.23930407254367203,0.0,0.5239638398523537,0.23930407254367203,0.0,0.07889862772769972,0.39506521212465395,0.0,0.05,0.0,0.0,0.2247207392103387,0.0,0.01458333333333334,1.0,0.0,0.0,0.04370573954889291,0.03277930466166967,0.0,0.0,0.0034912212171052627,0.0,0.07540740651059445,0.0,0.0954375598442023,0.0,0.2559219127315588,0.19194143454866902,0.0,0.0,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,5046.977604444444,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,76.53163005419732,51.66666666666668,46.10666666666668,0.0,48.80365706932498,0.05435176532914302,136.14349918901007,0.0,119.58067195968329,48.729365062539344,48.83415913758957,48.661716990881935,12.43753247303448,20.199800120283022,0.0,4.7,-317.4462876398432,-1193.3116110236872,0.0,-44.220952718833516,522.0489201833668,1654.202439871401,1.0,0.05962858192026243,0.0,0.0022108028883036,1.1507339217205825,65.99961422222222,398.0373559193106,0.21568982715925591,9.72652767156752,0.0031053733993624973,23.14399935093848,1.2185557406442178
2025-01-01 15:00:00,0.5431980303123998,0.24321655751886226,0.07742880853015421,0.5431980303123998,0.2432165575188623,0.07742880853015421,0.08436329733861272,0.408834732973787,0.0,0.05,0.07742880853015421,0.0,0.22863322418552895,0.0,0.01458333333333334,1.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.00407309141995614,0.0,0.08029020591865658,0.0,0.1039904340597483,0.0,0.262179172211548,0.19663437915866092,0.0,0.0,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,5046.977604444444,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,1758.4266666666665,0.0,80.49917200386588,51.66666666666668,46.10666666666668,0.0,51.3622339819755,0.3607025519037619,952.2725400263554,1758.4266666666665,125.77995625604044,49.86137431518664,51.36476488885502,49.108413574912696,12.43753247303448,19.95677078874889,0.0,4.15,-424.45583897398814,-1222.9764056459878,0.0,-33.34240631828344,540.8451024798137,1074.649906571452,1.0,0.059832314207943056,0.0,0.0016338975473534913,1.143789756729314,65.99961422222222,291.0178705104696,0.21913986367862048,9.61954908396168,0.003107873969160921,10.616236285662827,1.2195644063465696
2025-01-01 16:00:00,0.5966025922674567,0.2569969889101225,0.0,0.5966025922674567,0.2569969889101225,0.0,0.09988922542678073,0.4467133668406759,0.0,0.05,0.0,0.0,0.2424136555767892,0.0,0.01458333333333334,1.0,0.0,0.0,0.045786965241697335,0.03434022393127299,0.0,0.0,0.00512045778508772,0.0,0.09476876764169302,0.0,0.12349515940495685,0.0,0.27743124219402177,0.20807343164551623,0.0,0.0,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,5046.977604444444,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,88.15662451925786,51.66666666666668,46.10666666666668,0.0,52.14218936208,0.0,0.0,0.0,137.7447258113404,52.17629512947759,52.19334801317639,52.14218936208,12.43753247303448,19.31968793710155,0.0,3.05,-576.2922126146459,-1305.8852625158688,0.0,-9.008638387886652,593.1820195360974,336.98473629686293,1.0,0.061645283457213915,0.0,0.0004387110541133201,1.1552857244822157,65.99961422222222,145.41966875301208,0.2281455329949021,9.331738675857558,0.0031096558256655197,-45.92105822313943,1.2222207568123917
2025-01-01 17:00:00,0.6769999465633489,0.27378702862593063,0.0,0.6769999465633489,0.27378702862593063,0.0,0.12879922709992084,0.49820071946342814,0.0,0.05,0.0,0.0,0.2592036952925973,0.0,0.01458333333333334,1.0,0.0,0.0,0.04994941662730618,0.037462062470479625,0.0,0.0,0.006516946271929825,0.0,0.122282280827991,0.0,0.15259579240663165,0.0,0.2956555104294903,0.22174163282211765,0.0,0.0,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,5046.977604444444,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,84.16504069511348,51.66666666666668,46.10666666666668,0.0,50.79092633434418,0.10085179831555352,272.28699837802014,0.0,131.5078760861148,49.48545005136441,50.79125769923381,48.8323805449849,12.43753247303448,18.139360026519373,-0.0251183205385745,1.95,-567.7595646495139,-1309.2059736318374,0.0,0.0,672.3036750555069,17.8065312030444,1.0,0.06200775759330127,0.0,0.0,1.1538670750578806,65.99961422222222,69.14273392681663,0.24265360883685647,8.74254811287896,0.0030732581375648277,-81.88187996524458,1.2266228916658817
2025-01-01 18:00:00,1.9899863438513705,0.28438186626976836,0.030971523412061684,1.9899863438513705,0.28438186626976836,0.030971523412061684,0.1610225947613674,0.5573862143029662,1.221577534787037,0.05,0.030971523412061684,0.0,0.269798532936435,0.0,0.01458333333333334,1.0,0.0,0.0,0.05203064232011061,0.039022981740082945,0.0,0.0,0.007447938596491227,0.0,0.1535746561648762,0.0,0.1976548370543862,0.0,0.3077007349284695,0.23077555119635207,0.0,0.0,1221.577534787037,18.33333333333337,0.2333333333333334,0.0,1.1776281077037036,0.04394942708333333,0.23333333333333334,1177.6281077037036,5046.977604444444,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,703.3706666666666,0.0,81.38362499081191,51.66666666666668,46.10666666666668,0.0,49.80678514061866,0.05188033120437179,136.14349918901004,703.3706666666666,127.1619140481436,48.28895657299018,49.80678514061866,47.530042289175945,12.43753247303448,18.040076340097976,-0.05866259406230026,1.15,668.5077211161592,-1352.4433464165597,0.0,0.0,762.8693718415631,0.0,1.0,0.06123088810740362,0.0,0.0,1.1394107528784232,65.99961422222222,36.504160904118855,0.2419375178470026,8.66133179111027,0.0030462677602250614,-71.72128302709498,1.226444677782922
2025-01-01 19:00:00,2.1634011760613316,0.2826449615772903,0.0,2.1634011760613316,0.2826449615772903,0.0,0.17460796063748465,0.6299601424377358,1.308833072986111,0.05,0.0,0.0,0.26806162824395696,0.0,0.01458333333333334,1.0,0.0,0.0,0.04994941662730618,0.037462062470479625,0.0,0.0,0.007913434758771931,0.0,0.16669452587871272,0.0,0.27254463811245966,0.0,0.3074660876979699,0.23059956577347737,0.0,0.0,1308.8330729861111,18.33333333333337,0.25000000000000006,0.0,1.261744401111111,0.047088671874999995,0.25,1261.744401111111,5046.977604444444,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,89.50572647435412,51.66666666666668,46.10666666666668,0.0,51.558612509750596,0.0,0.0,0.0,139.85269761617832,51.35476303416487,51.558612509750596,51.25283829637201,12.43753247303448,18.002547447410045,-0.05118972573843893,-0.25000000000000006,668.6365212141586,-1519.4649170603539,0.0,0.0,849.0450911585848,0.0,1.0,0.06324369032615898,0.0,0.0,1.1768658439665127,65.99961422222222,30.223274129816527,0.23980469158341194,8.60466146818481,0.003012226021777928,-83.46816024684748,1.2266276606236028
2025-01-01 20:00:00,2.306153767207534,0.2748837468351257,0.0,2.306153767207534,0.2748837468351257,0.0,0.1583665681070762,0.7016985879152727,1.3960886111851851,0.05,0.0,0.0,0.2603004135017924,0.0,0.01458333333333334,1.0,0.0,0.0,0.048908803780903974,0.03668160283567797,0.0,0.0,0.00814618283991228,0.0,0.15022038526716394,0.0,0.35463136991288285,0.0,0.298158414221486,0.2236188106661144,0.0,0.0,1396.0886111851853,18.33333333333337,0.2666666666666667,0.0,1.3458606945185183,0.050227916666666664,0.26666666666666666,1345.8606945185186,5046.977604444444,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,86.61169121266046,51.66666666666668,46.10666666666668,0.0,50.388750250951645,0.0,0.0,0.0,135.33076751978197,50.25758569798037,50.388750250951645,50.192003421494725,12.43753247303448,17.981765977494497,-0.06357513967030487,-0.55,771.2723321191534,-1553.8987864970875,0.0,0.0,905.1936812490673,0.0,1.0,0.06369888498952672,0.0,0.0,1.1853363024250656,65.99961422222222,23.888826181988392,0.2376570542953746,8.559070140787615,0.0029811781255973655,-58.54997380402514,1.2267383321239946
2025-01-01 21:00:00,2.890293958008691,0.2603177624084728,0.0,2.890293958008691,0.2603177624084728,0.0,0.1258978948133152,0.7075186846166722,2.0068773785787037,0.05,0.0,0.0,0.24573442907513948,0.0,0.01458333333333334,1.0,0.0,0.0,0.04786819093450175,0.035901143200876305,0.0,0.0,0.007564312637061404,0.0,0.1183335821762538,0.0,0.37987277918315276,0.0,0.2797777144990176,0.20983328587426317,0.0,0.0,2006.8773785787039,18.33333333333337,0.3833333333333334,0.0,1.9346747483703701,0.07220263020833333,0.38333333333333336,1934.6747483703703,5046.977604444444,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,83.69931903895912,51.66666666666668,46.10666666666668,0.0,49.25996947981987,0.0,0.0,0.0,130.78018599837364,49.19664648902289,49.25996947981987,49.1649849936244,12.43753247303448,18.004203183234555,-0.06175684387544648,-0.3,1359.8707705103668,-1544.4662274057553,0.0,0.0,879.8317536372783,0.0,1.0,0.06417538333298248,0.0,0.0,1.194203188943352,65.99961422222222,17.627865700140198,0.23592076784533758,8.549032554274625,0.0029634828908146177,-34.33214310328314,1.226656972667254
2025-01-01 22:00:00,2.7542986816610133,0.24051302096752594,0.0,2.7542986816610133,0.24051302096752594,0.0,0.10183768254236031,0.5955836205399496,2.0068773785787037,0.05,0.0,0.0,0.2259296876341926,0.0,0.01458333333333334,1.0,0.0,0.0,0.045786965241697335,0.03434022393127299,0.0,0.0,0.006516946271929825,0.0,0.09532073627043047,0.0,0.29434403702769274,0.0,0.2554526182705596,0.19158946370291963,0.0,0.0,2006.8773785787039,18.33333333333337,0.3833333333333334,0.0,1.9346747483703701,0.07220263020833333,0.38333333333333336,1934.6747483703703,5046.977604444444,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,80.73228053395,51.66666666666668,46.10666666666668,0.0,48.1716449301566,0.0,0.0,0.0,126.14418833429689,48.17152442827668,48.182986403415505,48.16012270407783,12.43753247303448,18.08297171843271,-0.04289498631939583,-1.95,944.5668690667907,-1828.9820582017005,0.0,0.0,745.5392340255931,0.0,1.0,0.06883934100298114,0.0,0.0,1.2809921231630361,65.99961422222222,21.13231466419423,0.23366431748980385,8.569953693832025,0.002949655125523728,-40.184817878012154,1.2263354095386734
2025-01-01 23:00:00,3.518995685991746,0.22162901231289953,0.03871440426507711,3.5189956859917455,0.22162901231289953,0.03871440426507711,0.06958285909091852,0.43272452813230894,2.9666882987685184,0.05,0.03871440426507711,0.0,0.2070456789795662,0.0,0.01458333333333334,1.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0054695799067982455,0.0,0.06411327918412028,0.0,0.15666362282622062,0.0,0.23339577860359764,0.17504683395269816,0.0,0.0,2966.6882987685185,18.33333333333337,0.5666666666666668,0.0,2.8599539758518517,0.10673432291666665,0.5666666666666667,2859.9539758518517,5046.977604444444,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,879.2133333333333,0.0,81.7134437236751,51.66666666666668,46.10666666666668,0.0,49.57583470265494,0.2540293436828715,681.4494502417654,879.2133333333333,127.67725581824236,48.40915111548501,49.590975449778576,47.81066857477642,12.43753247303448,18.002745327909523,-0.062322077931457186,-3.05,1582.6681565853858,-1963.2787368351908,0.0,0.0,551.9692969431978,0.0,1.0,0.07024082412263136,0.0,0.0,1.307071525011757,65.99961422222222,27.2892977088601,0.23335635716528394,8.510613931698403,0.002930836386844929,-43.532705180144916,1.2266872252901748
