Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,2.643014630432539,0.17767346226617234,0.0,2.643014630432539,0.17767346226617234,0.0,0.0130279011295014,0.22408719792803813,2.355899531375,0.05,0.0,0.0,0.163090128932839,0.0,0.01458333333333334,1.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.004654961622807018,0.0,0.008372939506694384,0.0,0.00663369268425275,0.0,0.1758289913876969,0.13187174354077263,0.0,0.0,2355.8995313749997,18.33333333333337,0.4500000000000001,0.0,2.271139922,0.08475960937499999,0.45,2271.1399220000003,5046.977604444444,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,82.01104524468055,51.66666666666668,46.10666666666668,0.0,50.58123921675981,0.0,0.0,0.0,128.14225819481334,48.48510912564492,50.58123921675981,47.437044080087475,12.43753247303448,17.983350309214437,-0.06430667137108491,2.8,1275.7377455825667,-1370.6850523152532,0.0,0.0,290.80668388262296,0.0,1.0,0.06925888066968224,0.0,0.0,1.2887990980783721,65.99961422222222,-0.28341735980313165,0.22872678358914883,8.442824657751272,0.0028606776910617845,-56.30456655386469,1.2303448229214544
2025-01-01 01:00:00,2.030836128070908,0.17689300263137067,0.030971523412061684,2.030836128070908,0.17689300263137067,0.030971523412061684,0.012678779007790873,0.2230465850816359,1.7451107639814816,0.05,0.030971523412061684,0.0,0.16230966929803733,0.0,0.01458333333333334,1.0,0.0,0.0,0.04058390100968627,0.030437925757264693,0.0,0.0,0.00430583950109649,0.0,0.008372939506694384,0.0,0.00663369268425275,0.0,0.1758289913876969,0.13187174354077263,0.0,0.0,1745.1107639814813,18.111111111111143,0.33333333333333337,0.0,1.6823258681481479,0.06278489583333333,0.3333333333333333,1682.3258681481482,5046.977604444444,0.0,19.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,703.3706666666666,0.0,80.41601469164085,51.66666666666668,46.10666666666668,0.0,49.551340153001405,0.0,0.0,703.3706666666666,125.65002295568883,47.710831375541105,49.551340153001405,46.790576986810954,12.43753247303448,17.841151697422763,-0.047035565295536944,2.5,752.8728837975297,-1281.9292470952792,0.0,0.0,289.4169489145103,0.0,1.0,0.06412788233425429,0.0,0.0,1.1933192698888313,65.99961422222222,0.2744179968170751,0.22910711877906614,8.351698230280965,0.0028396445712113973,-40.93278688513875,1.2310214869455998
2025-01-01 02:00:00,2.55332874441895,0.176112542996569,0.0,2.5533287444189505,0.176112542996569,0.0,0.012678779007790873,0.22200597223523372,2.268643993175926,0.05,0.0,0.0,0.16152920966323567,0.0,0.01458333333333334,1.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.00430583950109649,0.0,0.008372939506694384,0.0,0.00663369268425275,0.0,0.1758289913876969,0.13187174354077263,0.0,0.0,2268.643993175926,18.111111111111143,0.43333333333333346,0.0,2.187023628592592,0.08162036458333333,0.43333333333333335,2187.0236285925926,5046.977604444444,0.0,19.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,91.88697323524657,51.66666666666668,46.10666666666668,0.0,51.97769365365958,0.0,0.0,0.0,143.57339568007276,52.01046655996159,52.02685301311261,51.97769365365958,12.43753247303448,17.763615554018557,-0.0651038519255552,1.6500000000000001,1299.0486330084034,-1263.1757270188293,0.0,0.0,288.376336068108,0.0,1.0,0.05985829165492911,0.0,0.0,1.1138688865809927,65.99961422222222,5.2040307831987915,0.22924382226699558,8.300913223855648,0.0028274454077165372,-19.42554540634587,1.2313586167062742
2025-01-01 03:00:00,2.1157776924960374,0.17533208336176734,0.0,2.1157776924960374,0.17533208336176734,0.0,0.012446030926650524,0.2209653593888315,1.8323663021805556,0.05,0.0,0.0,0.160748750028434,0.0,0.01458333333333334,1.0,0.0,0.0,0.03850267531688185,0.028877006487661377,0.0,0.0,0.00407309141995614,0.0,0.008372939506694384,0.0,0.00663369268425275,0.0,0.1758289913876969,0.13187174354077263,0.0,0.0,1832.3663021805555,18.111111111111143,0.35000000000000003,0.0,1.7664421615555554,0.06592414062499999,0.35,1766.4421615555555,5046.977604444444,0.0,19.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,88.68406585401695,51.66666666666668,46.10666666666668,0.0,50.85145025108424,0.0,0.0,0.0,138.56885289690146,50.885203724530214,50.9020804612532,50.85145025108424,12.43753247303448,17.832032182143408,-0.04533622081220271,1.6500000000000001,799.698609245494,-1323.930354315703,0.0,0.0,287.1029751405655,0.0,1.0,0.06256326637271223,0.0,0.0,1.1642042218173552,65.99961422222222,4.159686240075958,0.22756638333521603,8.32325659356092,0.002818872987451897,-43.78604976007383,1.2310754085821578
2025-01-01 04:00:00,2.8127813852422276,0.1745516237269657,0.0,2.8127813852422276,0.1745516237269657,0.0,0.012446030926650524,0.21992474654242927,2.530410607773148,0.05,0.0,0.0,0.15996829039363236,0.0,0.01458333333333334,1.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.00407309141995614,0.0,0.008372939506694384,0.0,0.00663369268425275,0.0,0.1758289913876969,0.13187174354077263,0.0,0.0,2530.410607773148,18.111111111111143,0.48333333333333345,0.0,2.4393725088148144,0.09103809895833331,0.48333333333333334,2439.3725088148144,5046.977604444444,0.0,19.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,85.93096284538412,51.66666666666668,46.10666666666668,0.0,49.76401932832669,0.0,0.0,0.0,134.26712944591267,49.79674147849787,49.81310255358346,49.76401932832669,12.43753247303448,17.769670181342285,-0.0709175360568865,0.55,1373.541502818911,-1453.9712537217501,0.0,0.0,286.0623622941632,0.0,1.0,0.06424987129180229,0.0,0.0,1.195589292981079,65.99961422222222,11.039786473349714,0.22665028045964128,8.265233712941948,0.002797627348119772,-11.316089694975652,1.23077755642568
2025-01-01 05:00:00,2.3769691904091386,0.1745516237269657,0.0,2.3769691904091386,0.1745516237269657,0.0,0.012911527088931226,0.21992474654242927,2.094132916777778,0.05,0.0,0.0,0.15996829039363236,0.0,0.01458333333333334,1.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.004538587582236842,0.0,0.008372939506694384,0.0,0.00663369268425275,0.0,0.1758289913876969,0.13187174354077263,0.0,0.0,2094.132916777778,18.111111111111143,0.40000000000000013,0.0,2.0187910417777775,0.07534187499999999,0.4,2018.7910417777778,5046.977604444444,0.0,19.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,82.88213670566911,51.66666666666668,46.10666666666668,0.0,48.71393740308515,0.0,0.0,0.0,129.50333860260798,48.74460460339766,48.75993820355393,48.71393740308515,12.43753247303448,17.853879181551076,-0.041440075361124214,-0.25000000000000006,861.3952083111647,-1533.1304647495026,0.0,0.0,286.52785845644394,0.0,1.0,0.06430822472457501,0.0,0.0,1.1966751588050724,65.99961422222222,13.86489782644563,0.22604984532954892,8.311587650159945,0.0028065878744973093,-1.5238487644485352,1.2297970135332734
2025-01-01 06:00:00,2.903165515499238,0.176112542996569,0.0,2.903165515499238,0.176112542996569,0.0,0.013493397291782101,0.22200597223523372,2.617666145972222,0.05,0.0,0.0,0.16152920966323567,0.0,0.01458333333333334,1.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.00512045778508772,0.0,0.008372939506694384,0.0,0.00663369268425275,0.0,0.1758289913876969,0.13187174354077263,0.0,0.0,2617.6661459722222,18.111111111111143,0.5000000000000001,0.0,2.523488802222222,0.09417734374999999,0.5,2523.488802222222,5046.977604444444,0.0,19.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,80.26305854248636,51.66666666666668,46.10666666666668,0.0,47.696331222492624,0.0,0.0,0.0,125.41102897263495,47.72678280592858,47.74200859764656,47.696331222492624,12.43753247303448,17.81218250757952,-0.056431920641977246,0.3,1443.1168019416966,-1475.0423752810702,0.0,0.0,289.1909543520993,0.0,1.0,0.0640879068465107,0.0,0.0,1.1925753887857726,65.99961422222222,11.302076898445092,0.22547146162391832,8.274824303035583,0.0027919531471061894,-40.13538896469925,1.229984190182607
2025-01-01 07:00:00,2.7687688456975503,0.20624176257949806,0.03871440426507711,2.7687688456975503,0.20624176257949806,0.03871440426507711,0.048045676156394004,1.187379020156897,1.4833441493842592,0.05,0.03871440426507711,0.0,0.19165842924616472,0.0,0.01458333333333334,1.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.9064261532078601,0.0,0.004771335663377193,0.0,0.04327434049301681,0.0,0.025408294620817132,0.0,0.2139200584721312,0.16044004385409835,0.0,0.0,1483.3441493842593,18.111111111111143,0.2833333333333334,0.0,1.4299769879259259,0.053367161458333326,0.2833333333333333,1429.9769879259259,5046.977604444444,0.0,19.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,879.2133333333333,0.0,85.5237832474879,51.66666666666668,46.10666666666668,0.0,50.02130721604817,0.10328842273478155,272.2869983780201,879.2133333333333,133.63091132419984,49.62084367362583,50.04487626867909,49.39704284978374,12.43753247303448,17.797674293887667,-0.04887369172879386,-0.55,940.0288121937585,-1594.0961461932784,0.0,0.0,1032.650583544263,10.48320027225171,1.0,0.06586864525953047,0.0,0.0,1.2257121365706387,65.99961422222222,18.130225458514552,0.22568339074392757,8.268214041670122,0.002792164802328469,68.73711303068563,1.2300451560519903
2025-01-01 08:00:00,2.959033810304419,0.23623580241149933,0.0,2.959033810304419,0.23623580241149933,0.0,0.08198714053839468,0.6456582147891726,2.181388454976852,0.05,0.0,0.0,0.221652469078166,0.0,0.01458333333333334,1.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.3021420510692867,0.0,0.0036075952576754386,0.0,0.07837954528071922,0.0,0.04797953828233121,0.0,0.25287149873506404,0.189653624051298,0.0,0.0,2181.388454976852,18.111111111111143,0.4166666666666668,0.0,2.102907335185185,0.07848111979166665,0.4166666666666667,2102.9073351851853,5046.977604444444,0.0,19.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,0.0,0.0,85.41225724605798,51.66666666666668,46.10666666666668,0.0,51.25959154209649,0.04964526620016068,136.14349918901007,0.0,133.45665194696556,49.527641685301816,51.25959154209649,48.66166675690449,12.43753247303448,17.738434981675574,-0.07664387821341496,-1.4,1300.5569047255776,-1724.9296008500335,0.0,0.0,691.3441903389349,696.4297304345157,1.0,0.06816112680615855,0.0,0.0,1.2683716211174183,65.99961422222222,152.75386025982422,0.22956825124365018,8.286145802344159,0.002828378416791185,75.4312984318232,1.2308467174225097
2025-01-01 09:00:00,1.3635308710574234,0.2385236129088704,0.030971523412061684,1.3635308710574234,0.23852361290887036,0.030971523412061684,0.08481300369383585,0.35616248537284695,0.8725553819907408,0.05,0.030971523412061684,0.0,0.22394027957553703,0.0,0.01458333333333334,1.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.002909351014254386,0.0,0.08190365267958147,0.0,0.05757544593879745,0.0,0.2559219127315588,0.19194143454866902,0.0,0.0,872.5553819907407,18.111111111111143,0.16666666666666669,0.0,0.8411629340740739,0.03139244791666666,0.16666666666666666,841.1629340740741,5046.977604444444,0.0,19.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4632.868124444444,703.3706666666666,0.0,84.24795996191894,51.66666666666668,46.10666666666668,0.0,50.888946027817006,0.201541539286047,544.2080196076828,703.3706666666666,131.63743744049833,49.13730079440009,50.888946027817006,48.261478177691636,12.43753247303448,17.80153425284146,-0.04061656580449006,-0.85,89.74004880280214,-1654.4556547010443,0.0,0.0,489.06056939769593,1790.7445900602625,1.0,0.06712498552119639,0.0,0.0,1.2490906575698004,65.99961422222222,382.57975211541,0.23160655713665199,8.361011792261555,0.002863550535208298,113.58967860256391,1.2311711252982962
