Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,3.7699065956829516,0.1492287209109768,0.0,0.06283177659471587,0.00248714534851628,0.0,0.029396289094581272,3.499855208888889,0.23065509769948128,0.0,0.010000000000000002,0.0,0.0,0.0,0.14631205424431012,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.004003636695906433,0.0,On,0.025392652398674838,0,On,0.03557235870706775,0,On,0.1511373597975989,0.11335301984819915,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,8821.733515555556,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1053.0045022222223,Lower On,3499.855208888889,1.0,20.05824374623444,51.666666666666686,46.10666666666668,0.0,51.03205573541186,0.0,0.0,3499.855208888889,20.05824374623444,47.73402637063088,51.03205573541186,46.08501168824039,12.43753247303448,19.58725858144886,0.0,2.8,9.236100170605994,-773.2819385152576,-1168.6855812834453,-0.0,-0.0,447.4706142748973,0.0,3.0,0.053419553525225545,0.0,0,0.5047099751006704,197.99884266666666,-52.066971506709564,0.21227178977299271,9.25976128634058,0.0029444044074366173,56.85302720097021,1.2200360848329679
2025-01-01 00:01:00,3.7699065956829516,0.1492287209109768,0.0,0.06283177659471587,0.00248714534851628,0.0,0.029396289094581272,3.499855208888889,0.23065509769948128,0.0,0.010000000000000002,0.0,0.0,0.0,0.14631205424431012,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.004003636695906433,0.0,On,0.025392652398674838,0,On,0.03557235870706775,0,On,0.1511373597975989,0.11335301984819915,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,8821.733515555556,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1053.0045022222223,Lower On,3499.855208888889,1.0,20.444850059491273,51.666666666666686,46.10666666666668,0.0,51.028594578197044,0.0,0.0,3499.855208888889,20.444850059491273,48.222386721294356,51.028594578197044,46.81928279284301,12.43753247303448,19.51211524310819,0.0,2.8,9.236100170605994,-768.4194226525676,-1161.1571966159913,-0.0,-0.0,447.4706142748973,0.0,3.0,0.05331408308899819,0.0,0,0.5037134864045036,197.99884266666666,-54.732840311473524,0.21390300435112128,9.249245024572554,0.0029446037524997635,57.01669321322269,1.2239139901381078
2025-01-01 00:02:00,3.7699065956829516,0.1492287209109768,0.0,0.06283177659471587,0.00248714534851628,0.0,0.029396289094581272,3.499855208888889,0.23065509769948128,0.0,0.010000000000000002,0.0,0.0,0.0,0.14631205424431012,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.004003636695906433,0.0,On,0.025392652398674838,0,On,0.03557235870706775,0,On,0.1511373597975989,0.11335301984819915,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,8821.733515555556,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1053.0045022222223,Lower On,3499.855208888889,1.0,20.83018641177341,51.666666666666686,46.10666666666668,0.0,51.02515327659378,0.0,0.0,3499.855208888889,20.83018641177341,48.71069281500071,51.02515327659378,47.55346258420418,12.43753247303448,19.438723169265717,-0.06127683073433943,2.8,9.236100170605994,-764.052425358599,-1153.8228151143435,-0.0,-0.0,447.4706142748973,0.0,3.0,0.0532110065475087,0.0,0,0.5027396153169429,197.99884266666666,-57.70022451915273,0.21489611157394223,9.216125030202106,0.0029448030379964556,57.1760183084044,1.2242208458695296
2025-01-01 00:03:00,3.7699065956829516,0.1492287209109768,0.0,0.06283177659471587,0.00248714534851628,0.0,0.029396289094581272,3.499855208888889,0.23065509769948128,0.0,0.010000000000000002,0.0,0.0,0.0,0.14631205424431012,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.004003636695906433,0.0,On,0.025392652398674838,0,On,0.03557235870706775,0,On,0.1511373597975989,0.11335301984819915,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,8821.733515555556,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1053.0045022222223,Lower On,3499.855208888889,1.0,21.21430985119605,51.666666666666686,46.10666666666668,0.0,51.021732007707726,0.0,0.0,3499.855208888889,21.21430985119605,49.19894482997833,51.021732007707726,48.28755124111365,12.43753247303448,19.367001530394496,-0.1329984696055604,2.8,9.236100170605994,-760.1441897095773,-1146.6730954082916,-0.0,-0.0,447.4706142748973,0.0,3.0,0.053110214863977566,0.0,0,0.5017873316543447,197.99884266666666,-60.94170857618296,0.21587197742329448,9.18319164682985,0.0029450028302770476,57.33110659241533,1.2245208624709154
2025-01-01 00:04:00,3.7699065956829516,0.1492287209109768,0.0,0.06283177659471587,0.00248714534851628,0.0,0.029396289094581272,3.499855208888889,0.23065509769948128,0.0,0.010000000000000002,0.0,0.0,0.0,0.14631205424431012,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.004003636695906433,0.0,On,0.025392652398674838,0,On,0.03557235870706775,0,On,0.1511373597975989,0.11335301984819915,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,8821.733515555556,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1053.0045022222223,Lower On,3499.855208888889,1.0,21.597273856764332,51.666666666666686,46.10666666666668,0.0,51.018330940165555,0.0,0.0,3499.855208888889,21.597273856764332,49.68714293644939,51.018330940165555,49.02154893459131,12.43753247303448,19.296874557107433,-0.2031254428926239,2.8,9.236100170605994,-753.774806208145,-1139.6993046533405,-0.0,-0.0,447.4706142748973,0.0,3.0,0.0530116057406982,0.0,0,0.5008556689040837,197.99884266666666,-61.54611582970178,0.21683131069817585,9.151085139720301,0.0029452031154050275,57.4821483198515,1.2248143471139692
2025-01-01 00:05:00,3.7699065956829516,0.1492287209109768,0.0,0.06283177659471587,0.00248714534851628,0.0,0.029396289094581272,3.499855208888889,0.23065509769948128,0.0,0.010000000000000002,0.0,0.0,0.0,0.14631205424431012,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.004003636695906433,0.0,On,0.025392652398674838,0,On,0.03557235870706775,0,On,0.1511373597975989,0.11335301984819915,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,8821.733515555556,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1053.0045022222223,Lower On,3499.855208888889,1.0,21.9790918503777,51.666666666666686,46.10666666666668,0.0,51.014950234645525,0.0,0.0,3499.855208888889,21.9790918503777,50.175287297130694,51.014950234645525,49.75545582837328,12.43753247303448,19.22832335282941,-0.2716766471706471,2.8,9.236100170605994,-745.4685416258662,-1132.8984426304387,-0.0,-0.0,447.4706142748973,0.0,3.0,0.05291515657472071,0.0,0,0.49994441351262875,197.99884266666666,-60.04071327032478,0.21777407265704876,9.119796438583094,0.002945403880076523,57.62918441023783,1.2251013694853363
2025-01-01 00:06:00,3.8756758264521824,0.1492287209109768,0.37601768070013253,0.06459459710753637,0.00248714534851628,0.006266961345002209,0.029396289094581272,3.499855208888889,0.23065509769948128,0.10576923076923077,0.010000000000000002,0.37601768070013253,0.0,0.0,0.14631205424431012,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.004003636695906433,0.0,On,0.025392652398674838,0,On,0.03557235870706775,0,On,0.1511373597975989,0.11335301984819915,On,On,8927.502746324786,20.000000000000057,0.8005208676345467,0.0,11.019991948021083,0.10576923076923077,1,8821.733515555556,8821.733515555556,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1053.0045022222223,Lower On,3499.855208888889,1.0,22.359783023725413,51.666666666666686,46.10666666666668,0.0,51.011590049831256,0.0,0.0,3499.855208888889,22.359783023725413,50.66337807285542,51.011590049831256,50.489272084367514,12.43753247303448,19.161320826494926,-0.3386791735051311,2.8,9.236100170605994,8190.693301443529,-1126.266740121806,-0.0,-0.0,447.4706142748973,0.0,3.0,0.0528208330709171,0.0,0,0.49905324145830515,197.99884266666666,-58.013319034348214,0.21870034508411385,9.089312024535605,0.00294560511113633,57.772277713200474,1.2253820339734212
2025-01-01 00:07:00,3.8756758264521824,0.1492287209109768,0.37601768070013253,0.06459459710753637,0.00248714534851628,0.006266961345002209,0.029396289094581272,3.499855208888889,0.23065509769948128,0.10576923076923077,0.010000000000000002,0.37601768070013253,0.0,0.0,0.14631205424431012,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.004003636695906433,0.0,On,0.025392652398674838,0,On,0.03557235870706775,0,On,0.1511373597975989,0.11335301984819915,On,On,8927.502746324786,20.000000000000057,0.8005208676345467,0.0,11.019991948021083,0.10576923076923077,1,8821.733515555556,8821.733515555556,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1053.0045022222223,Lower On,3499.855208888889,1.0,22.62713051412311,51.666666666666686,46.10666666666668,0.0,51.151415421763375,0.0,0.0,3499.855208888889,22.62713051412311,51.151415421763375,51.151415421763375,51.151415421763375,12.43753247303448,19.25944252046964,-0.24055747953041617,2.8,9.236100170605994,8174.316970819418,-1135.9837392822355,-0.0,-0.0,447.4706142748973,0.0,3.0,0.0529589469994603,0.0,0,0.5003581471124338,197.99884266666666,-64.67265049802992,0.21738181935710071,9.1346696697052,0.002945806795648097,57.479230694588544,1.2249706924743187
2025-01-01 00:08:00,3.8756758264521824,0.1492287209109768,0.37601768070013253,0.06459459710753637,0.00248714534851628,0.006266961345002209,0.029396289094581272,3.499855208888889,0.23065509769948128,0.10576923076923077,0.010000000000000002,0.37601768070013253,0.0,0.0,0.14631205424431012,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.004003636695906433,0.0,On,0.025392652398674838,0,On,0.03557235870706775,0,On,0.1511373597975989,0.11335301984819915,On,On,8927.502746324786,20.000000000000057,0.8005208676345467,0.0,11.019991948021083,0.10576923076923077,1,8821.733515555556,8821.733515555556,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1053.0045022222223,Lower On,3499.855208888889,1.0,22.90391555023598,51.666666666666686,46.10666666666668,0.0,51.63941525069085,0.0,0.0,3499.855208888889,22.90391555023598,51.63941525069086,51.63941525069086,51.63941525069085,12.43753247303448,19.35441022399763,-0.14558977600242784,2.8,9.236100170605994,8159.7594254541855,-1145.4197146850456,-0.0,-0.0,447.4706142748973,0.0,3.0,0.05309251383960099,0.0,0,0.5016200917022523,197.99884266666666,-69.79422046045227,0.2161146048650184,9.178926323504086,0.002946007524506687,57.19470370995811,1.2245728317225815
2025-01-01 00:09:00,0.3758206175632934,0.1492287209109768,0.37601768070013253,0.006263676959388223,0.00248714534851628,0.006266961345002209,0.029396289094581272,0.0,0.23065509769948128,0.10576923076923077,0.010000000000000002,0.37601768070013253,0.0,0.0,0.14631205424431012,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.004003636695906433,0.0,On,0.025392652398674838,0,On,0.03557235870706775,0,On,0.1511373597975989,0.11335301984819915,On,On,8927.502746324786,20.000000000000057,0.8005208676345467,0.0,11.019991948021083,0.10576923076923077,1,8821.733515555556,8821.733515555556,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1053.0045022222223,Off,0.0,0.0,23.014878293485513,51.666666666666686,46.10666666666668,0.0,52.12737623515739,0.0,0.0,0.0,23.014878293485513,52.1273762351574,52.1273762351574,52.12737623515739,12.43753247303448,19.446467400667895,-0.05353259933216137,2.8,9.236100170605994,8145.288400370297,-1154.5958633924215,-0.0,-0.0,447.4706142748973,0.0,3.0,0.053221886034149964,0.0,0,0.5028424051208529,197.99884266666666,-75.08909683696544,0.21489454848151004,9.220869620370529,0.0029462073246341843,56.91804029424336,1.2241874070836383
