Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Water Heating Heat Pump Max Capacity (W),Water Heating Heat Pump On Fraction (-),Water Heating Heat Pump COP (-),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 05:43:00,0.28620301678949256,0.16537712987132258,0.0,0.004770050279824876,0.0027562854978553765,0.0,0.05338763695014359,0.001,0.22181537983934896,0.0,0.010000000000000002,0.0,0.0,0.0002506236243534685,0.16220983958030244,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.03285426523961728,0,On,0.0055355937322789815,0,On,0.16156778900952576,0.12117584175714428,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Off,0.0,0.0,27.840484253744957,51.666666666666686,43.496666666666684,1968.9698682543287,0,4.685109029776397,0.0,48.60732822942476,0.0,0.0,0.0,36.12064567165994,41.662169146848214,48.71003481830591,17.813029477623783,12.43753247303448,21.39459087343494,0.0,9.39784544712781,0.6,9.236100170605994,-749.0749211321356,-3026.5483809788875,-1001.9295802035496,-0.0,-0.0,396.2675000032702,0.0,2.0,0.03670841095705019,0.0,0.0,0.47504510136046463,131.99922844444444,-143.41284093185635,0.1941738337073195,10.15944159799669,0.00300559894654634,21.137520529808008,1.214866416898135,0.26627551718043596,-3074.8844385595185,48.336057580630815
2025-01-01 05:44:00,0.28620301678949256,0.16537712987132258,0.0,0.004770050279824876,0.0027562854978553765,0.0,0.05338763695014359,0.001,0.22181537983934896,0.0,0.010000000000000002,0.0,0.0,0.0002506236243534685,0.16220983958030244,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.03285426523961728,0,On,0.0055355937322789815,0,On,0.16156778900952576,0.12117584175714428,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Off,0.0,0.0,28.04263044478128,51.666666666666686,43.496666666666684,1963.864887464216,0,4.6755951245444525,0.0,48.59984275263271,0.0,0.0,0.0,36.39017392637504,41.65912760884532,48.70553675692923,17.819305754725967,12.43753247303448,21.249971919607066,0.0,9.287293182163014,0.6,9.236100170605994,-730.073517096175,-2979.8776563866395,-990.6235766855978,-0.0,-0.0,396.2675000032702,0.0,2.0,0.036548365647943205,0.0,0.0,0.47297394823493294,131.99922844444444,-135.71744041384753,0.1959099295518897,10.095242229389196,0.003005700894310762,21.49493164309944,1.2154631245238205,0.265736684295875,-3030.1018296754373,50.22417328879805
2025-01-01 05:45:00,0.3317392664768871,0.17162997579829262,0.0,0.0055289877746147855,0.00286049959663821,0.0,0.08717488335275203,0.001,0.23356438312413508,0.0,0.010000000000000002,0.0,0.0,0.0002506236243534685,0.16846268550727247,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.06664151164222572,0,On,0.008947469114438354,0,On,0.1699049169121525,0.12742868768411433,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Off,0.0,0.0,28.13899366041676,51.666666666666686,43.496666666666684,1958.8884458377295,0,4.666319362484087,0.0,48.5923224727928,0.6677659262110783,1683.1650794120678,0.0,36.51865821388901,41.65606337522295,48.70101980796803,17.825536562436724,12.43753247303448,21.109994623631618,0.0,9.183465437487001,0.6,9.236100170605994,-667.5967411168183,-2936.3679665761438,-979.7289367107056,-0.0,-0.0,441.2201507374809,0.0,2.0,0.03639310877107743,0.0,0.0,0.47096476241389845,131.99922844444444,-129.08795514359352,0.19760726736120587,10.032641307562088,0.003005804514998879,22.016278459671057,1.2160412353156147,0.2652296299705419,-2988.1743633191068,51.806396742962974
2025-01-01 05:46:00,0.3317392664768871,0.17162997579829262,0.0,0.0055289877746147855,0.00286049959663821,0.0,0.08717488335275203,0.001,0.23356438312413508,0.0,0.010000000000000002,0.0,0.0,0.0002506236243534685,0.16846268550727247,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.06664151164222572,0,On,0.008947469114438354,0,On,0.1699049169121525,0.12742868768411433,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Off,0.0,0.0,28.129081671157223,51.666666666666686,43.496666666666684,1957.8210501309682,0,4.67890543683767,0.0,48.58892603487623,0.6678286630875226,1683.165079412068,0.0,36.50544222820963,41.51125745208147,48.69610641372817,17.57828807576958,12.43753247303448,20.975447239892482,0.0,9.085797383178251,0.6,9.236100170605994,-650.7024223782006,-2895.5273771195452,-969.3019781428303,-0.0,-0.0,441.2201507374809,0.0,2.0,0.03624354882312997,0.0,0.0,0.46902930079134836,131.99922844444444,-122.62059497285112,0.19925478992194345,9.972796862940081,0.0030059105984888237,22.34921020621522,1.2165974342902932,0.26475177077468,-2948.85056331822,53.323186198674875
2025-01-01 05:47:00,0.3317392664768871,0.17162997579829262,0.0,0.0055289877746147855,0.00286049959663821,0.0,0.08717488335275203,0.001,0.23356438312413508,0.0,0.010000000000000002,0.0,0.0,0.0002506236243534685,0.16846268550727247,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.06664151164222572,0,On,0.008947469114438354,0,On,0.1699049169121525,0.12742868768411433,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Off,0.0,0.0,28.114635129966302,51.666666666666686,43.496666666666684,1956.788890578485,0,4.6915348414271,0.0,48.58547189126627,0.6678924779590278,1683.165079412068,0.0,36.4861801732884,41.36645264179172,48.69030879420118,17.342646695149845,12.43753247303448,20.844915670820885,0.0,8.993820015164573,0.6,9.236100170605994,-634.4039231660353,-2857.1706009300174,-959.2285414106643,-0.0,-0.0,441.2201507374809,0.0,2.0,0.036098145168389155,0.0,0.0,0.46714762593526843,131.99922844444444,-116.39553249285169,0.20086822453200553,9.914248527252457,0.0030060182369487216,22.672466671314695,1.217137515541478,0.26430096439398904,-2911.921303581485,54.75070265146752
2025-01-01 05:48:00,0.3317392664768871,0.17162997579829262,0.0,0.0055289877746147855,0.00286049959663821,0.0,0.08717488335275203,0.001,0.23356438312413508,0.0,0.010000000000000002,0.0,0.0,0.0002506236243534685,0.16846268550727247,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.06664151164222572,0,On,0.008947469114438354,0,On,0.1699049169121525,0.12742868768411433,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Off,0.0,0.0,28.095902217233004,51.666666666666686,43.496666666666684,1955.8399284589004,0,4.704294551268132,0.0,48.58195750757876,0.6679574182763053,1683.1650794120683,0.0,36.46120295631067,41.22164945346279,48.68243473363894,17.118057365359736,12.43753247303448,20.71818601568681,0.0,8.907124559466894,0.6,9.236100170605994,-618.7039651938253,-2821.113635887334,-949.4884620245844,-0.0,-0.0,441.2201507374809,0.0,2.0,0.03595668446188913,0.0,0.0,0.46531697693941687,131.99922844444444,-110.43565390672194,0.2024490398519118,9.857609392528342,0.0030061273838258903,22.98654379231813,1.2176623217956861,0.2638753410299892,-2877.204715297211,56.091079409876784
2025-01-01 05:49:00,0.3317392664768871,0.17162997579829262,0.0,0.0055289877746147855,0.00286049959663821,0.0,0.08717488335275203,0.001,0.23356438312413508,0.0,0.010000000000000002,0.0,0.0,0.0002506236243534685,0.16846268550727247,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.06664151164222572,0,On,0.008947469114438354,0,On,0.1699049169121525,0.12742868768411433,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Off,0.0,0.0,28.073095509572624,51.666666666666686,43.496666666666684,1954.9091379988865,0,4.7170565924739005,0.0,48.57838137691629,0.6680235125457307,1683.165079412068,0.0,36.4307940127635,41.076848368339746,48.67241475921948,16.9039920253655,12.43753247303448,20.595071360607225,-0.016039750503917816,8.825349136762908,0.6,9.236100170605994,-603.5931837353177,-2787.194059148085,-940.0639984108643,-0.0,-0.0,441.2201507374809,0.0,2.0,0.03581898120401775,0.0,0.0,0.4635349532454544,131.99922844444444,-104.74933606193436,0.20399847338971555,9.802078975626674,0.00300623799499939,23.291873007512677,1.2181725880765288,0.2634732419727139,-2844.540293057256,57.34623390917074
2025-01-01 05:50:00,0.3317392664768871,0.17162997579829262,0.0,0.0055289877746147855,0.00286049959663821,0.0,0.08717488335275203,0.001,0.23356438312413508,0.0,0.010000000000000002,0.0,0.0,0.0002506236243534685,0.16846268550727247,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.06664151164222572,0,On,0.008947469114438354,0,On,0.1699049169121525,0.12742868768411433,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Off,0.0,0.0,28.04640273047295,51.666666666666686,43.496666666666684,1954.0461754843448,0,4.72991220415073,0.0,48.57474287840292,0.6680907729272053,1683.165079412068,0.0,36.3952036406306,40.93204984380098,48.66035838965941,16.699948284776575,12.43753247303448,20.475404128083824,-0.13570698302731898,8.74816859835412,0.6,9.236100170605994,-589.0538252876953,-2755.265117426371,-930.9391928141794,-0.0,-0.0,441.2201507374809,0.0,2.0,0.03568486953730207,0.0,0.0,0.46179940848479695,131.99922844444444,-99.33478321099673,0.20551761111051237,9.74828592733613,0.0030063500284679993,23.588840213443717,1.2186689727955766,0.26309317276214383,-2813.7844051609845,58.51928773461362
2025-01-01 05:51:00,0.3317392664768871,0.17162997579829262,0.0,0.0055289877746147855,0.00286049959663821,0.0,0.08717488335275203,0.001,0.23356438312413508,0.0,0.010000000000000002,0.0,0.0,0.0002506236243534685,0.16846268550727247,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.06664151164222572,0,On,0.008947469114438354,0,On,0.1699049169121525,0.12742868768411433,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Off,0.0,0.0,28.01599342681368,51.666666666666686,43.496666666666684,1953.2443282915904,0,4.742845403063573,0.0,48.571042138453436,0.668159197783693,1683.165079412068,0.0,36.35465790241824,40.78725431614854,48.65601910621701,16.505448162576425,12.43753247303448,20.359031290644147,-0.25207982046699584,8.675287491591002,0.6,9.236100170605994,-575.0641332182121,-2725.193233567844,-922.0994664271593,-0.0,-0.0,441.2201507374809,0.0,2.0,0.03555419814340295,0.0,0.0,0.4601083844404069,131.99922844444444,-94.18481752853361,0.20700743600029128,9.696152829386477,0.0030064634441282893,23.87779756317272,1.2191520771441289,0.2627337710317151,-2784.8071505474104,59.61391697956648
2025-01-01 05:52:00,0.807870516476887,0.17162997579829262,0.4706162162162162,0.013464508607948117,0.00286049959663821,0.007843603603603602,0.08717488335275203,0.001,0.23356438312413508,0.47613124999999995,0.010000000000000002,0.4706162162162162,0.0,0.0002506236243534685,0.16846268550727247,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.06664151164222572,0,On,0.008947469114438354,0,On,0.1699049169121525,0.12742868768411433,On,0,0,Off,On,10287.340133520433,21.111111111111143,0.9250000000000002,2946.762725368456,13.792401739339338,0.47613124999999995,1,12757.971608888889,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Off,0.0,0.0,27.98202324044422,51.666666666666686,43.496666666666684,1952.4415755623145,0,4.755732549723799,0.0,48.56727989591887,0.6682287741614169,1683.165079412068,0.0,36.309364320592294,40.64246220264892,48.65162507161151,16.320036886155865,12.43753247303448,20.24581127717285,-0.36529983393829113,8.606435036615977,0.6,9.236100170605994,9725.739509687293,249.90670616354555,-913.5313531639425,-0.0,-0.0,441.2201507374809,0.0,2.0,0.03542682697163538,0.0,0.0,0.4584600687104365,131.99922844444444,-89.28942140667718,0.20846885829636763,9.64491292170848,0.0030065782036089294,24.159071034337913,1.2196224575734893,0.2623937837563885,-2757.4900858234723,60.6340666185619
2025-01-01 05:53:00,0.807870516476887,0.17162997579829262,0.4706162162162162,0.013464508607948117,0.00286049959663821,0.007843603603603602,0.08717488335275203,0.001,0.23356438312413508,0.47613124999999995,0.010000000000000002,0.4706162162162162,0.0,0.0002506236243534685,0.16846268550727247,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.06664151164222572,0,On,0.008947469114438354,0,On,0.1699049169121525,0.12742868768411433,On,0,0,Off,On,10287.340133520433,21.111111111111143,0.9250000000000002,2946.762725368456,13.792401739339338,0.47613124999999995,1,12757.971608888889,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Off,0.0,0.0,27.57691597557948,51.666666666666686,43.496666666666684,1961.1228456953454,0,4.7871057181707455,0.0,48.56345737182416,0.6682994801875511,1683.1650794120683,0.0,35.76922130077264,40.49767390309412,48.64718574935173,16.143281748405595,12.43753247303448,20.393806623594728,-0.21730448751641518,8.68833665291056,0.6,9.236100170605994,9707.001715709426,216.01081432468027,-924.7375107540477,-0.0,-0.0,441.2201507374809,0.0,2.0,0.035593272386225,0.0,0.0,0.46061404587216165,131.99922844444444,-96.82105779443862,0.20657906904702605,9.712356988713227,0.003006694270141212,23.76121090724,1.2190074778224977,0.26279815704494125,-2789.9907780229883,59.23886697921246
2025-01-01 05:54:00,0.807870516476887,0.17162997579829262,0.4706162162162162,0.013464508607948117,0.00286049959663821,0.007843603603603602,0.08717488335275203,0.001,0.23356438312413508,0.47613124999999995,0.010000000000000002,0.4706162162162162,0.0,0.0002506236243534685,0.16846268550727247,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.06664151164222572,0,On,0.008947469114438354,0,On,0.1699049169121525,0.12742868768411433,On,0,0,Off,On,10287.340133520433,21.111111111111143,0.9250000000000002,2946.762725368456,13.792401739339338,0.47613124999999995,1,12757.971608888889,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Off,0.0,0.0,27.17920946527181,51.666666666666686,43.496666666666684,1969.5417178173648,0,4.818056774308764,0.0,48.55964785006803,0.6683699605949914,1683.165079412068,0.0,35.23894595369575,40.35293108626789,48.64274362648031,15.974842726425571,12.43753247303448,20.537243832221655,-0.07386727888948741,8.765177698689934,0.6,9.236100170605994,9689.615722779517,184.2926953261931,-935.6501570701826,-0.0,-0.0,441.2201507374809,0.0,2.0,0.035754206260546754,0.0,0.0,0.462696697957782,131.99922844444444,-103.29440440821364,0.20476598888593736,9.777212262043879,0.0030068084828391477,23.37617981284542,1.218412029152251,0.2631769798295318,-2820.556299041505,58.08626899924236
2025-01-01 05:55:00,0.807870516476887,0.17162997579829262,0.4706162162162162,0.013464508607948117,0.00286049959663821,0.007843603603603602,0.08717488335275203,0.001,0.23356438312413508,0.47613124999999995,0.010000000000000002,0.4706162162162162,0.0,0.0002506236243534685,0.16846268550727247,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.06664151164222572,0,On,0.008947469114438354,0,On,0.1699049169121525,0.12742868768411433,On,0,0,Off,On,10287.340133520433,21.111111111111143,0.9250000000000002,2946.762725368456,13.792401739339338,0.47613124999999995,1,12757.971608888889,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Off,0.0,0.0,26.788386809620192,51.666666666666686,43.496666666666684,1977.7119710658194,0,4.848601577644743,0.0,48.55584929810376,0.66844025285249,1683.1650794120683,0.0,34.71784907949359,40.20823292126306,48.63830279647746,15.81432287032126,12.43753247303448,20.676456435173733,0.0,8.837411787385165,0.6,9.236100170605994,9672.604198067214,154.39418765576875,-946.2898751791221,-0.0,-0.0,441.2201507374809,0.0,2.0,0.03591004086290531,0.0,0.0,0.4647133601488942,131.99922844444444,-109.66621101157729,0.20302353231006157,9.839663736519292,0.003006920899725503,23.00302684367813,1.217834672799029,0.26353259397370604,-2849.353594962296,56.98505724960873
2025-01-01 05:56:00,0.807870516476887,0.17162997579829262,0.4706162162162162,0.013464508607948117,0.00286049959663821,0.007843603603603602,0.08717488335275203,0.001,0.23356438312413508,0.47613124999999995,0.010000000000000002,0.4706162162162162,0.0,0.0002506236243534685,0.16846268550727247,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.06664151164222572,0,On,0.008947469114438354,0,On,0.1699049169121525,0.12742868768411433,On,0,0,Off,On,10287.340133520433,21.111111111111143,0.9250000000000002,2946.762725368456,13.792401739339338,0.47613124999999995,1,12757.971608888889,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Off,0.0,0.0,26.404056063138,51.666666666666686,43.496666666666684,1985.7013862690158,0,4.87886317221712,0.0,48.5520600693729,0.6685103873158085,1683.1650794120683,0.0,34.205408084184,40.06357863520661,48.63386522698285,15.661344504055268,12.43753247303448,20.81169168779059,0.0,8.905407803272775,0.6,9.236100170605994,9656.092232594541,126.18888969640511,-956.6712302533274,-0.0,-0.0,441.2201507374809,0.0,2.0,0.03606108715998107,0.0,0.0,0.46666805667848327,131.99922844444444,-115.79682141004476,0.20134693028956535,9.900562182302213,0.003007031574550197,22.641034934899253,1.2172743342595953,0.2638669058413009,-2876.5181548016403,55.94431912958941
2025-01-01 05:57:00,1.2479753546426147,0.281930645434884,0.4706162162162162,0.020799589244043577,0.0046988440905814,0.007843603603603602,0.08717488335275203,0.4411048381657276,0.23356438312413508,0.47613124999999995,0.010000000000000002,0.4706162162162162,0.0,0.11055129326094484,0.16846268550727247,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.06664151164222572,0,On,0.008947469114438354,0,On,0.1699049169121525,0.12742868768411433,On,0,0,Off,On,10287.340133520433,21.111111111111143,0.9250000000000002,2946.762725368456,13.792401739339338,0.47613124999999995,1,12757.971608888889,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Heat Pump On,1993.4619082867723,4.5192474346377685,-996.0230620663835,51.666666666666686,43.496666666666684,1993.4619082867723,1,4.908737155880076,0.0,48.5482787588596,0.6685803898944259,1683.1650794120683,1993.4619082867723,33.84347228467482,39.91896749923045,48.62943075889981,15.51554825850614,12.43753247303448,20.94315992682032,0.0,8.969481290644191,0.6,9.236100170605994,9129.008881500406,99.56299176642733,-966.8064057509893,-0.0,-0.0,-69.85768240246392,0.0,2.0,0.03620761115598411,0.0,0.0,0.46856422991830143,131.99922844444444,-121.66716386657268,0.19973205682133283,9.959321358092588,0.0030071405578618975,-120.57254564520241,1.2167300970747987,0.2641815448970717,-2902.1660124548207,54.966278852792264
2025-01-01 05:58:00,1.2485311403104922,0.28206993845333117,0.4706162162162162,0.020808852338508203,0.004701165640888853,0.007843603603603602,0.08717488335275203,0.4416606238336052,0.23356438312413508,0.47613124999999995,0.010000000000000002,0.4706162162162162,0.0,0.11069058627939204,0.16846268550727247,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.06664151164222572,0,On,0.008947469114438354,0,On,0.1699049169121525,0.12742868768411433,On,0,0,Off,On,10287.340133520433,21.111111111111143,0.9250000000000002,2946.762725368456,13.792401739339338,0.47613124999999995,1,12757.971608888889,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Heat Pump On,1996.4842057385545,4.520403445544029,-997.7914462645876,51.666666666666686,43.496666666666684,1996.4842057385545,1,4.90946034292089,0.0,48.544504079233654,0.6686502843403951,1683.165079412068,1996.4842057385545,33.65615705690493,39.94224624672958,48.62499711684345,15.468342719508467,12.43753247303448,21.058095650944075,0.0,9.029908017241008,0.6,9.236100170605994,9113.40773704202,74.41437882580158,-975.7017064556179,-0.0,-0.0,-70.67163129115232,0.0,2.0,0.03633545696921198,0.0,0.0,0.4702186880035179,131.99922844444444,-127.5590587316409,0.19828783997703586,10.01004935916015,0.0030065599186378357,-121.0226447656966,1.2162551936108532,0.26447793321784685,-2926.398810437738,54.05046389508369
2025-01-01 05:59:00,1.2490807084324413,0.2822076732078832,0.4706162162162162,0.020818011807207354,0.004703461220131387,0.007843603603603602,0.08717488335275203,0.4422101919555542,0.23356438312413508,0.47613124999999995,0.010000000000000002,0.4706162162162162,0.0,0.11082832103394404,0.16846268550727247,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.020533371710526313,0.0,On,0.06664151164222572,0,On,0.008947469114438354,0,On,0.1699049169121525,0.12742868768411433,On,0,0,Off,On,10287.340133520433,21.111111111111143,0.9250000000000002,2946.762725368456,13.792401739339338,0.47613124999999995,1,12757.971608888889,12757.971608888889,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1185.7657155555555,Heat Pump On,1999.4146193800598,4.521412341353312,-999.4979600343045,51.666666666666686,43.496666666666684,1999.41461938006,1,4.910030885470299,0.0,48.540731150026154,0.6687201609795804,1683.165079412068,1999.4146193800598,33.47594942115916,39.96579525957859,48.62055815901083,15.423839696281032,12.43753247303448,21.16970945395322,0.0,9.086933345468712,0.6,9.236100170605994,9098.441628402285,50.6597993474179,-984.3707892390485,-0.0,-0.0,-71.45731031260601,0.0,2.0,0.03645938402516133,0.0,0.0,0.4718224332847736,131.99922844444444,-133.07040556649258,0.19689528033226755,10.059638180430705,0.003005976884313981,-121.45523076684985,1.2157943850578667,0.26475733363971743,-2949.3072834675204,53.20435744648258
