Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Well Pump Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.3394907197617791,0.17788333045301047,0.0,0.005658178662696318,0.002964722174216841,0.0,0.02013402882779321,0.2693566909339859,0.0,0.05,0.0,0.0,0.0,0.16329999711967713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.004021034356725146,0.0,On,0.016112994471068065,0,On,0.009149202555147387,0,On,0.1858729295766623,0.13940469718249668,On,0.04247415888593561,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,12333.018497777777,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6344.110342222222,Off,0.0,0,90.27007800726116,51.666666666666686,46.10666666666668,0.0,51.49556752584794,0.0,0.0,0.0,141.04699688634557,51.526557150965644,51.5420519635245,51.49556752584794,12.43753247303448,17.72938051503579,0.0,2.8,9.236100170605994,-1546.1932559400361,-1683.8669730693816,-0.0,-0.0,366.00468424992164,0.0,2.0,0.0865462668882056,0.0,0,0.8099874305157204,131.99922844444444,-228.33096712057622,0.2236154555087016,8.183652547563508,0.0027604253240184205,-5.044545554235949,1.227964891138189
2025-01-01 00:01:00,0.3394907197617791,0.17788333045301047,0.0,0.005658178662696318,0.002964722174216841,0.0,0.02013402882779321,0.2693566909339859,0.0,0.05,0.0,0.0,0.0,0.16329999711967713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.004021034356725146,0.0,On,0.016112994471068065,0,On,0.009149202555147387,0,On,0.1858729295766623,0.13940469718249668,On,0.04247415888593561,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,12333.018497777777,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6344.110342222222,Off,0.0,0,90.5328466957365,51.666666666666686,46.10666666666668,0.0,51.48055360285624,0.0,0.0,0.0,141.45757296208828,51.51249244999061,51.5284618735578,51.48055360285624,12.43753247303448,17.616905597777684,0.0,2.8,9.236100170605994,-1526.8068341800451,-1666.0458517218683,-0.0,-0.0,366.00468424992164,0.0,2.0,0.08628032727170094,0.0,0,0.8074984988218417,131.99922844444444,-226.76566670809848,0.22586386418816248,8.153157860187356,0.0027604079160147236,-4.6974435020279905,1.2320283394344136
2025-01-01 00:02:00,0.3394907197617791,0.17788333045301047,0.0,0.005658178662696318,0.002964722174216841,0.0,0.02013402882779321,0.2693566909339859,0.0,0.05,0.0,0.0,0.0,0.16329999711967713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.004021034356725146,0.0,On,0.016112994471068065,0,On,0.009149202555147387,0,On,0.1858729295766623,0.13940469718249668,On,0.04247415888593561,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,12333.018497777777,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6344.110342222222,Off,0.0,0,90.78797922186298,51.666666666666686,46.10666666666668,0.0,51.46549639225697,0.0,0.0,0.0,141.85621753416092,51.49838680784093,51.51483201563292,51.46549639225697,12.43753247303448,17.507248553266365,0.0,2.8,9.236100170605994,-1508.1970655066339,-1648.7423082423868,-0.0,-0.0,366.00468424992164,0.0,2.0,0.08602084382605389,0.0,0,0.805069990499553,131.99922844444444,-225.45944151416887,0.2274314479503734,8.101526874536956,0.0027603917592745933,-4.359022964052027,1.2324931621083683
2025-01-01 00:03:00,0.3394907197617791,0.17788333045301047,0.0,0.005658178662696318,0.002964722174216841,0.0,0.02013402882779321,0.2693566909339859,0.0,0.05,0.0,0.0,0.0,0.16329999711967713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.004021034356725146,0.0,On,0.016112994471068065,0,On,0.009149202555147387,0,On,0.1858729295766623,0.13940469718249668,On,0.04247415888593561,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,12333.018497777777,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6344.110342222222,Off,0.0,0,91.03580969575238,51.666666666666686,46.10666666666668,0.0,51.45039716652363,0.0,0.0,0.0,142.2434526496131,51.48424141428339,51.501163538163276,51.45039716652363,12.43753247303448,17.40028548696689,0.0,2.8,9.236100170605994,-1490.3696135626997,-1631.9316035143172,-0.0,-0.0,366.00468424992164,0.0,2.0,0.0857675398825503,0.0,0,0.8026993162034218,131.99922844444444,-224.442694298304,0.22897236960976314,8.050017632635804,0.002760376772177858,-4.028901499117662,1.2329469028016173
2025-01-01 00:04:00,0.3394907197617791,0.17788333045301047,0.0,0.005658178662696318,0.002964722174216841,0.0,0.02013402882779321,0.2693566909339859,0.0,0.05,0.0,0.0,0.0,0.16329999711967713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.004021034356725146,0.0,On,0.016112994471068065,0,On,0.009149202555147387,0,On,0.1858729295766623,0.13940469718249668,On,0.04247415888593561,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,12333.018497777777,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6344.110342222222,Off,0.0,0,91.27664568212215,51.666666666666686,46.10666666666668,0.0,51.43525714246398,0.0,0.0,0.0,142.61975887831585,51.4700574070281,51.487457539310164,51.43525714246398,12.43753247303448,17.295902390529946,-0.03743094280342518,2.8,9.236100170605994,-1471.6357270409044,-1615.5909687327865,-0.0,-0.0,366.00468424992164,0.0,2.0,0.0855201608153667,0.0,0,0.8003840928876634,131.99922844444444,-222.04944255803957,0.23048750488552192,8.000496432861798,0.002760362925195219,-3.7067396569723137,1.2333900208076145
2025-01-01 00:05:00,0.3394907197617791,0.17788333045301047,0.0,0.005658178662696318,0.002964722174216841,0.0,0.02013402882779321,0.2693566909339859,0.0,0.05,0.0,0.0,0.0,0.16329999711967713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.004021034356725146,0.0,On,0.016112994471068065,0,On,0.009149202555147387,0,On,0.1858729295766623,0.13940469718249668,On,0.04247415888593561,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,12333.018497777777,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6344.110342222222,Off,0.0,0,91.51069113978443,51.666666666666686,46.10666666666668,0.0,51.420077485641386,0.0,0.0,0.0,142.98545490591317,51.45583587586448,51.47371507097603,51.420077485641386,12.43753247303448,17.19402399638081,-0.13930933695256087,2.8,9.236100170605994,-1451.703357261873,-1599.7040497478552,-0.0,-0.0,366.00468424992164,0.0,2.0,0.08527854265013828,0.0,0,0.798122785914457,131.99922844444444,-218.0039917639394,0.23197721748797176,7.9516499431748215,0.0027603501900316857,-3.392315259803137,1.233822812728866
2025-01-01 00:06:00,0.3394907197617791,0.17788333045301047,0.0,0.005658178662696318,0.002964722174216841,0.0,0.02013402882779321,0.2693566909339859,0.0,0.05,0.0,0.0,0.0,0.16329999711967713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.004021034356725146,0.0,On,0.016112994471068065,0,On,0.009149202555147387,0,On,0.1858729295766623,0.13940469718249668,On,0.04247415888593561,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,12333.018497777777,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6344.110342222222,Off,0.0,0,91.73812017859892,51.666666666666686,46.10666666666668,0.0,51.404859327625566,0.0,0.0,0.0,143.3408127790608,51.44157787880374,51.45993715439284,51.404859327625566,12.43753247303448,17.094586180271175,-0.23874715306219585,2.8,9.236100170605994,-1431.8060855315398,-1584.256499588228,-0.0,-0.0,366.00468424992164,0.0,2.0,0.08504254692266165,0.0,0,0.795914099395853,131.99922844444444,-213.55427019323315,0.2334417457244749,7.904084135905524,0.002760338539217333,-3.085439421321748,1.2342455291916843
2025-01-01 00:07:00,0.9531865530951125,0.17788333045301047,0.5260250000000001,0.01588644255158521,0.002964722174216841,0.008767083333333335,0.02013402882779321,0.2693566909339859,0.6136958333333333,0.05,0.0,0.5260250000000001,0.0,0.16329999711967713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.004021034356725146,0.0,On,0.016112994471068065,0,On,0.009149202555147387,0,On,0.1858729295766623,0.13940469718249668,On,0.04247415888593561,0,On,0,0,Off,On,12946.71433111111,17.83333333333337,0.7999999999999999,0.0,15.416273122222224,0.6136958333333333,1,12333.018497777777,12333.018497777777,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6344.110342222222,Off,0.0,0,91.95915333454515,51.666666666666686,46.10666666666668,0.0,51.38960377096325,0.0,0.0,0.0,143.6861770852268,51.427284446729615,51.4461247846128,51.38960377096325,12.43753247303448,16.997507409350582,-0.33582592398278877,2.8,9.236100170605994,11534.26524316901,-1569.2315262569302,-0.0,-0.0,366.00468424992164,0.0,2.0,0.0848119929756582,0.0,0,0.7937563425584632,131.99922844444444,-209.22224593509253,0.23488162128534207,7.857756400014331,0.002760327945989003,-2.7858693675812667,1.234658496134845
2025-01-01 00:08:00,0.9531865530951125,0.17788333045301047,0.5260250000000001,0.01588644255158521,0.002964722174216841,0.008767083333333335,0.02013402882779321,0.2693566909339859,0.6136958333333333,0.05,0.0,0.5260250000000001,0.0,0.16329999711967713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.004021034356725146,0.0,On,0.016112994471068065,0,On,0.009149202555147387,0,On,0.1858729295766623,0.13940469718249668,On,0.04247415888593561,0,On,0,0,Off,On,12946.71433111111,17.83333333333337,0.7999999999999999,0.0,15.416273122222224,0.6136958333333333,1,12333.018497777777,12333.018497777777,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6344.110342222222,Off,0.0,0,91.54515136345313,51.666666666666686,46.10666666666668,0.0,51.37431188144963,0.0,0.0,0.0,143.03929900539552,51.41295657616476,51.432278923522325,51.37431188144963,12.43753247303448,17.13814423152515,-0.19518910180822147,2.8,9.236100170605994,11503.702404874984,-1591.0160397034492,-0.0,-0.0,366.00468424992164,0.0,2.0,0.0851459433111078,0.0,0,0.7968817872928975,131.99922844444444,-218.00057078259982,0.23279682402174257,7.925042762403458,0.0027603183844726806,-3.2130510171293984,1.2340603443203222
2025-01-01 00:09:00,0.9531865530951125,0.17788333045301047,0.5260250000000001,0.01588644255158521,0.002964722174216841,0.008767083333333335,0.02013402882779321,0.2693566909339859,0.6136958333333333,0.05,0.0,0.5260250000000001,0.0,0.16329999711967713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.004021034356725146,0.0,On,0.016112994471068065,0,On,0.009149202555147387,0,On,0.1858729295766623,0.13940469718249668,On,0.04247415888593561,0,On,0,0,Off,On,12946.71433111111,17.83333333333337,0.7999999999999999,0.0,15.416273122222224,0.6136958333333333,1,12333.018497777777,12333.018497777777,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6344.110342222222,Off,0.0,0,91.14193534043697,51.666666666666686,46.10666666666668,0.0,51.35908938622481,0.0,0.0,0.0,142.40927396943277,51.39869320996342,51.41849512183273,51.35908938622481,12.43753247303448,17.274807586549638,-0.05852574678373301,2.8,9.236100170605994,11475.016507460483,-1612.2964446326307,-0.0,-0.0,366.00468424992164,0.0,2.0,0.08547014584039414,0.0,0,0.7999160022059746,131.99922844444444,-225.40606326791936,0.23079067194625974,7.990614913274524,0.002760307351460526,-3.6272684176371506,1.233479648604048
