Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,1.2005710673148002,0.17528424874600856,0.7774250000000001,0.020009517788580004,0.0029214041457668095,0.012957083333333336,0.015367533300591376,0.007772,0.2204357006808754,0.9069958333333336,0.05,0.0,0.7774250000000001,0.0,0,0.16070091541267523,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01134649894386623,0,On,0.006167813463975032,0,On,0.1792031367343712,0.13440235255077834,On,On,16205.74161140052,18.33333333333337,0.8,2928.5189063772623,22.78408085555556,0.9069958333333336,1,18227.264684444446,18227.264684444446,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10439.192977777779,Off,0.0,0.0,3.423033507014376e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.423033507014376e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.43668477701607,-0.39664855631730234,8.462590110267058,2.8,9.236100170605994,14329.092015362688,986.397359460766,-2111.1638000427743,-0.0,-0.0,355.2582428545053,0.0,2.0,0.11067806527737814,0.0,0,1.035837187804709,131.99922844444444,-120.74403884956084,0.22810010830236851,8.049337070687809,0.002764262467865924,-37.59804311887321,1.2291989219994024,0.26776084934455924,-1975.9677629443304,33.84621602783413
2025-01-01 00:01:00,1.2005710673148002,0.17528424874600856,0.7774250000000001,0.020009517788580004,0.0029214041457668095,0.012957083333333336,0.015367533300591376,0.007772,0.2204357006808754,0.9069958333333336,0.05,0.0,0.7774250000000001,0.0,0,0.16070091541267523,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01134649894386623,0,On,0.006167813463975032,0,On,0.1792031367343712,0.13440235255077834,On,On,16205.74161140052,18.33333333333337,0.8,2928.5189063772623,22.78408085555556,0.9069958333333336,1,18227.264684444446,18227.264684444446,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10439.192977777779,Off,0.0,0.0,3.402525325194953e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.402525325194953e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.641710398458525,-0.1916229348748466,8.619463467965575,2.8,9.236100170605994,14267.966388026227,927.0645420573087,-2157.8159491949305,-0.0,-0.0,355.2582428545053,0.0,2.0,0.1115611015423897,0.0,0,1.04410153358259,131.99922844444444,-135.21751703386516,0.2258136209996479,8.169449894003835,0.002764132852663354,-38.69952271018447,1.2319204769084071,0.2681236805735213,-2033.4606399326449,32.00627561269126
2025-01-01 00:02:00,1.2005710673148002,0.17528424874600856,0.7774250000000001,0.020009517788580004,0.0029214041457668095,0.012957083333333336,0.015367533300591376,0.007772,0.2204357006808754,0.9069958333333336,0.05,0.0,0.7774250000000001,0.0,0,0.16070091541267523,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01134649894386623,0,On,0.006167813463975032,0,On,0.1792031367343712,0.13440235255077834,On,On,16205.74161140052,18.33333333333337,0.8,2928.5189063772623,22.78408085555556,0.9069958333333336,1,18227.264684444446,18227.264684444446,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10439.192977777779,Off,0.0,0.0,3.382611583428267e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.382611583428267e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.840657603487898,0.0,8.765594035679579,2.8,9.236100170605994,14209.436763771631,871.8498579991751,-2203.474059534512,-0.0,-0.0,355.2582428545053,0.0,2.0,0.11241479308474196,0.0,0,1.0520912417896016,131.99922844444444,-148.08903094887927,0.22298861344068333,8.263435758641553,0.002763999734962912,-39.760915522987645,1.2310783249350048,0.2684612237308773,-2087.1464009101664,30.477352532079205
2025-01-01 00:03:00,1.2005710673148002,0.17528424874600856,0.7774250000000001,0.020009517788580004,0.0029214041457668095,0.012957083333333336,0.015367533300591376,0.007772,0.2204357006808754,0.9069958333333336,0.05,0.0,0.7774250000000001,0.0,0,0.16070091541267523,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01134649894386623,0,On,0.006167813463975032,0,On,0.1792031367343712,0.13440235255077834,On,On,16205.74161140052,18.33333333333337,0.8,2928.5189063772623,22.78408085555556,0.9069958333333336,1,18227.264684444446,18227.264684444446,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10439.192977777779,Off,0.0,0.0,3.3632922817143175e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.3632922817143175e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.03386720704552,0.0,8.901940151097337,2.8,9.236100170605994,14152.079572145705,820.1862791002536,-2248.1806088305843,-0.0,-0.0,355.2582428545053,0.0,2.0,0.11324091767483474,0.0,0,1.0598229505977872,131.99922844444444,-160.739673278733,0.2202823957303447,8.354619300684277,0.0027638628727483976,-40.78445101116186,1.2302615675758777,0.26877578375920647,-2137.350428348199,29.017801071190135
2025-01-01 00:04:00,1.2005710673148002,0.17528424874600856,0.7774250000000001,0.020009517788580004,0.0029214041457668095,0.012957083333333336,0.015367533300591376,0.007772,0.2204357006808754,0.9069958333333336,0.05,0.0,0.7774250000000001,0.0,0,0.16070091541267523,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01134649894386623,0,On,0.006167813463975032,0,On,0.1792031367343712,0.13440235255077834,On,On,16205.74161140052,18.33333333333337,0.8,2928.5189063772623,22.78408085555556,0.9069958333333336,1,18227.264684444446,18227.264684444446,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10439.192977777779,Off,0.0,0.0,3.344517883382044e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.344517883382044e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.221610134761885,0.0,9.029303764776055,2.8,9.236100170605994,14097.238834915855,771.8263853224375,-2291.965543022409,-0.0,-0.0,355.2582428545053,0.0,2.0,0.1140409200859682,0.0,0,1.0673101816557988,131.99922844444444,-171.79547631675905,0.21768743098321444,8.443179622980619,0.002763722394192012,-41.77205703010766,1.2294689627716713,0.2690692883282607,-2184.345293766768,27.652772711943232
2025-01-01 00:05:00,1.2005710673148002,0.17528424874600856,0.7774250000000001,0.020009517788580004,0.0029214041457668095,0.012957083333333336,0.015367533300591376,0.007772,0.2204357006808754,0.9069958333333336,0.05,0.0,0.7774250000000001,0.0,0,0.16070091541267523,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01134649894386623,0,On,0.006167813463975032,0,On,0.1792031367343712,0.13440235255077834,On,On,16205.74161140052,18.33333333333337,0.8,2928.5189063772623,22.78408085555556,0.9069958333333336,1,18227.264684444446,18227.264684444446,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10439.192977777779,Off,0.0,0.0,3.3262388517603846e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.3262388517603846e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.40415147638382,0.0,9.148385412992596,2.8,9.236100170605994,14045.113523817532,726.5289837294981,-2334.8605401119626,-0.0,-0.0,355.2582428545053,0.0,2.0,0.11481619123575115,0.0,0,1.0745659525763036,131.99922844444444,-181.02579032552825,0.21519665023865037,8.528621817087526,0.00276357842115543,-42.72558984758025,1.2286993020182193,0.2693434181123133,-2228.3700062494604,26.380083601696295
2025-01-01 00:06:00,0.2935752339814668,0.17528424874600856,0.0,0.0048929205663577795,0.0029214041457668095,0.0,0.015367533300591376,0.007772,0.2204357006808754,0.0,0.05,0.0,0.0,0.0,0,0.16070091541267523,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01134649894386623,0,On,0.006167813463975032,0,On,0.1792031367343712,0.13440235255077834,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,18227.264684444446,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10439.192977777779,Off,0.0,0.0,3.3085047235204e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.3085047235204e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.581737248630358,0.0,9.259805784091752,2.8,9.236100170605994,-2211.0028345653745,-2244.439680637115,-2376.895636174437,-0.0,-0.0,355.2582428545053,0.0,2.0,0.1155680147340956,0.0,0,1.0816022766780926,131.99922844444444,-189.3654412454425,0.21280359428305604,8.611766073350047,0.00276343106939542,-43.64676468714519,1.2279514654614476,0.26959965897654714,-2269.6372542565196,25.197573619404253
2025-01-01 00:07:00,0.2935752339814668,0.17528424874600856,0.0,0.0048929205663577795,0.0029214041457668095,0.0,0.015367533300591376,0.007772,0.2204357006808754,0.0,0.05,0.0,0.0,0.0,0,0.16070091541267523,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01134649894386623,0,On,0.006167813463975032,0,On,0.1792031367343712,0.13440235255077834,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,18227.264684444446,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10439.192977777779,Off,0.0,0.0,3.3206907446015066e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.3206907446015066e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.45990021781411,0.0,9.153021895781816,2.8,9.236100170605994,-2175.180736916396,-2203.5815434064752,-2348.024141283199,-0.0,-0.0,355.2582428545053,0.0,2.0,0.11505246169944226,0.0,0,1.0767772103540552,131.99922844444444,-182.41483848770267,0.21442272450679223,8.55399068328298,0.002763280449019396,-42.92310943404958,1.2284646254180163,0.2693540858020557,-2230.085796943554,26.504253537079098
2025-01-01 00:08:00,0.2935752339814668,0.17528424874600856,0.0,0.0048929205663577795,0.0029214041457668095,0.0,0.015367533300591376,0.007772,0.2204357006808754,0.0,0.05,0.0,0.0,0.0,0,0.16070091541267523,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01134649894386623,0,On,0.006167813463975032,0,On,0.1792031367343712,0.13440235255077834,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,18227.264684444446,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10439.192977777779,Off,0.0,0.0,3.332530008985183e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.332530008985183e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.34169085959387,0.0,9.053801790317289,2.8,9.236100170605994,-2141.7155972075484,-2165.8532357563718,-2320.1472719439685,-0.0,-0.0,355.2582428545053,0.0,2.0,0.11455119778037018,0.0,0,1.0720858760144252,131.99922844444444,-176.82656811808522,0.2160067596840889,8.498778178132266,0.0027631323877759127,-42.21939616730542,1.228962917580231,0.2691257063840704,-2193.3954950051234,27.542259248751634
2025-01-01 00:09:00,0.2935752339814668,0.17528424874600856,0.0,0.0048929205663577795,0.0029214041457668095,0.0,0.015367533300591376,0.007772,0.2204357006808754,0.0,0.05,0.0,0.0,0.0,0,0.16070091541267523,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01134649894386623,0,On,0.006167813463975032,0,On,0.1792031367343712,0.13440235255077834,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,18227.264684444446,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10439.192977777779,Off,0.0,0.0,3.343972980000368e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.343972980000368e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.226866926331436,0.0,8.961415680106674,2.8,9.236100170605994,-2109.248876151383,-2130.739040895997,-2293.19637548635,-0.0,-0.0,355.2582428545053,0.0,2.0,0.11406328144416475,0.0,0,1.0675194618445316,131.99922844444444,-171.3107435195377,0.2175579124619299,8.44466188252611,0.0027629868130065,-41.53434648607406,1.2294473274440363,0.26891288270603986,-2159.284014852839,28.544973956841936
