Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.6563735673148001,0.17528424874600856,0.3109700000000001,0.6563735673148001,0.17528424874600856,0.3109700000000001,0.015367533300591376,0.007772,0.2204357006808754,0.3627983333333334,0.05,0.0,0.3109700000000001,0.0,0.0,0.16070091541267523,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.004021034356725146,0.0,0.01134649894386623,0.0,0.006167813463975032,0.0,0.1792031367343712,0.13440235255077834,6482.296644560208,18.33333333333337,0.32000000000000006,1171.4075625509047,9.113632342222223,0.3627983333333334,0.4,7290.905873777779,18227.264684444446,0.0,24.444444444444457,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10439.192977777779,0.0,0.0,3.361972955041716e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.361972955041716e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.047037704041667,-0.05935693042510657,8.846794306863323,2.8,9.236100170605994,4420.027340206138,-916.0468500936539,-2251.7819437178023,0.0,0.0,355.2582428545053,0.0,2.0,0.11329279989374827,0.0,0.0,1.0603085168353406,131.99922844444444,-165.74560349077225,0.2198542726382505,8.355781632440237,0.002760204429095997,-39.533213331663426,1.2301504308559297,0.268648029494422,-2117.201552810607,29.74714016604843
2025-01-01 01:00:00,0.6551953709759826,0.1746267846744611,0.3109700000000001,0.6551953709759826,0.17462678467446113,0.3109700000000001,0.01506595572383699,0.007772,0.21955908191881218,0.3627983333333334,0.05,0.0,0.3109700000000001,0.0,0.0,0.1600434513411278,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.0037194567799707597,0.0,0.01134649894386623,0.0,0.006167813463975032,0.0,0.1792031367343712,0.13440235255077834,6482.296644560208,18.33333333333337,0.32000000000000006,1171.4075625509047,9.113632342222223,0.3627983333333334,0.4,7290.905873777779,18227.264684444446,0.0,24.444444444444457,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10439.192977777779,0.0,0.0,3.3652143045515004e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.3652143045515004e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.01463551438938,-0.061009994412613074,9.06481366825805,2.5,9.236100170605994,4413.258149899642,-588.3183631104694,-2260.175513897193,0.0,0.0,354.08004651568757,0.0,2.0,0.11166449516062821,0.0,0.0,1.0450691955532319,131.99922844444444,-162.94302727905986,0.21971406997537712,8.33214443111315,0.002752700542121142,-29.33769439300787,1.2303526522840345,0.21332217432203987,-1787.3715131648871,27.645587503512886
2025-01-01 02:00:00,0.5787357661028082,0.1739693206029137,0.2461845833333334,0.5787357661028082,0.1739693206029137,0.24618458333333337,0.01506595572383699,0.007772,0.21868246315674894,0.2872153472222223,0.05,0.0,0.2461845833333334,0.0,0.0,0.15938598726958036,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.0037194567799707597,0.0,0.01134649894386623,0.0,0.006167813463975032,0.0,0.1792031367343712,0.13440235255077834,5131.818176943498,18.33333333333337,0.25333333333333335,927.3643203527997,7.214958937592594,0.2872153472222223,0.31666666666666665,5771.967150074075,18227.264684444446,0.0,21.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10439.192977777779,0.0,0.0,3.362425389970743e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.362425389970743e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.042510321243636,-0.05837262623274023,9.791471769945018,1.6500000000000001,9.236100170605994,2912.8817549918585,-674.8431176009776,-2415.2699673911848,0.0,0.0,353.2034277536244,0.0,2.0,0.11247866263632358,0.0,0.0,1.0526889976008442,131.99922844444444,-156.86988231407855,0.21901399203144317,8.34064580973676,0.002748685751745247,-5.107098610987412,1.2302379605375156,0.15298270700309152,-1624.7828782363608,22.57544028258349
2025-01-01 03:00:00,0.6381244845117976,0.1733118565313663,0.29801291666666674,0.6381244845117976,0.1733118565313663,0.29801291666666674,0.014864904006000733,0.007772,0.2178058443946857,0.3476817361111112,0.05,0.0,0.29801291666666674,0.0,0.0,0.15872852319803296,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.003518405062134503,0.0,0.01134649894386623,0.0,0.006167813463975032,0.0,0.1792031367343712,0.13440235255077834,6212.200951036865,18.33333333333337,0.3066666666666667,1122.5989141112839,8.733897661296298,0.3476817361111112,0.38333333333333336,6987.118129037038,18227.264684444446,0.0,21.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10439.192977777779,0.0,0.0,3.360339896119058e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.360339896119058e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.06338973566324,-0.051400375492931735,9.686097801131675,1.6500000000000001,9.236100170605994,3962.5910867766993,-751.8711658069509,-2446.531529461569,0.0,0.0,352.12575727372496,0.0,2.0,0.11382472411299353,0.0,0.0,1.065286801249758,131.99922844444444,-155.2040920723224,0.21860803268295934,8.348787580845668,0.0027472224880964583,-45.32226177096685,1.2301507460283019,0.18414551016026637,-1900.1875380160272,25.717458097792406
2025-01-01 04:00:00,0.8689927171192371,0.17594270624553632,0.5088708377944912,0.8689927171192371,0.1759427062455363,0.5088708377944912,0.0149914876656179,0.007772,0.22179853500917457,0.5744306944444446,0.05,0.016501671127824358,0.4923691666666668,0.0,0.0,0.16135937291220298,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.003518405062134503,0.0,0.011473082603483398,0.0,0.006652704459570554,0.0,0.18358755511532776,0.1376906663364958,10263.636353886995,20.000000000000057,0.5066666666666667,1854.7286407055994,14.429917875185188,0.5744306944444446,0.6333333333333333,11543.93430014815,18227.264684444446,0.0,21.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10439.192977777779,364.84014370737543,46.942890338056536,3.2111205819676215e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.13340044575855345,364.84014370737543,364.84014370737543,3.2111205819676215e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.555565505106006,-0.14844691583441114,10.022146939663346,0.55,9.236100170605994,7300.139576996302,-119.99212517020351,-3123.911636878988,0.0,0.0,355.938122261164,0.0,2.0,0.12448129705881894,0.0,0.0,1.1650217805717695,131.99922844444444,-195.52326227286872,0.19820175028003723,9.02600278308994,0.0027345267548485827,8.637704160833675,1.223317231546979,0.17054556464264317,-1998.282244295592,23.561478419789026
2025-01-01 05:00:00,0.8170556553036334,0.18168230848969766,0.3680714237313224,0.8170556553036334,0.18168230848969763,0.3680714237313224,0.021130132403032114,0.007772,0.3148888006783791,0.42326472222222233,0.05,0.005273090397988986,0.3627983333333334,0.0,0.0,0.16709897515636432,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.08285784258042118,0.0,0.0039205084978070175,0.0,0.0172096239052251,0.0,0.009232324556138727,0.0,0.1912403581075429,0.14343026858065713,7562.679418653575,20.000000000000057,0.37333333333333335,1366.642156309389,10.632571065925928,0.42326472222222233,0.4666666666666667,8506.056852740741,18227.264684444446,0.0,21.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10439.192977777779,116.58425644784552,15.000547664416562,3.1973328749757004e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0426279619905152,116.58425644784552,116.58425644784552,3.1973328749757004e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.693426982830548,-0.0641098004084767,10.199469565182218,-0.25000000000000006,9.236100170605994,4435.392129908461,-662.6129480516865,-3352.237612220731,0.0,0.0,394.94962707510535,0.0,1.55,0.12755684694617886,0.0,0.0,1.1938058846152573,102.29940204444443,-169.9993035994889,0.19736821591452433,9.102402435449248,0.002748889831458108,10.142680608452473,1.2221146440285462,0.15271954306803676,-2054.96475930324,25.709654942164217
2025-01-01 06:00:00,0.7983466646956562,0.1739693206029137,0.3627983333333334,0.7983466646956563,0.1739693206029137,0.3627983333333334,0.01576963673626389,0.007772,0.3015403057371701,0.42326472222222233,0.05,0.0,0.3627983333333334,0.0,0.0,0.15938598726958036,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.08285784258042118,0.0,0.00442313779239766,0.0,0.01134649894386623,0.0,0.006167813463975032,0.0,0.1792031367343712,0.13440235255077834,7562.679418653575,20.000000000000057,0.37333333333333335,1366.642156309389,10.632571065925928,0.42326472222222233,0.4666666666666667,8506.056852740741,18227.264684444446,0.0,21.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10439.192977777779,0.0,0.0,3.200030972452497e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.200030972452497e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.666469000176082,-0.07046169608221078,9.666030233727875,0.3,9.236100170605994,4542.361198658613,-768.8951970318814,-3198.8350095383944,0.0,0.0,340.7834541410281,0.0,1.0,0.12567213509977165,0.0,0.0,1.1761668464380721,65.99961422222222,-162.26666459759693,0.1965486310232523,9.071819258772514,0.002732889279921905,-94.13221521911879,1.2222388576356011,0.17638302446104698,-2167.5496602128437,32.01230687157339
2025-01-01 07:00:00,0.7942004612201453,0.17528424874600856,0.37575541666666673,0.7942004612201453,0.17528424874600856,0.37575541666666673,0.015468059159509506,0.007772,0.2825790826161913,0.4383813194444446,0.05,0.0,0.37575541666666673,0.0,0.0,0.16070091541267523,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.062143381935315885,0.0,0.004121560215643275,0.0,0.01134649894386623,0.0,0.006167813463975032,0.0,0.1792031367343712,0.13440235255077834,7832.775112176917,20.000000000000057,0.3866666666666667,1415.45080474901,11.012305746851855,0.4383813194444446,0.48333333333333334,8809.844597481482,18227.264684444446,0.0,21.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10439.192977777779,0.0,0.0,3.195864112805048e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.195864112805048e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.70812439339941,-0.057539444815588564,9.536907250497256,-0.55,9.236100170605994,4549.010384790921,-933.5175275657858,-3454.35823729831,0.0,0.0,329.01612418910037,1.4641059733839945,1.0,0.12931590915183502,0.0,0.0,1.2102689664708528,65.99961422222222,-158.4226142767865,0.19505991298245637,9.075270142846017,0.0027191282980184514,-21.748151392500958,1.2220751795515237,0.17878041226872846,-2382.1333474131648,33.16501509836886
2025-01-01 08:00:00,0.7168118422354891,0.17594171281755597,0.3627983333333334,0.7168118422354891,0.17594171281755597,0.3627983333333334,0.014462800570328218,0.007772,0.22131231944293864,0.42326472222222233,0.05,0.0,0.3627983333333334,0.0,0.0,0.16135837948422263,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0031163016264619883,0.0,0.01134649894386623,0.0,0.006167813463975032,0.0,0.1792031367343712,0.13440235255077834,7562.679418653575,20.000000000000057,0.37333333333333335,1366.642156309389,10.632571065925928,0.42326472222222233,0.4666666666666667,8506.056852740741,18227.264684444446,0.0,21.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10439.192977777779,0.0,0.0,3.1964882748604216e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.1964882748604216e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.701896217785784,-0.06997750071276118,9.00303475377864,-1.4,9.236100170605994,4002.956361976291,-1201.416022038761,-3711.101739219105,0.0,0.0,289.2305146640831,82.18978386967206,1.0,0.13300717270982862,0.0,0.0,1.244815541293747,65.99961422222222,-137.85183212226264,0.1956585948841099,9.082849696427703,0.0027250537070342426,88.90798362981222,1.222671017199886,0.1894174872227916,-2605.189683351759,37.13150500360866
2025-01-01 09:00:00,0.9156247846272884,0.2049984491786228,0.3915746878606337,0.9156247846272884,0.20499844917862278,0.3915746878606337,0.061892390438825176,0.007772,0.3575790747440186,0.4383813194444446,0.05,0.015819271193966956,0.37575541666666673,0.0,0.0,0.19041511584528947,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.07291137321656226,0.0,0.0025131464729532165,0.0,0.05937924396587195,0.0,0.030780880400403696,0.0,0.21794545188246028,0.16345908891184516,7832.775112176917,20.000000000000057,0.3866666666666667,1415.45080474901,11.012305746851855,0.4383813194444446,0.48333333333333334,8809.844597481482,18227.264684444446,0.0,21.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10439.192977777779,349.75276934353656,45.00164299324968,3.194593497018635e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.1278838859715456,349.75276934353656,349.75276934353656,3.194593497018635e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.72086282928439,-0.05417801338099846,8.90071526531362,-0.85,9.236100170605994,4621.878645029364,-960.0382428623894,-3555.7954184147543,0.0,0.0,443.83211743716237,247.78237550068934,1.0,0.13084952923471377,0.0,0.0,1.224622133106253,65.99961422222222,-98.93316616996275,0.19784202203755794,9.132718233858817,0.002757600181501703,223.44961968075975,1.2231812028455964,0.18725589076399748,-2411.976743854684,36.48769624328441
