Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,3.4126944340151777,0.137796122970901,0.0,0.056878240566919626,0.0022966020495150167,0.0,0.07217012815249782,0.0,0.2046634169737913,3.135860888888889,0.0,0.0,0.137796122970901,0.0,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05355028166126975,0,On,0.020935253012589954,0,On,0.14866341347867218,0.1114975601090041,On,0,0,Off,On,3135.860888888889,21.111111111111143,1.0,0.0,3.135860888888889,0.0,1,3135.860888888889,3135.860888888889,Off,0.0,0.0,34.708601618208526,51.666666666666686,46.10666666666668,0.0,51.1248410704281,0.0,0.0,0.0,34.708601618208526,50.25099401908191,51.1248410704281,49.81407049340882,12.43753247303448,20.44490950672091,-0.16620160439023124,7.013460935130057,2.8,9.236100170605994,3120.6568719738434,-1421.7163160956022,-562.6662592134161,-0.0,-0.0,530.4255630716709,0.0,4.0,0.024468862797316093,0.0,0,0.4553271435989135,263.9984568888889,17.036679226699682,0.23651169885620393,10.221715197773793,0.0034624815108830276,121.92906306127165,1.2160922605042424,0.265942666737121,-1460.308600454669,38.59228435906681
2025-01-01 00:01:00,3.4126944340151777,0.137796122970901,0.0,0.056878240566919626,0.0022966020495150167,0.0,0.07217012815249782,0.0,0.2046634169737913,3.135860888888889,0.0,0.0,0.137796122970901,0.0,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05355028166126975,0,On,0.020935253012589954,0,On,0.14866341347867218,0.1114975601090041,On,0,0,Off,On,3135.860888888889,21.111111111111143,1.0,0.0,3.135860888888889,0.0,1,3135.860888888889,3135.860888888889,Off,0.0,0.0,34.63883953113385,51.666666666666686,46.10666666666668,0.0,51.119487019401014,0.0,0.0,0.0,34.63883953113385,50.24612295763002,51.119487019401014,49.80944092674453,12.43753247303448,20.499984393389713,-0.11112671772142946,7.038717613389349,2.8,9.236100170605994,3113.5895061229116,-1431.0240754867698,-565.3920534202821,-0.0,-0.0,530.4255630716709,0.0,4.0,0.024510894735083808,0.0,0,0.4561092920102324,263.9984568888889,12.695107582633753,0.23645501734073845,10.271917911861262,0.0034633262709954015,121.71532440531453,1.2194152551332738,0.26600221055111184,-1469.3910226884095,38.36694720163982
2025-01-01 00:02:00,3.4126944340151777,0.137796122970901,0.0,0.056878240566919626,0.0022966020495150167,0.0,0.07217012815249782,0.0,0.2046634169737913,3.135860888888889,0.0,0.0,0.137796122970901,0.0,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05355028166126975,0,On,0.020935253012589954,0,On,0.14866341347867218,0.1114975601090041,On,0,0,Off,On,3135.860888888889,21.111111111111143,1.0,0.0,3.135860888888889,0.0,1,3135.860888888889,3135.860888888889,Off,0.0,0.0,34.5713762643224,51.666666666666686,46.10666666666668,0.0,51.11414344514476,0.0,0.0,0.0,34.5713762643224,50.24126168670259,51.11414344514476,49.80482080748151,12.43753247303448,20.553093264805657,-0.058017846305485676,7.062290743886202,2.8,9.236100170605994,3106.7500854341693,-1439.788501048977,-568.0255402728665,-0.0,-0.0,530.4255630716709,0.0,4.0,0.024551395187066196,0.0,0,0.45686294187407606,263.9984568888889,8.489173746475629,0.23573846586260874,10.296395586665993,0.0034641672522671215,121.50705259701937,1.2191941366724164,0.2660577732984779,-1477.871502868744,38.0830018197671
2025-01-01 00:03:00,3.4126944340151777,0.137796122970901,0.0,0.056878240566919626,0.0022966020495150167,0.0,0.07217012815249782,0.0,0.2046634169737913,3.135860888888889,0.0,0.0,0.137796122970901,0.0,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05355028166126975,0,On,0.020935253012589954,0,On,0.14866341347867218,0.1114975601090041,On,0,0,Off,On,3135.860888888889,21.111111111111143,1.0,0.0,3.135860888888889,0.0,1,3135.860888888889,3135.860888888889,Off,0.0,0.0,34.50606870015269,51.666666666666686,46.10666666666668,0.0,51.10881000582872,0.0,0.0,0.0,34.50606870015269,50.23640988367946,51.10881000582872,49.800209822604835,12.43753247303448,20.604358806638775,-0.006752304472367854,7.084312895562467,2.8,9.236100170605994,3100.1076547698285,-1448.0485530387493,-570.5722708369717,-0.0,-0.0,530.4255630716709,0.0,4.0,0.02459046106748919,0.0,0,0.457589896612125,263.9984568888889,4.3934736462401744,0.2350510128777838,10.319890489420933,0.0034650069467663048,121.30372473756954,1.2189807482544235,0.2661096698494818,-1485.7970411885242,37.74848814977478
2025-01-01 00:04:00,3.4126944340151777,0.137796122970901,0.0,0.056878240566919626,0.0022966020495150167,0.0,0.07217012815249782,0.0,0.2046634169737913,3.135860888888889,0.0,0.0,0.137796122970901,0.0,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05355028166126975,0,On,0.020935253012589954,0,On,0.14866341347867218,0.1114975601090041,On,0,0,Off,On,3135.860888888889,21.111111111111143,1.0,0.0,3.135860888888889,0.0,1,3135.860888888889,3135.860888888889,Off,0.0,0.0,34.442791628322844,51.666666666666686,46.10666666666668,0.0,51.103486380898346,0.0,0.0,0.0,34.442791628322844,50.23156724602582,51.103486380898346,49.79560767858956,12.43753247303448,20.65388833361293,0.0,7.1048999569499225,2.8,9.236100170605994,3094.5705832851527,-1455.6575365491947,-573.0370937588428,-0.0,-0.0,530.4255630716709,0.0,4.0,0.024628177188263985,0.0,0,0.45829173444097177,263.9984568888889,1.3212250834358343,0.23439083616898593,10.342459647790271,0.003465845382881396,121.10505120422384,1.218774636626178,0.26615817537085057,-1493.2087484047906,37.55121185559592
2025-01-01 00:05:00,3.4126944340151777,0.137796122970901,0.0,0.056878240566919626,0.0022966020495150167,0.0,0.07217012815249782,0.0,0.2046634169737913,3.135860888888889,0.0,0.0,0.137796122970901,0.0,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05355028166126975,0,On,0.020935253012589954,0,On,0.14866341347867218,0.1114975601090041,On,0,0,Off,On,3135.860888888889,21.111111111111143,1.0,0.0,3.135860888888889,0.0,1,3135.860888888889,3135.860888888889,Off,0.0,0.0,34.3813948044836,51.666666666666686,46.10666666666668,0.0,51.098172268413336,0.0,0.0,0.0,34.3813948044836,50.22673348877908,51.098172268413336,49.79101409896196,12.43753247303448,20.7018106946049,0.0,7.124168345885278,2.8,9.236100170605994,3090.280276597359,-1462.8037802278766,-575.4259861278924,-0.0,-0.0,530.4255630716709,0.0,4.0,0.024664644398920424,0.0,0,0.45897033201212817,263.9984568888889,-0.5801892353087581,0.23375583436871195,10.364828108766137,0.0034666825873488705,120.9106849005362,1.2185752601113202,0.26620356593864947,-1500.1480230483676,37.3442428204909
2025-01-01 00:06:00,3.4126944340151777,0.137796122970901,0.0,0.056878240566919626,0.0022966020495150167,0.0,0.07217012815249782,0.0,0.2046634169737913,3.135860888888889,0.0,0.0,0.137796122970901,0.0,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05355028166126975,0,On,0.020935253012589954,0,On,0.14866341347867218,0.1114975601090041,On,0,0,Off,On,3135.860888888889,21.111111111111143,1.0,0.0,3.135860888888889,0.0,1,3135.860888888889,3135.860888888889,Off,0.0,0.0,34.321733949656895,51.666666666666686,46.10666666666668,0.0,51.09286738876824,0.0,0.0,0.0,34.321733949656895,50.22190834806219,51.09286738876824,49.78642882770917,12.43753247303448,20.74824963247255,0.0,7.142212902005633,2.8,9.236100170605994,3086.4761500263376,-1469.4940493645076,-577.7447276111117,-0.0,-0.0,530.4255630716709,0.0,4.0,0.02469995930279262,0.0,0,0.4596274869620656,263.9984568888889,-2.0655743231109156,0.23314401192532336,10.38574871861271,0.003467518584912566,120.72029278087574,1.218382099138645,0.266246066505262,-1506.648576578102,37.15452721359429
2025-01-01 00:07:00,3.4126944340151777,0.137796122970901,0.0,0.056878240566919626,0.0022966020495150167,0.0,0.07217012815249782,0.0,0.2046634169737913,3.135860888888889,0.0,0.0,0.137796122970901,0.0,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05355028166126975,0,On,0.020935253012589954,0,On,0.14866341347867218,0.1114975601090041,On,0,0,Off,On,3135.860888888889,21.111111111111143,1.0,0.0,3.135860888888889,0.0,1,3135.860888888889,3135.860888888889,Off,0.0,0.0,34.26370615140088,51.666666666666686,46.10666666666668,0.0,51.087571483805526,0.0,0.0,0.0,34.26370615140088,50.217091580246446,51.087571483805526,49.78185162846691,12.43753247303448,20.79329335593526,0.0,7.15912149256494,2.8,9.236100170605994,3082.925094003923,-1475.759736580028,-579.997371966927,-0.0,-0.0,530.4255630716709,0.0,4.0,0.02473419117585878,0.0,0,0.4602644884080407,263.9984568888889,-3.363985989710315,0.23255391139929477,10.406583360349703,0.0034683533984013826,120.53363756226103,1.218194782255864,0.2662858853619154,-1512.7416774983517,36.98194091832363
2025-01-01 00:08:00,3.4126944340151777,0.137796122970901,0.0,0.056878240566919626,0.0022966020495150167,0.0,0.07217012815249782,0.0,0.2046634169737913,3.135860888888889,0.0,0.0,0.137796122970901,0.0,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05355028166126975,0,On,0.020935253012589954,0,On,0.14866341347867218,0.1114975601090041,On,0,0,Off,On,3135.860888888889,21.111111111111143,1.0,0.0,3.135860888888889,0.0,1,3135.860888888889,3135.860888888889,Off,0.0,0.0,34.207224985481965,51.666666666666686,46.10666666666668,0.0,51.08228431066695,0.0,0.0,0.0,34.207224985481965,50.21228295614603,51.08228431066695,49.77728227888558,12.43753247303448,20.83701591660285,0.0,7.174974376491292,2.8,9.236100170605994,3079.5557192706165,-1481.6315808501981,-582.187301940117,-0.0,-0.0,530.4255630716709,0.0,4.0,0.02476739830130727,0.0,0,0.4608824209087391,263.9984568888889,-4.54343074982657,0.23198429916567337,10.426714362210529,0.0034691870492862733,120.35052021711675,1.218012997291911,0.26632321267653786,-1518.4559119991238,36.824331148925765
2025-01-01 00:09:00,3.4126944340151777,0.137796122970901,0.0,0.056878240566919626,0.0022966020495150167,0.0,0.07217012815249782,0.0,0.2046634169737913,3.135860888888889,0.0,0.0,0.137796122970901,0.0,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05355028166126975,0,On,0.020935253012589954,0,On,0.14866341347867218,0.1114975601090041,On,0,0,Off,On,3135.860888888889,21.111111111111143,1.0,0.0,3.135860888888889,0.0,1,3135.860888888889,3135.860888888889,Off,0.0,0.0,34.15221244969967,51.666666666666686,46.10666666666668,0.0,51.07700563934269,0.0,0.0,0.0,34.15221244969967,50.20748225870406,51.07700563934269,49.772720568384756,12.43753247303448,20.879484139698462,0.0,7.189845085533333,2.8,9.236100170605994,3076.3143717011826,-1487.1365343761768,-584.3175698170403,-0.0,-0.0,530.4255630716709,0.0,4.0,0.024799633274893262,0.0,0,0.4614822631886388,263.9984568888889,-5.654510442336893,0.23143406262553817,10.446839157628059,0.003470019557901454,120.17076130816338,1.2178364625311207,0.2663582226001726,-1523.8174924620926,36.680958085915854
