Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.20765568062142778,0.10042791116569745,0.07397352547319373,0.20765568062142778,0.10042791116569745,0.07397352547319375,0.01532927030118458,0.13001871801255088,0.0423076923076923,0.020000000000000004,0.030971523412061684,0.043002002061132055,0.0,0.09459457783236411,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.004654961622807018,0.0,0.010674308678377561,0.0,0.0038926142360653742,0.0,0.09106135329395632,0.06829601497046722,1051.1756851965813,15.5555555555556,0.3202083470538187,0.0,1.2602644524058262,0.0423076923076923,0.4,1008.8679928888889,2522.169982222222,0.0,18.33333333333337,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,975.3406577777777,703.3706666666666,0.0,85.3617643769009,51.66666666666668,46.10666666666668,0.0,47.29563808981167,0.0,0.0,703.3706666666666,133.37775683890763,47.0026424522121,47.295668636805516,46.856114086418486,12.43753247303448,15.242907112552704,-0.05022123569280084,2.8,472.3662284076839,-777.6445860883318,0.0,0.0,204.97330780538076,0.0,1.0,0.04794582224809676,0.0,0.0,0.8921965222724493,65.99961422222222,-6.1381785059462155,0.2763856705142139,7.179908167037596,0.0029041616715624946,-30.48760361275237,1.2420034016333148
2025-01-01 01:00:00,0.1976158371735515,0.09977044709415002,0.03404325163172954,0.19761583717355147,0.09977044709415002,0.03404325163172954,0.014980148179474052,0.12914209925048764,0.03349358974358974,0.020000000000000004,0.0,0.03404325163172954,0.0,0.09393711376081668,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.00430583950109649,0.0,0.010674308678377561,0.0,0.0038926142360653742,0.0,0.09106135329395632,0.06829601497046722,832.1807507806268,15.5555555555556,0.25349827475093983,0.0,0.9977093581546124,0.03349358974358974,0.31666666666666665,798.687161037037,2522.169982222222,0.0,18.33333333333337,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,975.3406577777777,0.0,0.0,96.26610996519163,51.66666666666668,46.10666666666668,0.0,51.117172859407866,0.0,0.0,0.0,150.41579682061192,51.14832211803995,51.163896747356006,51.117172859407866,12.43753247303448,15.269435729209103,-0.05410098342425348,2.5,297.29531146032804,-731.3749919580076,0.0,0.0,203.747566921607,0.0,1.0,0.04396411672530849,0.0,0.0,0.8181032300193226,65.99961422222222,-7.258014283898103,0.2748889750927891,7.17969688481241,0.0028930030232755892,-20.058411575950586,1.2419581525018575
2025-01-01 02:00:00,0.1932135773858472,0.0991129830226026,0.03045975145996854,0.1932135773858472,0.0991129830226026,0.03045975145996854,0.014980148179474052,0.12826548048842443,0.02996794871794872,0.020000000000000004,0.0,0.03045975145996854,0.0,0.09327964968926926,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.00430583950109649,0.0,0.010674308678377561,0.0,0.0038926142360653742,0.0,0.09106135329395632,0.06829601497046722,744.5827770142452,15.5555555555556,0.22681424582978824,0.0,0.8926873204541269,0.02996794871794872,0.2833333333333333,714.6148282962963,2522.169982222222,0.0,18.33333333333337,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,975.3406577777777,0.0,0.0,93.18292549835012,51.66666666666668,46.10666666666668,0.0,49.93388438942572,0.0,0.0,0.0,145.59832109117204,49.96624892091181,49.98243118665486,49.93388438942572,12.43753247303448,15.236414708589729,-0.054038170772053196,1.6500000000000001,220.9543545244865,-720.5513859001929,0.0,0.0,202.87094815954376,0.0,1.0,0.04048500991117102,0.0,0.0,0.7533625111277815,65.99961422222222,-5.947984749109392,0.27501237442051646,7.157890603844375,0.0028882465586579347,-4.990410410384501,1.242103659456174
2025-01-01 03:00:00,0.19210421054264357,0.09845551895105518,0.03045975145996854,0.1921042105426436,0.09845551895105518,0.03045975145996854,0.014747400098333701,0.12738886172636119,0.02996794871794872,0.020000000000000004,0.0,0.03045975145996854,0.0,0.09262218561772184,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.00407309141995614,0.0,0.010674308678377561,0.0,0.0038926142360653742,0.0,0.09106135329395632,0.06829601497046722,744.5827770142452,15.5555555555556,0.22681424582978824,0.0,0.8926873204541269,0.02996794871794872,0.2833333333333333,714.6148282962963,2522.169982222222,0.0,18.33333333333337,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,975.3406577777777,0.0,0.0,90.12965746957258,51.66666666666668,46.10666666666668,0.0,48.789706679815886,0.0,0.0,0.0,140.82758979620715,48.823009782215806,48.83966133341577,48.789706679815886,12.43753247303448,15.23108639256359,-0.05141765521128082,1.6500000000000001,184.66646754742678,-755.7978947302229,0.0,0.0,201.76158131634017,0.0,1.0,0.04256725617460254,0.0,0.0,0.7921098469255766,65.99961422222222,-5.879996052935659,0.27484907389008933,7.15201806094722,0.002885549349623826,-23.43568776915835,1.2421285062057474
2025-01-01 04:00:00,0.19299041229340091,0.09779805487950775,0.03225150154584904,0.19299041229340091,0.09779805487950775,0.03225150154584904,0.014747400098333701,0.12651224296429794,0.03173076923076923,0.020000000000000004,0.0,0.03225150154584904,0.0,0.09196472154617442,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.00407309141995614,0.0,0.010674308678377561,0.0,0.0038926142360653742,0.0,0.09106135329395632,0.06829601497046722,788.3817638974359,15.5555555555556,0.24015626029036405,0.0,0.9451983393043696,0.03173076923076923,0.3,756.6509946666666,2522.169982222222,0.0,18.33333333333337,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,975.3406577777777,0.0,0.0,87.27904453492266,51.66666666666668,46.10666666666668,0.0,47.68319183075606,0.0,0.0,0.0,136.37350708581664,47.717434823528514,47.73455631991475,47.68319183075606,12.43753247303448,15.187893578287941,-0.05803530156531167,0.55,139.79551431129624,-845.6295061512792,0.0,0.0,200.88496255427694,0.0,1.0,0.04393795915133863,0.0,0.0,0.817616478610488,65.99961422222222,-3.8417059891373864,0.2743303574042985,7.112591540568989,0.0028733831567336,-2.6994806563356195,1.241741122550324
2025-01-01 05:00:00,0.20579565204542521,0.09779805487950775,0.044793752147012554,0.20579565204542521,0.09779805487950775,0.04479375214701256,0.015212896260614403,0.12651224296429794,0.04407051282051282,0.020000000000000004,0.0,0.044793752147012554,0.0,0.09196472154617442,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.004538587582236842,0.0,0.010674308678377561,0.0,0.0038926142360653742,0.0,0.09106135329395632,0.06829601497046722,1094.9746720797723,15.5555555555556,0.3335503615143945,0.0,1.3127754712560689,0.04407051282051282,0.4166666666666667,1050.9041592592594,2522.169982222222,0.0,18.33333333333337,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,975.3406577777777,0.0,0.0,84.48577914951123,51.66666666666668,46.10666666666668,0.0,46.61302351682268,0.0,0.0,0.0,132.0090299211113,46.64827200982184,46.66589625632142,46.61302351682268,12.43753247303448,15.159737752330669,-0.07865302789553204,-0.25000000000000006,406.80164687230445,-887.1035872519744,0.0,0.0,201.35045871655763,0.0,1.0,0.04370762082848534,0.0,0.0,0.813330243836322,65.99961422222222,-2.419896672050974,0.2754588203434654,7.104824817011103,0.0028814881735478104,4.301669550004784,1.2412328440182938
2025-01-01 06:00:00,0.21518204182368458,0.0991129830226026,0.09067515675561168,0.21518204182368458,0.0991129830226026,0.09067515675561168,0.015794766463465282,0.12826548048842443,0.05112179487179487,0.020000000000000004,0.03871440426507711,0.05196075249053456,0.0,0.09327964968926926,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.00512045778508772,0.0,0.010674308678377561,0.0,0.0038926142360653742,0.0,0.09106135329395632,0.06829601497046722,1270.1706196125356,15.5555555555556,0.3869184193566976,0.0,1.52281954665704,0.05112179487179487,0.48333333333333334,1219.0488247407407,2522.169982222222,0.0,18.33333333333337,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,975.3406577777777,879.2133333333333,0.0,98.8782144373251,51.66666666666668,46.10666666666668,0.0,52.02978032325015,0.0,0.0,879.2133333333333,154.49721005832046,52.05954946355261,52.074434033703845,52.02978032325015,12.43753247303448,15.263870884033663,-0.04697661449172911,0.3,606.8275107681935,-861.6413407119446,0.0,0.0,203.68556644353495,0.0,1.0,0.04382024640473913,0.0,0.0,0.8154260290943703,65.99961422222222,-5.3873345759324245,0.2728639640348681,7.146197968410073,0.0028735073026987397,-23.372922579361806,1.240790592196603
2025-01-01 07:00:00,0.30300939746065264,0.1204488514973424,0.06680652512967172,0.3030093974606527,0.12044885149734241,0.06680652512967172,0.07542638190012278,0.1723266053041196,0.035256410256410256,0.020000000000000004,0.030971523412061684,0.035835001717610046,0.0,0.11461551816400907,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.004771335663377193,0.0,0.0706550462367456,0.0,0.019505914418774133,0.0,0.11775594040281628,0.08831695530211219,875.9797376638177,15.5555555555556,0.2668402892115156,0.0,1.050220377004855,0.035256410256410256,0.3333333333333333,840.7233274074074,2522.169982222222,0.0,18.33333333333337,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,975.3406577777777,703.3706666666666,0.0,96.35742468136856,51.66666666666668,46.10666666666668,0.0,51.83634949509226,0.19444099143115234,526.5469343024125,703.3706666666666,150.55847606463837,51.17446220633924,51.84120665687035,50.83866140018465,12.43753247303448,15.293742357854473,-0.045463049123153444,-0.55,230.6717941391418,-946.8632669738395,0.0,0.0,305.5096855982675,4.086819503032045,1.0,0.04528975068836161,0.0,0.0,0.8427711980754797,65.99961422222222,-3.954362149103866,0.27181960652596276,7.153978724982768,0.0028678965759390065,1.8914563093303198,1.2406664839542034
2025-01-01 08:00:00,0.3590956688742229,0.13219530376471744,0.03225150154584904,0.35909566887422295,0.13219530376471744,0.03225150154584904,0.10699466207157575,0.20037023757187797,0.03173076923076923,0.020000000000000004,0.0,0.03225150154584904,0.0,0.1263619704313841,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0036075952576754386,0.0,0.10338706681390031,0.0,0.031887610330032394,0.0,0.13254125799725314,0.09940594349793982,788.3817638974359,15.5555555555556,0.24015626029036405,0.0,0.9451983393043696,0.03173076923076923,0.3,756.6509946666666,2522.169982222222,0.0,18.33333333333337,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,975.3406577777777,0.0,0.0,92.84490711053333,51.66666666666668,46.10666666666668,0.0,51.4763175770286,0.11872758495057442,325.41221392139335,0.0,145.07016736020833,49.82283508999402,51.4763175770286,48.99609384647674,12.43753247303448,15.24888065485846,-0.04225078850875018,-1.4,158.50278904635587,-1037.7924221952887,0.0,0.0,364.0866258058682,275.9172568618231,1.0,0.04712770874035964,0.0,0.0,0.8769727135608124,65.99961422222222,43.82682153834062,0.2735230933387665,7.145976526646047,0.0028764288340103797,43.22630503459228,1.2414351793806755
2025-01-01 09:00:00,0.3605048315944795,0.13219530376471744,0.06559065555328464,0.36050483159447955,0.13219530376471744,0.06559065555328464,0.10824507458485648,0.20581744931731535,0.026442307692307692,0.020000000000000004,0.03871440426507711,0.026876251288207535,0.0,0.1263619704313841,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.002909351014254386,0.0,0.1053357235706021,0.0,0.03733482207546979,0.0,0.13254125799725314,0.09940594349793982,656.9848032478633,15.5555555555556,0.2001302169086367,0.0,0.7876652827536413,0.026442307692307692,0.25,630.5424955555555,2522.169982222222,0.0,18.33333333333337,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,975.3406577777777,879.2133333333333,0.0,91.35764285638619,51.66666666666668,46.10666666666668,0.0,51.24884474667501,0.24419675649830824,663.5626033219467,879.2133333333333,142.7463169631034,49.22012138980536,51.24884474667501,48.205759711370526,12.43753247303448,15.24659300118617,-0.060956934298832234,-0.85,180.48083042517106,-982.2966447146516,0.0,0.0,370.78425006458633,783.0207251550835,1.0,0.046219059795305564,0.0,0.0,0.8600641824160377,65.99961422222222,135.00842182737316,0.2762215680062231,7.180560300786966,0.0029029776805666293,87.56924649802275,1.2420489442124867
