Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.27111721908296627,0.10042791116569745,0.10750500515283014,0.004518620318049438,0.0016737985194282907,0.0017917500858805023,0.01532927030118458,0.13001871801255088,0.10576923076923077,0.020000000000000004,0.0,0.10750500515283014,0.0,0.09459457783236411,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004654961622807018,0.0,On,0.010674308678377561,0,On,0.0038926142360653747,0,On,0.09106135329395632,0.06829601497046722,On,On,2627.939212991453,15.5555555555556,0.8005208676345468,0.0,3.1506611310145654,0.10576923076923077,1,2522.169982222222,2522.169982222222,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,975.3406577777778,Off,0.0,0,85.81911531282422,51.666666666666686,46.10666666666668,0.0,47.548120820931636,0.0,0.0,0.0,134.09236767628784,47.1941324365503,47.548120820931636,47.017138244359636,12.43753247303448,15.220440409284812,0.0,2.8,2059.443979582142,-775.548873989258,-0.0,-0.0,204.97330780538076,0.0,1.0,0.047913127953478345,0.0,0,0.8915881327488375,65.99961422222222,2.080332774566653,0.2765294461930509,7.154998404438572,0.0029103767697523054,-31.374595845865333,1.238536618471031
2025-01-01 00:01:00,0.27111721908296627,0.10042791116569745,0.10750500515283014,0.004518620318049438,0.0016737985194282907,0.0017917500858805023,0.01532927030118458,0.13001871801255088,0.10576923076923077,0.020000000000000004,0.0,0.10750500515283014,0.0,0.09459457783236411,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004654961622807018,0.0,On,0.010674308678377561,0,On,0.0038926142360653747,0,On,0.09106135329395632,0.06829601497046722,On,On,2627.939212991453,15.5555555555556,0.8005208676345468,0.0,3.1506611310145654,0.10576923076923077,1,2522.169982222222,2522.169982222222,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,975.3406577777778,Off,0.0,0,85.59959554680887,51.666666666666686,46.10666666666668,0.0,47.52899167614961,0.0,0.0,0.0,133.74936804188886,47.17630415618007,47.52899167614961,46.99996039619531,12.43753247303448,15.284386815934258,0.0,2.8,2049.9720353393905,-781.0747266298861,-0.0,-0.0,204.97330780538076,0.0,1.0,0.048007348183987476,0.0,0,0.8933414234016281,65.99961422222222,-1.8657588275573218,0.276179497525234,7.2083312626087945,0.0029101633365522274,-31.508220885769507,1.2418793164012505
2025-01-01 00:02:00,0.27111721908296627,0.10042791116569745,0.10750500515283014,0.004518620318049438,0.0016737985194282907,0.0017917500858805023,0.01532927030118458,0.13001871801255088,0.10576923076923077,0.020000000000000004,0.0,0.10750500515283014,0.0,0.09459457783236411,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004654961622807018,0.0,On,0.010674308678377561,0,On,0.0038926142360653747,0,On,0.09106135329395632,0.06829601497046722,On,On,2627.939212991453,15.5555555555556,0.8005208676345468,0.0,3.1506611310145654,0.10576923076923077,1,2522.169982222222,2522.169982222222,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,975.3406577777778,Off,0.0,0,85.38557339864721,51.666666666666686,46.10666666666668,0.0,47.509911711122314,0.0,0.0,0.0,133.41495843538627,47.158521479402026,47.509911711122314,46.98282636354188,12.43753247303448,15.346329996972317,0.0,2.8,2040.735698900372,-786.4418216628047,-0.0,-0.0,204.97330780538076,0.0,1.0,0.048098578590428466,0.0,0,0.8950390781197175,65.99961422222222,-5.735000233656951,0.275062524933671,7.237935419083215,0.0029099495712689217,-31.636397486699412,1.2416128320328315
2025-01-01 00:03:00,0.27111721908296627,0.10042791116569745,0.10750500515283014,0.004518620318049438,0.0016737985194282907,0.0017917500858805023,0.01532927030118458,0.13001871801255088,0.10576923076923077,0.020000000000000004,0.0,0.10750500515283014,0.0,0.09459457783236411,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004654961622807018,0.0,On,0.010674308678377561,0,On,0.0038926142360653747,0,On,0.09106135329395632,0.06829601497046722,On,On,2627.939212991453,15.5555555555556,0.8005208676345468,0.0,3.1506611310145654,0.10576923076923077,1,2522.169982222222,2522.169982222222,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,975.3406577777778,Off,0.0,0,85.17680614210383,51.666666666666686,46.10666666666668,0.0,47.490879712437874,0.0,0.0,0.0,133.08875959703724,47.14078326412709,47.490879712437874,46.9657350399717,12.43753247303448,15.406359271122332,0.0,2.8,2031.707046111214,-791.6565454091291,-0.0,-0.0,204.97330780538076,0.0,1.0,0.04818695404881068,0.0,0,0.8966836067340115,65.99961422222222,-9.548929276490822,0.27398417327131713,7.26700282632091,0.0029097348903140163,-31.7592796942851,1.2413546962345552
2025-01-01 00:04:00,0.27111721908296627,0.10042791116569745,0.10750500515283014,0.004518620318049438,0.0016737985194282907,0.0017917500858805023,0.01532927030118458,0.13001871801255088,0.10576923076923077,0.020000000000000004,0.0,0.10750500515283014,0.0,0.09459457783236411,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004654961622807018,0.0,On,0.010674308678377561,0,On,0.0038926142360653747,0,On,0.09106135329395632,0.06829601497046722,On,On,2627.939212991453,15.5555555555556,0.8005208676345468,0.0,3.1506611310145654,0.10576923076923077,1,2522.169982222222,2522.169982222222,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,975.3406577777778,Off,0.0,0,84.97306558193634,51.666666666666686,46.10666666666668,0.0,47.471894520203506,0.0,0.0,0.0,132.77041497177552,47.12308841869077,47.471894520203506,46.94868536793441,12.43753247303448,15.46455859200564,0.0,2.8,2024.1162032995958,-796.7249393327148,-0.0,-0.0,204.97330780538076,0.0,1.0,0.04827260126846937,0.0,0,0.8982773671064247,65.99961422222222,-12.071378164523033,0.2729425085570333,7.295586984073562,0.002909519330678955,-31.87710142058484,1.241104537615371
2025-01-01 00:05:00,0.27111721908296627,0.10042791116569745,0.10750500515283014,0.004518620318049438,0.0016737985194282907,0.0017917500858805023,0.01532927030118458,0.13001871801255088,0.10576923076923077,0.020000000000000004,0.0,0.10750500515283014,0.0,0.09459457783236411,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004654961622807018,0.0,On,0.010674308678377561,0,On,0.0038926142360653747,0,On,0.09106135329395632,0.06829601497046722,On,On,2627.939212991453,15.5555555555556,0.8005208676345468,0.0,3.1506611310145654,0.10576923076923077,1,2522.169982222222,2522.169982222222,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,975.3406577777778,Off,0.0,0,84.77401614763896,51.666666666666686,46.10666666666668,0.0,47.45295502484233,0.0,0.0,0.0,132.45940023068587,47.10543589883444,47.45295502484233,46.9316763358305,12.43753247303448,15.521051978981193,0.0,2.8,2017.7856155255013,-801.6566586813458,-0.0,-0.0,204.97330780538076,0.0,1.0,0.04835570563342116,0.0,0,0.8998238089426286,65.99961422222222,-13.470246589986804,0.2719349401384486,7.322638124772892,0.002909302927743288,-31.990199368051197,1.2408618134650466
2025-01-01 00:06:00,0.27111721908296627,0.10042791116569745,0.10750500515283014,0.004518620318049438,0.0016737985194282907,0.0017917500858805023,0.01532927030118458,0.13001871801255088,0.10576923076923077,0.020000000000000004,0.0,0.10750500515283014,0.0,0.09459457783236411,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004654961622807018,0.0,On,0.010674308678377561,0,On,0.0038926142360653747,0,On,0.09106135329395632,0.06829601497046722,On,On,2627.939212991453,15.5555555555556,0.8005208676345468,0.0,3.1506611310145654,0.10576923076923077,1,2522.169982222222,2522.169982222222,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,975.3406577777778,Off,0.0,0,84.5793542652448,51.666666666666686,46.10666666666668,0.0,47.43406019074703,0.0,0.0,0.0,132.155241039445,47.08782473001173,47.43406019074703,46.91470699964408,12.43753247303448,15.575951596317704,0.0,2.8,2011.943710814227,-806.4604585685436,-0.0,-0.0,204.97330780538076,0.0,1.0,0.048436434764878286,0.0,0,0.9013260514103751,65.99961422222222,-14.50835141406302,0.27095913411708833,7.348778656936929,0.00290908571454302,-32.098878188478515,1.2406260331338372
2025-01-01 00:07:00,0.27111721908296627,0.10042791116569745,0.10750500515283014,0.004518620318049438,0.0016737985194282907,0.0017917500858805023,0.01532927030118458,0.13001871801255088,0.10576923076923077,0.020000000000000004,0.0,0.10750500515283014,0.0,0.09459457783236411,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004654961622807018,0.0,On,0.010674308678377561,0,On,0.0038926142360653747,0,On,0.09106135329395632,0.06829601497046722,On,On,2627.939212991453,15.5555555555556,0.8005208676345468,0.0,3.1506611310145654,0.10576923076923077,1,2522.169982222222,2522.169982222222,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,975.3406577777778,Off,0.0,0,84.38886398265132,51.666666666666686,46.10666666666668,0.0,47.415209049228125,0.0,0.0,0.0,131.85759997289267,47.070254000741485,47.415209049228125,46.89777647649817,12.43753247303448,15.629337015172418,0.0,2.8,2006.3413089588635,-811.14235379377,-0.0,-0.0,204.97330780538076,0.0,1.0,0.04851490808827522,0.0,0,0.902786316829615,65.99961422222222,-15.428858044200314,0.2700133649740506,7.3746197183978115,0.0029088677219929237,-32.20335703245484,1.240396846951648
2025-01-01 00:08:00,0.27111721908296627,0.10042791116569745,0.10750500515283014,0.004518620318049438,0.0016737985194282907,0.0017917500858805023,0.01532927030118458,0.13001871801255088,0.10576923076923077,0.020000000000000004,0.0,0.10750500515283014,0.0,0.09459457783236411,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004654961622807018,0.0,On,0.010674308678377561,0,On,0.0038926142360653747,0,On,0.09106135329395632,0.06829601497046722,On,On,2627.939212991453,15.5555555555556,0.8005208676345468,0.0,3.1506611310145654,0.10576923076923077,1,2522.169982222222,2522.169982222222,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,975.3406577777778,Off,0.0,0,84.20236304930528,51.666666666666686,46.10666666666668,0.0,47.39640067920783,0.0,0.0,0.0,131.5661922645395,47.05272284440501,47.39640067920783,46.8808839270036,12.43753247303448,15.681275291247522,0.0,2.8,2000.9231307426517,-815.7073478063742,-0.0,-0.0,204.97330780538076,0.0,1.0,0.04859122642752512,0.0,0,0.9042064813751728,65.99961422222222,-16.282042247807848,0.26909615607475224,7.399636829757499,0.002908648979488238,-32.30382184050364,1.2401739597139472
2025-01-01 00:09:00,0.27111721908296627,0.10042791116569745,0.10750500515283014,0.004518620318049438,0.0016737985194282907,0.0017917500858805023,0.01532927030118458,0.13001871801255088,0.10576923076923077,0.020000000000000004,0.0,0.10750500515283014,0.0,0.09459457783236411,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004654961622807018,0.0,On,0.010674308678377561,0,On,0.0038926142360653747,0,On,0.09106135329395632,0.06829601497046722,On,On,2627.939212991453,15.5555555555556,0.8005208676345468,0.0,3.1506611310145654,0.10576923076923077,1,2522.169982222222,2522.169982222222,Off,0.0,18.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,975.3406577777778,Off,0.0,0,84.01968282024883,51.666666666666686,46.10666666666668,0.0,47.37763419979366,0.0,0.0,0.0,131.2807544066388,47.035230432244774,47.37763419979366,46.86402854847034,12.43753247303448,15.731828447407047,0.0,2.8,1995.6523012841012,-820.1600763732566,-0.0,-0.0,204.97330780538076,0.0,1.0,0.048665483033682636,0.0,0,0.9055882803028596,65.99961422222222,-17.100143139476003,0.26820614530425346,7.423865225892754,0.0029084295151369866,-32.400444822651146,1.2399570984340276
