Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,5.836487192633916,3.659986524996456,0.0,5.836487192633916,3.659986524996456,0.0,0.01689985257443981,0.0,0.4495952947310229,5.319992045328453,0.05,0.0,0.0,0.20902780508987615,3.436375386573247,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0035099780701754383,0.0,0.0005671293330490374,0.0,0.012822745171215337,0.0,0.013683900612233882,0.0,0.24363898963730574,0.18272924222797926,0.08191304331271011,0.0,0.075294610686244,0.0,0.0,0.0,6312.562457707498,20.000000000000057,1.973059723962683,3585.7212969986185,4.70563996199512,0.6143520833333334,1.0,9283.931671372784,9283.931671372784,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12346.206697777778,0.0,0.0,37.050129196200224,51.66666666666668,46.10666666666668,0.0,51.52704331795507,0.0,0.0,0.0,37.050129196200224,51.56646469961925,51.586175390451345,51.52704331795507,12.43753247303448,19.7216253945095,-0.070533130417558,2.250943586751767,5.262556694742497,2.8,9.236100170605994,4372.300632240538,531.0561490153423,2651.090141266647,-2302.0031894186045,0.0,0.0,490.23160669856384,0.0,3.0,0.10436738263713655,0.0,0.0,1.3506227202695837,197.99884266666666,-128.49024274691996,0.2206431322995723,9.493597272248772,0.003077038551107365,-80.57086829123661,1.2228829623445805,0.7249112727551998,517.5015760351802,13.554572980162126,0.2061462437700818,-670.4782276676228,-264.1529280643486
2025-01-01 01:00:00,4.433554087049846,2.7327716871570633,0.0,4.433554087049847,2.7327716871570633,0.0,0.016636604219176655,0.0,0.48343304068127363,3.883484442149397,0.05,0.0,0.0,0.20970521372940973,2.50848314009432,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.0032467297149122803,0.0,0.0005671293330490374,0.0,0.012822745171215337,0.0,0.01386684045999102,0.0,0.2454188199187471,0.18406411493906027,0.09897826066952471,0.0,0.09098098791254484,0.0,0.0,0.0,4575.244239917058,20.000000000000057,1.4362692670952295,2598.873408374762,3.4329595810382854,0.4505248611111111,0.7333333333333333,6723.592787180709,9163.349475251376,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12346.206697777778,0.0,0.0,36.792807779648086,51.66666666666668,46.10666666666668,0.0,51.32754454571413,0.0,0.0,0.0,36.792807779648086,51.38026112844622,51.406619419812266,51.32754454571413,12.43753247303448,19.756091142509543,-0.040646162623440375,2.817879599387795,6.698869421225968,2.5,9.236100170605994,2757.24700613778,-286.27151182590677,1374.0464890063167,-2201.701377533094,0.0,0.0,500.8298637240684,0.0,3.15,0.09796070119248013,0.0,0.0,1.2677135842728786,207.8987848,-117.12571997025258,0.21868814529752018,9.486479082645879,0.0030563400608261335,-47.348920466875455,1.2228134467166045,0.7249112727551998,-300.78447787218215,14.512966046275405,0.18530448814182215,-988.631995346563,-236.19492402188223
2025-01-01 02:00:00,4.965189071152139,3.0976850813583807,0.0,4.965189071152139,3.0976850813583807,0.0,0.016636604219176655,0.0,0.46082352548782407,4.437728941445139,0.05,0.0,0.0,0.21661202835398807,2.8664897196710593,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.0032467297149122803,0.0,0.0005671293330490374,0.0,0.012822745171215337,0.0,0.014799833683552421,0.0,0.25550452484691477,0.19162839363518602,0.08191304331271011,0.0,0.075294610686244,0.0,0.0,0.0,5141.749148329868,20.000000000000057,1.6367160538446583,2920.6648723894837,3.915529670611805,0.5221992708333334,0.85,7540.214749886019,8838.874100766514,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12346.206697777778,0.0,0.0,36.567120794567565,51.66666666666668,46.10666666666668,0.0,51.15802488127239,0.0,0.0,0.0,36.567120794567565,51.19495188980293,51.21341539406821,51.15802488127239,12.43753247303448,19.765334613479972,-0.057619730713049815,2.2849786243500234,7.123730545174742,1.6500000000000001,9.236100170605994,3405.609824065417,-587.4791132515173,1542.9090187783245,-2194.1022208171485,0.0,0.0,566.3656158576513,0.0,4.0,0.09247732150153941,0.0,0.0,1.1967529353870252,263.9984568888889,-108.4027193049539,0.21846912900955484,9.488960114209616,0.0030548940964003476,28.29029994492618,1.2227763104409206,0.7249112727551998,-602.743431360069,15.264318108551642,0.15737566496664054,-1131.6148982996422,-246.14095531151744
2025-01-01 03:00:00,4.993111316195879,3.0949224874629726,0.0,4.993111316195879,3.094922487462972,0.0,0.016461105315667884,0.0,0.49011373569730343,4.4365364751829075,0.05,0.0,0.0,0.21461969157135963,2.8657194625582796,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.003071230811403509,0.0,0.0005671293330490374,0.0,0.012822745171215337,0.0,0.013994898353421013,0.0,0.2537246945654734,0.19029352092410498,0.09897826066952471,0.0,0.09098098791254484,0.0,0.0,0.0,5139.136124681355,20.000000000000057,1.6361465592997857,2919.180598038329,3.9143372043495748,0.5221992708333334,0.85,7536.117451886351,8912.943226217474,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12346.206697777778,0.0,0.0,35.80150628357986,51.66666666666668,46.10666666666668,0.0,50.9165580412242,0.04603580270518618,123.85569886705184,0.0,35.80150628357986,50.46985935689192,50.91670452178595,50.246363534164026,12.43753247303448,19.711039661231894,-0.04579911438943753,2.068348318225525,6.8297973161660055,1.6500000000000001,9.236100170605994,3348.454949139106,-387.1654864268303,1504.7527625996454,-2261.801359927758,0.0,0.0,572.7532628335409,0.0,4.15,0.09574508426932302,0.0,0.0,1.2390411918048796,273.89839902222224,-101.63307844803109,0.21967918279202667,9.47209407234853,0.003061746114148561,-7.287076292531086,1.2229975005292937,0.7249112727551998,-402.1367439053512,14.971257478520902,0.17311564347838485,-1161.070405240412,-253.35743019827163
2025-01-01 04:00:00,5.079472139651488,3.073606587483267,0.0,5.079472139651488,3.0736065874832668,0.0,0.016461105315667884,0.0,0.596746154765101,4.416264879570719,0.05,0.0,0.0,0.20639794880368648,2.8526253053462467,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.003071230811403509,0.0,0.0005671293330490374,0.0,0.012822745171215337,0.0,0.013683900612233882,0.0,0.24363898963730574,0.18272924222797926,0.16041304315405727,0.0,0.14745194592722785,0.0,0.0,0.0,5008.818173947453,20.000000000000057,1.6312190644150222,2845.156165890775,3.8838264073484967,0.5324384722222223,0.8666666666666667,7321.535867616006,8545.401563908372,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12346.206697777778,0.0,0.0,35.5937100504519,51.66666666666668,46.10666666666668,0.0,50.70614700997689,0.0,0.0,0.0,35.5937100504519,50.20652618590838,50.70614700997689,49.95671577387413,12.43753247303448,19.63330282277991,-0.06768574918704869,1.6533409748185548,6.61362346138368,0.55,9.236100170605994,3073.156504528121,-1038.1531071165612,1252.7220434114456,-2456.7694552416206,0.0,0.0,618.2856128359836,0.0,5.0,0.09805203939805046,0.0,0.0,1.2688955958607409,329.99807111111113,-97.17782701369539,0.22065080868444303,9.432950948284873,0.003061795435097822,76.47293457632811,1.222747688585167,0.7249112727551998,-1053.5135045551115,15.36039743855039,0.173003002587126,-1346.2256043219265,-246.20851815740272
2025-01-01 05:00:00,5.839921302570695,3.477618410566465,0.0,5.839921302570694,3.477618410566465,0.0,0.01928479771754958,0.0,0.7315451614157887,5.039091343437357,0.05,0.0,0.0,0.20810361949006773,3.254931457743064,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.0034222286184210525,0.0,0.0006718605339256889,0.0,0.015190708565202838,0.0,0.015202301348618124,0.0,0.24591321721914747,0.18443491291436054,0.2286739125813157,0.0,0.2101974548324312,0.0,0.0,0.0,5620.48828353989,20.000000000000057,1.8519235702941443,3192.602793690099,4.4247392601040225,0.6143520833333334,1.0,8198.738993896655,8198.738993896655,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12346.206697777778,0.0,0.0,35.20290492061558,51.66666666666668,46.10666666666668,0.0,50.49172821401205,0.07164076898602514,189.44509209741867,0.0,35.20290492061558,49.91513598262451,50.49172821401205,49.62683986693075,12.43753247303448,19.672908081088814,-0.0006166244970539007,0.43701129232662034,6.05041936233857,-0.25000000000000006,9.236100170605994,3571.182731430315,-652.7086144347621,1581.3957543992126,-2572.3552769007383,0.0,0.0,624.7427376253622,0.0,5.0,0.09809540983766686,0.0,0.0,1.269456854557221,329.99807111111113,-101.69301283419954,0.22248889674009795,9.48683758036685,0.0030972014047826687,83.23754399282213,1.2219422158820252,0.7249112727551998,-669.037270789675,16.32865635491276,0.16230451913804006,-1334.4709124864262,-276.7361268044602
2025-01-01 06:00:00,6.952881590632961,3.573298276010745,0.0,6.952881590632961,3.5732982760107443,0.0,0.034478066969260916,1.0083453494074075,0.6909499724357332,5.16910820182056,0.05,0.0,0.0,0.21980089094157051,3.338914051735841,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.0038609758771929823,0.0,0.0012967896334962748,0.0,0.029320301458571656,0.0,0.024513939599456417,0.0,0.25975634163035805,0.19481725622276846,0.19454347786768647,0.0,0.17882470037982953,0.0,0.0,0.0,5786.534379837908,20.000000000000057,1.857107444588343,3286.92186423685,4.554756118487227,0.6143520833333334,1.0,8459.104160741424,8459.104160741424,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12346.206697777778,1008.3453494074075,0.18333333333333332,33.93417825096478,51.66666666666668,46.10666666666668,0.0,50.42336154522811,0.16908847548569758,444.0019847560509,1008.3453494074075,33.93417825096478,49.23186961700485,50.42336154522811,48.636123652893225,12.43753247303448,20.133246075331495,0.0,1.0697849889114914,6.318640965942123,0.3,9.236100170605994,3709.0749794374815,-717.4658245838172,1649.2713676221072,-2586.98248765624,0.0,0.0,620.9752391100196,0.0,4.35,0.099268426561885,0.0,0.0,1.2846369136806113,287.0983218666667,-111.45215185420622,0.21653480090549834,9.7004855012103,0.003101689096251364,-17.509647409900506,1.2200206217133376,0.7249112727551998,-733.3215781835232,15.855753599706032,0.17282276383579764,-1365.7994373821477,-271.8510592325951
2025-01-01 07:00:00,5.671778879745619,3.5170752253513284,0.0,5.671778879745619,3.5170752253513284,0.0,0.052993301150466084,0.0,0.509649578870611,5.059135999724543,0.05,0.0,0.0,0.23461286538559561,3.2678790266323996,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0035977275219298247,0.0,0.0020921539420406562,0.0,0.0473034196864956,0.0,0.03962477102419597,0.0,0.27775240336493173,0.20831430252369873,0.08191304331271011,0.0,0.075294610686244,0.0,0.0,0.0,5556.0603009737915,20.000000000000057,1.8214702155892666,3156.0058030452224,4.444783916391208,0.6143520833333334,1.0,8097.714020685681,8097.714020685681,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12346.206697777778,0.0,0.0,34.292449304666704,51.66666666666668,46.10666666666668,0.0,51.34190533563386,0.24219809756200444,658.4410932058182,0.0,34.292449304666704,49.52117576283256,51.34190533563386,48.61081097643192,12.43753247303448,20.088190458204448,0.0,0.43171191839570644,6.064742535059239,-0.55,9.236100170605994,3294.6077855954495,-921.0349091086899,1325.6587794938753,-2765.9682443309766,0.0,0.0,607.0912654310222,1.1422085263755335,3.35,0.10165389284862786,0.0,0.0,1.3155073339585037,221.09870764444443,-102.57553647838775,0.2166976205666981,9.672976262532352,0.003095311011541659,-13.555183100323237,1.220212862471492,0.7249112727551998,-938.074120655687,17.039211546997088,0.17811181195908476,-1556.716749374125,-273.6302741772225
2025-01-01 08:00:00,9.63900893735385,3.9448655069987097,0.0,9.63900893735385,3.9448655069987097,0.0,0.056839586401412706,1.3750163855555557,3.252546038510672,4.904606926886209,0.05,0.0,0.0,0.7622190674116415,3.1680631062537348,0.01458333333333334,1.0,0.13118399967072106,0.1533710905382621,2.5977989771076624,0.37016630604347384,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.002720233004385965,0.0,0.0022922300569229387,0.0,0.0518271233401038,0.0,0.04811317996012716,0.0,0.2823008585286152,0.21172564389646134,0.08191304331271011,0.0,0.075294610686244,0.0,0.0,0.0,5298.310933806498,20.000000000000057,1.793047008450715,3009.596575202854,4.290254843552876,0.6143520833333334,1.0,7693.555425676019,7693.555425676019,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12346.206697777778,1375.0163855555556,0.25,34.89811362483572,51.66666666666668,46.10666666666668,0.0,51.24182921195329,0.43732537924234527,1179.217444818341,1375.0163855555556,34.89811362483572,49.760278618557535,51.24182921195329,49.01950332185966,12.43753247303448,19.828760309198394,0.0,-0.3512821790811581,5.1846074752234435,-1.4,9.236100170605994,3265.463819739112,-987.3767926345959,1151.5448556562567,-2924.8543523901494,0.0,0.0,971.0554149694847,83.14422664511356,2.75,0.10422088761744214,0.0,0.0,1.348726922013403,181.4989391111111,-79.04817664672095,0.220765496567258,9.56658479697917,0.0031017606057731077,89.65344876476658,1.2218621186329897,0.7249112727551998,-1004.9815542340316,17.604761599435776,0.1830827566280983,-1593.7366564004565,-264.3150631461405
2025-01-01 09:00:00,9.09953178413673,3.751858577036427,0.0,9.09953178413673,3.7518585770364266,0.0,0.03226846748658238,1.1000131084444444,3.047024904407977,4.870225303797725,0.05,0.0,0.0,0.5914204720342663,3.1458547716688274,0.01458333333333334,1.0,0.0,0.0,2.5977989771076624,0.37016630604347384,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0021937362938596492,0.0,0.0012738179314171977,0.0,0.02880091326130553,0.0,0.029764313230086263,0.0,0.2590641854097975,0.19429813905734805,0.0648478259558955,0.0,0.05960823345994318,0.0,0.0,0.0,5284.037492161001,20.000000000000057,1.8023618064418856,3001.4888401851617,4.255873220464392,0.6143520833333334,1.0,7671.174249012828,7671.174249012828,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12346.206697777778,1100.0131084444445,0.2,35.38463689386578,51.66666666666668,46.10666666666668,0.0,51.32764709562293,0.2299451651002688,619.2784943352594,1100.0131084444445,35.38463689386578,50.20973604119693,51.327647095622936,49.65078051398394,12.43753247303448,19.858346608924997,0.0,-0.18360773268718755,5.207264744036608,-0.85,9.236100170605994,3232.7001446633817,-634.966855833956,1361.2368755841972,-2808.3270599411394,0.0,0.0,801.8060484796849,246.8345715030293,1.7,0.1026792296654256,0.0,0.0,1.3287762611434533,112.19934417777777,-44.81633603616434,0.22316090291970633,9.626662737279293,0.003139772074691729,127.5686450656085,1.2223238943288137,0.7249112727551998,-650.4012701203163,15.434414286360463,0.17830164139834895,-1429.5677908628286,-210.68417373813548
