Metric,Value
Total Electric Energy (kWh),3179.4433648485456
Total Gas Energy (therms),0.0
Average Electric Power (kW),4.4158935622896465
Peak Electric Power (kW),18.38600565669418
Other Electric Energy (kWh),696.2713747977748
HVAC Heating Electric Energy (kWh),2004.185183598035
Lighting Electric Energy (kWh),39.06531150903187
Water Heating Electric Energy (kWh),405.1714949437038
HVAC Cooling Electric Energy (kWh),34.75
Average Temperature - Indoor (C),19.7082059344883
Unmet Heating Load (C-hours),38.43362009054568
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
