Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,5.763504417376571,3.6128443092936386,0.0,0.09605840695627618,0.06021407182156064,0.0,0.01689985257443981,0.0,0.4495952947310229,5.247009270071108,0.05,0.0,0.0,0.20902780508987615,3.3892331708704293,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0005671293330490374,0.0,On,0.012822745171215337,0,On,0.013683900612233882,0,On,0.24363898963730574,0.18272924222797926,On,0.0819130433127101,0,On,0.075294610686244,0,On,0,0,Off,HP On,6334.92406930078,20.000000000000057,2.0115875103561027,3598.423350635702,4.632657186737775,0.6143520833333334,1,9318.995336603148,9318.995336603148,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,12346.206697777778,Off,0.0,0.0,38.05366778098751,51.666666666666686,46.10666666666668,0.0,51.626410403627666,0.0,0.0,0.0,38.05366778098751,51.65916900638957,51.675548307770526,51.626410403627666,12.43753247303448,18.95206640096063,-0.5479335990394283,-1.6425896769505623,3.418699931565827,2.8,9.236100170605994,4576.53620386315,4215.5040553284525,3160.971706774831,-2152.5858091697846,-0.0,-0.0,490.23160669856384,0.0,3.0,0.10226210534953771,0.0,0,1.3233782376999237,197.99884266666666,-96.03366296640812,0.23158843461837852,9.132187412847681,0.003088427076452581,-79.46403625118538,1.2225829219976179,0.7249112727551998,4196.997479108008,18.50657622044495,0.191332535117405,-154.27179963929407,-283.1798442215768
2025-01-01 00:01:00,5.767654298110971,3.615524867439478,0.0,0.09612757163518285,0.06025874779065797,0.0,0.01689985257443981,0.0,0.4495952947310229,5.251159150805508,0.05,0.0,0.0,0.20902780508987615,3.391913729016269,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0005671293330490374,0.0,On,0.012822745171215337,0,On,0.013683900612233882,0,On,0.24363898963730574,0.18272924222797926,On,0.0819130433127101,0,On,0.075294610686244,0,On,0,0,Off,HP On,6333.645639050942,20.000000000000057,2.009354839389065,3597.6971646210236,4.636807067472175,0.6143520833333334,1,9316.990720338632,9316.990720338632,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,12346.206697777778,Off,0.0,0.0,37.99838402819332,51.666666666666686,46.10666666666668,0.0,51.62297499437198,0.0,0.0,0.0,37.99838402819332,51.65596469831165,51.67245955028149,51.62297499437198,12.43753247303448,18.996368168790788,-0.5036318312092689,-1.0756171789754632,3.5069140717957565,2.8,9.236100170605994,4562.7335614113845,3678.799027167567,3135.4318819184723,-2161.05747500299,-0.0,-0.0,490.23160669856384,0.0,3.0,0.10238374828951001,0.0,0,1.324952424139553,197.99884266666666,-100.08620933513147,0.23159493188941463,9.175308734662984,0.0030880462347598558,-79.62350320445131,1.2259685896421046,0.7249112727551998,3661.3679661977744,17.43106096979256,0.19207397340455848,-176.95090957343956,-285.31437312911174
2025-01-01 00:02:00,5.771654223181393,3.6181085637952286,0.0,0.09619423705302321,0.06030180939658714,0.0,0.01689985257443981,0.0,0.4495952947310229,5.25515907587593,0.05,0.0,0.0,0.20902780508987615,3.3944974253720193,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0005671293330490374,0.0,On,0.012822745171215337,0,On,0.013683900612233882,0,On,0.24363898963730574,0.18272924222797926,On,0.0819130433127101,0,On,0.075294610686244,0,On,0,0,Off,HP On,6332.414084771177,20.000000000000057,2.0072068547439303,3596.997605537221,4.640806992542597,0.6143520833333334,1,9315.059606975065,9315.059606975065,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,12346.206697777778,Off,0.0,0.0,37.94502965855147,51.666666666666686,46.10666666666668,0.0,51.61954461976292,0.0,0.0,0.0,37.94502965855147,51.652765045400656,51.669375258219524,51.61954461976292,12.43753247303448,19.039016363407285,-0.460983636592772,-0.5819835987526905,3.5921651011165223,2.8,9.236100170605994,4549.450723216761,3211.6192515182533,3111.832027824549,-2169.2253104137853,-0.0,-0.0,490.23160669856384,0.0,3.0,0.10250080867884899,0.0,0,1.326467307597295,197.99884266666666,-103.96965783919461,0.23095093064668828,9.194281274167185,0.0030876656826543105,-79.77210389458534,1.2257899273499635,0.7249112727551998,3195.0230992506813,16.596152267572073,0.19278779739817334,-199.02741350196848,-286.1381642107032
2025-01-01 00:03:00,5.775512418284633,3.6206007116361283,0.0,0.09625854030474387,0.06034334519393547,0.0,0.01689985257443981,0.0,0.4495952947310229,5.25901727097917,0.05,0.0,0.0,0.20902780508987615,3.396989573212919,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0005671293330490374,0.0,On,0.012822745171215337,0,On,0.013683900612233882,0,On,0.24363898963730574,0.18272924222797926,On,0.0819130433127101,0,On,0.075294610686244,0,On,0,0,Off,HP On,6331.226796491414,20.000000000000057,2.0051386973541936,3596.3231908444636,4.6446651876458365,0.6143520833333334,1,9313.197904002544,9313.197904002544,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,12346.206697777778,Off,0.0,0.0,37.89349555902981,51.666666666666686,46.10666666666668,0.0,51.61611910529938,0.0,0.0,0.0,37.89349555902981,51.64956988519293,51.6662952751397,51.61611910529938,12.43753247303448,19.080104601147493,-0.4198953988525638,-0.15209566993019463,3.674820504538802,2.8,9.236100170605994,4536.5439901122445,2804.7780761419826,3088.936066645025,-2177.1058641486215,-0.0,-0.0,490.23160669856384,0.0,3.0,0.10261354813079054,0.0,0,1.3279262736211188,197.99884266666666,-107.80854892911097,0.2303312771045236,9.213051698907218,0.003087284364757451,-79.91011959999167,1.2256178602217924,0.7249112727551998,2788.8999402905174,15.878135851465206,0.19347737315440525,-220.58033297874485,-286.8067912206937
2025-01-01 00:04:00,5.779235830239488,3.623005798163837,0.0,0.09632059717065813,0.06038342996939728,0.0,0.01689985257443981,0.0,0.4495952947310229,5.262740682934025,0.05,0.0,0.0,0.20902780508987615,3.3993946597406275,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0005671293330490374,0.0,On,0.012822745171215337,0,On,0.013683900612233882,0,On,0.24363898963730574,0.18272924222797926,On,0.0819130433127101,0,On,0.075294610686244,0,On,0,0,Off,HP On,6330.081566304149,20.000000000000057,2.003146240862261,3595.672666386298,4.6483885996006915,0.6143520833333334,1,9311.402149357114,9311.402149357114,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,12346.206697777778,Off,0.0,0.0,37.84368922076854,51.666666666666686,46.10666666666668,0.0,51.612698286347424,0.0,0.0,0.0,37.84368922076854,51.64637906441267,51.6632194534453,51.612698286347424,12.43753247303448,19.119712236590665,-0.38028776340939174,0.22237254718278088,3.7551458369674044,2.8,9.236100170605994,4524.887175510666,2450.400715649204,3066.9771893871275,-2184.713098834892,-0.0,-0.0,490.23160669856384,0.0,3.0,0.10272218862926041,0.0,0,1.3293321949144117,197.99884266666666,-110.71289865715556,0.22973463014965156,9.230365263660321,0.0030869023335063322,-80.03809847308253,1.2254520499577892,0.7249112727551998,2435.132818518421,15.267897130782808,0.19414516297858742,-241.6650874514949,-287.0303895476755
2025-01-01 00:05:00,5.78283276310083,3.6253291872679103,0.0,0.09638054605168049,0.06042215312113184,0.0,0.01689985257443981,0.0,0.4495952947310229,5.266337615795367,0.05,0.0,0.0,0.20902780508987615,3.401718048844701,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0005671293330490374,0.0,On,0.012822745171215337,0,On,0.013683900612233882,0,On,0.24363898963730574,0.18272924222797926,On,0.0819130433127101,0,On,0.075294610686244,0,On,0,0,Off,HP On,6328.975776570014,20.000000000000057,2.0012246756872663,3595.0445452665062,4.651985532462033,0.6143520833333334,1,9309.668238503187,9309.668238503187,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,12346.206697777778,Off,0.0,0.0,37.79550202532957,51.666666666666686,46.10666666666668,0.0,51.60928200663888,0.0,0.0,0.0,37.79550202532957,51.643192437573795,51.660147653041264,51.60928200663888,12.43753247303448,19.15793247778667,-0.3420675222133873,0.5486578870914351,3.8333853448033794,2.8,9.236100170605994,4514.460206827049,2141.635644192961,3045.79892724642,-2192.063773899097,-0.0,-0.0,490.23160669856384,0.0,3.0,0.10282698970256174,0.0,0,1.33068843004394,197.99884266666666,-112.68340254243193,0.22915947180477758,9.247573243526036,0.0030865196386450286,-80.15667408759413,1.2252921007499382,0.7249112727551998,2126.8849611546266,14.750683038334435,0.19479341126309282,-262.3337776698201,-286.91184035026583
2025-01-01 00:06:00,5.786310870352579,3.627575822610583,0.0,0.09643851450587632,0.060459597043509714,0.0,0.01689985257443981,0.0,0.4495952947310229,5.269815723047116,0.05,0.0,0.0,0.20902780508987615,3.4039646841873736,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0005671293330490374,0.0,On,0.012822745171215337,0,On,0.013683900612233882,0,On,0.24363898963730574,0.18272924222797926,On,0.0819130433127101,0,On,0.075294610686244,0,On,0,0,Off,HP On,6327.907017178833,20.000000000000057,1.9993695822075666,3594.437458471563,4.655463639713782,0.6143520833333334,1,9307.992392317063,9307.992392317063,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,12346.206697777778,Off,0.0,0.0,37.748834073913756,51.666666666666686,46.10666666666668,0.0,51.605870119727804,0.0,0.0,0.0,37.748834073913756,51.64000986833643,51.65707974264075,51.605870119727804,12.43753247303448,19.194851047983885,-0.30514895201617165,0.8330498858763075,3.9097467742930965,2.8,9.236100170605994,4504.717336683066,1872.5285927282773,3025.296582168333,-2199.1733428983325,-0.0,-0.0,490.23160669856384,0.0,3.0,0.10292818990710148,0.0,0,1.3319980661782727,197.99884266666666,-114.24794429599828,0.2286044125753372,9.264072503706199,0.0030861363267943834,-80.26642913859982,1.2251376487449048,0.7249112727551998,1858.2145259417375,14.3140667865399,0.1954240253417548,-282.63080656038267,-286.51006974284763
2025-01-01 00:07:00,5.789676054435894,3.6297495167922023,0.0,0.0964946009072649,0.06049582527987004,0.0,0.01689985257443981,0.0,0.4495952947310229,5.273180907130431,0.05,0.0,0.0,0.20902780508987615,3.406138378368993,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0005671293330490374,0.0,On,0.012822745171215337,0,On,0.013683900612233882,0,On,0.24363898963730574,0.18272924222797926,On,0.0819130433127101,0,On,0.075294610686244,0,On,0,0,Off,HP On,6326.873422484884,20.000000000000057,1.9975775108702825,3593.850346259781,4.658828823797097,0.6143520833333334,1,9306.371685411332,9306.371685411332,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,12346.206697777778,Off,0.0,0.0,37.70360766918341,51.666666666666686,46.10666666666668,0.0,51.60246248820201,0.0,0.0,0.0,37.70360766918341,51.636831228772664,51.65401559905799,51.60246248820201,12.43753247303448,19.230534597139446,-0.26946540286061094,1.0810149701557779,3.98440777048398,2.8,9.236100170605994,4495.40652317216,1637.9044932051193,3005.3797979021347,-2206.0537002475367,-0.0,-0.0,490.23160669856384,0.0,3.0,0.10302597513369331,0.0,0,1.3332635089383045,197.99884266666666,-115.64480576375186,0.2280683533146548,9.279899321830829,0.003085752441701527,-80.3678220605386,1.224988410521374,0.7249112727551998,1623.9572775113365,13.947215693782589,0.19603863548127773,-302.5941801242276,-285.87636823341853
2025-01-01 00:08:00,5.792933298990906,3.6318534889262817,0.0,0.0965488883165151,0.06053089148210469,0.0,0.01689985257443981,0.0,0.4495952947310229,5.2764381516854435,0.05,0.0,0.0,0.20902780508987615,3.4082423505030723,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0005671293330490374,0.0,On,0.012822745171215337,0,On,0.013683900612233882,0,On,0.24363898963730574,0.18272924222797926,On,0.0819130433127101,0,On,0.075294610686244,0,On,0,0,Off,HP On,6325.873414236445,20.000000000000057,1.995845530653141,3593.2823121377223,4.66208606835211,0.6143520833333334,1,9304.803643040834,9304.803643040834,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,12346.206697777778,Off,0.0,0.0,37.659756916158095,51.666666666666686,46.10666666666668,0.0,51.599058981675654,0.0,0.0,0.0,37.659756916158095,51.63365639749709,51.65095510540782,51.599058981675654,12.43753247303448,19.26503963814944,-0.23496036185061797,1.2973043051871318,4.057519873043111,2.8,9.236100170605994,4486.399325376973,1433.2654108496513,2985.9709713022353,-2212.7148780911507,-0.0,-0.0,490.23160669856384,0.0,3.0,0.10312050318427038,0.0,0,1.334486800445538,197.99884266666666,-116.99081746688438,0.22755035390338899,9.295740058394573,0.0030853680248561226,-80.46124456088555,1.224844145532419,0.7249112727551998,1419.6247012677345,13.640709581916742,0.19663863347171873,-322.25625551579,-285.055085319697
2025-01-01 00:09:00,5.796087030614072,3.633890598311665,0.0,0.09660145051023454,0.06056484330519442,0.0,0.01689985257443981,0.0,0.4495952947310229,5.279591883308609,0.05,0.0,0.0,0.20902780508987615,3.410279459888456,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0005671293330490374,0.0,On,0.012822745171215337,0,On,0.013683900612233882,0,On,0.24363898963730574,0.18272924222797926,On,0.0819130433127101,0,On,0.075294610686244,0,On,0,0,Off,HP On,6324.905589649673,20.000000000000057,1.9941710318188823,3592.732559282872,4.665239799975277,0.6143520833333334,1,9303.286065599212,9303.286065599212,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,12346.206697777778,Off,0.0,0.0,37.617223185698094,51.666666666666686,46.10666666666668,0.0,51.59565947572207,0.0,0.0,0.0,37.617223185698094,51.63048525867301,51.647898150148485,51.59565947572207,12.43753247303448,19.29841644479941,-0.20158355520064575,1.4860475049562594,4.129212033582897,2.8,9.236100170605994,4477.69766885672,1254.7018324143323,2967.0038618803505,-2219.1657833735467,-0.0,-0.0,490.23160669856384,0.0,3.0,0.10321191450230631,0.0,0,1.3356697581849146,197.99884266666666,-118.27374411797001,0.22704957545551796,9.31031210965691,0.0030849831158203537,-80.54704677312114,1.2247046397096883,0.7249112727551998,1241.3154737152252,13.386358699107193,0.19722520616632638,-341.64442245351967,-284.08427494900184
