Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.9357900803404108,0.4047443328462306,0.3007351351351351,0.9357900803404108,0.4047443328462306,0.3007351351351351,0.018338240366584223,0.0,0.5631924649738264,0.30425937500000005,0.05,0.3007351351351351,0.0,0.0,0.3901609995128973,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06438364263533634,0.04828773197650224,0.0,0.0,0.0030978709795321632,0.0,0.00041548040899891446,0.0,0.0074124444890265725,0.0,0.0074124444890265725,0.0,0.01645709805264186,0.0,0.4558310233818602,0.3418732675363951,0.02652070090398794,0.0,7205.0440689164,20.611111111111168,0.46250000000000013,1251.8674749724896,8.813678020420419,0.30425937500000005,0.5,8152.652168888889,16305.304337777778,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7252.044644444444,0.0,0.0,33.46302784281289,51.66666666666668,46.10666666666668,0.0,50.61704405368375,0.0,0.0,0.0,33.46302784281289,49.04704217894314,50.61704405368375,48.26204124157285,12.43753247303448,20.344528906295672,-0.0608071994818068,1.4542852386560559,2.2159606398950435,-0.6306187494589889,2.8,9.236100170605994,1791.5707278190796,847.2718280218882,697.160096114228,591.7166066871255,-4667.665858718606,0.0,0.0,787.1002896885814,0.0,4.0,0.20410608417463122,0.0,0.0,3.820462016849046,263.9984568888889,-91.8989582840165,0.19346803312806762,9.469011886590197,0.00280303219940221,-75.89077241138834,1.2204896271866716,0.0,0.0,62.10814640260639,0.9061390909439998,689.691120580511,7.468975533717006,0.15555399817993373,699.5402596683758,-107.82365298125036
2025-01-01 01:00:00,0.822386378117729,0.4035371395468181,0.19046558558558557,0.822386378117729,0.403537139546818,0.19046558558558557,0.01810590004311931,0.0,0.5615828739079429,0.1926976041666667,0.05,0.19046558558558557,0.0,0.0,0.3889538062134848,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06277405156945293,0.04708053867708968,0.0,0.0,0.002865530656067251,0.0,0.00041548040899891446,0.0,0.0074124444890265725,0.0,0.0074124444890265725,0.0,0.01645709805264186,0.0,0.4558310233818602,0.3418732675363951,0.02652070090398794,0.0,4563.194576980386,18.888888888888914,0.29291666666666677,792.8494008159101,5.581996079599599,0.1926976041666667,0.31666666666666665,5163.346373629629,16305.304337777778,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7252.044644444444,0.0,0.0,35.18091400759112,51.66666666666668,46.10666666666668,0.0,50.41653744891767,0.0,0.0,0.0,35.18091400759112,48.87395442815893,50.41653744891767,48.10266291777956,12.43753247303448,18.69396288548177,-0.059383894191613905,2.570793547472909,2.6639500024312195,1.0591623260889185,2.5,9.236100170605994,495.7874978127238,-1600.1494754460425,-185.88084943949573,141.55666910124,-3875.55374707595,0.0,-0.261304574925085,785.258358299233,0.0,4.0,0.18353863845787896,0.0,1.1840600843907372e-05,3.4357017638842953,263.9984568888889,-64.2114704199438,0.21265055808368832,8.682030113941572,0.0027798016012782604,-24.734187564945387,1.2274700372209264,0.0,0.0,59.11086697598713,0.9061390909439998,-194.36172107210552,8.4808716326098,0.11341639248729354,233.86947129398746,-92.31280219274745
2025-01-01 02:00:00,0.8917706412185123,0.40232994624740553,0.2606371171171171,0.8917706412185123,0.40232994624740553,0.2606371171171171,0.01810590004311931,0.0,0.5599732828420595,0.2636914583333334,0.05,0.2606371171171171,0.0,0.0,0.3877466129140722,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06116446050356953,0.045873345377677135,0.0,0.0,0.002865530656067251,0.0,0.00041548040899891446,0.0,0.0074124444890265725,0.0,0.0074124444890265725,0.0,0.01645709805264186,0.0,0.4558310233818602,0.3418732675363951,0.02652070090398794,0.0,6244.371526394213,18.888888888888914,0.4008333333333335,1084.9518116428242,7.638520951031029,0.2636914583333334,0.43333333333333335,7065.631879703704,16305.304337777778,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7252.044644444444,0.0,0.0,35.113972365314126,51.66666666666668,46.10666666666668,0.0,50.211273078244105,0.0,0.0,0.0,35.113972365314126,48.69619424302347,50.211273078244105,47.93865482541317,12.43753247303448,18.57272297980482,-0.07684705636689682,1.7485469420775277,2.0727630697587482,1.238974896370164,1.6500000000000001,9.236100170605994,1856.9255137724492,-2052.9296994085885,-492.649669835036,-48.43638199366676,-3848.05935409768,0.0,0.0,783.6487672333496,0.0,4.0,0.1736537743688938,0.0,0.0,3.2504550353883723,263.9984568888889,-74.16112047859137,0.2142646788635364,8.626027795487516,0.0027800842090520647,24.947043734248286,1.2279789882871506,0.0,0.0,66.82861661373937,0.9061390909439998,-501.7242502263424,9.07458039130638,0.06770336709312863,45.47001716557409,-93.90639915924085
2025-01-01 03:00:00,0.9089883694049816,0.401122752947993,0.2706616216216216,0.9089883694049815,0.401122752947993,0.2706616216216216,0.0179510064941427,0.0,0.5672039254108387,0.27383343750000005,0.05,0.2706616216216216,0.0,0.0,0.38653941961465965,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05955486943768611,0.04466615207826457,0.0,0.0,0.002710637107090643,0.0,0.00041548040899891446,0.0,0.0074124444890265725,0.0,0.0074124444890265725,0.0,0.01645709805264186,0.0,0.4558310233818602,0.3418732675363951,0.035360934538650586,0.0,6484.53966202476,18.888888888888914,0.4162500000000001,1126.6807274752405,7.932310218378377,0.27383343750000005,0.45,7337.386952,16305.304337777778,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7252.044644444444,0.0,0.0,34.86635278692001,51.66666666666668,46.10666666666668,0.0,50.007306453042546,0.0,0.0,0.0,34.86635278692001,48.51940287805077,50.007306453042546,47.77545109055489,12.43753247303448,18.607750854036983,-0.06480547157098074,1.6408031354398764,1.8740069280538654,1.1111811323493308,1.6500000000000001,9.236100170605994,1896.540103870682,-1121.1990627562668,-260.51775174443367,47.64583850918905,-3993.394347300544,0.0,0.0,781.8842826184896,0.0,4.0,0.18001138016856258,0.0,0.0,3.369456835721538,263.9984568888889,-79.58156106707196,0.21432193960956128,8.65042619924675,0.0027870063303482803,-50.50829178924518,1.2278263755819472,0.0,0.0,64.8617634113652,0.9061390909439998,-269.116808328288,8.599056583854372,0.0857082017320141,148.24838501012175,-100.60254650093272
2025-01-01 04:00:00,2.2747287792013906,0.4254648074004106,0.2806861261261261,2.2747287792013906,0.42546480740041065,0.2806861261261261,0.018476536473006566,1.2833486265185186,0.6389281995431986,0.2839754166666667,0.05,0.2806861261261261,0.0,0.0,0.41088147406707726,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0579452783718027,0.043458958778852017,0.0,0.0,0.002710637107090643,0.0,0.00042980731965404947,0.0,0.007668046023130938,0.0,0.007668046023130938,0.0,0.020364365043127584,0.0,0.4898966870509671,0.3674225152882252,0.07072186907730117,0.0,6724.707797655306,18.888888888888914,0.43166666666666675,1168.409643307657,8.226099485725724,0.2839754166666667,0.4666666666666667,7609.142024296296,16305.304337777778,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7252.044644444444,1283.3486265185188,0.23333333333333334,36.26752562891235,51.66666666666668,46.10666666666668,0.0,50.61306849409886,0.346786874941217,915.2464658928327,1283.3486265185188,36.26752562891235,49.69993143811426,50.61339615552172,49.243035248699115,12.43753247303448,18.57754282124934,-0.0793326450396617,0.6946105947431953,1.3662478247777323,1.1048572616396064,0.55,9.236100170605994,1728.3972414736288,-3537.842990023244,-965.3849141631116,-102.02434052343052,-4388.444952537963,0.0,0.0,816.3885557342252,0.0,4.0,0.18515324609934616,0.0,0.0,3.4657023913781813,263.9984568888889,-79.31259984687914,0.2124527854271131,8.599597501679547,0.0027585621393229204,48.31366701904473,1.2273984062862462,0.0,0.0,77.72908322964379,0.9061390909439998,-974.701156577247,9.316242414135333,0.08591211324965758,-4.872018021000051,-97.15232250243048
2025-01-01 05:00:00,2.5216152973848107,0.4205982840191096,0.2806861261261261,2.5216152973848107,0.4205982840191096,0.2806861261261261,0.02399525306734573,1.4666841445925927,0.6969604830582053,0.2839754166666667,0.05,0.2806861261261261,0.0,0.0,0.40601495068577625,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0579452783718027,0.043458958778852017,0.0,0.0,0.0030204242050438593,0.0,0.0005718122870299462,0.0,0.010201508287635963,0.0,0.010201508287635963,0.0,0.023003710957230524,0.0,0.48340798920923245,0.3625559919069242,0.1326035045199397,0.0,6724.707797655306,18.888888888888914,0.43166666666666675,1168.409643307657,8.226099485725724,0.2839754166666667,0.4666666666666667,7609.142024296296,16305.304337777778,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7252.044644444444,1466.6841445925927,0.26666666666666666,36.57039063428461,51.66666666666668,46.10666666666668,0.0,51.28184706677182,0.5573236797767233,1504.8015032312476,1466.6841445925927,36.57039063428461,50.006118046038814,51.28289019996939,49.36721040247474,12.43753247303448,18.620183193684408,-0.059481899352275866,-0.2635738499378927,0.18836094286455346,0.14975084978792796,-0.25000000000000006,9.236100170605994,1499.9204237630454,-1579.5020741067603,-522.8949179828078,-119.26968986192699,-4617.73481938925,0.0,0.0,818.512129249854,0.0,4.0,0.18582226272011754,0.0,0.0,3.4782250586893175,263.9984568888889,-80.62312422180452,0.21588093089129504,8.677722863809404,0.002812316223531562,48.69670625433414,1.2265632352341018,0.0,0.0,80.7555754034337,0.9061390909439998,-533.0502578487354,10.155339865927717,0.06748619669637794,-8.047134900906727,-111.22255496102026
2025-01-01 06:00:00,2.2435316605450635,0.4468890509574427,0.2806861261261261,2.2435316605450635,0.4468890509574427,0.2806861261261261,0.05446134984770136,1.0083453494074075,0.8467495446232877,0.2839754166666667,0.05,0.2806861261261261,0.0,0.0,0.43230571762410935,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06116446050356953,0.045873345377677135,0.0,0.0,0.0034076580774853793,0.0,0.0013918172321738486,0.0,0.024830937269021067,0.0,0.024830937269021067,0.0,0.04049584662324609,0.0,0.5152431629952432,0.38643237224643223,0.22984607450122882,0.0,6724.707797655306,18.888888888888914,0.43166666666666675,1168.409643307657,8.226099485725724,0.2839754166666667,0.4666666666666667,7609.142024296296,16305.304337777778,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7252.044644444444,1008.3453494074075,0.18333333333333332,35.789025230000384,51.66666666666668,46.10666666666668,0.0,51.10006169777653,0.25884278840927855,697.5715850779455,1008.3453494074075,35.789025230000384,49.2379899644628,51.10006169777653,48.30695409780593,12.43753247303448,18.559563722761734,-0.08466621965012594,0.3964306161901575,0.8141727778032426,-0.09749110200756543,0.3,9.236100170605994,1765.3281226225283,-2210.4423412933143,-603.1469284395824,-55.87796714927905,-4431.510472949883,0.0,0.0,899.296255448982,0.0,4.0,0.18465658676037353,0.0,0.0,3.45640591132698,263.9984568888889,-82.22389800081788,0.21515048649424662,8.62590834273437,0.0027920132254933617,-58.22322378911478,1.2268333673262062,0.0,0.0,76.53138861425779,0.9061390909439998,-612.2960760010479,9.149147561465515,0.07910947840204686,44.66096183636361,-100.53892898564267
2025-01-01 07:00:00,3.089593416833707,0.48047960296772735,0.32078414414414413,3.0895934168337065,0.48047960296772735,0.32078414414414413,0.08347320717160206,1.5583519036296296,1.0732249726991414,0.3245433333333334,0.05,0.32078414414414413,0.0,0.0,0.465896269634394,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06438364263533634,0.04828773197650224,0.0,0.0,0.003175317754020467,0.0,0.002189067672159595,0.0,0.039054410872711,0.0,0.039054410872711,0.0,0.06305966659479278,0.0,0.5568113835438558,0.41760853765789174,0.3889702799251565,0.0,7685.380340177493,18.888888888888914,0.49333333333333346,1335.3253066373222,9.401256555115113,0.3245433333333334,0.5333333333333333,8696.162313481482,16305.304337777778,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7252.044644444444,1558.3519036296298,0.2833333333333333,36.68229679439379,51.66666666666668,46.10666666666668,0.0,51.352487619186654,0.5699118280202291,1539.6274450084504,1558.3519036296298,36.68229679439379,50.07241533542089,51.352487619186654,49.43237919353802,12.43753247303448,18.592757758398463,-0.066993587971876,-0.4291766774439855,0.13323373109933137,-0.3369215533503565,-0.55,9.236100170605994,2231.3531646433594,-2817.642079767447,-806.0721404529943,-129.65992358110012,-4795.9526555251705,0.0,0.0,961.9277401446283,2.1534733875159375,3.533,0.1899552236965312,0.0,0.0,3.5555859099905365,233.1766370471111,-82.92619211809308,0.21401431792355805,8.631116077179122,0.002783077019206419,26.544910768497644,1.2267002386287873,0.0,0.0,84.33784564599758,0.9061390909439998,-816.1524408197131,10.080300366718827,0.07959598501152057,-27.302942828495073,-102.35698075260504
2025-01-01 08:00:00,3.3922536456194203,0.5285270838121621,0.31075963963963965,3.3922536456194208,0.5285270838121621,0.31075963963963965,0.12172706873940305,1.3750163855555557,1.5311088371577952,0.3144013541666667,0.05,0.31075963963963965,0.0,0.0,0.5139437504788287,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06599323370121975,0.04949492527591479,0.0,0.0,0.002400850009137427,0.0,0.0032530514781659433,0.0,0.05803658362604984,0.0,0.05803658362604984,0.0,0.1032708778743611,0.0,0.619265100270552,0.4644488252029139,0.7425796253116623,0.0,7445.212204546946,18.888888888888914,0.4779166666666668,1293.596390804906,9.107467287767767,0.3144013541666667,0.5166666666666667,8424.407241185185,16305.304337777778,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7252.044644444444,1375.0163855555556,0.25,36.790937012251355,51.66666666666668,46.10666666666668,0.0,51.526181561831756,0.4682270276260626,1269.661054813036,1375.0163855555556,36.790937012251355,50.22652167242616,51.526181561831756,49.57669172772335,12.43753247303448,18.657789237013564,-0.05136134827403455,-1.2876980816019254,-0.6670887168169416,-0.8538254258913035,-1.4,9.236100170605994,1774.1294248598663,-2956.6269197797724,-867.0289057230875,-162.72112982645552,-5221.483007764754,0.0,0.0,1097.9063733443752,135.02190303199774,3.5,0.1968718224768504,0.0,0.0,3.685050952803201,230.99864977777776,-58.46370435731269,0.21635581352090394,8.712287505885904,0.002823925888162256,179.72387068055713,1.2269725342690365,0.0,0.0,91.12966856783689,0.9061390909439998,-877.9592029461523,10.930297223064754,0.08696927314181598,-63.31123936322956,-99.40989046322596
2025-01-01 09:00:00,3.241257603225044,0.5227480872968672,0.2907106306306306,3.241257603225044,0.5227480872968672,0.29071063063063063,0.11817103527562696,0.9166775903703706,1.8622915817457133,0.29411739583333335,0.05,0.2907106306306306,0.0,0.0,0.5081647539635338,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06599323370121975,0.04949492527591479,0.0,0.0,0.001936169362207602,0.0,0.0031687755331357374,0.0,0.056533045190141816,0.0,0.056533045190141816,0.0,0.1150703066668213,0.0,0.6115597715834922,0.458669828687619,1.0696682697941802,0.0,6964.875933285853,18.888888888888914,0.44708333333333344,1210.1385591400733,8.51988875307307,0.29411739583333335,0.48333333333333334,7880.897096592593,16305.304337777778,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7252.044644444444,916.6775903703705,0.16666666666666666,36.49949004202131,51.66666666666668,46.10666666666668,0.0,51.449378625221236,0.2857771203959335,776.4989963292916,916.6775903703705,36.49949004202131,49.869908610227796,51.449647884060404,49.07990434389192,12.43753247303448,18.563507057555785,-0.07631426808278796,-0.9162040966964369,-0.46491265745124893,-0.49446160697900077,-0.85,9.236100170605994,1682.9997906857157,-1543.212485482902,-452.71085988402206,-106.13342374682826,-4950.279520983494,0.0,0.0,1065.9840058829825,387.94288873268795,3.0,0.19304065929531664,0.0,0.0,3.613339159033854,197.99884266666666,-4.605440842456367,0.22517210638903756,8.783741064965058,0.002920700722936333,295.67218815626313,1.227913515822897,0.0,0.0,84.6134418476151,0.9061390909439998,-463.479377767079,10.768517883056868,0.08744001772338168,-45.70501302599286,-60.4284107208354
