Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Pool Pump Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.6315307053404107,0.4047443328462306,0.0,0.010525511755673511,0.006745738880770511,0.0,0.018338240366584223,0.0,0.5631924649738264,0.0,0.05,0.0,0.0,0.0,0.3901609995128973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.00041548040899891446,0.0,On,0.0074124444890265725,0,On,0.0074124444890265725,0.0,On,0.01645709805264186,0,On,0.4558310233818602,0.3418732675363951,On,0.02652070090398794,0,On,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,16305.304337777778,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,7252.044644444444,Off,0.0,0.0,32.91523864468313,51.666666666666686,46.10666666666668,0.0,50.713682125366205,0.0,0.0,0.0,32.91523864468313,49.1302549140685,50.713682125366205,48.33854130841966,12.43753247303448,20.89904361771675,0.0,-2.607479086110726,-1.9408025998327876,-2.221224888087378,2.8,9.236100170605994,-4193.056812588531,105.16518529265873,5611.4514564441915,944.09997092208,-4885.422331408198,-0.0,-0.0,787.1002896885814,0.0,4.0,0.20712324170536278,0.0,0.0,3.8769372355649545,263.9984568888889,-94.73477086891415,0.1874552743910713,9.715150566298776,0.0028192888394862124,-90.88758656633586,1.2146850561011668,0,0,105.16518529265873,0.9061390909439998,5598.405999455392,13.045456988799735,0.163296869880453,1068.5754317323954,-124.47546081031534
2025-01-01 00:01:00,0.6315307053404107,0.4047443328462306,0.0,0.010525511755673511,0.006745738880770511,0.0,0.018338240366584223,0.0,0.5631924649738264,0.0,0.05,0.0,0.0,0.0,0.3901609995128973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.00041548040899891446,0.0,On,0.0074124444890265725,0,On,0.0074124444890265725,0.0,On,0.01645709805264186,0,On,0.4558310233818602,0.3418732675363951,On,0.02652070090398794,0,On,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,16305.304337777778,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,7252.044644444444,Off,0.0,0.0,33.19593996068127,51.666666666666686,46.10666666666668,0.0,50.71045764359364,0.0,0.0,0.0,33.19593996068127,49.1274832872786,50.71045764359364,48.33599610912108,12.43753247303448,20.655001607167335,0.0,-2.486194033713845,-1.2326980533893122,-2.140801468386334,2.8,9.236100170605994,-4091.680121677623,103.34861955272852,4773.900303233199,923.1201659611245,-4788.731223631145,-0.0,-0.0,787.1002896885814,0.0,4.0,0.20579883720661438,0.0,0.0,3.8521470040396504,263.9984568888889,-90.04918773505919,0.19080650345043487,9.62850115473956,0.002818654701527247,-88.52005181480989,1.2192456709976427,0,0,103.34861955272852,0.9061390909439998,4762.206504207349,11.69379902584992,0.1629166126022689,1049.011929014024,-125.89176305289948
2025-01-01 00:02:00,0.6315307053404107,0.4047443328462306,0.0,0.010525511755673511,0.006745738880770511,0.0,0.018338240366584223,0.0,0.5631924649738264,0.0,0.05,0.0,0.0,0.0,0.3901609995128973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.00041548040899891446,0.0,On,0.0074124444890265725,0,On,0.0074124444890265725,0.0,On,0.01645709805264186,0,On,0.4558310233818602,0.3418732675363951,On,0.02652070090398794,0,On,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,16305.304337777778,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,7252.044644444444,Off,0.0,0.0,33.465825891321664,51.666666666666686,46.10666666666668,0.0,50.70720785381489,0.0,0.0,0.0,33.465825891321664,49.12468802404189,50.70720785381489,48.33342810915539,12.43753247303448,20.420231371987303,0.0,-2.367111376294188,-0.6340373026557306,-2.0639346277644246,2.8,9.236100170605994,-3996.044583911136,101.7249305046598,4065.9239796049474,903.9822185650146,-4696.4413740261925,-0.0,-0.0,787.1002896885814,0.0,4.0,0.20452181897971478,0.0,0.0,3.8282437497568456,263.9984568888889,-86.70349957352506,0.19354788380625482,9.520929174463406,0.0028180393924742368,-86.2397727214291,1.2202211636222653,0,0,101.7249305046598,0.9061390909439998,4055.2490074612138,10.674972143733752,0.16255234011547331,1030.3828160390779,-126.4005974740633
2025-01-01 00:03:00,0.6315307053404107,0.4047443328462306,0.0,0.010525511755673511,0.006745738880770511,0.0,0.018338240366584223,0.0,0.5631924649738264,0.0,0.05,0.0,0.0,0.0,0.3901609995128973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.00041548040899891446,0.0,On,0.0074124444890265725,0,On,0.0074124444890265725,0.0,On,0.01645709805264186,0,On,0.4558310233818602,0.3418732675363951,On,0.02652070090398794,0,On,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,16305.304337777778,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,7252.044644444444,Off,0.0,0.0,33.72549598435345,51.666666666666686,46.10666666666668,0.0,50.70393373414496,0.0,0.0,0.0,33.72549598435345,49.1218700350676,50.70393373414496,48.33083818552893,12.43753247303448,20.194218533555052,0.0,-2.2501053387446754,-0.12777402907332908,-1.9901354216975249,2.8,9.236100170605994,-3904.8563162857536,100.13863843493893,3467.2265726571895,885.8006834120138,-4608.270661636041,-0.0,-0.0,787.1002896885814,0.0,4.0,0.2032897140496957,0.0,0.0,3.805181183518581,263.9984568888889,-83.68594433829391,0.1962286079340804,9.417730604466477,0.002817440413030977,-84.04099513300467,1.22116174845188,0,0,100.13863843493893,0.9061390909439998,3457.403539643674,9.82303301351584,0.1622018354106017,1012.5610271206269,-126.76034370861315
2025-01-01 00:04:00,0.6315307053404107,0.4047443328462306,0.0,0.010525511755673511,0.006745738880770511,0.0,0.018338240366584223,0.0,0.5631924649738264,0.0,0.05,0.0,0.0,0.0,0.3901609995128973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.00041548040899891446,0.0,On,0.0074124444890265725,0,On,0.0074124444890265725,0.0,On,0.01645709805264186,0,On,0.4558310233818602,0.3418732675363951,On,0.02652070090398794,0,On,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,16305.304337777778,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,7252.044644444444,Off,0.0,0.0,33.97547080687069,51.666666666666686,46.10666666666668,0.0,50.700636208481306,0.0,0.0,0.0,33.97547080687069,49.11903018058008,50.700636208481306,48.328227166629475,12.43753247303448,19.976516543769755,-0.1345945673414164,-2.135078770905284,0.3004673819274766,-1.9190372173646855,2.8,9.236100170605994,-3816.7726186546024,98.60839252255296,2960.813431026191,868.6535727775964,-4523.971770640101,-0.0,-0.0,787.1002896885814,0.0,4.0,0.20210038569779717,0.0,0.0,3.7829193101777423,263.9984568888889,-79.90113770308331,0.19884999271652423,9.317264205021552,0.0028168571548193135,-81.91974593429403,1.2220691225807154,0,0,98.60839252255296,0.9061390909439998,2951.693961133336,9.11946989285507,0.16186344111050208,995.4508536736703,-126.79728089607387
2025-01-01 00:05:00,1.2400494553404109,0.4047443328462306,0.6014702702702702,0.02066749092234018,0.006745738880770511,0.010024504504504504,0.018338240366584223,0.0,0.5631924649738264,0.6085187500000001,0.05,0.6014702702702702,0.0,0.0,0.3901609995128973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.00041548040899891446,0.0,On,0.0074124444890265725,0,On,0.0074124444890265725,0.0,On,0.01645709805264186,0,On,0.4558310233818602,0.3418732675363951,On,0.02652070090398794,0,On,On,14410.0881378328,20.61111111111117,0.9250000000000003,2503.7349499449792,17.627356040840837,0.6085187500000001,1,16305.304337777778,16305.304337777778,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,7252.044644444444,Off,0.0,0.0,34.21619332626025,51.666666666666686,46.10666666666668,0.0,50.69731615364529,0.0,0.0,0.0,34.21619332626025,49.11616927696931,50.69731615364529,48.32559583863133,12.43753247303448,19.766745505182335,-0.3443656059288358,-2.0219500656838236,0.6628236033999912,-1.8503103657251174,2.8,9.236100170605994,7796.64504395784,5482.8875595293375,2532.32853986203,852.3798505110977,-4443.330327166024,-0.0,-0.0,787.1002896885814,0.0,4.0,0.2009520325710899,0.0,0.0,3.761424411971958,263.9984568888889,-75.195428830957,0.20141288212683764,9.22078944354831,0.0028162890405556244,-79.8726013909503,1.2229447212443878,0,0,97.13498201779763,0.9061390909439998,2523.7880946660707,8.540445195959286,0.1615356595280455,978.9668821888829,-126.58703167778519
2025-01-01 00:06:00,1.2400494553404109,0.4047443328462306,0.6014702702702702,0.02066749092234018,0.006745738880770511,0.010024504504504504,0.018338240366584223,0.0,0.5631924649738264,0.6085187500000001,0.05,0.6014702702702702,0.0,0.0,0.3901609995128973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.00041548040899891446,0.0,On,0.0074124444890265725,0,On,0.0074124444890265725,0.0,On,0.01645709805264186,0,On,0.4558310233818602,0.3418732675363951,On,0.02652070090398794,0,On,On,14410.0881378328,20.61111111111117,0.9250000000000003,2503.7349499449792,17.627356040840837,0.6085187500000001,1,16305.304337777778,16305.304337777778,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,7252.044644444444,Off,0.0,0.0,33.96015546786673,51.666666666666686,46.10666666666668,0.0,50.69397440639873,0.0,0.0,0.0,33.96015546786673,49.11328810332523,50.69397440639873,48.32294495178849,12.43753247303448,19.983903600214756,-0.12720751089641524,-1.714295919366976,0.9695403309902125,-1.7836752762699621,2.8,9.236100170605994,7706.020538247222,5478.443209145355,2169.6530788774103,836.8643537607305,-4526.822048858572,-0.0,-0.0,787.1002896885814,0.0,4.0,0.202140782682177,0.0,0.0,3.7836754617890116,263.9984568888889,-82.3282128490277,0.1986802222611139,9.319826158757893,0.002815735519851281,-81.25821857240486,1.2220391531911607,0,0,92.69063163381497,0.9061390909439998,2161.586815090544,8.066263786866175,0.16121721794944813,963.0368766816632,-126.17252292093285
2025-01-01 00:07:00,1.2400494553404109,0.4047443328462306,0.6014702702702702,0.02066749092234018,0.006745738880770511,0.010024504504504504,0.018338240366584223,0.0,0.5631924649738264,0.6085187500000001,0.05,0.6014702702702702,0.0,0.0,0.3901609995128973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.00041548040899891446,0.0,On,0.0074124444890265725,0,On,0.0074124444890265725,0.0,On,0.01645709805264186,0,On,0.4558310233818602,0.3418732675363951,On,0.02652070090398794,0,On,On,14410.0881378328,20.61111111111117,0.9250000000000003,2503.7349499449792,17.627356040840837,0.6085187500000001,1,16305.304337777778,16305.304337777778,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,7252.044644444444,Off,0.0,0.0,33.71389909956562,51.666666666666686,46.10666666666668,0.0,50.69065588061732,0.0,0.0,0.0,33.71389909956562,49.110428489342176,50.69065588061732,48.32031479370461,12.43753247303448,20.192676442361,0.0,-1.4119676216972548,1.2292671514062519,-1.7188937003659617,2.8,9.236100170605994,7619.5193908258925,5474.389459088944,1862.5560888894622,822.0079044867189,-4607.671355530712,-0.0,-0.0,787.1002896885814,0.0,4.0,0.2032812981824466,0.0,0.0,3.805023655136739,263.9984568888889,-87.98005359821664,0.19609003074958226,9.41468728879531,0.0028151719794665417,-82.56269137636848,1.2211698396064627,0,0,88.63688157740391,0.9061390909439998,1854.8758396772428,7.680249212219406,0.16090702994627773,947.5994411384498,-125.59153665173102
2025-01-01 00:08:00,1.2400494553404109,0.4047443328462306,0.6014702702702702,0.02066749092234018,0.006745738880770511,0.010024504504504504,0.018338240366584223,0.0,0.5631924649738264,0.6085187500000001,0.05,0.6014702702702702,0.0,0.0,0.3901609995128973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.00041548040899891446,0.0,On,0.0074124444890265725,0,On,0.0074124444890265725,0.0,On,0.01645709805264186,0,On,0.4558310233818602,0.3418732675363951,On,0.02652070090398794,0,On,On,14410.0881378328,20.61111111111117,0.9250000000000003,2503.7349499449792,17.627356040840837,0.6085187500000001,1,16305.304337777778,16305.304337777778,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,7252.044644444444,Off,0.0,0.0,33.47692522392431,51.666666666666686,46.10666666666668,0.0,50.68735969166528,0.0,0.0,0.0,33.47692522392431,49.10758961137003,50.68735969166528,48.31770457122241,12.43753247303448,20.39349207770683,0.0,-1.1147114818304897,1.4493063676481621,-1.6557630997008332,2.8,9.236100170605994,7535.811161113884,5470.451089822914,1602.4001994180328,807.725897999858,-4685.975348189892,-0.0,-0.0,787.1002896885814,0.0,4.0,0.20437618958250756,0.0,0.0,3.82551785560814,263.9984568888889,-93.3842906510456,0.1936321069611718,9.504919769174563,0.0028145989847205713,-83.79034727448253,1.2203348487232062,0,0,84.69851231137402,0.9061390909439998,1595.0318908134739,7.368308604558891,0.16060417078166025,932.6024755114893,-124.87657751163108
2025-01-01 00:09:00,1.2400494553404109,0.4047443328462306,0.6014702702702702,0.02066749092234018,0.006745738880770511,0.010024504504504504,0.018338240366584223,0.0,0.5631924649738264,0.6085187500000001,0.05,0.6014702702702702,0.0,0.0,0.3901609995128973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.00041548040899891446,0.0,On,0.0074124444890265725,0,On,0.0074124444890265725,0.0,On,0.01645709805264186,0,On,0.4558310233818602,0.3418732675363951,On,0.02652070090398794,0,On,On,14410.0881378328,20.61111111111117,0.9250000000000003,2503.7349499449792,17.627356040840837,0.6085187500000001,1,16305.304337777778,16305.304337777778,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,7252.044644444444,Off,0.0,0.0,33.248812205793016,51.666666666666686,46.10666666666668,0.0,50.684085000032304,0.0,0.0,0.0,33.248812205793016,49.104770687776735,50.684085000032304,48.31511353164896,12.43753247303448,20.586712104166427,0.0,-0.8223247474676114,1.6358230262160904,-1.594111675905718,2.8,9.236100170605994,7454.890518959897,5466.657845246541,1381.8932123947218,793.9463700924673,-4761.812421937736,-0.0,-0.0,787.1002896885814,0.0,4.0,0.20542767744172047,0.0,0.0,3.84519962768047,263.9984568888889,-98.4678590571883,0.19129763163927016,9.592195507417967,0.0028140170720084698,-84.94492386156922,1.219532540613108,0,0,80.9052677350009,0.9061390909439998,1374.774675218399,7.118537176322808,0.16030785551750218,918.0018294141126,-124.05545932164529
