Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,1.1901377572331486,0.2258400025989777,0.7114875,0.019835629287219145,0.003764000043316295,0.011858125,0.020882181879833588,0.289186825353315,0.83006875,0.05,0.0,0.7114875,0.0,0.21125666926564438,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.003754306469298246,0.0,On,0.010439663424883663,0,On,0.006688211985651679,0.0,On,0.00751126633245577,0,On,0.21908818376011097,0.16431613782008317,On,On,14948.538513361496,19.222222222222257,0.8,2562.844809971835,20.851643216666666,0.83006875,1,16681.314573333333,16681.314573333333,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,7067.995986666667,Off,0.0,0,75.49650063969548,51.666666666666686,46.10666666666668,0.0,49.35124891114795,0.0,0.0,0.0,117.96328224952418,47.26353830447044,49.35124891114795,46.219683001131685,12.43753247303448,19.07005228878945,0.0,-2.5671771809025743,2.8,9.236100170605994,7975.756881019447,5642.013126456135,-4296.454484897835,-0.0,-0.0,492.7316770366075,0.0,3.0,0.20262993951552008,0.0,0,2.216640704759202,197.99884266666666,-179.35112180852573,0.20857153623301036,8.858736111752547,0.0028007479586239586,-128.5198404271588,1.2223013869078407,0,0,89.46061381200116
2025-01-01 00:01:00,1.1901377572331486,0.2258400025989777,0.7114875,0.019835629287219145,0.003764000043316295,0.011858125,0.020882181879833588,0.289186825353315,0.83006875,0.05,0.0,0.7114875,0.0,0.21125666926564438,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.003754306469298246,0.0,On,0.010439663424883663,0,On,0.006688211985651679,0.0,On,0.00751126633245577,0,On,0.21908818376011097,0.16431613782008317,On,On,14948.538513361496,19.222222222222257,0.8,2562.844809971835,20.851643216666666,0.83006875,1,16681.314573333333,16681.314573333333,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,7067.995986666667,Off,0.0,0,75.22930564841757,51.666666666666686,46.10666666666668,0.0,49.33766692579593,0.0,0.0,0.0,117.54579007565243,47.25177542878008,49.33766692579593,46.20882968027215,12.43753247303448,19.158261891737876,0.0,-2.210277018090052,2.8,9.236100170605994,7932.5211113657,5637.3420302758295,-4329.942238839542,-0.0,-0.0,492.7316770366075,0.0,3.0,0.20310812367948836,0.0,0,2.2218717307603826,197.99884266666666,-189.0991375205655,0.20799461170611044,8.922244173505138,0.0028002271639975315,-128.86040362317814,1.2255023424258589,0,0,84.78951763169475
2025-01-01 00:02:00,1.1901377572331486,0.2258400025989777,0.7114875,0.019835629287219145,0.003764000043316295,0.011858125,0.020882181879833588,0.289186825353315,0.83006875,0.05,0.0,0.7114875,0.0,0.21125666926564438,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.003754306469298246,0.0,On,0.010439663424883663,0,On,0.006688211985651679,0.0,On,0.00751126633245577,0,On,0.21908818376011097,0.16431613782008317,On,On,14948.538513361496,19.222222222222257,0.8,2562.844809971835,20.851643216666666,0.83006875,1,16681.314573333333,16681.314573333333,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,7067.995986666667,Off,0.0,0,74.9692613008234,51.666666666666686,46.10666666666668,0.0,49.324130307788764,0.0,0.0,0.0,117.13947078253656,47.240054183912875,49.324130307788764,46.19801612197494,12.43753247303448,19.24383613202598,0.0,-1.859753661911791,2.8,9.236100170605994,7890.484209923687,5633.15948875457,-4362.527368420665,-0.0,-0.0,492.7316770366075,0.0,3.0,0.20357168545628385,0.0,0,2.2269427972872355,197.99884266666666,-198.55090938145614,0.20684988013227767,8.96102958248413,0.0027997063532197515,-129.17872453140555,1.2251440624756325,0,0,80.60697611043541
2025-01-01 00:03:00,1.1901377572331486,0.2258400025989777,0.7114875,0.019835629287219145,0.003764000043316295,0.011858125,0.020882181879833588,0.289186825353315,0.83006875,0.05,0.0,0.7114875,0.0,0.21125666926564438,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.003754306469298246,0.0,On,0.010439663424883663,0,On,0.006688211985651679,0.0,On,0.00751126633245577,0,On,0.21908818376011097,0.16431613782008317,On,On,14948.538513361496,19.222222222222257,0.8,2562.844809971835,20.851643216666666,0.83006875,1,16681.314573333333,16681.314573333333,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,7067.995986666667,Off,0.0,0,74.71608405332901,51.666666666666686,46.10666666666668,0.0,49.310637864812094,0.0,0.0,0.0,116.74388133332658,47.22837345574922,49.310637864812094,46.187241251217785,12.43753247303448,19.326880048447766,0.0,-1.5151982145819864,2.8,9.236100170605994,7849.469766947406,5629.06563363078,-4394.241026441692,-0.0,-0.0,492.7316770366075,0.0,3.0,0.20402122346261842,0.0,0,2.2318604528200754,197.99884266666666,-207.85169433670922,0.20574447672515114,8.999072310231295,0.0027991841032133785,-129.47479704064475,1.2247965893114652,0,0,76.51312098664619
2025-01-01 00:04:00,1.1901377572331486,0.2258400025989777,0.7114875,0.019835629287219145,0.003764000043316295,0.011858125,0.020882181879833588,0.289186825353315,0.83006875,0.05,0.0,0.7114875,0.0,0.21125666926564438,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.003754306469298246,0.0,On,0.010439663424883663,0,On,0.006688211985651679,0.0,On,0.00751126633245577,0,On,0.21908818376011097,0.16431613782008317,On,On,14948.538513361496,19.222222222222257,0.8,2562.844809971835,20.851643216666666,0.83006875,1,16681.314573333333,16681.314573333333,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,7067.995986666667,Off,0.0,0,74.46951051280882,51.666666666666686,46.10666666666668,0.0,49.297188451796316,0.0,0.0,0.0,116.35861017626378,47.21673217434753,49.297188451796316,46.17650403562313,12.43753247303448,19.407491179939814,0.0,-1.1763189864341186,2.8,9.236100170605994,7811.710457535371,5625.115032963565,-4425.112228653534,-0.0,-0.0,492.7316770366075,0.0,3.0,0.2044572933735605,0.0,0,2.2366307760853643,197.99884266666666,-214.73980153690292,0.2046765389094372,9.03574041349994,0.002798660507729507,-129.74952859308067,1.2244594964094802,0,0,72.56252031943032
2025-01-01 00:05:00,0.3600690072331486,0.2258400025989777,0.0,0.006001150120552477,0.003764000043316295,0.0,0.020882181879833588,0.289186825353315,0.0,0.05,0.0,0.0,0.0,0.21125666926564438,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.003754306469298246,0.0,On,0.010439663424883663,0,On,0.006688211985651679,0.0,On,0.00751126633245577,0,On,0.21908818376011097,0.16431613782008317,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,16681.314573333333,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,7067.995986666667,Off,0.0,0,74.22916002882349,51.666666666666686,46.10666666666668,0.0,49.283780967560276,0.0,0.0,0.0,115.9830625450367,47.205129310804686,49.283780967560276,46.165803482426895,12.43753247303448,19.48581100640847,0.0,-0.8428858938903552,2.8,9.236100170605994,-4181.287951450689,68.75935088535435,-4455.187558165764,-0.0,-0.0,492.7316770366075,0.0,3.0,0.20488068615283553,0.0,0,2.2412624197155506,197.99884266666666,-218.83207032153263,0.20364370005842525,9.071113083210484,0.0027981356567811436,-130.00415245420973,1.2241321748894258,0,0,68.75935088535435
2025-01-01 00:06:00,0.3600690072331486,0.2258400025989777,0.0,0.006001150120552477,0.003764000043316295,0.0,0.020882181879833588,0.289186825353315,0.0,0.05,0.0,0.0,0.0,0.21125666926564438,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.003754306469298246,0.0,On,0.010439663424883663,0,On,0.006688211985651679,0.0,On,0.00751126633245577,0,On,0.21908818376011097,0.16431613782008317,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,16681.314573333333,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,7067.995986666667,Off,0.0,0,74.67458545621265,51.666666666666686,46.10666666666668,0.0,49.27041437433189,0.0,0.0,0.0,116.67903977533227,47.19356389552556,49.27041437433189,46.155138656122396,12.43753247303448,19.307421516665098,0.0,-0.751343367534944,2.8,9.236100170605994,-4103.287948405551,68.23821008498393,-4386.801877858966,-0.0,-0.0,492.7316770366075,0.0,3.0,0.20391591745495571,0.0,0,2.2307084730899382,197.99884266666666,-209.21774758319327,0.20587858629368905,8.988218857286423,0.0027976096352359285,-128.30561245160735,1.224879244404565,0,0,68.23821008498393
2025-01-01 00:07:00,0.3600690072331486,0.2258400025989777,0.0,0.006001150120552477,0.003764000043316295,0.0,0.020882181879833588,0.289186825353315,0.0,0.05,0.0,0.0,0.0,0.21125666926564438,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.003754306469298246,0.0,On,0.010439663424883663,0,On,0.006688211985651679,0.0,On,0.00751126633245577,0,On,0.21908818376011097,0.16431613782008317,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,16681.314573333333,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,7067.995986666667,Off,0.0,0,75.10558241841072,51.666666666666686,46.10666666666668,0.0,49.25697449644891,0.0,0.0,0.0,117.35247252876674,47.18192907989162,49.25697449644891,46.14440637161297,12.43753247303448,19.134364350500665,0.0,-0.660606072775346,2.8,9.236100170605994,-4029.194325652549,67.51383940586942,-4320.859695316175,-0.0,-0.0,492.7316770366075,0.0,3.0,0.2029786098493265,0.0,0,2.2204549330825447,197.99884266666666,-201.06630737298204,0.20807251541865998,8.90732467412515,0.002797090802942427,-126.65348731341422,1.2256048606636614,0,0,67.51383940586942
2025-01-01 00:08:00,0.3600690072331486,0.2258400025989777,0.0,0.006001150120552477,0.003764000043316295,0.0,0.020882181879833588,0.289186825353315,0.0,0.05,0.0,0.0,0.0,0.21125666926564438,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.003754306469298246,0.0,On,0.010439663424883663,0,On,0.006688211985651679,0.0,On,0.00751126633245577,0,On,0.21908818376011097,0.16431613782008317,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,16681.314573333333,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,7067.995986666667,Off,0.0,0,75.52283874274232,51.666666666666686,46.10666666666668,0.0,49.243463737972974,0.0,0.0,0.0,118.00443553553488,47.17022711195729,49.243463737972974,46.133608798949446,12.43753247303448,18.966384246398274,0.0,-0.5707709897262719,2.8,9.236100170605994,-3957.78115740094,66.86391587346492,-4257.229184221032,-0.0,-0.0,492.7316770366075,0.0,3.0,0.2020675062305346,0.0,0,2.2104880477718334,197.99884266666666,-193.28365021651607,0.2102267236492144,8.82899847454787,0.0027965789546025746,-125.04568233665853,1.2263100175455508,0,0,66.86391587346492
2025-01-01 00:09:00,0.3600690072331486,0.2258400025989777,0.0,0.006001150120552477,0.003764000043316295,0.0,0.020882181879833588,0.289186825353315,0.0,0.05,0.0,0.0,0.0,0.21125666926564438,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.003754306469298246,0.0,On,0.010439663424883663,0,On,0.006688211985651679,0.0,On,0.00751126633245577,0,On,0.21908818376011097,0.16431613782008317,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,16681.314573333333,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,7067.995986666667,Off,0.0,0,75.92694130446401,51.666666666666686,46.10666666666668,0.0,49.2298843883745,0.0,0.0,0.0,118.63584578822501,47.15846013260875,49.2298843883745,46.12274800472588,12.43753247303448,18.803263630748496,0.0,-0.4818939940551607,2.8,9.236100170605994,-3889.009472988968,66.24772185764762,-4195.795819317179,-0.0,-0.0,492.7316770366075,0.0,3.0,0.20118154280061099,0.0,0,2.2007961798948936,197.99884266666666,-185.94533070839623,0.21234211678602588,8.752453560521467,0.0027960738945191264,-123.48039384127574,1.2269955574908413,0,0,66.24772185764762
