Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.2857365726203954,0.1717789786395729,0.0,0.004762276210339924,0.0028629829773262148,0.0,0.02008991217884224,0.21564666044155317,0.0,0.05,0.0,0.0,0.0,0.15719564530623956,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.015545860643754522,0,On,0.006052466699900359,0,On,0.17452944325912362,0.13089708244434267,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,8036.596008888889,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6254.137511111111,Off,0.0,0,85.859640199574,51.666666666666686,46.10666666666668,0.0,49.70496418637242,0.0,0.0,0.0,134.15568781183438,49.43286494069673,49.70496418637242,49.29681531785889,12.43753247303448,17.29729687040457,0.0,-1.9890196650668206,2.8,-167.16866494771227,1788.1122527774432,-514.2679017544824,-0.0,-0.0,289.519125814479,0.0,1.0,0.02721978773998566,0.0,0.0,0.1985158235522096,65.99961422222222,57.58011099229116,0.21223129787347195,7.728049033554283,0.0025485080710861653,38.193354293202134,1.2299490074913006,0.3391335762433976,2116.5818221332656,-328.4695693558223
2025-01-01 00:01:00,0.2857365726203954,0.1717789786395729,0.0,0.004762276210339924,0.0028629829773262148,0.0,0.02008991217884224,0.21564666044155317,0.0,0.05,0.0,0.0,0.0,0.15719564530623956,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.015545860643754522,0,On,0.006052466699900359,0,On,0.17452944325912362,0.13089708244434267,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,8036.596008888889,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6254.137511111111,Off,0.0,0,85.85045846901942,51.666666666666686,46.10666666666668,0.0,49.690537535423225,0.0,0.0,0.0,134.14134135784283,49.4194874163621,49.690537535423225,49.28396235683155,12.43753247303448,17.287320920768874,0.0,-1.9439940928069557,2.8,-174.4264673987804,1761.5810851504966,-513.7907751290136,-0.0,-0.0,289.519125814479,0.0,1.0,0.027213259929505743,0.0,0.0,0.19846821577195092,65.99961422222222,49.84518191575419,0.21299415378974884,7.745662147845352,0.00254861061125374,38.1884884825137,1.2335841411757316,0.3385762611470426,2093.236487203813,-331.65540205331615
2025-01-01 00:02:00,0.2857365726203954,0.1717789786395729,0.0,0.004762276210339924,0.0028629829773262148,0.0,0.02008991217884224,0.21564666044155317,0.0,0.05,0.0,0.0,0.0,0.15719564530623956,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.015545860643754522,0,On,0.006052466699900359,0,On,0.17452944325912362,0.13089708244434267,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,8036.596008888889,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6254.137511111111,Off,0.0,0,85.84152844553455,51.666666666666686,46.10666666666668,0.0,49.676112922018696,0.0,0.0,0.0,134.12738819614773,49.406111322604445,49.676112922018696,49.27111052289733,12.43753247303448,17.27725218616569,0.0,-1.9002956014086654,2.8,-181.7489107810061,1735.352315090431,-513.309378763739,-0.0,-0.0,289.519125814479,0.0,1.0,0.027206671184313976,0.0,0.0,0.19842016359055945,65.99961422222222,42.041342168253955,0.21313838555121684,7.740878510064058,0.0025487128362302286,38.18369161476266,1.2336268317828618,0.33803449370386085,2070.636390539879,-335.284075449448
2025-01-01 00:03:00,0.2857365726203954,0.1717789786395729,0.0,0.004762276210339924,0.0028629829773262148,0.0,0.02008991217884224,0.21564666044155317,0.0,0.05,0.0,0.0,0.0,0.15719564530623956,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.015545860643754522,0,On,0.006052466699900359,0,On,0.17452944325912362,0.13089708244434267,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,8036.596008888889,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6254.137511111111,Off,0.0,0,85.83283972316957,51.666666666666686,46.10666666666668,0.0,49.661690303958004,0.0,0.0,0.0,134.11381206745244,49.392736620206065,49.661690303958004,49.2582597783301,12.43753247303448,17.267094523161276,0.0,-1.8578320853030486,2.8,-189.0995359155828,1711.776632135871,-512.8239016305716,-0.0,-0.0,289.519125814479,0.0,1.0,0.02720002402257829,0.0,0.0,0.19837168537321076,65.99961422222222,34.20523990050983,0.21328392399490448,7.73604425455198,0.0025488150448290765,38.178936343799926,1.2336699031233977,0.3375072041751918,2048.729059054989,-336.9524269191181
2025-01-01 00:04:00,0.2857365726203954,0.1717789786395729,0.0,0.004762276210339924,0.0028629829773262148,0.0,0.02008991217884224,0.21564666044155317,0.0,0.05,0.0,0.0,0.0,0.15719564530623956,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.015545860643754522,0,On,0.006052466699900359,0,On,0.17452944325912362,0.13089708244434267,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,8036.596008888889,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6254.137511111111,Off,0.0,0,85.82438214445595,51.666666666666686,46.10666666666668,0.0,49.64726964077426,0.0,0.0,0.0,134.10059710071243,49.379363271570575,49.64726964077426,49.24541008696873,12.43753247303448,17.256851696899346,0.0,-1.816457112056858,2.8,-193.51214826642388,1688.9471530702347,-512.3345281151029,-0.0,-0.0,289.519125814479,0.0,1.0,0.02719332090295353,0.0,0.0,0.19832279905104727,65.99961422222222,29.30325403420001,0.21343072110795067,7.731161487616957,0.00254891723713122,38.174221206837124,1.2337133392816246,0.33699263800633766,2027.4346775073232,-338.48752443708844
2025-01-01 00:05:00,0.2857365726203954,0.1717789786395729,0.0,0.004762276210339924,0.0028629829773262148,0.0,0.02008991217884224,0.21564666044155317,0.0,0.05,0.0,0.0,0.0,0.15719564530623956,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.015545860643754522,0,On,0.006052466699900359,0,On,0.17452944325912362,0.13089708244434267,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,8036.596008888889,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6254.137511111111,Off,0.0,0,85.81603544430969,51.666666666666686,46.10666666666668,0.0,49.63285089369306,0.0,0.0,0.0,134.0875553817339,49.365991240684195,49.63285089369306,49.23256141417977,12.43753247303448,17.246568697210055,0.0,-1.7760818616491143,2.8,-194.39758732752836,1667.3813954078362,-511.8434109255977,-0.0,-0.0,289.519125814479,0.0,1.0,0.027186591264084285,0.0,0.0,0.19827371932217142,65.99961422222222,27.92669778359037,0.2135781715714032,7.726918141037743,0.0025490194132150043,38.169528140778986,1.2337569491938742,0.33648974645006835,2006.7037939976904,-339.3223985898544
2025-01-01 00:06:00,0.2857365726203954,0.1717789786395729,0.0,0.004762276210339924,0.0028629829773262148,0.0,0.02008991217884224,0.21564666044155317,0.0,0.05,0.0,0.0,0.0,0.15719564530623956,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.015545860643754522,0,On,0.006052466699900359,0,On,0.17452944325912362,0.13089708244434267,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,8036.596008888889,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6254.137511111111,Off,0.0,0,85.80766240594839,51.666666666666686,46.10666666666668,0.0,49.61843404396412,0.0,0.0,0.0,134.07447250929437,49.352620510271294,49.61843404396412,49.21971374342488,12.43753247303448,17.23629687918872,0.0,-1.7366102843043703,2.8,-194.38414155907276,1646.49169011739,-511.3530035497043,-0.0,-0.0,289.519125814479,0.0,1.0,0.02717986871453693,0.0,0.0,0.19822469129621795,65.99961422222222,27.449736176152598,0.21372558210626919,7.722017375466388,0.002549121573126256,38.16483648051444,1.2338005146978286,0.33599738293825065,1986.483763050203,-339.99207293281296
2025-01-01 00:07:00,0.2857365726203954,0.1717789786395729,0.0,0.004762276210339924,0.0028629829773262148,0.0,0.02008991217884224,0.21564666044155317,0.0,0.05,0.0,0.0,0.0,0.15719564530623956,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.015545860643754522,0,On,0.006052466699900359,0,On,0.17452944325912362,0.13089708244434267,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,8036.596008888889,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6254.137511111111,Off,0.0,0,85.79922968398667,51.666666666666686,46.10666666666668,0.0,49.60401909568295,0.0,0.0,0.0,134.06129638122917,49.33925108443553,49.60401909568295,49.20686707881183,12.43753247303448,17.226048731071252,0.0,-1.6979678137448881,2.8,-194.049450672523,1626.6325298653467,-510.8639013388274,-0.0,-0.0,289.519125814479,0.0,1.0,0.02717316142913431,0.0,0.0,0.198175774592744,65.99961422222222,27.29532485182539,0.21387278340964314,7.71712920873315,0.0025492237168735577,38.160141183129305,1.2338439827196623,0.3355146616702591,1966.7334238627016,-340.10089399735483
2025-01-01 00:08:00,0.2857365726203954,0.1717789786395729,0.0,0.004762276210339924,0.0028629829773262148,0.0,0.02008991217884224,0.21564666044155317,0.0,0.05,0.0,0.0,0.0,0.15719564530623956,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.015545860643754522,0,On,0.006052466699900359,0,On,0.17452944325912362,0.13089708244434267,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,8036.596008888889,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6254.137511111111,Off,0.0,0,85.7907264583746,51.666666666666686,46.10666666666668,0.0,49.58960605849668,0.0,0.0,0.0,134.04801009121033,49.32588297247604,49.58960605849668,49.19402142946573,12.43753247303448,17.21582831310381,0.0,-1.6600760457238735,2.8,-193.70992972309625,1607.4769865954586,-510.3762967755283,-0.0,-0.0,289.519125814479,0.0,1.0,0.02716647206750289,0.0,0.0,0.19812698860859213,65.99961422222222,27.14724123795309,0.21401971983064125,7.712255923621449,0.0025493258444563853,38.155440594047505,1.23388733598472,0.3350406428084311,1947.4100583082459,-339.93307171278695
2025-01-01 00:09:00,0.2857365726203954,0.1717789786395729,0.0,0.004762276210339924,0.0028629829773262148,0.0,0.02008991217884224,0.21564666044155317,0.0,0.05,0.0,0.0,0.0,0.15719564530623956,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.015545860643754522,0,On,0.006052466699900359,0,On,0.17452944325912362,0.13089708244434267,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,8036.596008888889,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6254.137511111111,Off,0.0,0,85.7821538477646,51.666666666666686,46.10666666666668,0.0,49.57519494385369,0.0,0.0,0.0,134.0346153871322,49.31251618537776,49.57519494385369,49.18117680613981,12.43753247303448,17.20563521746086,0.0,-1.622870331114412,2.8,-193.43730296049296,1589.045389558802,-509.89016901634,-0.0,-0.0,289.519125814479,0.0,1.0,0.027159800365072085,0.0,0.0,0.1980783314142305,65.99961422222222,26.93374024136802,0.21416639612445235,7.7073972935910735,0.002549427955871213,38.150734858184464,1.2339305762016104,0.33457455289394006,1928.4783390956175,-339.4329495368153
